
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.970]   This
[00:00:00.970 --> 00:00:01.320]   show
[00:00:01.320 --> 00:00:01.650]   is
[00:00:01.650 --> 00:00:03.760]   distributed
[00:00:03.760 --> 00:00:03.810]   by
[00:00:03.810 --> 00:00:04.310]   Sun
[00:00:04.310 --> 00:00:04.570]  c
[00:00:04.570 --> 00:00:04.800]  ru
[00:00:04.800 --> 00:00:05.000]  x
[00:00:05.000 --> 00:00:05.000]  .
[00:00:05.000 --> 00:00:07.000]   Welcome
[00:00:07.000 --> 00:00:07.000]  !
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.550]   Welcome
[00:00:28.550 --> 00:00:28.710]   to
[00:00:28.710 --> 00:00:29.260]   episode
[00:00:29.260 --> 00:00:29.740]   17
[00:00:29.740 --> 00:00:30.000]  8
[00:00:30.000 --> 00:00:30.110]   of
[00:00:30.110 --> 00:00:30.330]   Tech
[00:00:30.330 --> 00:00:30.380]  S
[00:00:30.380 --> 00:00:30.540]  ing
[00:00:30.540 --> 00:00:30.650]  ,
[00:00:30.650 --> 00:00:31.000]   hosted
[00:00:31.000 --> 00:00:31.070]   by
[00:00:31.070 --> 00:00:31.280]   myself
[00:00:31.280 --> 00:00:31.420]  ,
[00:00:31.420 --> 00:00:31.640]   Justin
[00:00:31.640 --> 00:00:32.000]   Vincent
[00:00:32.000 --> 00:00:32.190]  ,
[00:00:32.190 --> 00:00:32.480]   and
[00:00:32.480 --> 00:00:32.810]   Jason
[00:00:32.810 --> 00:00:33.000]   Roberts
[00:00:33.000 --> 00:00:33.000]  .
[00:00:33.000 --> 00:00:33.130]   And
[00:00:33.130 --> 00:00:33.230]   in
[00:00:33.230 --> 00:00:33.470]   today
[00:00:33.470 --> 00:00:33.560]  's
[00:00:33.560 --> 00:00:33.780]   show
[00:00:33.780 --> 00:00:33.840]  ,
[00:00:33.840 --> 00:00:34.180]   neither
[00:00:34.180 --> 00:00:34.270]   of
[00:00:34.270 --> 00:00:34.360]   us
[00:00:34.360 --> 00:00:34.550]   have
[00:00:34.550 --> 00:00:34.740]   done
[00:00:34.740 --> 00:00:34.880]   any
[00:00:34.880 --> 00:00:35.460]   preparation
[00:00:35.460 --> 00:00:36.000]   whatsoever
[00:00:36.000 --> 00:00:37.000]  ,
[00:00:37.000 --> 00:00:37.130]   so
[00:00:37.130 --> 00:00:37.330]   let
[00:00:37.330 --> 00:00:37.460]  's
[00:00:37.460 --> 00:00:37.690]   see
[00:00:37.690 --> 00:00:38.000]   where
[00:00:38.000 --> 00:00:38.000]   this
[00:00:38.000 --> 00:00:38.000]   goes
[00:00:38.000 --> 00:00:38.000]  .
[00:00:38.000 --> 00:00:38.250]   Hey
[00:00:38.250 --> 00:00:38.760]   Jason
[00:00:38.760 --> 00:00:38.820]  ,
[00:00:38.820 --> 00:00:39.080]   how
[00:00:39.080 --> 00:00:39.320]   you
[00:00:39.320 --> 00:00:39.840]   doing
[00:00:39.840 --> 00:00:40.000]  ?
[00:00:40.000 --> 00:00:40.060]   I
[00:00:40.060 --> 00:00:40.240]  've
[00:00:40.240 --> 00:00:40.480]   done
[00:00:40.480 --> 00:00:40.540]   a
