
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.970]   This
[00:00:00.970 --> 00:00:01.260]   show
[00:00:01.260 --> 00:00:01.570]   is
[00:00:01.570 --> 00:00:03.300]   distributed
[00:00:03.300 --> 00:00:03.760]   by
[00:00:03.760 --> 00:00:04.220]   Sun
[00:00:04.220 --> 00:00:04.230]  c
[00:00:04.230 --> 00:00:04.570]  ru
[00:00:04.570 --> 00:00:04.690]  x
[00:00:04.690 --> 00:00:05.520]  .
[00:00:05.520 --> 00:00:06.320]   Welcome
[00:00:06.320 --> 00:00:06.800]  !
[00:00:06.800 --> 00:00:07.800]   [
[00:00:07.800 --> 00:00:12.790]  Music
[00:00:12.790 --> 00:00:13.800]  ]
[00:00:13.800 --> 00:00:15.810]   [
[00:00:15.810 --> 00:00:25.790]  Music
[00:00:25.790 --> 00:00:27.800]  ]
[00:00:27.800 --> 00:00:27.800]  
[00:00:27.800 --> 00:00:28.190]   Welcome
[00:00:28.190 --> 00:00:28.300]   to
[00:00:28.300 --> 00:00:28.690]   episode
[00:00:28.690 --> 00:00:29.200]   170
[00:00:29.200 --> 00:00:29.310]   of
[00:00:29.310 --> 00:00:29.530]   Tech
[00:00:29.530 --> 00:00:29.570]  S
[00:00:29.570 --> 00:00:29.800]  ink
[00:00:29.800 --> 00:00:29.920]  ,
[00:00:29.920 --> 00:00:30.300]   hosted
[00:00:30.300 --> 00:00:30.440]   by
[00:00:30.440 --> 00:00:30.610]   myself
[00:00:30.610 --> 00:00:30.800]  ,
[00:00:30.800 --> 00:00:31.080]   Justin
[00:00:31.080 --> 00:00:31.800]   Vincent
[00:00:31.800 --> 00:00:31.860]  ,
[00:00:31.860 --> 00:00:31.980]   and
[00:00:31.980 --> 00:00:32.360]   Jason
[00:00:32.360 --> 00:00:32.790]   Roberts
[00:00:32.790 --> 00:00:32.800]  .
[00:00:32.800 --> 00:00:32.900]   On
[00:00:32.900 --> 00:00:33.190]   today
[00:00:33.190 --> 00:00:33.260]  's
[00:00:33.260 --> 00:00:33.440]   show
[00:00:33.440 --> 00:00:33.530]  ,
[00:00:33.530 --> 00:00:33.630]   we
[00:00:33.630 --> 00:00:33.770]  're
[00:00:33.770 --> 00:00:34.110]   talking
[00:00:34.110 --> 00:00:34.210]   to
[00:00:34.210 --> 00:00:34.410]   Paul
[00:00:34.410 --> 00:00:34.460]   P
[00:00:34.460 --> 00:00:34.650]  ates
[00:00:34.650 --> 00:00:34.830]  ,
[00:00:34.830 --> 00:00:35.160]   CEO
[00:00:35.160 --> 00:00:35.470]   of
[00:00:35.470 --> 00:00:36.000]   Innov
[00:00:36.000 --> 00:00:36.590]  ative
[00:00:36.590 --> 00:00:36.950]   Dis
[00:00:36.950 --> 00:00:37.350]  ruption
[00:00:37.350 --> 00:00:37.800]  .
[00:00:37.800 --> 00:00:38.040]   Hey
[00:00:38.040 --> 00:00:38.040]   Paul
[00:00:38.040 --> 00:00:38.110]  ,
[00:00:38.110 --> 00:00:38.350]   welcome
[00:00:38.350 --> 00:00:38.480]   to
[00:00:38.480 --> 00:00:38.520]   the
[00:00:38.520 --> 00:00:38.660]   show
[00:00:38.660 --> 00:00:38.800]  .
[00:00:38.800 --> 00:00:39.400]   Thank
[00:00:39.400 --> 00:00:39.550]   you
[00:00:39.550 --> 00:00:40.060]  .
[00:00:40.060 --> 00:00:40.130]   Glad
[00:00:40.130 --> 00:00:40.190]   to
[00:00:40.190 --> 00:00:40.320]   be
[00:00:40.320 --> 00:00:40.580]   here
[00:00:40.580 --> 00:00:40.800]  .
[00:00:40.800 --> 00:00:41.250]   So
[00:00:41.250 --> 00:00:41.310]   Paul
[00:00:41.310 --> 00:00:41.480]  ,
[00:00:41.480 --> 00:00:41.730]   you
[00:00:41.730 --> 00:00:42.320]   reached
[00:00:42.320 --> 00:00:42.570]   out
[00:00:42.570 --> 00:00:42.740]   to
[00:00:42.740 --> 00:00:42.910]   us
[00:00:42.910 --> 00:00:42.990]   a
[00:00:42.990 --> 00:00:43.410]   while
[00:00:43.410 --> 00:00:43.800]   back
[00:00:43.800 --> 00:00:44.800]   because
[00:00:44.800 --> 00:00:45.010]   you
[00:00:45.010 --> 00:00:45.220]   had
[00:00:45.220 --> 00:00:45.500]   seen
[00:00:45.500 --> 00:00:45.660]   we
[00:00:45.660 --> 00:00:45.800]  'd
[00:00:45.800 --> 00:00:46.370]   interviewed
[00:00:46.370 --> 00:00:46.500]  ,
[00:00:46.500 --> 00:00:46.520]   I
[00:00:46.520 --> 00:00:46.800]   think
[00:00:46.800 --> 00:00:46.910]   it
[00:00:46.910 --> 00:00:47.050]   was
[00:00:47.050 --> 00:00:47.430]   Thomas
[00:00:47.430 --> 00:00:47.460]   Th
[00:00:47.460 --> 00:00:47.560]  ur
[00:00:47.560 --> 00:00:47.800]  ston
[00:00:47.800 --> 00:00:47.800]  ?
[00:00:47.800 --> 00:00:48.150]   Yeah
[00:00:48.150 --> 00:00:48.490]  ,
[00:00:48.490 --> 00:00:48.570]   episode
[00:00:48.570 --> 00:00:48.940]   76
[00:00:48.940 --> 00:00:49.040]  ,
[00:00:49.040 --> 00:00:49.280]   wasn
[00:00:49.280 --> 00:00:49.390]  't
[00:00:49.390 --> 00:00:49.510]   it
[00:00:49.510 --> 00:00:49.680]  ?
[00:00:49.680 --> 00:00:49.860]   Mod
[00:00:49.860 --> 00:00:50.150]  eling
[00:00:50.150 --> 00:00:50.320]   Dis
[00:00:50.320 --> 00:00:50.790]  ruption
[00:00:50.790 --> 00:00:50.800]  .
[00:00:50.800 --> 00:00:51.190]  
[00:00:51.190 --> 00:00:51.380]   Right
[00:00:51.380 --> 00:00:51.930]  ,
[00:00:51.930 --> 00:00:51.960]   and
[00:00:51.960 --> 00:00:52.310]   you
[00:00:52.310 --> 00:00:52.600]   have
[00:00:52.600 --> 00:00:53.050]   a
[00:00:53.050 --> 00:00:54.090]   completely
[00:00:54.090 --> 00:00:55.180]   different
[00:00:55.180 --> 00:00:56.010]   approach
[00:00:56.010 --> 00:00:56.240]   to
[00:00:56.240 --> 00:00:56.590]   the
[00:00:56.590 --> 00:00:57.630]   concept
[00:00:57.630 --> 00:00:57.800]  .
[00:00:57.800 --> 00:00:57.850]   I
[00:00:57.850 --> 00:00:57.880]   don
[00:00:57.880 --> 00:00:57.920]  't
[00:00:57.920 --> 00:00:58.010]   know
[00:00:58.010 --> 00:00:58.050]  ,
[00:00:58.050 --> 00:00:58.070]   I
[00:00:58.070 --> 00:00:58.180]   guess
[00:00:58.180 --> 00:00:58.240]   why
[00:00:58.240 --> 00:00:58.300]   don
[00:00:58.300 --> 00:00:58.340]  't
[00:00:58.340 --> 00:00:58.420]   we
[00:00:58.420 --> 00:00:58.530]   start
[00:00:58.530 --> 00:00:58.530]   by
[00:00:58.530 --> 00:00:58.680]   telling
[00:00:58.680 --> 00:00:58.800]   us
[00:00:58.800 --> 00:00:58.860]   a
[00:00:58.860 --> 00:00:59.250]   little
[00:00:59.250 --> 00:00:59.470]   bit
[00:00:59.470 --> 00:00:59.840]   about
[00:00:59.840 --> 00:01:00.070]   how
[00:01:00.070 --> 00:01:00.950]   your
[00:01:00.950 --> 00:01:01.150]   approach
[00:01:01.150 --> 00:01:01.800]   differs
[00:01:01.800 --> 00:01:01.950]  ,
[00:01:01.950 --> 00:01:02.100]   or
[00:01:02.100 --> 00:01:02.330]   how
[00:01:02.330 --> 00:01:02.940]   you
[00:01:02.940 --> 00:01:02.940]   model
[00:01:02.940 --> 00:01:03.330]   it
[00:01:03.330 --> 00:01:03.800]   different
[00:01:03.800 --> 00:01:04.010]  ,
[00:01:04.010 --> 00:01:04.210]   and
[00:01:04.210 --> 00:01:04.540]   also
[00:01:04.540 --> 00:01:04.950]   maybe
[00:01:04.950 --> 00:01:05.200]   how
[00:01:05.200 --> 00:01:05.500]   you
[00:01:05.500 --> 00:01:05.700]   got
[00:01:05.700 --> 00:01:06.360]   involved
[00:01:06.360 --> 00:01:06.520]   in
[00:01:06.520 --> 00:01:06.770]   the
[00:01:06.770 --> 00:01:07.180]   whole
[00:01:07.180 --> 00:01:07.680]   area
[00:01:07.680 --> 00:01:07.800]  .
[00:01:07.800 --> 00:01:08.040]   Right
[00:01:08.040 --> 00:01:08.880]  ,
[00:01:08.880 --> 00:01:08.920]   so
[00:01:08.920 --> 00:01:09.000]   I
[00:01:09.000 --> 00:01:09.600]   think
[00:01:09.600 --> 00:01:09.840]   at
[00:01:09.840 --> 00:01:09.980]   a
[00:01:09.980 --> 00:01:10.440]   high
[00:01:10.440 --> 00:01:11.230]   level
[00:01:11.230 --> 00:01:11.280]  ,
[00:01:11.280 --> 00:01:11.520]   we
[00:01:11.520 --> 00:01:12.130]   view
[00:01:12.130 --> 00:01:12.240]   it
[00:01:12.240 --> 00:01:12.720]   very
[00:01:12.720 --> 00:01:13.200]   much
[00:01:13.200 --> 00:01:13.560]   the
[00:01:13.560 --> 00:01:14.040]   same
[00:01:14.040 --> 00:01:14.400]   way
[00:01:14.400 --> 00:01:14.800]  .
[00:01:14.800 --> 00:01:14.880]   We
[00:01:14.880 --> 00:01:15.110]  've
[00:01:15.110 --> 00:01:15.180]   read
[00:01:15.180 --> 00:01:15.320]   the
[00:01:15.320 --> 00:01:15.550]   same
[00:01:15.550 --> 00:01:15.690]   books
[00:01:15.690 --> 00:01:15.790]  ,
[00:01:15.790 --> 00:01:16.000]   we
[00:01:16.000 --> 00:01:16.290]  've
[00:01:16.290 --> 00:01:16.980]   studied
[00:01:16.980 --> 00:01:17.280]   the
[00:01:17.280 --> 00:01:18.020]   same
[00:01:18.020 --> 00:01:18.080]   case
[00:01:18.080 --> 00:01:18.800]   studies
[00:01:18.800 --> 00:01:18.800]  .
[00:01:18.800 --> 00:01:18.800]  
[00:01:18.800 --> 00:01:19.340]   And
[00:01:19.340 --> 00:01:19.500]   I
[00:01:19.500 --> 00:01:20.410]   think
[00:01:20.410 --> 00:01:20.950]   in
[00:01:20.950 --> 00:01:21.600]   terms
[00:01:21.600 --> 00:01:22.180]   of
[00:01:22.180 --> 00:01:22.700]   what
[00:01:22.700 --> 00:01:24.180]   makes
