
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.970]   This
[00:00:00.970 --> 00:00:01.320]   show
[00:00:01.320 --> 00:00:01.650]   is
[00:00:01.650 --> 00:00:03.760]   distributed
[00:00:03.760 --> 00:00:03.810]   by
[00:00:03.810 --> 00:00:04.310]   Sun
[00:00:04.310 --> 00:00:04.570]  c
[00:00:04.570 --> 00:00:04.800]  ru
[00:00:04.800 --> 00:00:05.000]  x
[00:00:05.000 --> 00:00:05.000]  .
[00:00:05.000 --> 00:00:07.000]   Welcome
[00:00:07.000 --> 00:00:07.000]  !
[00:00:27.000 --> 00:00:27.000]  
[00:00:27.000 --> 00:00:27.590]   Welcome
[00:00:27.590 --> 00:00:27.760]   to
[00:00:27.760 --> 00:00:28.350]   episode
[00:00:28.350 --> 00:00:29.130]   180
[00:00:29.130 --> 00:00:29.290]   of
[00:00:29.290 --> 00:00:29.630]   Tech
[00:00:29.630 --> 00:00:29.710]  S
[00:00:29.710 --> 00:00:30.000]  ing
[00:00:30.000 --> 00:00:30.070]  ,
[00:00:30.070 --> 00:00:30.290]   hosted
[00:00:30.290 --> 00:00:30.360]   by
[00:00:30.360 --> 00:00:30.600]   myself
[00:00:30.600 --> 00:00:31.000]  ,
[00:00:31.000 --> 00:00:31.280]   Justin
[00:00:31.280 --> 00:00:31.600]   Vincent
[00:00:31.600 --> 00:00:31.710]  ,
[00:00:31.710 --> 00:00:31.840]   and
[00:00:31.840 --> 00:00:32.120]   Jason
[00:00:32.120 --> 00:00:33.000]   Roberts
[00:00:33.000 --> 00:00:33.000]  .
[00:00:33.000 --> 00:00:33.190]   Hey
[00:00:33.190 --> 00:00:33.410]   Jason
[00:00:33.410 --> 00:00:33.540]  ,
[00:00:33.540 --> 00:00:33.660]   how
[00:00:33.660 --> 00:00:33.810]   are
[00:00:33.810 --> 00:00:33.960]   you
[00:00:33.960 --> 00:00:34.220]   doing
[00:00:34.220 --> 00:00:34.320]   on
[00:00:34.320 --> 00:00:34.530]   this
[00:00:34.530 --> 00:00:35.000]   fantastic
[00:00:35.000 --> 00:00:35.150]   and
[00:00:35.150 --> 00:00:35.620]   wonderful
[00:00:35.620 --> 00:00:35.770]   day
[00:00:35.770 --> 00:00:36.000]  ?
[00:00:36.000 --> 00:00:36.130]   I
[00:00:36.130 --> 00:00:36.180]  'm
[00:00:36.180 --> 00:00:36.480]   doing
[00:00:36.480 --> 00:00:36.720]   fine
[00:00:36.720 --> 00:00:36.860]  ,
[00:00:36.860 --> 00:00:37.020]   how
[00:00:37.020 --> 00:00:37.310]   about
[00:00:37.310 --> 00:00:38.000]   yourself
[00:00:38.000 --> 00:00:38.000]  ?
[00:00:38.000 --> 00:00:39.000]   Fantastic
[00:00:39.000 --> 00:00:39.000]  !
[00:00:39.000 --> 00:00:39.430]   So
[00:00:39.430 --> 00:00:39.600]  ,
[00:00:39.600 --> 00:00:40.060]   let
[00:00:40.060 --> 00:00:40.360]  's
[00:00:40.360 --> 00:00:41.020]   talk
[00:00:41.020 --> 00:00:41.790]   about
[00:00:41.790 --> 00:00:43.000]   Savannah
[00:00:43.000 --> 00:00:43.000]  .
[00:00:43.000 --> 00:00:43.430]   Sure
[00:00:43.430 --> 00:00:43.560]  ,
