
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.890]   This
[00:00:00.890 --> 00:00:01.250]   show
[00:00:01.250 --> 00:00:01.450]   is
[00:00:01.450 --> 00:00:03.060]   distributed
[00:00:03.060 --> 00:00:03.350]   by
[00:00:03.350 --> 00:00:03.790]   Sun
[00:00:03.790 --> 00:00:04.220]  cl
[00:00:04.220 --> 00:00:04.570]  oud
[00:00:04.570 --> 00:00:05.520]  .
[00:00:05.520 --> 00:00:06.400]   Welcome
[00:00:06.400 --> 00:00:07.000]  !
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.390]   Welcome
[00:00:28.390 --> 00:00:28.500]   to
[00:00:28.500 --> 00:00:28.890]   episode
[00:00:28.890 --> 00:00:29.230]   17
[00:00:29.230 --> 00:00:29.400]  6
[00:00:29.400 --> 00:00:29.510]   of
[00:00:29.510 --> 00:00:29.730]   Tech
[00:00:29.730 --> 00:00:29.780]  S
[00:00:29.780 --> 00:00:30.000]  ing
[00:00:30.000 --> 00:00:30.060]  h
[00:00:30.060 --> 00:00:30.180]  ,
[00:00:30.180 --> 00:00:30.560]   hosted
[00:00:30.560 --> 00:00:30.680]   by
[00:00:30.680 --> 00:00:31.060]   myself
[00:00:31.060 --> 00:00:31.200]  ,
[00:00:31.200 --> 00:00:31.600]   Justin
[00:00:31.600 --> 00:00:31.990]   Vincent
[00:00:31.990 --> 00:00:32.130]  ,
[00:00:32.130 --> 00:00:32.340]   and
[00:00:32.340 --> 00:00:32.800]   Jason
[00:00:32.800 --> 00:00:32.950]   Roberts
[00:00:32.950 --> 00:00:33.000]  .
[00:00:33.000 --> 00:00:33.250]   And
[00:00:33.250 --> 00:00:33.670]   today
[00:00:33.670 --> 00:00:33.860]  's
[00:00:33.860 --> 00:00:34.190]   show
[00:00:34.190 --> 00:00:34.340]   is
[00:00:34.340 --> 00:00:34.760]   going
[00:00:34.760 --> 00:00:34.920]   to
[00:00:34.920 --> 00:00:35.100]   be
[00:00:35.100 --> 00:00:35.210]   a
[00:00:35.210 --> 00:00:35.350]   sm
[00:00:35.350 --> 00:00:35.650]  org
[00:00:35.650 --> 00:00:35.760]  as
[00:00:35.760 --> 00:00:35.840]  b
[00:00:35.840 --> 00:00:36.150]  ord
[00:00:36.150 --> 00:00:36.260]   of
[00:00:36.260 --> 00:00:36.960]   topics
[00:00:36.960 --> 00:00:37.000]  ,
[00:00:37.000 --> 00:00:37.110]   all
[00:00:37.110 --> 00:00:37.310]   sorts
[00:00:37.310 --> 00:00:37.410]   of
[00:00:37.410 --> 00:00:37.630]   things
[00:00:37.630 --> 00:00:37.790]   going
[00:00:37.790 --> 00:00:37.860]   on
[00:00:37.860 --> 00:00:38.000]  .
[00:00:38.000 --> 00:00:39.000]   Anyway
[00:00:39.000 --> 00:00:39.500]  ,
[00:00:39.500 --> 00:00:39.680]   how
[00:00:39.680 --> 00:00:39.860]   are
[00:00:39.860 --> 00:00:40.020]   you
[00:00:40.020 --> 00:00:40.340]   doing
[00:00:40.340 --> 00:00:40.440]  ,
[00:00:40.440 --> 00:00:41.000]   Jason
[00:00:41.000 --> 00:00:41.000]  ?
[00:00:41.000 --> 00:00:41.350]   Doing
[00:00:41.350 --> 00:00:41.840]   well
[00:00:41.840 --> 00:00:41.960]  .
[00:00:41.960 --> 00:00:42.130]   Glad
[00:00:42.130 --> 00:00:42.260]   we
[00:00:42.260 --> 00:00:42.540]   have
[00:00:42.540 --> 00:00:42.610]   a
[00:00:42.610 --> 00:00:42.890]   good
[00:00:42.890 --> 00:00:43.600]   connection
[00:00:43.600 --> 00:00:43.740]  ,
[00:00:43.740 --> 00:00:44.230]   finally
[00:00:44.230 --> 00:00:44.500]  .
[00:00:44.500 --> 00:00:44.730]   Yeah
[00:00:44.730 --> 00:00:44.840]  ,
[00:00:44.840 --> 00:00:45.000]   so
[00:00:45.000 --> 00:00:45.030]   I
[00:00:45.030 --> 00:00:45.410]   finally
[00:00:45.410 --> 00:00:45.580]   got
[00:00:45.580 --> 00:00:45.690]   my
[00:00:45.690 --> 00:00:46.160]   internet
[00:00:46.160 --> 00:00:46.270]   in
[00:00:46.270 --> 00:00:46.500]  .
[00:00:46.500 --> 00:00:46.810]   That
[00:00:46.810 --> 00:00:47.070]   was
[00:00:47.070 --> 00:00:47.510]   brutal
[00:00:47.510 --> 00:00:47.880]  ,
[00:00:47.880 --> 00:00:47.890]   the
[00:00:47.890 --> 00:00:48.220]   last
[00:00:48.220 --> 00:00:48.420]   one
[00:00:48.420 --> 00:00:48.580]   we
[00:00:48.580 --> 00:00:48.810]   did
[00:00:48.810 --> 00:00:49.190]   with
[00:00:49.190 --> 00:00:49.430]   your
[00:00:49.430 --> 00:00:49.740]   cafe
[00:00:49.740 --> 00:00:49.960]   hij
[00:00:49.960 --> 00:00:50.370]  acked
[00:00:50.370 --> 00:00:51.140]   connection
[00:00:51.140 --> 00:00:51.500]  .
[00:00:51.500 --> 00:00:51.710]   That
[00:00:51.710 --> 00:00:51.800]  's
[00:00:51.800 --> 00:00:51.950]   why
[00:00:51.950 --> 00:00:52.030]   I
[00:00:52.030 --> 00:00:52.240]   didn
