
[00:00:00.000 --> 00:00:00.130]  
[00:00:00.130 --> 00:00:00.830]   This
[00:00:00.830 --> 00:00:01.320]   show
[00:00:01.320 --> 00:00:01.650]   is
[00:00:01.650 --> 00:00:03.650]   distributed
[00:00:03.650 --> 00:00:03.810]   by
[00:00:03.810 --> 00:00:04.310]   Sun
[00:00:04.310 --> 00:00:04.990]  kelt
[00:00:04.990 --> 00:00:05.000]  .
[00:00:05.000 --> 00:00:07.000]   Welcome
[00:00:07.000 --> 00:00:07.000]  !
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.420]   Welcome
[00:00:28.420 --> 00:00:28.540]   to
[00:00:28.540 --> 00:00:28.960]   episode
[00:00:28.960 --> 00:00:29.500]   105
[00:00:29.500 --> 00:00:29.620]   of
[00:00:29.620 --> 00:00:29.800]   Tex
[00:00:29.800 --> 00:00:30.000]  ing
[00:00:30.000 --> 00:00:30.190]  ,
[00:00:30.190 --> 00:00:30.780]   hosted
[00:00:30.780 --> 00:00:31.000]   by
[00:00:31.000 --> 00:00:31.300]   myself
[00:00:31.300 --> 00:00:31.390]  ,
[00:00:31.390 --> 00:00:31.710]   Justin
[00:00:31.710 --> 00:00:31.740]   V
[00:00:31.740 --> 00:00:32.000]  inson
[00:00:32.000 --> 00:00:32.100]  ,
[00:00:32.100 --> 00:00:32.280]   and
[00:00:32.280 --> 00:00:32.570]   Jason
[00:00:32.570 --> 00:00:33.000]   Roberts
[00:00:33.000 --> 00:00:34.000]  .
[00:00:34.000 --> 00:00:34.280]   Hey
[00:00:34.280 --> 00:00:34.620]   Jason
[00:00:34.620 --> 00:00:34.730]  ,
[00:00:34.730 --> 00:00:34.950]   how
[00:00:34.950 --> 00:00:35.160]   are
[00:00:35.160 --> 00:00:35.290]   you
[00:00:35.290 --> 00:00:35.930]   doing
[00:00:35.930 --> 00:00:36.000]  ?
[00:00:36.000 --> 00:00:36.160]   Doing
[00:00:36.160 --> 00:00:36.320]   great
[00:00:36.320 --> 00:00:36.380]  ,
[00:00:36.380 --> 00:00:36.470]   how
[00:00:36.470 --> 00:00:36.620]   about
[00:00:36.620 --> 00:00:36.880]   yourself
[00:00:36.880 --> 00:00:37.000]  ?
[00:00:37.000 --> 00:00:37.230]   Not
[00:00:37.230 --> 00:00:37.460]   bad
[00:00:37.460 --> 00:00:37.610]  ,
[00:00:37.610 --> 00:00:37.760]   it
[00:00:37.760 --> 00:00:37.910]  's
[00:00:37.910 --> 00:00:37.980]   a
[00:00:37.980 --> 00:00:38.290]   very
[00:00:38.290 --> 00:00:38.600]   nice
[00:00:38.600 --> 00:00:38.830]   day
[00:00:38.830 --> 00:00:39.140]   here
[00:00:39.140 --> 00:00:39.290]   in
[00:00:39.290 --> 00:00:39.440]   Gl
[00:00:39.440 --> 00:00:39.670]  end
[00:00:39.670 --> 00:00:39.980]  ale
[00:00:39.980 --> 00:00:40.000]  .
[00:00:40.000 --> 00:00:40.730]   Actually
[00:00:40.730 --> 00:00:40.760]  ,
[00:00:40.760 --> 00:00:40.830]   I
[00:00:40.830 --> 00:00:40.980]  'm
[00:00:40.980 --> 00:00:41.270]   not
[00:00:41.270 --> 00:00:41.620]   doing
[00:00:41.620 --> 00:00:41.890]   that
[00:00:41.890 --> 00:00:42.270]   great
[00:00:42.270 --> 00:00:42.420]  ,
[00:00:42.420 --> 00:00:42.490]   I
[00:00:42.490 --> 00:00:42.660]  'm
[00:00:42.660 --> 00:00:43.000]   sick
[00:00:43.000 --> 00:00:43.000]  .
[00:00:43.000 --> 00:00:43.170]   Oh
[00:00:43.170 --> 00:00:43.340]   no
[00:00:43.340 --> 00:00:43.510]  ,
[00:00:43.510 --> 00:00:44.190]   normally
[00:00:44.190 --> 00:00:44.360]   it
[00:00:44.360 --> 00:00:44.530]  's
[00:00:44.530 --> 00:00:44.710]   me
[00:00:44.710 --> 00:00:44.950]   who
[00:00:44.950 --> 00:00:45.100]  's
[00:00:45.100 --> 00:00:45.120]   wh
[00:00:45.120 --> 00:00:45.890]  ining
[00:00:45.890 --> 00:00:46.000]  .
[00:00:46.000 --> 00:00:46.050]   I
[00:00:46.050 --> 00:00:46.250]   know
[00:00:46.250 --> 00:00:46.350]  ,
[00:00:46.350 --> 00:00:46.450]   so
[00:00:46.450 --> 00:00:46.600]   the
[00:00:46.600 --> 00:00:46.910]   health
[00:00:46.910 --> 00:00:47.160]   watch
[00:00:47.160 --> 00:00:47.260]   is
[00:00:47.260 --> 00:00:47.520]   going
[00:00:47.520 --> 00:00:47.610]   to
[00:00:47.610 --> 00:00:47.710]   be
[00:00:47.710 --> 00:00:47.860]   ref
[00:00:47.860 --> 00:00:48.210]  ocused
[00:00:48.210 --> 00:00:48.260]   on
[00:00:48.260 --> 00:00:48.360]   me
[00:00:48.360 --> 00:00:48.460]  ,
[00:00:48.460 --> 00:00:48.500]   I
[00:00:48.500 --> 00:00:48.810]   guess
[00:00:48.810 --> 00:00:49.000]  .
[00:00:49.000 --> 00:00:49.260]   What
[00:00:49.260 --> 00:00:49.860]   happened
[00:00:49.860 --> 00:00:50.000]  ?
[00:00:50.000 --> 00:00:50.060]   I
[00:00:50.060 --> 00:00:50.250]   don
[00:00:50.250 --> 00:00:50.390]  't
[00:00:50.390 --> 00:00:50.660]   know
[00:00:50.660 --> 00:00:50.800]  ,
[00:00:50.800 --> 00:00:50.850]   I
[00:00:50.850 --> 00:00:51.260]   picked
[00:00:51.260 --> 00:00:51.390]   up
[00:00:51.390 --> 00:00:51.450]   a
[00:00:51.450 --> 00:00:51.720]   cold
[00:00:51.720 --> 00:00:52.000]  .
[00:00:52.000 --> 00:00:52.050]   I
[00:00:52.050 --> 00:00:52.200]   don
[00:00:52.200 --> 00:00:52.260]  't
[00:00:52.260 --> 00:00:52.390]   get
[00:00:52.390 --> 00:00:52.640]   sick
[00:00:52.640 --> 00:00:52.750]   very
[00:00:52.750 --> 00:00:53.000]   often
[00:00:53.000 --> 00:00:53.210]  ,
[00:00:53.210 --> 00:00:53.250]   but
[00:00:53.250 --> 00:00:53.510]   maybe
[00:00:53.510 --> 00:00:53.720]   once
[00:00:53.720 --> 00:00:53.770]   a
[00:00:53.770 --> 00:00:54.020]   year
[00:00:54.020 --> 00:00:55.000]  ,
[00:00:55.000 --> 00:00:55.040]   I
[00:00:55.040 --> 00:00:55.170]   get
[00:00:55.170 --> 00:00:55.350]   some
[00:00:55.350 --> 00:00:55.530]   kind
[00:00:55.530 --> 00:00:55.620]   of
[00:00:55.620 --> 00:00:55.650]   a
[00:00:55.650 --> 00:00:56.000]   cold
[00:00:56.000 --> 00:00:56.000]  .
[00:00:56.000 --> 00:00:56.000]  
[00:00:56.000 --> 00:00:56.180]   I
