
[00:00:00.000 --> 00:00:00.020]  
[00:00:00.020 --> 00:00:03.060]   [
[00:00:03.060 --> 00:00:17.990]  Music
[00:00:17.990 --> 00:00:21.000]  ]
[00:00:21.000 --> 00:00:21.540]   Welcome
[00:00:21.540 --> 00:00:21.690]   to
[00:00:21.690 --> 00:00:22.230]   episode
[00:00:22.230 --> 00:00:22.690]   62
[00:00:22.690 --> 00:00:22.840]   of
[00:00:22.840 --> 00:00:23.150]   Tech
[00:00:23.150 --> 00:00:23.220]  S
[00:00:23.220 --> 00:00:23.500]  ing
[00:00:23.500 --> 00:00:23.630]  ,
[00:00:23.630 --> 00:00:24.000]   hosted
[00:00:24.000 --> 00:00:24.100]   by
[00:00:24.100 --> 00:00:24.400]   myself
[00:00:24.400 --> 00:00:24.490]  ,
[00:00:24.490 --> 00:00:24.800]   Justin
[00:00:24.800 --> 00:00:25.390]   Vincent
[00:00:25.390 --> 00:00:25.610]   and
[00:00:25.610 --> 00:00:26.000]   Jason
[00:00:26.000 --> 00:00:26.340]   Roberts
[00:00:26.340 --> 00:00:26.500]  ,
[00:00:26.500 --> 00:00:26.500]  
[00:00:26.500 --> 00:00:26.970]   coming
[00:00:26.970 --> 00:00:27.000]   to
[00:00:27.000 --> 00:00:27.190]   you
[00:00:27.190 --> 00:00:27.440]   from
[00:00:27.440 --> 00:00:27.560]  ,
[00:00:27.560 --> 00:00:27.830]   well
[00:00:27.830 --> 00:00:27.930]  ,
[00:00:27.930 --> 00:00:28.120]   Los
[00:00:28.120 --> 00:00:28.560]   Angeles
[00:00:28.560 --> 00:00:28.750]   and
[00:00:28.750 --> 00:00:28.870]   Gl
[00:00:28.870 --> 00:00:29.060]  end
[00:00:29.060 --> 00:00:29.250]  ale
[00:00:29.250 --> 00:00:29.370]  ,
[00:00:29.370 --> 00:00:29.560]   and
[00:00:29.560 --> 00:00:29.870]   today
[00:00:29.870 --> 00:00:30.030]   it
[00:00:30.030 --> 00:00:30.110]  's
[00:00:30.110 --> 00:00:30.230]   so
[00:00:30.230 --> 00:00:30.500]   hot
[00:00:30.500 --> 00:00:30.830]   you
[00:00:30.830 --> 00:00:30.880]   could
[00:00:30.880 --> 00:00:31.580]   actually
[00:00:31.580 --> 00:00:31.840]   fry
[00:00:31.840 --> 00:00:32.010]   an
[00:00:32.010 --> 00:00:32.270]   egg
[00:00:32.270 --> 00:00:32.320]   on
[00:00:32.320 --> 00:00:33.220]   the
[00:00:33.220 --> 00:00:33.470]   street
[00:00:33.470 --> 00:00:33.540]  .
[00:00:33.540 --> 00:00:33.680]   Is
[00:00:33.680 --> 00:00:33.820]   it
[00:00:33.820 --> 00:00:34.100]   that
[00:00:34.100 --> 00:00:34.310]   hot
[00:00:34.310 --> 00:00:34.540]  ?
[00:00:34.540 --> 00:00:34.710]   What
[00:00:34.710 --> 00:00:34.780]  's
[00:00:34.780 --> 00:00:34.920]   the
[00:00:34.920 --> 00:00:35.410]   temperature
[00:00:35.410 --> 00:00:35.540]  ?
[00:00:35.540 --> 00:00:35.590]   I
[00:00:35.590 --> 00:00:35.740]   don
[00:00:35.740 --> 00:00:35.840]  't
[00:00:35.840 --> 00:00:36.110]   know
[00:00:36.110 --> 00:00:36.140]  ,
[00:00:36.140 --> 00:00:36.290]   but
[00:00:36.290 --> 00:00:36.390]   it
[00:00:36.390 --> 00:00:36.640]   feels
[00:00:36.640 --> 00:00:36.840]   real
[00:00:36.840 --> 00:00:37.020]   hot
[00:00:37.020 --> 00:00:37.160]  .
[00:00:37.160 --> 00:00:37.240]   I
[00:00:37.240 --> 00:00:37.700]   guess
[00:00:37.700 --> 00:00:37.890]   for
[00:00:37.890 --> 00:00:38.460]   someone
[00:00:38.460 --> 00:00:38.780]   like
[00:00:38.780 --> 00:00:38.950]  ,
[00:00:38.950 --> 00:00:39.180]   who
[00:00:39.180 --> 00:00:39.370]  's
[00:00:39.370 --> 00:00:39.660]   from
[00:00:39.660 --> 00:00:40.230]   England
[00:00:40.230 --> 00:00:40.390]  ,
[00:00:40.390 --> 00:00:40.710]   like
[00:00:40.710 --> 00:00:41.360]   yourself
[00:00:41.360 --> 00:00:41.510]  ,
[00:00:41.510 --> 00:00:41.660]   it
[00:00:41.660 --> 00:00:41.840]  's
[00:00:41.840 --> 00:00:42.050]   got
[00:00:42.050 --> 00:00:42.620]   to
[00:00:42.620 --> 00:00:42.670]   feel
[00:00:42.670 --> 00:00:43.040]   particularly
[00:00:43.040 --> 00:00:43.270]   hot
[00:00:43.270 --> 00:00:43.420]  ,
[00:00:43.420 --> 00:00:43.800]   right
[00:00:43.800 --> 00:00:44.040]  ?
[00:00:44.040 --> 00:00:44.060]   I
[00:00:44.060 --> 00:00:44.150]   mean
[00:00:44.150 --> 00:00:44.190]  ,
[00:00:44.190 --> 00:00:44.260]   you
[00:00:44.260 --> 00:00:44.350]  're
[00:00:44.350 --> 00:00:44.400]   not
[00:00:44.400 --> 00:00:44.490]   used
[00:00:44.490 --> 00:00:44.530]   to
[00:00:44.530 --> 00:00:44.620]   this
[00:00:44.620 --> 00:00:44.710]   kind
[00:00:44.710 --> 00:00:44.750]   of
[00:00:44.750 --> 00:00:44.900]   weather
[00:00:44.900 --> 00:00:45.040]  .
[00:00:45.040 --> 00:00:45.300]   Yeah
[00:00:45.300 --> 00:00:45.430]  ,
[00:00:45.430 --> 00:00:45.620]   and
[00:00:45.620 --> 00:00:45.680]   I
[00:00:45.680 --> 00:00:45.870]  'll
[00:00:45.870 --> 00:00:46.130]   tell
[00:00:46.130 --> 00:00:46.320]   you
[00:00:46.320 --> 00:00:46.580]   what
[00:00:46.580 --> 00:00:46.710]  ,
[00:00:46.710 --> 00:00:46.860]   it
[00:00:46.860 --> 00:00:47.160]   makes
[00:00:47.160 --> 00:00:47.350]   you
[00:00:47.350 --> 00:00:47.610]   feel
[00:00:47.610 --> 00:00:47.870]   kind
[00:00:47.870 --> 00:00:48.000]   of
[00:00:48.000 --> 00:00:48.320]   tired
[00:00:48.320 --> 00:00:48.420]   as
[00:00:48.420 --> 00:00:48.960]   well
[00:00:48.960 --> 00:00:48.960]  .
[00:00:48.960 --> 00:00:49.260]   Yeah
[00:00:49.260 --> 00:00:49.410]  ,
[00:00:49.410 --> 00:00:49.780]   well
[00:00:49.780 --> 00:00:49.980]  ,
[00:00:49.980 --> 00:00:50.080]   you
[00:00:50.080 --> 00:00:50.380]   know
[00:00:50.380 --> 00:00:50.530]  ,
[00:00:50.530 --> 00:00:51.130]   speaking
[00:00:51.130 --> 00:00:51.280]   of
[00:00:51.280 --> 00:00:51.650]   doing
[00:00:51.650 --> 00:00:51.720]   a
[00:00:51.720 --> 00:00:52.240]   podcast
[00:00:52.240 --> 00:00:52.610]   while
[00:00:52.610 --> 00:00:52.830]   you
[00:00:52.830 --> 00:00:53.090]  're
[00:00:53.090 --> 00:00:53.610]   feeling
[00:00:53.610 --> 00:00:53.940]   tired
[00:00:53.940 --> 00:00:54.090]  ,
[00:00:54.090 --> 00:00:54.160]   I
[00:00:54.160 --> 00:00:54.400]  'm
[00:00:54.400 --> 00:00:54.740]   wondering
[00:00:54.740 --> 00:00:54.740]  
[00:00:54.740 --> 00:00:54.940]   if
[00:00:54.940 --> 00:00:55.100]   we
[00:00:55.100 --> 00:00:55.840]   should
[00:00:55.840 --> 00:00:56.090]   cease
[00:00:56.090 --> 00:00:56.540]   doing
[00:00:56.540 --> 00:00:56.990]   shows
[00:00:56.990 --> 00:00:57.170]   at
[00:00:57.170 --> 00:00:57.440]   9
[00:00:57.440 --> 00:00:57.620]  am
[00:00:57.620 --> 00:00:57.800]   on
[00:00:57.800 --> 00:00:58.530]   Saturday
[00:00:58.530 --> 00:00:59.260]   morning
[00:00:59.260 --> 00:00:59.500]  .
[00:00:59.500 --> 00:01:00.040]   Well
[00:01:00.040 --> 00:01:00.110]  ,
[00:01:00.110 --> 00:01:00.410]   you
[00:01:00.410 --> 00:01:00.820]   know
[00:01:00.820 --> 00:01:01.020]  ,
[00:01:01.020 --> 00:01:01.630]   Taylor
[00:01:01.630 --> 00:01:01.930]   Nor
[00:01:01.930 --> 00:01:02.030]  r
[00:01:02.030 --> 00:01:02.360]  ish
[00:01:02.360 --> 00:01:02.530]  ,
[00:01:02.530 --> 00:01:02.940]   also
[00:01:02.940 --> 00:01:03.450]   known
[00:01:03.450 --> 00:01:03.650]   as
[00:01:03.650 --> 00:01:03.950]   the
[00:01:03.950 --> 00:01:04.250]   Dep
[00:01:04.250 --> 00:01:04.860]  ressed
[00:01:04.860 --> 00:01:05.680]   Designer
[00:01:05.680 --> 00:01:05.880]   on
[00:01:05.880 --> 00:01:06.180]   our
[00:01:06.180 --> 00:01:07.030]   podcast
[00:01:07.030 --> 00:01:07.220]  ,
[00:01:07.220 --> 00:01:07.320]   he
[00:01:07.320 --> 00:01:07.640]   talked
[00:01:07.640 --> 00:01:07.740]   to
[00:01:07.740 --> 00:01:07.840]   me
[00:01:07.840 --> 00:01:08.000]   the
[00:01:08.000 --> 00:01:08.270]   other
[00:01:08.270 --> 00:01:08.430]   day
