
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:01.060]   Welcome
[00:00:01.060 --> 00:00:01.750]   to
[00:00:01.750 --> 00:00:01.960]   Tech
[00:00:01.960 --> 00:00:02.280]  S
[00:00:02.280 --> 00:00:02.560]  ing
[00:00:02.560 --> 00:00:03.660]   episode
[00:00:03.660 --> 00:00:04.510]   36
[00:00:04.510 --> 00:00:05.550]  9
[00:00:05.550 --> 00:00:05.840]  .
[00:00:05.840 --> 00:00:06.060]   Tech
[00:00:06.060 --> 00:00:06.070]  S
[00:00:06.070 --> 00:00:06.210]  ing
[00:00:06.210 --> 00:00:06.310]   is
[00:00:06.310 --> 00:00:06.440]   one
[00:00:06.440 --> 00:00:06.530]   of
[00:00:06.530 --> 00:00:06.670]   the
[00:00:06.670 --> 00:00:07.200]   original
[00:00:07.200 --> 00:00:07.250]   two
[00:00:07.250 --> 00:00:07.560]   buddies
[00:00:07.560 --> 00:00:07.930]   talking
[00:00:07.930 --> 00:00:07.970]   to
[00:00:07.970 --> 00:00:08.160]   each
[00:00:08.160 --> 00:00:08.400]   other
[00:00:08.400 --> 00:00:08.720]   about
[00:00:08.720 --> 00:00:08.920]   their
[00:00:08.920 --> 00:00:09.400]   projects
[00:00:09.400 --> 00:00:09.940]   podcasts
[00:00:09.940 --> 00:00:10.540]  ,
[00:00:10.540 --> 00:00:10.600]   chronic
[00:00:10.600 --> 00:00:10.870]  ling
[00:00:10.870 --> 00:00:11.010]   the
[00:00:11.010 --> 00:00:11.690]   adventures
[00:00:11.690 --> 00:00:11.820]   of
[00:00:11.820 --> 00:00:12.100]   myself
[00:00:12.100 --> 00:00:12.450]  ,
[00:00:12.450 --> 00:00:12.770]   Justin
[00:00:12.770 --> 00:00:13.370]   Vincent
[00:00:13.370 --> 00:00:13.560]  ,
[00:00:13.560 --> 00:00:13.580]   and
[00:00:13.580 --> 00:00:13.910]   Jason
[00:00:13.910 --> 00:00:14.380]   Roberts
[00:00:14.380 --> 00:00:14.800]   for
[00:00:14.800 --> 00:00:14.880]   the
[00:00:14.880 --> 00:00:15.270]   past
[00:00:15.270 --> 00:00:15.660]   14
[00:00:15.660 --> 00:00:16.050]   years
[00:00:16.050 --> 00:00:16.230]  ,
[00:00:16.230 --> 00:00:16.430]   our
[00:00:16.430 --> 00:00:17.050]   startups
[00:00:17.050 --> 00:00:17.200]  ,
[00:00:17.200 --> 00:00:17.740]   our
[00:00:17.740 --> 00:00:17.800]   life
[00:00:17.800 --> 00:00:17.890]  ,
[00:00:17.890 --> 00:00:18.120]   and
[00:00:18.120 --> 00:00:18.560]   general
[00:00:18.560 --> 00:00:19.110]   tech
[00:00:19.110 --> 00:00:19.430]   stuff
[00:00:19.430 --> 00:00:19.680]  .
[00:00:19.680 --> 00:00:19.850]   But
[00:00:19.850 --> 00:00:20.060]   every
[00:00:20.060 --> 00:00:20.200]   now
[00:00:20.200 --> 00:00:20.340]   and
