
[00:00:00.000 --> 00:00:01.470]  
[00:00:01.470 --> 00:00:08.560]   [
[00:00:08.560 --> 00:00:24.820]   Music
[00:00:24.820 --> 00:00:29.000]   ]
[00:00:29.500 --> 00:00:29.500]  
[00:00:29.500 --> 00:00:29.650]   >>
[00:00:29.650 --> 00:00:30.190]   Welcome
[00:00:30.190 --> 00:00:30.340]   to
[00:00:30.340 --> 00:00:30.880]   episode
[00:00:30.880 --> 00:00:31.350]   36
[00:00:31.350 --> 00:00:31.580]  2
[00:00:31.580 --> 00:00:31.730]   of
[00:00:31.730 --> 00:00:32.040]   Tech
[00:00:32.040 --> 00:00:32.110]  S
[00:00:32.110 --> 00:00:32.400]  ing
[00:00:32.400 --> 00:00:32.420]  ,
[00:00:32.420 --> 00:00:32.500]   hosted
[00:00:32.500 --> 00:00:32.600]   by
[00:00:32.600 --> 00:00:32.890]   myself
[00:00:32.890 --> 00:00:33.000]  ,
[00:00:33.000 --> 00:00:33.300]   Justin
[00:00:33.300 --> 00:00:33.350]   V
[00:00:33.350 --> 00:00:33.590]  inson
[00:00:33.590 --> 00:00:33.700]  ,
[00:00:33.700 --> 00:00:33.960]   and
[00:00:33.960 --> 00:00:34.390]   Jason
[00:00:34.390 --> 00:00:34.990]   Roberts
[00:00:34.990 --> 00:00:35.100]  .
[00:00:35.100 --> 00:00:35.370]   And
[00:00:35.370 --> 00:00:35.620]   in
[00:00:35.620 --> 00:00:36.000]   today
[00:00:36.000 --> 00:00:36.190]  's
[00:00:36.190 --> 00:00:36.610]   show
[00:00:36.610 --> 00:00:36.720]  ,
[00:00:36.720 --> 00:00:36.830]   I
[00:00:36.830 --> 00:00:37.170]   just
[00:00:37.170 --> 00:00:37.440]   saw
[00:00:37.440 --> 00:00:37.710]   Col
[00:00:37.710 --> 00:00:37.890]  by
[00:00:37.890 --> 00:00:38.320]   come
[00:00:38.320 --> 00:00:38.500]   into
[00:00:38.500 --> 00:00:38.600]   the
[00:00:38.600 --> 00:00:38.780]   room
[00:00:38.780 --> 00:00:38.870]   and
[00:00:38.870 --> 00:00:39.060]   leave
[00:00:39.060 --> 00:00:39.150]   the
[00:00:39.150 --> 00:00:39.300]   room
[00:00:39.300 --> 00:00:39.300]  .
[00:00:39.300 --> 00:00:39.400]   So
[00:00:39.400 --> 00:00:39.420]   I
[00:00:39.420 --> 00:00:39.630]   guess
[00:00:39.630 --> 00:00:39.710]   he
[00:00:39.710 --> 00:00:39.790]  's
[00:00:39.790 --> 00:00:39.960]   back
[00:00:39.960 --> 00:00:40.070]   in
[00:00:40.070 --> 00:00:40.230]   town
[00:00:40.230 --> 00:00:40.400]  ?
[00:00:40.400 --> 00:00:40.550]   >>
[00:00:40.550 --> 00:00:40.860]   Yeah
[00:00:40.860 --> 00:00:41.310]  ,
[00:00:41.310 --> 00:00:41.340]   just
[00:00:41.340 --> 00:00:41.570]   for
[00:00:41.570 --> 00:00:42.480]   Thanksgiving
[00:00:42.480 --> 00:00:42.740]  .
[00:00:42.740 --> 00:00:42.850]   But
[00:00:42.850 --> 00:00:42.940]   he
[00:00:42.940 --> 00:00:42.990]  's
[00:00:42.990 --> 00:00:43.060]   --
[00:00:43.060 --> 00:00:43.130]   we
[00:00:43.130 --> 00:00:43.250]  're
[00:00:43.250 --> 00:00:43.560]   kicking
[00:00:43.560 --> 00:00:43.610]   him
[00:00:43.610 --> 00:00:43.720]   out
[00:00:43.720 --> 00:00:44.010]   tomorrow
[00:00:44.010 --> 00:00:44.260]   morning
[00:00:44.260 --> 00:00:44.420]  .
[00:00:44.420 --> 00:00:44.470]   >>
[00:00:44.470 --> 00:00:44.740]   Oh
[00:00:44.740 --> 00:00:45.060]  ,
[00:00:45.060 --> 00:00:45.210]   yeah
[00:00:45.210 --> 00:00:45.460]  .
[00:00:45.460 --> 00:00:45.700]   Got
[00:00:45.700 --> 00:00:45.710]   to
[00:00:45.710 --> 00:00:45.910]   kick
[00:00:45.910 --> 00:00:46.060]   him
[00:00:46.060 --> 00:00:46.210]   out
[00:00:46.210 --> 00:00:46.400]  .
[00:00:46.400 --> 00:00:46.570]   >>
[00:00:46.570 --> 00:00:46.740]   So
[00:00:46.740 --> 00:00:47.080]   what
[00:00:47.080 --> 00:00:47.770]  's
[00:00:47.770 --> 00:00:48.030]   happening
[00:00:48.030 --> 00:00:48.320]  ?
[00:00:48.320 --> 00:00:48.560]   What
[00:00:48.560 --> 00:00:48.680]  's
[00:00:48.680 --> 00:00:48.800]   --
[00:00:48.800 --> 00:00:49.220]   what
[00:00:49.220 --> 00:00:49.400]   you
[00:00:49.400 --> 00:00:49.460]   got
[00:00:49.460 --> 00:00:49.520]   on
[00:00:49.520 --> 00:00:49.710]   the
[00:00:49.710 --> 00:00:49.820]   do
[00:00:49.820 --> 00:00:50.060]  cket
[00:00:50.060 --> 00:00:50.260]   for
[00:00:50.260 --> 00:00:50.420]   the
[00:00:50.420 --> 00:00:50.600]   day
[00:00:50.600 --> 00:00:50.820]  ?
[00:00:50.820 --> 00:00:50.970]   >>
[00:00:50.970 --> 00:00:51.350]   In
[00:00:51.350 --> 00:00:51.450]   the
[00:00:51.450 --> 00:00:51.820]   middle
[00:00:51.820 --> 00:00:51.970]   of
[00:00:51.970 --> 00:00:52.280]   just
[00:00:52.280 --> 00:00:52.590]   work
[00:00:52.590 --> 00:00:52.820]  ,
[00:00:52.820 --> 00:00:53.280]   getting
[00:00:53.280 --> 00:00:53.670]   ready
[00:00:53.670 --> 00:00:53.920]   for
[00:00:53.920 --> 00:00:54.130]   the
[00:00:54.130 --> 00:00:54.750]   December
[00:00:54.750 --> 00:00:55.050]   6
[00:00:55.050 --> 00:00:55.130]  th
[00:00:55.130 --> 00:00:55.670]   release
[00:00:55.670 --> 00:00:56.000]  .
[00:00:56.000 --> 00:00:56.150]   >>
[00:00:56.150 --> 00:00:56.450]   What
[00:00:56.450 --> 00:00:56.750]  's
[00:00:56.750 --> 00:00:56.780]   --
[00:00:56.780 --> 00:00:57.110]   what
[00:00:57.110 --> 00:00:57.200]  's
[00:00:57.200 --> 00:00:57.430]   the
[00:00:57.430 --> 00:00:58.020]   December
