
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.750]   This
[00:00:00.750 --> 00:00:01.030]   show
[00:00:01.030 --> 00:00:01.270]   is
[00:00:01.270 --> 00:00:02.680]   distributed
[00:00:02.680 --> 00:00:02.930]   by
[00:00:02.930 --> 00:00:03.360]   Sun
[00:00:03.360 --> 00:00:03.430]  c
[00:00:03.430 --> 00:00:03.710]  ru
[00:00:03.710 --> 00:00:04.000]  bs
[00:00:04.000 --> 00:00:04.000]  .
[00:00:04.000 --> 00:00:05.000]   Welcome
[00:00:05.000 --> 00:00:05.000]  !
[00:00:26.000 --> 00:00:26.000]  
[00:00:26.000 --> 00:00:26.450]   Welcome
[00:00:26.450 --> 00:00:26.550]   to
[00:00:26.550 --> 00:00:26.980]   episode
[00:00:26.980 --> 00:00:27.350]   22
[00:00:27.350 --> 00:00:27.530]  2
[00:00:27.530 --> 00:00:27.650]   of
[00:00:27.650 --> 00:00:27.830]   Tex
[00:00:27.830 --> 00:00:28.010]  ing
[00:00:28.010 --> 00:00:28.130]  ,
[00:00:28.130 --> 00:00:28.500]   hosted
[00:00:28.500 --> 00:00:28.630]   by
[00:00:28.630 --> 00:00:28.990]   myself
[00:00:28.990 --> 00:00:29.110]  ,
[00:00:29.110 --> 00:00:29.480]   Justin
[00:00:29.480 --> 00:00:30.000]   Vincent
[00:00:30.000 --> 00:00:30.200]  ,
[00:00:30.200 --> 00:00:30.530]   and
[00:00:30.530 --> 00:00:31.030]   Jason
[00:00:31.030 --> 00:00:31.950]   Roberts
[00:00:31.950 --> 00:00:32.000]  .
[00:00:32.000 --> 00:00:32.140]   It
[00:00:32.140 --> 00:00:32.180]  's
[00:00:32.180 --> 00:00:32.220]   a
[00:00:32.220 --> 00:00:32.590]   glorious
[00:00:32.590 --> 00:00:32.960]   Saturday
[00:00:32.960 --> 00:00:33.280]   morning
[00:00:33.280 --> 00:00:33.410]   and
[00:00:33.410 --> 00:00:33.450]   I
[00:00:33.450 --> 00:00:33.550]  'm
[00:00:33.550 --> 00:00:33.720]   very
[00:00:33.720 --> 00:00:34.000]   happy
[00:00:34.000 --> 00:00:34.200]   to
[00:00:34.200 --> 00:00:35.000]   announce
[00:00:35.000 --> 00:00:35.230]   that
[00:00:35.230 --> 00:00:35.280]   I
[00:00:35.280 --> 00:00:35.530]   have
[00:00:35.530 --> 00:00:36.000]   accepted
[00:00:36.000 --> 00:00:36.000]   a
[00:00:36.000 --> 00:00:36.000]   position
[00:00:36.000 --> 00:00:36.210]   as
[00:00:36.210 --> 00:00:36.310]   C
[00:00:36.310 --> 00:00:36.330]  TO
[00:00:36.330 --> 00:00:36.830]   of
[00:00:36.830 --> 00:00:36.860]   a
[00:00:36.860 --> 00:00:37.570]   company
[00:00:37.570 --> 00:00:38.210]   called
[00:00:38.210 --> 00:00:38.530]   Dig
[00:00:38.530 --> 00:00:38.760]  id
[00:00:38.760 --> 00:00:38.760]  oo
[00:00:38.760 --> 00:00:39.000]  .
[00:00:39.000 --> 00:00:39.230]   Wow
[00:00:39.230 --> 00:00:39.240]  ,
[00:00:39.240 --> 00:00:39.370]   you
[00:00:39.370 --> 00:00:39.560]   came
[00:00:39.560 --> 00:00:39.700]   out
[00:00:39.700 --> 00:00:39.790]   of
[00:00:39.790 --> 00:00:39.930]   the
[00:00:39.930 --> 00:00:40.150]   gate
[00:00:40.150 --> 00:00:40.210]   on
[00:00:40.210 --> 00:00:40.400]   that
[00:00:40.400 --> 00:00:40.540]   one
[00:00:40.540 --> 00:00:40.630]  ,
[00:00:40.630 --> 00:00:40.770]   huh
[00:00:40.770 --> 00:00:41.000]  ?
[00:00:41.000 --> 00:00:41.470]   Yeah
[00:00:41.470 --> 00:00:41.700]  ,
[00:00:41.700 --> 00:00:42.520]   finally
[00:00:42.520 --> 00:00:42.990]   unve
[00:00:42.990 --> 00:00:43.650]  iling
[00:00:43.650 --> 00:00:43.990]   the
[00:00:43.990 --> 00:00:44.620]   secret
[00:00:44.620 --> 00:00:45.000]  .
[00:00:45.000 --> 00:00:45.560]   The
[00:00:45.560 --> 00:00:45.760]   secret
[00:00:45.760 --> 00:00:46.010]  ,
[00:00:46.010 --> 00:00:46.350]   right
[00:00:46.350 --> 00:00:46.520]  ,
[00:00:46.520 --> 00:00:47.030]   Justin
[00:00:47.030 --> 00:00:47.200]  's
[00:00:47.200 --> 00:00:47.600]   secret
[00:00:47.600 --> 00:00:48.000]  .
[00:00:48.000 --> 00:00:48.110]   So
[00:00:48.110 --> 00:00:48.150]   I
[00:00:48.150 --> 00:00:48.390]   guess
[00:00:48.390 --> 00:00:48.500]   we
[00:00:48.500 --> 00:00:48.780]   should
[00:00:48.780 --> 00:00:48.980]   tell
[00:00:48.980 --> 00:00:49.130]   the
[00:00:49.130 --> 00:00:49.470]   story
[00:00:49.470 --> 00:00:49.570]   then
[00:00:49.570 --> 00:00:49.660]  ,
[00:00:49.660 --> 00:00:49.810]   huh
[00:00:49.810 --> 00:00:50.000]  ?
[00:00:50.000 --> 00:00:50.100]   Go
[00:00:50.100 --> 00:00:50.200]   on
[00:00:50.200 --> 00:00:50.350]  ,
[00:00:50.350 --> 00:00:50.410]   I
[00:00:50.410 --> 00:00:50.620]   think
[00:00:50.620 --> 00:00:50.780]   you
[00:00:50.780 --> 00:00:50.940]  've
[00:00:50.940 --> 00:00:51.150]   been
[00:00:51.150 --> 00:00:51.340]   it
[00:00:51.340 --> 00:00:51.520]  ching
[00:00:51.520 --> 00:00:51.640]   to
[00:00:51.640 --> 00:00:51.850]   tell
[00:00:51.850 --> 00:00:52.040]   this
[00:00:52.040 --> 00:00:52.310]   story
[00:00:52.310 --> 00:00:52.410]  ,
[00:00:52.410 --> 00:00:52.520]   so
[00:00:52.520 --> 00:00:52.610]   go
[00:00:52.610 --> 00:00:52.710]   on
[00:00:52.710 --> 00:00:53.000]  .
[00:00:53.000 --> 00:00:53.190]  
[00:00:53.190 --> 00:00:53.210]   Okay
[00:00:53.210 --> 00:00:53.320]  ,
[00:00:53.320 --> 00:00:53.520]   well
[00:00:53.520 --> 00:00:53.570]   I
[00:00:53.570 --> 00:00:53.720]  'll
[00:00:53.720 --> 00:00:53.930]   tell
[00:00:53.930 --> 00:00:54.030]   it
[00:00:54.030 --> 00:00:54.240]   from
[00:00:54.240 --> 00:00:54.340]   my
[00:00:54.340 --> 00:00:54.970]   perspective
[00:00:54.970 --> 00:00:55.010]  ,
[00:00:55.010 --> 00:00:55.220]   then
[00:00:55.220 --> 00:00:55.370]   you
[00:00:55.370 --> 00:00:55.520]   can
[00:00:55.520 --> 00:00:55.730]   fill
[00:00:55.730 --> 00:00:55.830]   it
[00:00:55.830 --> 00:00:55.980]   out
[00:00:55.980 --> 00:00:56.080]   on
[00:00:56.080 --> 00:00:56.310]   the
[00:00:56.310 --> 00:00:56.540]   inside
[00:00:56.540 --> 00:00:57.000]   details
[00:00:57.000 --> 00:00:57.000]  .
[00:00:57.000 --> 00:00:57.150]   So
[00:00:57.150 --> 00:00:57.280]  ,
[00:00:57.280 --> 00:00:57.490]   I
[00:00:57.490 --> 00:00:57.490]  'm
[00:00:57.490 --> 00:00:57.900]   trying
[00:00:57.900 --> 00:00:58.370]   to
[00:00:58.370 --> 00:00:58.410]   think
[00:00:58.410 --> 00:00:58.550]  ,
[00:00:58.550 --> 00:00:58.770]   how
[00:00:58.770 --> 00:00:59.030]   long
[00:00:59.030 --> 00:00:59.240]   ago
[00:00:59.240 --> 00:00:59.450]   was
[00:00:59.450 --> 00:00:59.730]   this
[00:00:59.730 --> 00:01:00.000]  ?
[00:01:00.000 --> 00:01:00.310]   Must
[00:01:00.310 --> 00:01:00.830]   have
[00:01:00.830 --> 00:01:01.020]   been
[00:01:01.020 --> 00:01:01.100]   a
[00:01:01.100 --> 00:01:01.440]   year
[00:01:01.440 --> 00:01:01.700]   ago
[00:01:01.700 --> 00:01:02.000]  .
[00:01:02.000 --> 00:01:02.210]   No
[00:01:02.210 --> 00:01:02.390]  ,
[00:01:02.390 --> 00:01:02.580]   it
[00:01:02.580 --> 00:01:02.890]   was
[00:01:02.890 --> 00:01:03.090]   in
[00:01:03.090 --> 00:01:03.390]   the
[00:01:03.390 --> 00:01:04.000]   summer
[00:01:04.000 --> 00:01:04.110]  ,
[00:01:04.110 --> 00:01:04.540]   because
[00:01:04.540 --> 00:01:04.620]   I
[00:01:04.620 --> 00:01:05.000]   remember
[00:01:05.000 --> 00:01:05.090]   I
[00:01:05.090 --> 00:01:05.380]   was
[00:01:05.380 --> 00:01:05.570]   at
[00:01:05.570 --> 00:01:05.860]   one
[00:01:05.860 --> 00:01:06.050]   of
[00:01:06.050 --> 00:01:06.330]   Col
[00:01:06.330 --> 00:01:06.530]  by
[00:01:06.530 --> 00:01:06.720]  's
[00:01:06.720 --> 00:01:07.490]   baseball
[00:01:07.490 --> 00:01:08.000]   games
[00:01:08.000 --> 00:01:08.080]  ,
[00:01:08.080 --> 00:01:08.200]   his
[00:01:08.200 --> 00:01:08.510]   summer
[00:01:08.510 --> 00:01:08.780]   baseball
[00:01:08.780 --> 00:01:09.000]   games
[00:01:09.000 --> 00:01:09.000]  .
[00:01:09.000 --> 00:01:09.290]   And
[00:01:09.290 --> 00:01:09.550]   I
[00:01:09.550 --> 00:01:09.670]   got
[00:01:09.670 --> 00:01:09.760]   a
[00:01:09.760 --> 00:01:10.140]   call
[00:01:10.140 --> 00:01:10.520]   from
[00:01:10.520 --> 00:01:10.710]   my
[00:01:10.710 --> 00:01:11.190]   buddy
[00:01:11.190 --> 00:01:11.560]   Phil
[00:01:11.560 --> 00:01:11.990]   Am
[00:01:11.990 --> 00:01:12.010]  on
[00:01:12.010 --> 00:01:12.390]  ,
[00:01:12.390 --> 00:01:12.690]   who
[00:01:12.690 --> 00:01:13.320]  ,
[00:01:13.320 --> 00:01:13.400]   he
[00:01:13.400 --> 00:01:13.650]   said
[00:01:13.650 --> 00:01:14.080]   that
[00:01:14.080 --> 00:01:14.180]   a
[00:01:14.180 --> 00:01:14.570]   friend
[00:01:14.570 --> 00:01:14.730]   of
[00:01:14.730 --> 00:01:15.000]   his
[00:01:15.000 --> 00:01:16.000]   had
[00:01:16.000 --> 00:01:16.250]   a
[00:01:16.250 --> 00:01:17.380]   startup
[00:01:17.380 --> 00:01:18.000]  ,
[00:01:18.000 --> 00:01:18.210]  
[00:01:18.210 --> 00:01:18.220]   an
[00:01:18.220 --> 00:01:19.980]   educational
[00:01:19.980 --> 00:01:20.160]   startup
[00:01:20.160 --> 00:01:20.370]  ,
[00:01:20.370 --> 00:01:20.690]   and
[00:01:20.690 --> 00:01:21.120]   that
[00:01:21.120 --> 00:01:21.550]   they
[00:01:21.550 --> 00:01:21.960]   had
[00:01:21.960 --> 00:01:22.410]   hired
[00:01:22.410 --> 00:01:22.510]   a
[00:01:22.510 --> 00:01:23.160]   really
[00:01:23.160 --> 00:01:23.690]   young
[00:01:23.690 --> 00:01:23.820]  ,
[00:01:23.820 --> 00:01:24.430]   inex
[00:01:24.430 --> 00:01:24.530]  per
[00:01:24.530 --> 00:01:24.800]  ienced
[00:01:24.800 --> 00:01:25.030]   guy
[00:01:25.030 --> 00:01:25.230]   to
[00:01:25.230 --> 00:01:25.850]   build
[00:01:25.850 --> 00:01:26.160]   the
[00:01:26.160 --> 00:01:26.620]   site
[00:01:26.620 --> 00:01:27.000]  .
[00:01:27.000 --> 00:01:27.480]   And
[00:01:27.480 --> 00:01:27.590]   I
[00:01:27.590 --> 00:01:28.070]   guess
[00:01:28.070 --> 00:01:28.920]   they
[00:01:28.920 --> 00:01:28.970]   had
[00:01:28.970 --> 00:01:29.620]   made
[00:01:29.620 --> 00:01:29.880]   some
[00:01:29.880 --> 00:01:30.840]   promises
[00:01:30.840 --> 00:01:31.080]   or
[00:01:31.080 --> 00:01:32.440]   commitments
[00:01:32.440 --> 00:01:32.650]   to
[00:01:32.650 --> 00:01:33.390]   some
[00:01:33.390 --> 00:01:33.850]   school
[00:01:33.850 --> 00:01:34.090]   or
[00:01:34.090 --> 00:01:35.000]   schools
[00:01:35.000 --> 00:01:35.000]  .
[00:01:35.000 --> 00:01:35.190]   Right
[00:01:35.190 --> 00:01:35.260]  ,
[00:01:35.260 --> 00:01:35.420]   they
[00:01:35.420 --> 00:01:35.570]   were
[00:01:35.570 --> 00:01:35.770]   going
[00:01:35.770 --> 00:01:35.850]   to
[00:01:35.850 --> 00:01:36.010]   roll
[00:01:36.010 --> 00:01:36.130]   out
[00:01:36.130 --> 00:01:36.210]   to
[00:01:36.210 --> 00:01:36.330]   the
[00:01:36.330 --> 00:01:36.560]   school
[00:01:36.560 --> 00:01:36.630]  ,
[00:01:36.630 --> 00:01:36.820]   right
[00:01:36.820 --> 00:01:37.000]  .
[00:01:37.000 --> 00:01:37.580]   And
[00:01:37.580 --> 00:01:37.580]   they
[00:01:37.580 --> 00:01:37.830]   had
[00:01:37.830 --> 00:01:38.210]   like
[00:01:38.210 --> 00:01:38.230]   a
[00:01:38.230 --> 00:01:38.670]   month
[00:01:38.670 --> 00:01:38.810]   or
[00:01:38.810 --> 00:01:39.060]   six
[00:01:39.060 --> 00:01:39.470]   weeks
[00:01:39.470 --> 00:01:39.800]   till
[00:01:39.800 --> 00:01:40.110]   the
[00:01:40.110 --> 00:01:40.710]   deadline
[00:01:40.710 --> 00:01:41.000]  .
[00:01:41.000 --> 00:01:41.080]  
[00:01:41.080 --> 00:01:41.290]   And
