
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.750]   This
[00:00:00.750 --> 00:00:01.030]   show
[00:00:01.030 --> 00:00:01.270]   is
[00:00:01.270 --> 00:00:02.680]   distributed
[00:00:02.680 --> 00:00:02.930]   by
[00:00:02.930 --> 00:00:03.360]   Sun
[00:00:03.360 --> 00:00:04.000]  craft
[00:00:04.000 --> 00:00:04.000]  .
[00:00:04.000 --> 00:00:05.000]   Welcome
[00:00:05.000 --> 00:00:05.000]  !
[00:00:26.000 --> 00:00:26.000]  
[00:00:26.000 --> 00:00:26.790]   Welcome
[00:00:26.790 --> 00:00:27.010]   to
[00:00:27.010 --> 00:00:27.800]   episode
[00:00:27.800 --> 00:00:28.480]   23
[00:00:28.480 --> 00:00:28.820]  7
[00:00:28.820 --> 00:00:29.040]   of
[00:00:29.040 --> 00:00:29.490]   Tech
[00:00:29.490 --> 00:00:29.600]  S
[00:00:29.600 --> 00:00:30.000]  ing
[00:00:30.000 --> 00:00:30.060]  ,
[00:00:30.060 --> 00:00:30.260]   hosted
[00:00:30.260 --> 00:00:30.310]   by
[00:00:30.310 --> 00:00:30.500]   myself
[00:00:30.500 --> 00:00:30.560]  ,
[00:00:30.560 --> 00:00:30.750]   Justin
[00:00:30.750 --> 00:00:31.000]   Vincent
[00:00:31.000 --> 00:00:31.070]  ,
[00:00:31.070 --> 00:00:31.290]   and
[00:00:31.290 --> 00:00:31.680]   Jason
[00:00:31.680 --> 00:00:31.990]   Roberts
[00:00:31.990 --> 00:00:32.000]  .
[00:00:32.000 --> 00:00:32.440]   Hey
[00:00:32.440 --> 00:00:32.660]   Jason
[00:00:32.660 --> 00:00:32.820]  ,
[00:00:32.820 --> 00:00:33.070]   how
[00:00:33.070 --> 00:00:33.310]   you
[00:00:33.310 --> 00:00:33.550]   doing
[00:00:33.550 --> 00:00:34.000]  ?
[00:00:34.000 --> 00:00:34.370]   Better
[00:00:34.370 --> 00:00:34.620]   than
[00:00:34.620 --> 00:00:34.800]   you
[00:00:34.800 --> 00:00:35.040]  .
[00:00:35.040 --> 00:00:36.000]   Jeez
[00:00:36.000 --> 00:00:36.000]  !
[00:00:36.000 --> 00:00:36.350]   Wow
[00:00:36.350 --> 00:00:36.580]  ,
[00:00:36.580 --> 00:00:37.050]   this
[00:00:37.050 --> 00:00:37.280]   is
[00:00:37.280 --> 00:00:37.510]  ,
[00:00:37.510 --> 00:00:38.000]   um
[00:00:38.000 --> 00:00:38.020]  ,
[00:00:38.020 --> 00:00:38.250]   this
[00:00:38.250 --> 00:00:38.490]   is
[00:00:38.490 --> 00:00:38.500]  ,
[00:00:38.500 --> 00:00:38.570]   I
[00:00:38.570 --> 00:00:38.860]   think
[00:00:38.860 --> 00:00:39.000]  ,
[00:00:39.000 --> 00:00:39.120]   am
[00:00:39.120 --> 00:00:39.200]   I
[00:00:39.200 --> 00:00:39.480]   eight
[00:00:39.480 --> 00:00:39.720]   days
[00:00:39.720 --> 00:00:39.860]   or
[00:00:39.860 --> 00:00:40.090]   nine
[00:00:40.090 --> 00:00:40.320]   days
[00:00:40.320 --> 00:00:40.560]   into
[00:00:40.560 --> 00:00:40.800]   this
[00:00:40.800 --> 00:00:41.000]  ?
[00:00:41.000 --> 00:00:41.090]   You
[00:00:41.090 --> 00:00:41.210]   were
[00:00:41.210 --> 00:00:41.370]   eight
[00:00:41.370 --> 00:00:41.550]   days
[00:00:41.550 --> 00:00:41.550]  ,
[00:00:41.550 --> 00:00:41.640]   two
[00:00:41.640 --> 00:00:41.760]   days
[00:00:41.760 --> 00:00:41.850]   ago
[00:00:41.850 --> 00:00:42.000]  .
[00:00:42.000 --> 00:00:42.660]   Yeah
[00:00:42.660 --> 00:00:42.980]  ,
[00:00:42.980 --> 00:00:43.490]   God
[00:00:43.490 --> 00:00:44.000]  .
[00:00:44.000 --> 00:00:44.090]   So
[00:00:44.090 --> 00:00:44.280]   what
[00:00:44.280 --> 00:00:44.370]  's
[00:00:44.370 --> 00:00:44.510]   the
[00:00:44.510 --> 00:00:44.840]   illness
[00:00:44.840 --> 00:00:45.000]  ?
[00:00:45.000 --> 00:00:45.220]   Is
[00:00:45.220 --> 00:00:45.520]   it
[00:00:45.520 --> 00:00:46.040]   Ebola
[00:00:46.040 --> 00:00:46.270]  ,
[00:00:46.270 --> 00:00:46.850]   small
[00:00:46.850 --> 00:00:47.200]  pox
[00:00:47.200 --> 00:00:47.430]  ,
[00:00:47.430 --> 00:00:47.550]   l
[00:00:47.550 --> 00:00:47.890]  ent
[00:00:47.890 --> 00:00:48.380]  iv
[00:00:48.380 --> 00:00:48.580]  irus
[00:00:48.580 --> 00:00:49.000]  ?
[00:00:49.000 --> 00:00:49.150]   Well
[00:00:49.150 --> 00:00:49.220]  ,
[00:00:49.220 --> 00:00:49.270]   I
[00:00:49.270 --> 00:00:49.440]   think
[00:00:49.440 --> 00:00:49.510]   if
[00:00:49.510 --> 00:00:49.580]   it
[00:00:49.580 --> 00:00:49.690]   was
[00:00:49.690 --> 00:00:49.880]   Ebola
[00:00:49.880 --> 00:00:49.950]  ,
[00:00:49.950 --> 00:00:50.000]   I
[00:00:50.000 --> 00:00:50.280]   probably
[00:00:50.280 --> 00:00:50.510]   wouldn
[00:00:50.510 --> 00:00:50.580]  't
[00:00:50.580 --> 00:00:50.650]   be
[00:00:50.650 --> 00:00:50.800]   here
[00:00:50.800 --> 00:00:51.000]  .
[00:00:51.000 --> 00:00:51.140]   You
[00:00:51.140 --> 00:00:51.260]  'd
[00:00:51.260 --> 00:00:51.320]   be
[00:00:51.320 --> 00:00:51.700]   bleeding
[00:00:51.700 --> 00:00:51.840]   out
[00:00:51.840 --> 00:00:52.170]   through
[00:00:52.170 --> 00:00:52.360]   your
[00:00:52.360 --> 00:00:52.500]   eye
[00:00:52.500 --> 00:00:52.590]   so
[00:00:52.590 --> 00:00:52.820]  ckets
[00:00:52.820 --> 00:00:53.000]  ?
[00:00:53.000 --> 00:00:53.000]  
[00:00:53.000 --> 00:00:53.170]   I
[00:00:53.170 --> 00:00:54.050]   think
[00:00:54.050 --> 00:00:54.400]   so
[00:00:54.400 --> 00:00:54.940]  ,
[00:00:54.940 --> 00:00:55.520]   yeah
[00:00:55.520 --> 00:00:56.000]  .
[00:00:56.000 --> 00:00:56.000]   No
[00:00:56.000 --> 00:00:56.000]  ,
[00:00:56.000 --> 00:00:56.000]   it
[00:00:56.000 --> 00:00:56.000]  's
[00:00:56.000 --> 00:00:56.000]   just
[00:00:56.000 --> 00:00:56.000]   regular
[00:00:56.000 --> 00:00:56.000]   flu
[00:00:56.000 --> 00:00:56.000]  .
[00:00:56.000 --> 00:00:56.140]   But
[00:00:56.140 --> 00:00:56.230]   it
[00:00:56.230 --> 00:00:56.440]  's
[00:00:56.440 --> 00:00:56.510]   just
[00:00:56.510 --> 00:00:56.600]  ,
[00:00:56.600 --> 00:00:56.740]   for
[00:00:56.740 --> 00:00:57.120]   whatever
[00:00:57.120 --> 00:00:57.410]   reason
[00:00:57.410 --> 00:00:57.500]  ,
[00:00:57.500 --> 00:00:57.590]   it
[00:00:57.590 --> 00:00:57.680]  's
[00:00:57.680 --> 00:00:57.820]   hit
[00:00:57.820 --> 00:00:57.910]   me
[00:00:57.910 --> 00:00:58.200]   really
[00:00:58.200 --> 00:00:58.390]   hard
[00:00:58.390 --> 00:00:58.580]   this
[00:00:58.580 --> 00:00:58.770]   time
[00:00:58.770 --> 00:00:59.000]  .
[00:00:59.000 --> 00:00:59.350]   What
[00:00:59.350 --> 00:00:59.680]   were
[00:00:59.680 --> 00:01:00.020]   your
[00:01:00.020 --> 00:01:00.850]   symptoms
[00:01:00.850 --> 00:01:01.000]  ?
[00:01:01.000 --> 00:01:01.020]   I
[00:01:01.020 --> 00:01:01.120]   mean
[00:01:01.120 --> 00:01:01.170]  ,
[00:01:01.170 --> 00:01:01.240]   you
[00:01:01.240 --> 00:01:01.340]   don
[00:01:01.340 --> 00:01:01.410]  't
[00:01:01.410 --> 00:01:01.460]   have
[00:01:01.460 --> 00:01:01.530]   to
[00:01:01.530 --> 00:01:01.580]   get
[00:01:01.580 --> 00:01:01.650]   too
[00:01:01.650 --> 00:01:01.860]   explicit
[00:01:01.860 --> 00:01:02.000]  .
[00:01:02.000 --> 00:01:02.050]   I
[00:01:02.050 --> 00:01:02.260]   just
[00:01:02.260 --> 00:01:02.620]   started
[00:01:02.620 --> 00:01:02.770]   off
[00:01:02.770 --> 00:01:02.980]   with
[00:01:02.980 --> 00:01:03.030]   a
[00:01:03.030 --> 00:01:03.340]   really
[00:01:03.340 --> 00:01:03.610]   sore
[00:01:03.610 --> 00:01:03.860]   throat
[00:01:03.860 --> 00:01:04.000]  ,
[00:01:04.000 --> 00:01:04.050]   I
[00:01:04.050 --> 00:01:04.270]   mean
[00:01:04.270 --> 00:01:04.380]  ,
[00:01:04.380 --> 00:01:04.540]   the
[00:01:04.540 --> 00:01:04.810]   usual
[00:01:04.810 --> 00:01:05.000]  .
[00:01:05.000 --> 00:01:05.350]   And
[00:01:05.350 --> 00:01:05.410]   then
[00:01:05.410 --> 00:01:05.450]  ,
[00:01:05.450 --> 00:01:05.600]   you
[00:01:05.600 --> 00:01:05.800]   know
[00:01:05.800 --> 00:01:05.900]  ,
[00:01:05.900 --> 00:01:06.150]   dizzy
[00:01:06.150 --> 00:01:06.350]   head
[00:01:06.350 --> 00:01:06.500]   or
[00:01:06.500 --> 00:01:06.850]   whatever
[00:01:06.850 --> 00:01:07.000]  ,
[00:01:07.000 --> 00:01:07.250]   but
[00:01:07.250 --> 00:01:07.410]   it
[00:01:07.410 --> 00:01:07.740]   just
[00:01:07.740 --> 00:01:08.070]   didn
[00:01:08.070 --> 00:01:08.230]  't
[00:01:08.230 --> 00:01:08.390]   go
[00:01:08.390 --> 00:01:08.880]   away
[00:01:08.880 --> 00:01:09.000]  .
[00:01:09.000 --> 00:01:09.080]   It
[00:01:09.080 --> 00:01:09.250]   wasn
[00:01:09.250 --> 00:01:09.410]  't
[00:01:09.410 --> 00:01:09.430]  ,
[00:01:09.430 --> 00:01:09.460]   I
[00:01:09.460 --> 00:01:09.620]   went
[00:01:09.620 --> 00:01:09.700]   to
[00:01:09.700 --> 00:01:09.830]   the
[00:01:09.830 --> 00:01:10.090]   doctor
[00:01:10.090 --> 00:01:10.220]   and
[00:01:10.220 --> 00:01:10.290]   it
[00:01:10.290 --> 00:01:10.470]   wasn
[00:01:10.470 --> 00:01:10.550]  't
[00:01:10.550 --> 00:01:11.000]   bacterial
[00:01:11.000 --> 00:01:11.160]  ,
[00:01:11.160 --> 00:01:11.320]   so
[00:01:11.320 --> 00:01:11.700]   they
[00:01:11.700 --> 00:01:12.000]   said
[00:01:12.000 --> 00:01:12.110]   it
[00:01:12.110 --> 00:01:12.220]  's
[00:01:12.220 --> 00:01:12.270]   a
[00:01:12.270 --> 00:01:12.550]   virus
[00:01:12.550 --> 00:01:12.650]  ,
[00:01:12.650 --> 00:01:12.840]   you
[00:01:12.840 --> 00:01:13.030]   just
[00:01:13.030 --> 00:01:13.250]   have
[00:01:13.250 --> 00:01:13.360]   to
[00:01:13.360 --> 00:01:13.630]   sit
[00:01:13.630 --> 00:01:13.630]   it
[00:01:13.630 --> 00:01:13.790]   out
[00:01:13.790 --> 00:01:14.000]  .
[00:01:14.000 --> 00:01:14.180]   So
[00:01:14.180 --> 00:01:14.210]   I
[00:01:14.210 --> 00:01:14.420]  've
[00:01:14.420 --> 00:01:14.700]   just
[00:01:14.700 --> 00:01:14.980]   been
[00:01:14.980 --> 00:01:15.400]   taking
[00:01:15.400 --> 00:01:15.610]   the
[00:01:15.610 --> 00:01:16.000]   usual
[00:01:16.000 --> 00:01:16.000]  .
[00:01:16.000 --> 00:01:16.090]   It
[00:01:16.090 --> 00:01:16.180]  's
[00:01:16.180 --> 00:01:16.220]   a
[00:01:16.220 --> 00:01:16.360]   nut
[00:01:16.360 --> 00:01:16.450]   up
[00:01:16.450 --> 00:01:16.540]  ,
[00:01:16.540 --> 00:01:16.820]   rookie
[00:01:16.820 --> 00:01:17.000]  .
[00:01:17.000 --> 00:01:17.190]   Take
[00:01:17.190 --> 00:01:17.230]  -
[00:01:17.230 --> 00:01:17.420]  well
[00:01:17.420 --> 00:01:17.560]   and
[00:01:17.560 --> 00:01:17.800]   night
[00:01:17.800 --> 00:01:17.840]  -
[00:01:17.840 --> 00:01:17.930]  qu
[00:01:17.930 --> 00:01:18.070]  ill
[00:01:18.070 --> 00:01:18.160]  ,
[00:01:18.160 --> 00:01:18.460]   and
[00:01:18.460 --> 00:01:18.490]   just
[00:01:18.490 --> 00:01:18.620]  ,
[00:01:18.620 --> 00:01:18.780]   yeah
[00:01:18.780 --> 00:01:19.000]  .
[00:01:19.000 --> 00:01:19.040]  
[00:01:19.040 --> 00:01:19.250]   Now
[00:01:19.250 --> 00:01:19.380]  ,
[00:01:19.380 --> 00:01:19.680]   what
[00:01:19.680 --> 00:01:20.140]   really
[00:01:20.140 --> 00:01:20.670]   sucked
[00:01:20.670 --> 00:01:20.980]   about
[00:01:20.980 --> 00:01:21.130]   it
[00:01:21.130 --> 00:01:21.360]   was
[00:01:21.360 --> 00:01:21.590]   you
[00:01:21.590 --> 00:01:21.820]   had
[00:01:21.820 --> 00:01:22.120]   your
[00:01:22.120 --> 00:01:22.580]   friend
[00:01:22.580 --> 00:01:22.960]   Shane
[00:01:22.960 --> 00:01:23.190]   and
