
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.970]   This
[00:00:00.970 --> 00:00:01.320]   show
[00:00:01.320 --> 00:00:01.650]   is
[00:00:01.650 --> 00:00:03.760]   distributed
[00:00:03.760 --> 00:00:03.810]   by
[00:00:03.810 --> 00:00:04.310]   Sun
[00:00:04.310 --> 00:00:04.570]  c
[00:00:04.570 --> 00:00:04.800]  ru
[00:00:04.800 --> 00:00:04.990]  x
[00:00:04.990 --> 00:00:05.000]  .
[00:00:05.000 --> 00:00:07.000]   Welcome
[00:00:07.000 --> 00:00:07.000]  !
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.420]   Welcome
[00:00:28.420 --> 00:00:28.540]   to
[00:00:28.540 --> 00:00:28.960]   episode
[00:00:28.960 --> 00:00:29.320]   16
[00:00:29.320 --> 00:00:29.500]  2
[00:00:29.500 --> 00:00:29.630]   of
[00:00:29.630 --> 00:00:29.800]   Tex
[00:00:29.800 --> 00:00:30.000]  ing
[00:00:30.000 --> 00:00:30.240]  ,
[00:00:30.240 --> 00:00:31.020]   hosted
[00:00:31.020 --> 00:00:31.120]   by
[00:00:31.120 --> 00:00:31.400]   myself
[00:00:31.400 --> 00:00:31.500]  ,
[00:00:31.500 --> 00:00:31.840]   Justin
[00:00:31.840 --> 00:00:32.000]   Vincent
[00:00:32.000 --> 00:00:32.720]   and
[00:00:32.720 --> 00:00:33.030]   Jason
[00:00:33.030 --> 00:00:33.990]   Roberts
[00:00:33.990 --> 00:00:34.000]  .
[00:00:34.000 --> 00:00:34.170]   And
[00:00:34.170 --> 00:00:34.460]   today
[00:00:34.460 --> 00:00:34.570]   we
[00:00:34.570 --> 00:00:34.740]  're
[00:00:34.740 --> 00:00:35.150]   showing
[00:00:35.150 --> 00:00:35.380]   true
[00:00:35.380 --> 00:00:36.000]   dedication
[00:00:36.000 --> 00:00:36.160]   by
[00:00:36.160 --> 00:00:36.680]   recording
[00:00:36.680 --> 00:00:36.740]   a
[00:00:36.740 --> 00:00:37.010]   show
[00:00:37.010 --> 00:00:37.140]   on
[00:00:37.140 --> 00:00:37.780]   Christmas
[00:00:37.780 --> 00:00:38.000]   Eve
[00:00:38.000 --> 00:00:38.000]  .
[00:00:38.000 --> 00:00:38.320]   In
[00:00:38.320 --> 00:00:38.500]   fact
[00:00:38.500 --> 00:00:38.660]  ,
[00:00:38.660 --> 00:00:38.770]   I
[00:00:38.770 --> 00:00:38.900]  'm
[00:00:38.900 --> 00:00:39.400]   coming
[00:00:39.400 --> 00:00:39.730]   from
[00:00:39.730 --> 00:00:40.230]   Dublin
[00:00:40.230 --> 00:00:40.540]   and
[00:00:40.540 --> 00:00:40.650]   it
[00:00:40.650 --> 00:00:40.980]  's
[00:00:40.980 --> 00:00:41.310]   10
[00:00:41.310 --> 00:00:41.560]  .
[00:00:41.560 --> 00:00:42.060]  30
[00:00:42.060 --> 00:00:42.220]  pm
[00:00:42.220 --> 00:00:42.550]   over
[00:00:42.550 --> 00:00:43.000]   here
[00:00:43.000 --> 00:00:43.000]  .
[00:00:43.000 --> 00:00:43.070]   I
[00:00:43.070 --> 00:00:43.210]  'm
[00:00:43.210 --> 00:00:43.780]   drinking
