
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.970]   This
[00:00:00.970 --> 00:00:01.320]   show
[00:00:01.320 --> 00:00:01.650]   is
[00:00:01.650 --> 00:00:03.760]   distributed
[00:00:03.760 --> 00:00:03.810]   by
[00:00:03.810 --> 00:00:04.310]   Sun
[00:00:04.310 --> 00:00:04.570]  c
[00:00:04.570 --> 00:00:04.980]  row
[00:00:04.980 --> 00:00:05.000]  .
[00:00:05.000 --> 00:00:07.000]   Welcome
[00:00:07.000 --> 00:00:07.000]  !
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.390]   Welcome
[00:00:28.390 --> 00:00:28.500]   to
[00:00:28.500 --> 00:00:28.890]   episode
[00:00:28.890 --> 00:00:29.220]   17
[00:00:29.220 --> 00:00:29.400]  4
[00:00:29.400 --> 00:00:29.510]   of
[00:00:29.510 --> 00:00:29.730]   Tech
[00:00:29.730 --> 00:00:29.780]  S
[00:00:29.780 --> 00:00:30.000]  ing
[00:00:30.000 --> 00:00:30.240]  ,
[00:00:30.240 --> 00:00:31.000]   hosted
[00:00:31.000 --> 00:00:31.100]   by
[00:00:31.100 --> 00:00:31.400]   myself
[00:00:31.400 --> 00:00:31.500]  ,
[00:00:31.500 --> 00:00:31.800]   Justin
[00:00:31.800 --> 00:00:32.000]   Vincent
[00:00:32.000 --> 00:00:32.280]  ,
[00:00:32.280 --> 00:00:32.730]   and
[00:00:32.730 --> 00:00:33.040]   Jason
[00:00:33.040 --> 00:00:34.000]   Roberts
[00:00:34.000 --> 00:00:34.000]  .
[00:00:34.000 --> 00:00:34.490]   Today
[00:00:34.490 --> 00:00:34.590]   I
[00:00:34.590 --> 00:00:34.790]   am
[00:00:34.790 --> 00:00:34.990]   in
[00:00:34.990 --> 00:00:35.090]   a
[00:00:35.090 --> 00:00:35.580]   hotel
[00:00:35.580 --> 00:00:35.970]   room
[00:00:35.970 --> 00:00:36.160]   in
[00:00:36.160 --> 00:00:37.000]   Savannah
[00:00:37.000 --> 00:00:37.000]  .
[00:00:37.000 --> 00:00:37.160]   On
[00:00:37.160 --> 00:00:37.250]   the
[00:00:37.250 --> 00:00:37.400]   run
[00:00:37.400 --> 00:00:37.600]   from
[00:00:37.600 --> 00:00:37.750]   the
[00:00:37.750 --> 00:00:37.900]   law
[00:00:37.900 --> 00:00:38.200]   again
[00:00:38.200 --> 00:00:38.250]  ,
[00:00:38.250 --> 00:00:38.300]   I
[00:00:38.300 --> 00:00:38.550]   guess
[00:00:38.550 --> 00:00:38.660]  ,
[00:00:38.660 --> 00:00:38.800]   huh
[00:00:38.800 --> 00:00:39.000]  ?
[00:00:39.000 --> 00:00:39.100]   [
[00:00:39.100 --> 00:00:39.890]  laughter
[00:00:39.890 --> 00:00:40.000]  ]
[00:00:40.000 --> 00:00:40.430]   And
[00:00:40.430 --> 00:00:40.670]   Jason
[00:00:40.670 --> 00:00:40.830]   is
[00:00:40.830 --> 00:00:41.100]   in
[00:00:41.100 --> 00:00:41.260]   Los
[00:00:41.260 --> 00:00:41.840]   Angeles
[00:00:41.840 --> 00:00:42.090]  ,
[00:00:42.090 --> 00:00:42.190]   as
[00:00:42.190 --> 00:00:42.700]   always
