
[00:00:00.000 --> 00:00:00.880]  
[00:00:00.880 --> 00:00:03.110]   [
[00:00:03.110 --> 00:00:17.990]  Music
[00:00:17.990 --> 00:00:21.000]  ]
[00:00:21.000 --> 00:00:21.550]   Welcome
[00:00:21.550 --> 00:00:21.710]   to
[00:00:21.710 --> 00:00:22.260]   episode
[00:00:22.260 --> 00:00:22.740]   29
[00:00:22.740 --> 00:00:23.000]  4
[00:00:23.000 --> 00:00:23.990]   of
[00:00:23.990 --> 00:00:24.220]   Tech
[00:00:24.220 --> 00:00:24.280]  S
[00:00:24.280 --> 00:00:24.430]  ing
[00:00:24.430 --> 00:00:24.540]  ,
[00:00:24.540 --> 00:00:24.870]   hosted
[00:00:24.870 --> 00:00:25.000]   by
[00:00:25.000 --> 00:00:25.200]   myself
[00:00:25.200 --> 00:00:25.260]  ,
[00:00:25.260 --> 00:00:25.480]   Justin
[00:00:25.480 --> 00:00:25.520]   V
[00:00:25.520 --> 00:00:25.750]  inson
[00:00:25.750 --> 00:00:25.900]   and
[00:00:25.900 --> 00:00:26.190]   Jason
[00:00:26.190 --> 00:00:26.980]   Roberts
[00:00:26.980 --> 00:00:27.000]  .
[00:00:27.000 --> 00:00:27.000]  
[00:00:27.000 --> 00:00:27.100]   I
[00:00:27.100 --> 00:00:27.300]   am
[00:00:27.300 --> 00:00:27.810]   today
[00:00:27.810 --> 00:00:28.200]   with
[00:00:28.200 --> 00:00:28.720]   Jason
[00:00:28.720 --> 00:00:28.900]   in
[00:00:28.900 --> 00:00:29.070]   a
[00:00:29.070 --> 00:00:29.400]   room
[00:00:29.400 --> 00:00:30.000]   called
[00:00:30.000 --> 00:00:30.320]   the
[00:00:30.320 --> 00:00:30.360]   M
[00:00:30.360 --> 00:00:30.490]  alk
[00:00:30.490 --> 00:00:30.700]  ovich
[00:00:30.700 --> 00:00:30.750]   L
[00:00:30.750 --> 00:00:31.000]  ounge
[00:00:31.000 --> 00:00:31.860]   in
[00:00:31.860 --> 00:00:31.860]   Cross
[00:00:31.860 --> 00:00:32.000]   Campus
[00:00:32.000 --> 00:00:32.680]   in
[00:00:32.680 --> 00:00:32.800]   Pas
[00:00:32.800 --> 00:00:32.870]  ad
[00:00:32.870 --> 00:00:32.990]  ena
[00:00:32.990 --> 00:00:33.000]  .
[00:00:33.000 --> 00:00:33.160]   We
[00:00:33.160 --> 00:00:33.390]   have
[00:00:33.390 --> 00:00:33.780]   a
[00:00:33.780 --> 00:00:33.800]   new
[00:00:33.800 --> 00:00:34.280]   memory
[00:00:34.280 --> 00:00:34.760]   card
[00:00:34.760 --> 00:00:34.840]  ,
[00:00:34.840 --> 00:00:35.160]   which
[00:00:35.160 --> 00:00:35.320]   is
[00:00:35.320 --> 00:00:35.800]   16
[00:00:35.800 --> 00:00:36.550]   gigabytes
[00:00:36.550 --> 00:00:36.770]   big
[00:00:36.770 --> 00:00:37.050]  ,
[00:00:37.050 --> 00:00:37.180]   so
[00:00:37.180 --> 00:00:37.730]   there
[00:00:37.730 --> 00:00:37.820]  's
[00:00:37.820 --> 00:00:38.000]   no
[00:00:38.000 --> 00:00:38.280]   way
[00:00:38.280 --> 00:00:38.460]   we
[00:00:38.460 --> 00:00:38.730]  're
[00:00:38.730 --> 00:00:39.200]   going
[00:00:39.200 --> 00:00:39.380]   to
[00:00:39.380 --> 00:00:39.550]   go
[00:00:39.550 --> 00:00:39.990]   over
[00:00:39.990 --> 00:00:40.000]  .
[00:00:40.000 --> 00:00:40.310]   And
[00:00:40.310 --> 00:00:40.450]   we
[00:00:40.450 --> 00:00:40.810]   have
[00:00:40.810 --> 00:00:41.120]   new
[00:00:41.120 --> 00:00:41.620]   cables
[00:00:41.620 --> 00:00:41.980]  ,
[00:00:41.980 --> 00:00:41.980]   so
[00:00:41.980 --> 00:00:42.510]   there
[00:00:42.510 --> 00:00:42.970]   should
[00:00:42.970 --> 00:00:43.150]   be
[00:00:43.150 --> 00:00:43.320]   no
[00:00:43.320 --> 00:00:43.670]   pops
[00:00:43.670 --> 00:00:44.000]  .
[00:00:44.000 --> 00:00:44.070]   Hi
[00:00:44.070 --> 00:00:44.330]   Jason
[00:00:44.330 --> 00:00:44.380]  ,
[00:00:44.380 --> 00:00:44.440]   how
[00:00:44.440 --> 00:00:44.570]   are
[00:00:44.570 --> 00:00:44.660]   you
[00:00:44.660 --> 00:00:44.850]   doing
[00:00:44.850 --> 00:00:45.000]  ?
[00:00:45.000 --> 00:00:45.060]   I
[00:00:45.060 --> 00:00:45.370]  'm
[00:00:45.370 --> 00:00:45.490]   doing
[00:00:45.490 --> 00:00:45.800]   great
[00:00:45.800 --> 00:00:46.000]  .
[00:00:46.000 --> 00:00:46.000]   How
[00:00:46.000 --> 00:00:46.000]   about
[00:00:46.000 --> 00:00:46.000]   yourself
[00:00:46.000 --> 00:00:46.000]  ?
[00:00:46.000 --> 00:00:46.440]   Yeah
[00:00:46.440 --> 00:00:46.590]  ,
[00:00:46.590 --> 00:00:47.000]   good
[00:00:47.000 --> 00:00:47.000]  .
[00:00:47.000 --> 00:00:47.110]   So
[00:00:47.110 --> 00:00:47.480]   how
[00:00:47.480 --> 00:00:47.490]   much
[00:00:47.490 --> 00:00:47.650]   did
[00:00:47.650 --> 00:00:47.810]   all
[00:00:47.810 --> 00:00:48.030]   this
[00:00:48.030 --> 00:00:48.190]   new
[00:00:48.190 --> 00:00:48.470]   gear
[00:00:48.470 --> 00:00:48.690]   cost
[00:00:48.690 --> 00:00:48.780]   you
[00:00:48.780 --> 00:00:49.000]  ?
[00:00:49.000 --> 00:00:49.420]   Not
[00:00:49.420 --> 00:00:49.700]   much
[00:00:49.700 --> 00:00:50.130]  .
[00:00:50.130 --> 00:00:50.390]   20
[00:00:50.390 --> 00:00:50.640]   bucks
[00:00:50.640 --> 00:00:50.770]   for
[00:00:50.770 --> 00:00:50.990]   each
[00:00:50.990 --> 00:00:51.300]   cable
[00:00:51.300 --> 00:00:51.430]   and
[00:00:51.430 --> 00:00:51.590]   the
[00:00:51.590 --> 00:00:51.870]   cards
[00:00:51.870 --> 00:00:52.120]   were
[00:00:52.120 --> 00:00:52.310]   just
[00:00:52.310 --> 00:00:52.520]  ,
[00:00:52.520 --> 00:00:52.580]   you
[00:00:52.580 --> 00:00:52.930]   know
[00:00:52.930 --> 00:00:53.000]  ,
[00:00:53.000 --> 00:00:53.370]   not
[00:00:53.370 --> 00:00:53.600]   too
[00:00:53.600 --> 00:00:54.000]   much
[00:00:54.000 --> 00:00:54.000]  .
[00:00:54.000 --> 00:00:54.560]   Great
[00:00:54.560 --> 00:00:55.000]  .
[00:00:55.000 --> 00:00:55.030]  
[00:00:55.030 --> 00:00:55.210]   That
[00:00:55.210 --> 00:00:55.310]  's
[00:00:55.310 --> 00:00:55.570]   money
[00:00:55.570 --> 00:00:55.780]   well
[00:00:55.780 --> 00:00:56.040]   spent
[00:00:56.040 --> 00:00:56.410]   because
[00:00:56.410 --> 00:00:56.740]   there
[00:00:56.740 --> 00:00:56.750]  's
[00:00:56.750 --> 00:00:57.350]   nothing
[00:00:57.350 --> 00:00:57.400]   like
[00:00:57.400 --> 00:00:57.710]   losing
[00:00:57.710 --> 00:00:57.720]   a
[00:00:57.720 --> 00:00:58.000]   show
[00:00:58.000 --> 00:00:58.330]   to
[00:00:58.330 --> 00:00:59.090]   just
[00:00:59.090 --> 00:00:59.150]   take
[00:00:59.150 --> 00:00:59.270]   the
[00:00:59.270 --> 00:00:59.420]   wind
[00:00:59.420 --> 00:00:59.540]   out
[00:00:59.540 --> 00:00:59.620]   of
[00:00:59.620 --> 00:00:59.770]   your
[00:00:59.770 --> 00:00:59.850]   sa
[00:00:59.850 --> 00:01:00.000]  ils
[00:01:00.000 --> 00:01:00.000]  .
[00:01:00.000 --> 00:01:00.140]   It
[00:01:00.140 --> 00:01:00.280]  's
[00:01:00.280 --> 00:01:00.420]   so
[00:01:00.420 --> 00:01:01.000]   annoying
[00:01:01.000 --> 00:01:01.000]  .
[00:01:01.000 --> 00:01:01.490]   Especially
[00:01:01.490 --> 00:01:01.690]   when
[00:01:01.690 --> 00:01:01.840]   you
[00:01:01.840 --> 00:01:01.980]  've
[00:01:01.980 --> 00:01:02.180]   had
[00:01:02.180 --> 00:01:02.180]   a
[00:01:02.180 --> 00:01:02.220]   good
[00:01:02.220 --> 00:01:02.470]  ,
[00:01:02.470 --> 00:01:02.660]   you
[00:01:02.660 --> 00:01:02.910]   know
[00:01:02.910 --> 00:01:02.970]  ,
[00:01:02.970 --> 00:01:03.200]   30
[00:01:03.200 --> 00:01:03.370]  ,
[00:01:03.370 --> 00:01:03.660]   40
[00:01:03.660 --> 00:01:04.000]   minutes
[00:01:04.000 --> 00:01:04.370]   and
[00:01:04.370 --> 00:01:04.460]   you
[00:01:04.460 --> 00:01:04.690]  're
[00:01:04.690 --> 00:01:05.000]   like
[00:01:05.000 --> 00:01:05.090]  ,
[00:01:05.090 --> 00:01:05.090]   "
[00:01:05.090 --> 00:01:05.150]  Oh
[00:01:05.150 --> 00:01:05.240]  ,
[00:01:05.240 --> 00:01:05.330]   that
[00:01:05.330 --> 00:01:05.420]   was
[00:01:05.420 --> 00:01:05.560]   all
[00:01:05.560 --> 00:01:05.630]   good
[00:01:05.630 --> 00:01:05.840]   content
[00:01:05.840 --> 00:01:06.000]  ."
[00:01:06.000 --> 00:01:06.160]   And
[00:01:06.160 --> 00:01:06.420]   then
[00:01:06.420 --> 00:01:06.470]   it
[00:01:06.470 --> 00:01:06.570]  's
[00:01:06.570 --> 00:01:06.780]   like
[00:01:06.780 --> 00:01:06.880]  ,
[00:01:06.880 --> 00:01:07.210]   you
[00:01:07.210 --> 00:01:07.250]   have
[00:01:07.250 --> 00:01:07.410]   two
[00:01:07.410 --> 00:01:07.780]   options
[00:01:07.780 --> 00:01:08.000]  .
[00:01:08.000 --> 00:01:08.560]   Either
[00:01:08.560 --> 00:01:08.720]   A
[00:01:08.720 --> 00:01:08.730]  ,
[00:01:08.730 --> 00:01:08.960]   you
[00:01:08.960 --> 00:01:09.280]   just
[00:01:09.280 --> 00:01:09.630]   don
[00:01:09.630 --> 00:01:09.680]  't
[00:01:09.680 --> 00:01:10.080]   cover
[00:01:10.080 --> 00:01:10.420]   that
[00:01:10.420 --> 00:01:10.800]   stuff
[00:01:10.800 --> 00:01:11.000]  ,
[00:01:11.000 --> 00:01:11.130]   or
[00:01:11.130 --> 00:01:11.180]   B
[00:01:11.180 --> 00:01:11.250]  ,
[00:01:11.250 --> 00:01:11.400]   you
[00:01:11.400 --> 00:01:11.650]   cover
[00:01:11.650 --> 00:01:11.810]   it
[00:01:11.810 --> 00:01:11.900]   and
[00:01:11.900 --> 00:01:12.000]   it
[00:01:12.000 --> 00:01:12.100]  's
[00:01:12.100 --> 00:01:12.300]   just
[00:01:12.300 --> 00:01:12.600]   sort
[00:01:12.600 --> 00:01:12.600]   of
[00:01:12.600 --> 00:01:12.660]   a
[00:01:12.660 --> 00:01:12.910]   pale
[00:01:12.910 --> 00:01:13.000]  ,
[00:01:13.000 --> 00:01:13.120]   a
[00:01:13.120 --> 00:01:13.940]   hollow
[00:01:13.940 --> 00:01:14.100]  ed
[00:01:14.100 --> 00:01:15.000]   version
[00:01:15.000 --> 00:01:15.000]   of
[00:01:15.000 --> 00:01:15.000]   it
[00:01:15.000 --> 00:01:15.000]  .
[00:01:15.000 --> 00:01:15.050]   I
[00:01:15.050 --> 00:01:15.260]   know
[00:01:15.260 --> 00:01:15.360]  ,
[00:01:15.360 --> 00:01:15.460]   of
[00:01:15.460 --> 00:01:15.700]   the
[00:01:15.700 --> 00:01:15.860]   same
[00:01:15.860 --> 00:01:16.100]   thing
[00:01:16.100 --> 00:01:16.310]   that
[00:01:16.310 --> 00:01:16.410]   we
[00:01:16.410 --> 00:01:16.620]   just
[00:01:16.620 --> 00:01:16.810]   did
[00:01:16.810 --> 00:01:17.000]  .
[00:01:17.000 --> 00:01:17.250]   Yeah
[00:01:17.250 --> 00:01:17.410]  ,
[00:01:17.410 --> 00:01:17.490]   it
[00:01:17.490 --> 00:01:17.810]   sucks
[00:01:17.810 --> 00:01:18.000]  .
[00:01:18.000 --> 00:01:18.240]   So
[00:01:18.240 --> 00:01:18.440]   that
[00:01:18.440 --> 00:01:18.490]  's
[00:01:18.490 --> 00:01:19.000]   great
[00:01:19.000 --> 00:01:19.000]  .
[00:01:19.000 --> 00:01:19.000]   Thanks
[00:01:19.000 --> 00:01:19.000]   for
[00:01:19.000 --> 00:01:19.000]   doing
[00:01:19.000 --> 00:01:19.000]   that
[00:01:19.000 --> 00:01:19.000]  .
[00:01:19.000 --> 00:01:19.100]   It
[00:01:19.100 --> 00:01:19.300]   also
[00:01:19.300 --> 00:01:19.500]   doub
[00:01:19.500 --> 00:01:19.580]  ly
[00:01:19.580 --> 00:01:19.880]   sucks
[00:01:19.880 --> 00:01:20.180]   because
[00:01:20.180 --> 00:01:20.490]   when
[00:01:20.490 --> 00:01:20.630]   there
[00:01:20.630 --> 00:01:20.770]  's
[00:01:20.770 --> 00:01:20.920]   more
[00:01:20.920 --> 00:01:21.120]   time
[00:01:21.120 --> 00:01:21.460]   between
[00:01:21.460 --> 00:01:21.610]   the
[00:01:21.610 --> 00:01:21.820]   shows
[00:01:21.820 --> 00:01:22.120]  ,
[00:01:22.120 --> 00:01:22.640]   the
[00:01:22.640 --> 00:01:22.750]   material
[00:01:22.750 --> 00:01:22.880]  's
[00:01:22.880 --> 00:01:23.290]   better
[00:01:23.290 --> 00:01:23.420]  ,
[00:01:23.420 --> 00:01:23.480]   I
[00:01:23.480 --> 00:01:23.750]   find
[00:01:23.750 --> 00:01:24.000]  .
[00:01:24.000 --> 00:01:24.390]  
[00:01:24.390 --> 00:01:24.480]   There
[00:01:24.480 --> 00:01:24.540]  's
[00:01:24.540 --> 00:01:24.860]   more
[00:01:24.860 --> 00:01:25.020]   to
[00:01:25.020 --> 00:01:25.430]   catch
[00:01:25.430 --> 00:01:25.570]   up
[00:01:25.570 --> 00:01:25.730]   on
[00:01:25.730 --> 00:01:26.000]  .
[00:01:26.000 --> 00:01:26.280]   And
[00:01:26.280 --> 00:01:26.310]   so
[00:01:26.310 --> 00:01:26.510]  ,
[00:01:26.510 --> 00:01:26.680]   yeah
[00:01:26.680 --> 00:01:26.790]  ,
[00:01:26.790 --> 00:01:27.040]   it
[00:01:27.040 --> 00:01:27.100]  's
[00:01:27.100 --> 00:01:27.290]   just
[00:01:27.290 --> 00:01:27.410]   an
[00:01:27.410 --> 00:01:27.720]   extra
[00:01:27.720 --> 00:01:27.970]   suck
[00:01:27.970 --> 00:01:28.280]  iness
[00:01:28.280 --> 00:01:28.590]   about
[00:01:28.590 --> 00:01:28.710]   it
[00:01:28.710 --> 00:01:29.000]  .
[00:01:29.000 --> 00:01:29.750]   Anyway
[00:01:29.750 --> 00:01:30.110]  ,
[00:01:30.110 --> 00:01:30.200]   it
[00:01:30.200 --> 00:01:30.220]  's
