
[00:00:00.000 --> 00:00:00.980]  
[00:00:00.980 --> 00:00:01.190]   Welcome
[00:00:01.190 --> 00:00:01.420]   to
[00:00:01.420 --> 00:00:02.520]   episode
[00:00:02.520 --> 00:00:03.230]   33
[00:00:03.230 --> 00:00:03.680]  4
[00:00:03.680 --> 00:00:03.930]   of
[00:00:03.930 --> 00:00:04.240]   Tech
[00:00:04.240 --> 00:00:05.000]  S
[00:00:05.000 --> 00:00:05.000]  ing
[00:00:05.000 --> 00:00:05.000]  h
[00:00:05.000 --> 00:00:05.000]  .
[00:00:05.000 --> 00:00:05.110]   On
[00:00:05.110 --> 00:00:05.390]   today
[00:00:05.390 --> 00:00:05.500]  's
[00:00:05.500 --> 00:00:05.720]   show
[00:00:05.720 --> 00:00:05.770]   I
[00:00:05.770 --> 00:00:05.880]  'm
[00:00:05.880 --> 00:00:06.290]   talking
[00:00:06.290 --> 00:00:06.450]   to
[00:00:06.450 --> 00:00:06.600]   Adam
[00:00:06.600 --> 00:00:06.650]   W
[00:00:06.650 --> 00:00:06.820]  ath
[00:00:06.820 --> 00:00:07.010]  en
[00:00:07.010 --> 00:00:07.560]  ,
[00:00:07.560 --> 00:00:07.830]   creator
[00:00:07.830 --> 00:00:08.100]   of
[00:00:08.100 --> 00:00:08.720]   Tail
[00:00:08.720 --> 00:00:09.250]  wind
[00:00:09.250 --> 00:00:10.000]   CSS
[00:00:10.000 --> 00:00:10.000]  .
[00:00:10.000 --> 00:00:10.220]   We
[00:00:10.220 --> 00:00:10.570]   start
[00:00:10.570 --> 00:00:10.980]   out
[00:00:10.980 --> 00:00:10.980]   by
[00:00:10.980 --> 00:00:11.560]   talking
[00:00:11.560 --> 00:00:12.190]   about
[00:00:12.190 --> 00:00:12.250]   how
[00:00:12.250 --> 00:00:13.000]   important
[00:00:13.000 --> 00:00:14.000]   distribution
[00:00:14.000 --> 00:00:14.320]   is
[00:00:14.320 --> 00:00:14.350]   to
[00:00:14.350 --> 00:00:14.560]   the
[00:00:14.560 --> 00:00:15.000]   indie
[00:00:15.000 --> 00:00:16.000]   founder
[00:00:16.000 --> 00:00:16.000]   journey
[00:00:16.000 --> 00:00:16.000]  .
[00:00:16.000 --> 00:00:16.200]   Not
[00:00:16.200 --> 00:00:16.480]   just
[00:00:16.480 --> 00:00:17.250]   distribution
[00:00:17.250 --> 00:00:17.380]   of
[00:00:17.380 --> 00:00:17.840]   product
[00:00:17.840 --> 00:00:18.070]  ,
[00:00:18.070 --> 00:00:18.230]   but
[00:00:18.230 --> 00:00:19.150]   distribution
[00:00:19.150 --> 00:00:19.300]   of
[00:00:19.300 --> 00:00:19.600]   your
[00:00:19.600 --> 00:00:19.980]   ideas
[00:00:19.980 --> 00:00:20.210]   and
[00:00:20.210 --> 00:00:20.680]   efforts
[00:00:20.680 --> 00:00:21.000]  .
[00:00:21.000 --> 00:00:21.330]   Then
[00:00:21.330 --> 00:00:21.560]   we
[00:00:21.560 --> 00:00:21.820]   talk
[00:00:21.820 --> 00:00:22.250]   about
[00:00:22.250 --> 00:00:22.580]   Adam
[00:00:22.580 --> 00:00:22.720]  's
[00:00:22.720 --> 00:00:23.300]   journey
[00:00:23.300 --> 00:00:23.630]   from
[00:00:23.630 --> 00:00:23.960]   zero
[00:00:23.960 --> 00:00:24.120]   to
[00:00:24.120 --> 00:00:24.650]   two
[00:00:24.650 --> 00:00:25.000]   million
[00:00:25.000 --> 00:00:25.000]  .
[00:00:25.000 --> 00:00:25.050]  
[00:00:25.050 --> 00:00:25.220]   And
[00:00:25.220 --> 00:00:25.820]   finally
[00:00:25.820 --> 00:00:25.870]  ,
[00:00:25.870 --> 00:00:26.010]   we
[00:00:26.010 --> 00:00:26.300]   talk
[00:00:26.300 --> 00:00:26.670]   about
[00:00:26.670 --> 00:00:27.180]   startup
[00:00:27.180 --> 00:00:27.810]   lessons
[00:00:27.810 --> 00:00:28.200]   learned
[00:00:28.200 --> 00:00:28.490]   from
[00:00:28.490 --> 00:00:28.970]   playing
[00:00:28.970 --> 00:00:29.440]   guitar
[00:00:29.440 --> 00:00:29.580]   in
[00:00:29.580 --> 00:00:30.040]   death
[00:00:30.040 --> 00:00:30.320]   metal
[00:00:30.320 --> 00:00:30.690]   bands
[00:00:30.690 --> 00:00:31.000]  .
[00:00:31.000 --> 00:00:31.830]   So
[00:00:31.830 --> 00:00:33.480]   Adam
[00:00:33.480 --> 00:00:34.300]  ,
[00:00:34.300 --> 00:00:36.780]   thanks
[00:00:36.780 --> 00:00:37.610]   so
[00:00:37.610 --> 00:00:39.260]   much
[00:00:39.260 --> 00:00:40.500]   for
[00:00:40.500 --> 00:00:42.980]   coming
[00:00:42.980 --> 00:00:43.810]   on
[00:00:43.810 --> 00:00:45.050]   the
[00:00:45.050 --> 00:00:46.700]   show
[00:00:46.700 --> 00:00:48.000]  .
[00:00:48.000 --> 00:00:48.090]   I
[00:00:48.090 --> 00:00:48.630]   really
[00:00:48.630 --> 00:00:49.530]   appreciate
[00:00:49.530 --> 00:00:49.710]   it
[00:00:49.710 --> 00:00:50.000]  .
[00:00:50.000 --> 00:00:50.000]  
[00:00:50.000 --> 00:00:50.300]   This
[00:00:50.300 --> 00:00:50.450]   is
[00:00:50.450 --> 00:00:51.160]   another
[00:00:51.160 --> 00:00:51.190]   imp
[00:00:51.190 --> 00:00:51.420]  rom
[00:00:51.420 --> 00:00:51.550]  pt
[00:00:51.550 --> 00:00:51.620]  u
[00:00:51.620 --> 00:00:51.920]   kind
[00:00:51.920 --> 00:00:52.080]   of
[00:00:52.080 --> 00:00:52.590]   episode
[00:00:52.590 --> 00:00:52.730]  ,
[00:00:52.730 --> 00:00:53.080]   like
[00:00:53.080 --> 00:00:53.250]   the
[00:00:53.250 --> 00:00:53.550]   last
[00:00:53.550 --> 00:00:54.090]   episode
[00:00:54.090 --> 00:00:54.380]   that
[00:00:54.380 --> 00:00:54.440]   I
[00:00:54.440 --> 00:00:54.660]   did
[00:00:54.660 --> 00:00:54.960]   with
[00:00:54.960 --> 00:00:55.400]   Justin
[00:00:55.400 --> 00:00:56.000]   Jackson
[00:00:56.000 --> 00:00:56.000]  .
[00:00:56.000 --> 00:00:56.600]   And
[00:00:56.600 --> 00:00:56.930]   where
[00:00:56.930 --> 00:00:57.690]   this
[00:00:57.690 --> 00:00:57.980]   comes
[00:00:57.980 --> 00:00:58.450]   from
[00:00:58.450 --> 00:00:58.680]   is
[00:00:58.680 --> 00:00:58.890]   a
[00:00:58.890 --> 00:00:59.370]   tweet
[00:00:59.370 --> 00:00:59.840]   that
[00:00:59.840 --> 00:01:00.570]   you
[00:01:00.570 --> 00:01:00.890]   posted
[00:01:00.890 --> 00:01:01.150]   on
[00:01:01.150 --> 00:01:02.000]   Twitter
[00:01:02.000 --> 00:01:02.000]  .
[00:01:02.000 --> 00:01:02.050]   I
[00:01:02.050 --> 00:01:02.330]  'll
[00:01:02.330 --> 00:01:02.430]   read
[00:01:02.430 --> 00:01:02.540]   it
[00:01:02.540 --> 00:01:02.700]   and
[00:01:02.700 --> 00:01:02.920]   then
[00:01:02.920 --> 00:01:03.080]   you
[00:01:03.080 --> 00:01:03.260]   can
[00:01:03.260 --> 00:01:03.460]   tell
[00:01:03.460 --> 00:01:03.570]   us
[00:01:03.570 --> 00:01:03.620]   a
[00:01:03.620 --> 00:01:03.950]   little
[00:01:03.950 --> 00:01:04.170]   bit
[00:01:04.170 --> 00:01:04.330]   more
[00:01:04.330 --> 00:01:04.550]   what
[00:01:04.550 --> 00:01:04.710]   you
[00:01:04.710 --> 00:01:04.870]  're
[00:01:04.870 --> 00:01:05.320]   thinking
[00:01:05.320 --> 00:01:05.600]   about
[00:01:05.600 --> 00:01:05.710]   it
[00:01:05.710 --> 00:01:06.000]  .
[00:01:06.000 --> 00:01:06.720]   Sure
[00:01:06.720 --> 00:01:07.000]  .
[00:01:07.000 --> 00:01:07.300]   You
[00:01:07.300 --> 00:01:07.400]   say
[00:01:07.400 --> 00:01:07.400]  ,
[00:01:07.400 --> 00:01:07.450]   "
[00:01:07.450 --> 00:01:07.940]  Something
[00:01:07.940 --> 00:01:08.100]   that
[00:01:08.100 --> 00:01:08.210]  's
[00:01:08.210 --> 00:01:08.510]   become
[00:01:08.510 --> 00:01:08.760]   clear
[00:01:08.760 --> 00:01:08.860]   to
[00:01:08.860 --> 00:01:09.000]   me
[00:01:09.000 --> 00:01:09.320]   is
[00:01:09.320 --> 00:01:10.000]   that
[00:01:10.000 --> 00:01:11.000]   distribution
[00:01:11.000 --> 00:01:11.050]   is
[00:01:11.050 --> 00:01:11.270]   actually
[00:01:11.270 --> 00:01:11.340]   the
[00:01:11.340 --> 00:01:11.590]   biggest
[00:01:11.590 --> 00:01:11.650]   lever
[00:01:11.650 --> 00:01:11.730]   you
[00:01:11.730 --> 00:01:11.850]   can
[00:01:11.850 --> 00:01:11.910]   have
[00:01:11.910 --> 00:01:12.020]  ,
[00:01:12.020 --> 00:01:12.370]   not
[00:01:12.370 --> 00:01:12.630]   an
[00:01:12.630 --> 00:01:13.600]   audience
[00:01:13.600 --> 00:01:14.000]  .
[00:01:14.000 --> 00:01:14.320]  
[00:01:14.320 --> 00:01:14.620]   Building
[00:01:14.620 --> 00:01:14.770]   an
[00:01:14.770 --> 00:01:15.420]   audience
[00:01:15.420 --> 00:01:15.540]   is
[00:01:15.540 --> 00:01:15.920]   still
[00:01:15.920 --> 00:01:16.300]   great
[00:01:16.300 --> 00:01:16.760]   advice
[00:01:16.760 --> 00:01:17.300]   because
[00:01:17.300 --> 00:01:17.450]   an
[00:01:17.450 --> 00:01:18.220]   audience
[00:01:18.220 --> 00:01:18.220]   is
[00:01:18.220 --> 00:01:18.510]   a
[00:01:18.510 --> 00:01:19.300]   distribution
[00:01:19.300 --> 00:01:19.750]   channel
[00:01:19.750 --> 00:01:20.000]  ,
[00:01:20.000 --> 00:01:20.100]   but
[00:01:20.100 --> 00:01:20.200]   you
[00:01:20.200 --> 00:01:20.300]   can
[00:01:20.300 --> 00:01:20.460]   have
[00:01:20.460 --> 00:01:20.630]   great
[00:01:20.630 --> 00:01:21.010]   distribution
[00:01:21.010 --> 00:01:21.250]   without
[00:01:21.250 --> 00:01:21.320]   a
[00:01:21.320 --> 00:01:21.540]   personal
[00:01:21.540 --> 00:01:21.780]   audience
[00:01:21.780 --> 00:01:22.000]  ."
[00:01:22.000 --> 00:01:22.300]   Yeah
[00:01:22.300 --> 00:01:22.450]  ,
[00:01:22.450 --> 00:01:22.750]   yeah
[00:01:22.750 --> 00:01:23.130]  .
[00:01:23.130 --> 00:01:23.370]   So
[00:01:23.370 --> 00:01:23.510]   this
[00:01:23.510 --> 00:01:23.680]   is
[00:01:23.680 --> 00:01:24.020]   just
[00:01:24.020 --> 00:01:24.790]   something
[00:01:24.790 --> 00:01:25.120]   that
[00:01:25.120 --> 00:01:25.270]   kind
[00:01:25.270 --> 00:01:25.640]   of
[00:01:25.640 --> 00:01:25.980]   been
[00:01:25.980 --> 00:01:26.000]  ...
[00:01:26.000 --> 00:01:26.150]   I
[00:01:26.150 --> 00:01:26.250]   don
[00:01:26.250 --> 00:01:26.370]  't
[00:01:26.370 --> 00:01:26.580]   know
[00:01:26.580 --> 00:01:26.740]  ,
[00:01:26.740 --> 00:01:27.000]   I
[00:01:27.000 --> 00:01:27.110]   think
[00:01:27.110 --> 00:01:27.230]   it
[00:01:27.230 --> 00:01:27.380]  's
[00:01:27.380 --> 00:01:27.920]   something
[00:01:27.920 --> 00:01:28.170]   that
[00:01:28.170 --> 00:01:28.500]   seems
[00:01:28.500 --> 00:01:29.000]   obvious
[00:01:29.000 --> 00:01:29.830]   maybe
[00:01:29.830 --> 00:01:30.490]   when
[00:01:30.490 --> 00:01:30.960]   you
[00:01:30.960 --> 00:01:31.480]   get
[00:01:31.480 --> 00:01:31.640]   to
[00:01:31.640 --> 00:01:31.660]   a
[00:01:31.660 --> 00:01:32.450]   certain
[00:01:32.450 --> 00:01:33.000]   point
[00:01:33.000 --> 00:01:33.120]   or
[00:01:33.120 --> 00:01:33.370]   when
[00:01:33.370 --> 00:01:33.570]   you
[00:01:33.570 --> 00:01:33.790]   kind
[00:01:33.790 --> 00:01:34.100]   of
[00:01:34.100 --> 00:01:34.260]   make
[00:01:34.260 --> 00:01:34.350]   the
[00:01:34.350 --> 00:01:35.000]   connection
[00:01:35.000 --> 00:01:35.000]  .
[00:01:35.000 --> 00:01:35.410]   Just
[00:01:35.410 --> 00:01:35.610]   like
[00:01:35.610 --> 00:01:35.630]   a
[00:01:35.630 --> 00:01:35.910]   meta
[00:01:35.910 --> 00:01:36.760]   conversation
[00:01:36.760 --> 00:01:37.000]  .
[00:01:37.000 --> 00:01:37.030]   I
[00:01:37.030 --> 00:01:37.130]   don
[00:01:37.130 --> 00:01:37.200]  't
[00:01:37.200 --> 00:01:37.410]   know
