
[00:00:00.000 --> 00:00:00.880]  
[00:00:00.880 --> 00:00:03.110]   [
[00:00:03.110 --> 00:00:17.990]  Music
[00:00:17.990 --> 00:00:21.000]  ]
[00:00:21.000 --> 00:00:21.550]   Welcome
[00:00:21.550 --> 00:00:21.710]   to
[00:00:21.710 --> 00:00:22.260]   episode
[00:00:22.260 --> 00:00:22.740]   25
[00:00:22.740 --> 00:00:23.000]  1
[00:00:23.000 --> 00:00:23.160]   of
[00:00:23.160 --> 00:00:23.490]   Tech
[00:00:23.490 --> 00:00:23.570]  S
[00:00:23.570 --> 00:00:23.810]  ing
[00:00:23.810 --> 00:00:24.000]  ,
[00:00:24.000 --> 00:00:24.790]   coming
[00:00:24.790 --> 00:00:25.060]   to
[00:00:25.060 --> 00:00:25.450]   you
[00:00:25.450 --> 00:00:26.000]   live
[00:00:26.000 --> 00:00:26.350]   from
[00:00:26.350 --> 00:00:26.720]   Ch
[00:00:26.720 --> 00:00:26.810]  ate
[00:00:26.810 --> 00:00:27.000]  au
[00:00:27.000 --> 00:00:27.000]   de
[00:00:27.000 --> 00:00:27.000]   V
[00:00:27.000 --> 00:00:27.000]  inc
[00:00:27.000 --> 00:00:27.000]  ennes
[00:00:27.000 --> 00:00:27.050]  
[00:00:27.050 --> 00:00:27.270]   in
[00:00:27.270 --> 00:00:27.670]   Pas
[00:00:27.670 --> 00:00:27.930]  ad
[00:00:27.930 --> 00:00:28.480]  ena
[00:00:28.480 --> 00:00:28.620]  ,
[00:00:28.620 --> 00:00:28.880]   my
[00:00:28.880 --> 00:00:29.690]   new
[00:00:29.690 --> 00:00:30.000]   house
[00:00:30.000 --> 00:00:30.000]  ,
[00:00:30.000 --> 00:00:30.200]   hosted
[00:00:30.200 --> 00:00:30.260]   by
[00:00:30.260 --> 00:00:30.520]   myself
[00:00:30.520 --> 00:00:30.550]  ,
[00:00:30.550 --> 00:00:30.730]   Justin
[00:00:30.730 --> 00:00:31.000]   Vincent
[00:00:31.000 --> 00:00:32.000]   and
[00:00:32.000 --> 00:00:32.410]   Jason
[00:00:32.410 --> 00:00:33.000]   Roberts
[00:00:33.000 --> 00:00:33.000]  .
[00:00:33.000 --> 00:00:33.370]   Welcome
[00:00:33.370 --> 00:00:33.470]   to
[00:00:33.470 --> 00:00:33.570]   Ch
[00:00:33.570 --> 00:00:33.730]  ate
[00:00:33.730 --> 00:00:33.830]  au
[00:00:33.830 --> 00:00:33.930]   de
[00:00:33.930 --> 00:00:33.980]   V
[00:00:33.980 --> 00:00:34.140]  inc
[00:00:34.140 --> 00:00:34.400]  ennes
[00:00:34.400 --> 00:00:34.500]  ,
[00:00:34.500 --> 00:00:34.760]   Jason
[00:00:34.760 --> 00:00:35.000]  .
[00:00:35.000 --> 00:00:35.230]   Well
[00:00:35.230 --> 00:00:35.340]  ,
[00:00:35.340 --> 00:00:35.780]   thank
[00:00:35.780 --> 00:00:35.800]   you
[00:00:35.800 --> 00:00:36.030]  .
[00:00:36.030 --> 00:00:36.210]   It
[00:00:36.210 --> 00:00:36.380]  's
[00:00:36.380 --> 00:00:36.760]   very
[00:00:36.760 --> 00:00:37.710]   impressive
[00:00:37.710 --> 00:00:38.000]  .
[00:00:38.000 --> 00:00:38.530]   So
[00:00:38.530 --> 00:00:38.720]  ,
[00:00:38.720 --> 00:00:39.440]   yeah
[00:00:39.440 --> 00:00:40.000]  .
[00:00:40.000 --> 00:00:40.230]   So
[00:00:40.230 --> 00:00:40.590]   you
[00:00:40.590 --> 00:00:41.010]  've
[00:00:41.010 --> 00:00:41.510]   moved
[00:00:41.510 --> 00:00:42.000]   into
[00:00:42.000 --> 00:00:42.250]   the
[00:00:42.250 --> 00:00:42.580]   gate
[00:00:42.580 --> 00:00:43.030]  house
[00:00:43.030 --> 00:00:43.140]   of
[00:00:43.140 --> 00:00:43.210]   a
[00:00:43.210 --> 00:00:43.700]   10
[00:00:43.700 --> 00:00:43.720]  -
[00:00:43.720 --> 00:00:43.940]  bed
[00:00:43.940 --> 00:00:44.230]  room
[00:00:44.230 --> 00:00:44.740]   mansion
[00:00:44.740 --> 00:00:45.000]  .
[00:00:45.000 --> 00:00:45.200]   Yes
[00:00:45.200 --> 00:00:45.270]  ,
[00:00:45.270 --> 00:00:45.490]   that
[00:00:45.490 --> 00:00:45.600]   is
[00:00:45.600 --> 00:00:46.000]   correct
[00:00:46.000 --> 00:00:46.000]  .
[00:00:46.000 --> 00:00:46.170]   And
[00:00:46.170 --> 00:00:46.280]   it
[00:00:46.280 --> 00:00:46.430]  's
[00:00:46.430 --> 00:00:46.610]   very
[00:00:46.610 --> 00:00:47.030]   similar
[00:00:47.030 --> 00:00:47.190]   to
[00:00:47.190 --> 00:00:47.270]   a
[00:00:47.270 --> 00:00:47.360]   hob
[00:00:47.360 --> 00:00:47.560]  bit
[00:00:47.560 --> 00:00:47.820]   house
[00:00:47.820 --> 00:00:48.010]  ,
[00:00:48.010 --> 00:00:48.700]   wouldn
[00:00:48.700 --> 00:00:48.930]  't
[00:00:48.930 --> 00:00:49.630]   you
[00:00:49.630 --> 00:00:49.630]   say
[00:00:49.630 --> 00:00:50.000]  ?
[00:00:50.000 --> 00:00:50.300]   I
[00:00:50.300 --> 00:00:50.320]   don
[00:00:50.320 --> 00:00:50.450]  't
[00:00:50.450 --> 00:00:50.750]   know
[00:00:50.750 --> 00:00:51.000]  .
[00:00:51.000 --> 00:00:51.030]   I
[00:00:51.030 --> 00:00:51.200]   would
[00:00:51.200 --> 00:00:51.370]   think
[00:00:51.370 --> 00:00:51.390]   a
[00:00:51.390 --> 00:00:51.500]   hob
[00:00:51.500 --> 00:00:51.660]  bit
[00:00:51.660 --> 00:00:51.770]   house
[00:00:51.770 --> 00:00:52.030]   would
[00:00:52.030 --> 00:00:52.120]   be
[00:00:52.120 --> 00:00:52.120]   a
[00:00:52.120 --> 00:00:52.240]   lot
[00:00:52.240 --> 00:00:52.530]   smaller
[00:00:52.530 --> 00:00:52.690]   than
[00:00:52.690 --> 00:00:52.850]   this
[00:00:52.850 --> 00:00:53.000]  .
[00:00:53.000 --> 00:00:53.100]   It
[00:00:53.100 --> 00:00:53.230]   has
[00:00:53.230 --> 00:00:53.440]   that
[00:00:53.440 --> 00:00:53.610]   kind
[00:00:53.610 --> 00:00:53.730]   of
[00:00:53.730 --> 00:00:53.740]   T
[00:00:53.740 --> 00:00:53.830]  ud
[00:00:53.830 --> 00:00:53.920]  or
[00:00:53.920 --> 00:00:54.110]   feel
[00:00:54.110 --> 00:00:54.200]  ,
[00:00:54.200 --> 00:00:54.570]   though
[00:00:54.570 --> 00:00:54.580]  ,
[00:00:54.580 --> 00:00:54.800]   right
[00:00:54.800 --> 00:00:55.000]  ?
[00:00:55.000 --> 00:00:55.230]   What
[00:00:55.230 --> 00:00:55.530]   kind
[00:00:55.530 --> 00:00:55.570]   of
[00:00:55.570 --> 00:00:55.800]   feel
[00:00:55.800 --> 00:00:56.000]  ?
[00:00:56.000 --> 00:00:56.000]  
[00:00:56.000 --> 00:00:56.290]   T
[00:00:56.290 --> 00:00:56.590]  ud
[00:00:56.590 --> 00:00:57.000]  or
[00:00:57.000 --> 00:00:57.000]  .
[00:00:57.000 --> 00:00:57.210]   What
[00:00:57.210 --> 00:00:57.420]   does
[00:00:57.420 --> 00:00:57.840]   that
[00:00:57.840 --> 00:00:57.950]   mean
[00:00:57.950 --> 00:00:58.000]  ?
[00:00:58.000 --> 00:00:58.160]   Oh
[00:00:58.160 --> 00:00:58.320]  ,
[00:00:58.320 --> 00:00:58.400]   T
[00:00:58.400 --> 00:00:58.600]  ud
[00:00:58.600 --> 00:00:58.720]  or
[00:00:58.720 --> 00:00:59.000]  .
[00:00:59.000 --> 00:00:59.120]   T
[00:00:59.120 --> 00:00:59.360]  ud
[00:00:59.360 --> 00:00:59.690]  or
[00:00:59.690 --> 00:01:00.000]  .
[00:01:00.000 --> 00:01:00.400]   Oh
[00:01:00.400 --> 00:01:01.000]  .
[00:01:01.000 --> 00:01:01.100]   You
[00:01:01.100 --> 00:01:01.190]   know
[00:01:01.190 --> 00:01:01.240]  ,
[00:01:01.240 --> 00:01:01.380]   like
[00:01:01.380 --> 00:01:01.430]   the
[00:01:01.430 --> 00:01:01.450]   T
[00:01:01.450 --> 00:01:01.500]  ud
[00:01:01.500 --> 00:01:01.550]  or
[00:01:01.550 --> 00:01:01.660]   time
[00:01:01.660 --> 00:01:01.830]   period
[00:01:01.830 --> 00:01:02.000]  ?
[00:01:02.000 --> 00:01:02.160]   Yeah
[00:01:02.160 --> 00:01:02.230]  ,
[00:01:02.230 --> 00:01:02.440]   yeah
[00:01:02.440 --> 00:01:02.460]  ,
[00:01:02.460 --> 00:01:02.540]   no
[00:01:02.540 --> 00:01:02.610]  ,
[00:01:02.610 --> 00:01:02.690]   it
[00:01:02.690 --> 00:01:02.850]   does
[00:01:02.850 --> 00:01:03.000]  .
[00:01:03.000 --> 00:01:03.760]   Absolutely
[00:01:03.760 --> 00:01:04.000]  .
[00:01:04.000 --> 00:01:04.230]   It
[00:01:04.230 --> 00:01:04.360]  's
[00:01:04.360 --> 00:01:04.720]   cute
[00:01:04.720 --> 00:01:05.000]  .
[00:01:05.000 --> 00:01:05.130]   Yeah
[00:01:05.130 --> 00:01:05.190]  ,
[00:01:05.190 --> 00:01:05.250]   it
[00:01:05.250 --> 00:01:05.410]  's
[00:01:05.410 --> 00:01:05.410]   got
[00:01:05.410 --> 00:01:05.540]   some
[00:01:05.540 --> 00:01:05.850]   character
[00:01:05.850 --> 00:01:06.000]  .
[00:01:06.000 --> 00:01:06.570]   Yeah
[00:01:06.570 --> 00:01:07.000]  .
[00:01:07.000 --> 00:01:07.100]   I
[00:01:07.100 --> 00:01:07.580]   like
[00:01:07.580 --> 00:01:07.690]   it
[00:01:07.690 --> 00:01:08.000]  .
[00:01:08.000 --> 00:01:08.180]   When
[00:01:08.180 --> 00:01:08.310]   you
[00:01:08.310 --> 00:01:08.490]   said
[00:01:08.490 --> 00:01:08.620]   hob
[00:01:08.620 --> 00:01:08.750]  bit
[00:01:08.750 --> 00:01:09.000]   house
[00:01:09.000 --> 00:01:09.000]  ,
[00:01:09.000 --> 00:01:09.050]   I
[00:01:09.050 --> 00:01:09.190]   was
[00:01:09.190 --> 00:01:09.470]   kind
[00:01:09.470 --> 00:01:09.510]   of
[00:01:09.510 --> 00:01:09.830]   pict
[00:01:09.830 --> 00:01:10.000]  uring
[00:01:10.000 --> 00:01:11.000]   something
[00:01:11.000 --> 00:01:11.000]   that
[00:01:11.000 --> 00:01:11.000]   would
[00:01:11.000 --> 00:01:11.000]  ,
[00:01:11.000 --> 00:01:11.230]   meant
[00:01:11.230 --> 00:01:11.530]   that
[00:01:11.530 --> 00:01:11.570]   it
[00:01:11.570 --> 00:01:11.770]   would
[00:01:11.770 --> 00:01:11.870]   be
[00:01:11.870 --> 00:01:12.050]   kind
[00:01:12.050 --> 00:01:12.160]   of
[00:01:12.160 --> 00:01:12.210]   a
[00:01:12.210 --> 00:01:12.450]   small
[00:01:12.450 --> 00:01:12.600]   and
[00:01:12.600 --> 00:01:13.000]   compact
[00:01:13.000 --> 00:01:13.000]  .
[00:01:13.000 --> 00:01:13.330]   Right
[00:01:13.330 --> 00:01:13.460]  ,
[00:01:13.460 --> 00:01:13.790]   right
[00:01:13.790 --> 00:01:14.000]  .
[00:01:14.000 --> 00:01:14.570]   Okay
[00:01:14.570 --> 00:01:15.000]  .
[00:01:15.000 --> 00:01:15.110]   But
[00:01:15.110 --> 00:01:15.260]   this
[00:01:15.260 --> 00:01:15.370]   isn
[00:01:15.370 --> 00:01:15.440]  't
[00:01:15.440 --> 00:01:15.670]   really
[00:01:15.670 --> 00:01:15.930]   small
[00:01:15.930 --> 00:01:16.000]  .
[00:01:16.000 --> 00:01:16.030]   I
[00:01:16.030 --> 00:01:16.160]   mean
[00:01:16.160 --> 00:01:16.220]  ,
[00:01:16.220 --> 00:01:16.280]   it
[00:01:16.280 --> 00:01:16.440]   looks
[00:01:16.440 --> 00:01:16.570]   kind
[00:01:16.570 --> 00:01:16.670]   of
[00:01:16.670 --> 00:01:16.860]   English
[00:01:16.860 --> 00:01:17.000]  .
[00:01:17.000 --> 00:01:17.160]   No
[00:01:17.160 --> 00:01:17.320]  ,
[00:01:17.320 --> 00:01:17.480]   in
[00:01:17.480 --> 00:01:17.870]   fact
[00:01:17.870 --> 00:01:18.000]  ,
[00:01:18.000 --> 00:01:18.210]   some
[00:01:18.210 --> 00:01:18.310]   of
[00:01:18.310 --> 00:01:18.460]   the
[00:01:18.460 --> 00:01:18.610]   key
[00:01:18.610 --> 00:01:19.000]   reasons
[00:01:19.000 --> 00:01:19.000]   I
[00:01:19.000 --> 00:01:19.000]   moved
[00:01:19.000 --> 00:01:19.000]   here
[00:01:19.000 --> 00:01:19.120]   was
[00:01:19.120 --> 00:01:19.240]   the
[00:01:19.240 --> 00:01:19.400]   fact
[00:01:19.400 --> 00:01:19.580]   that
[00:01:19.580 --> 00:01:19.640]   it
[00:01:19.640 --> 00:01:19.720]  's
[00:01:19.720 --> 00:01:20.000]   bigger
[00:01:20.000 --> 00:01:20.440]   than
[00:01:20.440 --> 00:01:20.660]   my
[00:01:20.660 --> 00:01:21.000]   old
[00:01:21.000 --> 00:01:22.000]   apartment
[00:01:22.000 --> 00:01:22.320]   that
[00:01:22.320 --> 00:01:22.560]   had
[00:01:22.560 --> 00:01:22.880]   very
[00:01:22.880 --> 00:01:23.120]   low
[00:01:23.120 --> 00:01:23.250]   ce
[00:01:23.250 --> 00:01:23.520]  il
[00:01:23.520 --> 00:01:24.000]  ings
[00:01:24.000 --> 00:01:24.000]  .
[00:01:24.000 --> 00:01:24.120]   Yeah
[00:01:24.120 --> 00:01:24.180]  ,
[00:01:24.180 --> 00:01:24.270]   are
[00:01:24.270 --> 00:01:24.430]   these
[00:01:24.430 --> 00:01:24.490]   ce
[00:01:24.490 --> 00:01:24.550]  il
[00:01:24.550 --> 00:01:24.720]  ings
[00:01:24.720 --> 00:01:24.860]   higher
[00:01:24.860 --> 00:01:25.000]  ?
[00:01:25.000 --> 00:01:25.530]  
[00:01:25.530 --> 00:01:25.760]   Definitely
[00:01:25.760 --> 00:01:26.000]  .
[00:01:26.000 --> 00:01:26.180]   And
[00:01:26.180 --> 00:01:26.410]   there
[00:01:26.410 --> 00:01:26.510]  's
[00:01:26.510 --> 00:01:26.720]   more
[00:01:26.720 --> 00:01:27.000]   light
[00:01:27.000 --> 00:01:27.000]  .
[00:01:27.000 --> 00:01:27.300]   And
[00:01:27.300 --> 00:01:27.880]   I
[00:01:27.880 --> 00:01:27.920]   think
[00:01:27.920 --> 00:01:28.150]   it
[00:01:28.150 --> 00:01:28.320]  's
[00:01:28.320 --> 00:01:28.710]   just
[00:01:28.710 --> 00:01:29.080]   a
[00:01:29.080 --> 00:01:29.140]   lot
[00:01:29.140 --> 00:01:29.650]   nicer
[00:01:29.650 --> 00:01:30.000]  .
