
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.970]   This
[00:00:00.970 --> 00:00:01.320]   show
[00:00:01.320 --> 00:00:01.650]   is
[00:00:01.650 --> 00:00:03.760]   distributed
[00:00:03.760 --> 00:00:03.810]   by
[00:00:03.810 --> 00:00:04.310]   Sun
[00:00:04.310 --> 00:00:04.470]  c
[00:00:04.470 --> 00:00:04.990]  row
[00:00:04.990 --> 00:00:05.000]  .
[00:00:05.000 --> 00:00:05.850]   Welcome
[00:00:05.850 --> 00:00:06.000]  !
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.390]   Welcome
[00:00:28.390 --> 00:00:28.500]   to
[00:00:28.500 --> 00:00:28.890]   episode
[00:00:28.890 --> 00:00:29.400]   201
[00:00:29.400 --> 00:00:29.510]   of
[00:00:29.510 --> 00:00:29.730]   Tech
[00:00:29.730 --> 00:00:29.780]  S
[00:00:29.780 --> 00:00:30.000]  ing
[00:00:30.000 --> 00:00:30.060]  ,
[00:00:30.060 --> 00:00:30.240]   hosted
[00:00:30.240 --> 00:00:30.300]   by
[00:00:30.300 --> 00:00:30.480]   myself
[00:00:30.480 --> 00:00:30.540]  ,
[00:00:30.540 --> 00:00:30.720]   Justin
[00:00:30.720 --> 00:00:30.750]   V
[00:00:30.750 --> 00:00:30.930]  inson
[00:00:30.930 --> 00:00:31.000]  ,
[00:00:31.000 --> 00:00:31.370]   and
[00:00:31.370 --> 00:00:32.000]   Jason
[00:00:32.000 --> 00:00:32.900]   Roberts
[00:00:32.900 --> 00:00:33.240]  .
[00:00:33.240 --> 00:00:33.350]   In
[00:00:33.350 --> 00:00:33.580]   this
[00:00:33.580 --> 00:00:33.810]   show
[00:00:33.810 --> 00:00:33.920]  ,
[00:00:33.920 --> 00:00:34.240]   Jason
[00:00:34.240 --> 00:00:34.330]  's
[00:00:34.330 --> 00:00:34.730]   talking
[00:00:34.730 --> 00:00:34.840]   to
[00:00:34.840 --> 00:00:35.420]   Scott
[00:00:35.420 --> 00:00:35.430]   Young
[00:00:35.430 --> 00:00:35.530]  ,
[00:00:35.530 --> 00:00:35.880]   author
[00:00:35.880 --> 00:00:35.990]   of
[00:00:35.990 --> 00:00:36.280]   Learn
[00:00:36.280 --> 00:00:36.510]   More
[00:00:36.510 --> 00:00:36.620]  ,
[00:00:36.620 --> 00:00:36.900]   Study
[00:00:36.900 --> 00:00:37.400]   Less
[00:00:37.400 --> 00:00:37.490]  ,
[00:00:37.490 --> 00:00:37.660]   about
[00:00:37.660 --> 00:00:37.840]   his
[00:00:37.840 --> 00:00:38.310]   attempt
[00:00:38.310 --> 00:00:38.380]   to
[00:00:38.380 --> 00:00:38.680]   learn
[00:00:38.680 --> 00:00:38.930]   the
[00:00:38.930 --> 00:00:39.220]   entire
[00:00:39.220 --> 00:00:39.400]   MIT
[00:00:39.400 --> 00:00:39.880]   computer
[00:00:39.880 --> 00:00:40.370]   science
[00:00:40.370 --> 00:00:41.030]   curriculum
[00:00:41.030 --> 00:00:41.060]   in
[00:00:41.060 --> 00:00:41.390]   12
[00:00:41.390 --> 00:00:41.750]   months
[00:00:41.750 --> 00:00:42.000]  .
[00:00:42.000 --> 00:00:42.220]   So
