
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.750]   This
[00:00:00.750 --> 00:00:01.030]   show
[00:00:01.030 --> 00:00:01.270]   is
[00:00:01.270 --> 00:00:02.680]   distributed
[00:00:02.680 --> 00:00:02.930]   by
[00:00:02.930 --> 00:00:03.360]   Sun
[00:00:03.360 --> 00:00:03.430]  c
[00:00:03.430 --> 00:00:03.710]  ru
[00:00:03.710 --> 00:00:04.000]  bs
[00:00:04.000 --> 00:00:04.000]  .
[00:00:04.000 --> 00:00:05.000]   Welcome
[00:00:05.000 --> 00:00:05.000]  !
[00:00:26.000 --> 00:00:26.000]  
[00:00:26.000 --> 00:00:26.590]   Welcome
[00:00:26.590 --> 00:00:26.760]   to
[00:00:26.760 --> 00:00:27.350]   episode
[00:00:27.350 --> 00:00:27.860]   24
[00:00:27.860 --> 00:00:28.110]  1
[00:00:28.110 --> 00:00:28.280]   of
[00:00:28.280 --> 00:00:28.620]   Tech
[00:00:28.620 --> 00:00:28.700]  S
[00:00:28.700 --> 00:00:29.000]  ing
[00:00:29.000 --> 00:00:30.000]  ,
[00:00:30.000 --> 00:00:30.090]   hosted
[00:00:30.090 --> 00:00:30.120]   by
[00:00:30.120 --> 00:00:30.210]   myself
[00:00:30.210 --> 00:00:30.240]  ,
[00:00:30.240 --> 00:00:30.330]   Justin
[00:00:30.330 --> 00:00:30.440]   Vincent
[00:00:30.440 --> 00:00:30.470]  ,
[00:00:30.470 --> 00:00:30.560]   and
[00:00:30.560 --> 00:00:31.000]   Jason
[00:00:31.000 --> 00:00:32.000]   Roberts
[00:00:32.000 --> 00:00:32.000]  .
[00:00:32.000 --> 00:00:32.340]   Coming
[00:00:32.340 --> 00:00:32.530]   to
[00:00:32.530 --> 00:00:32.620]   you
[00:00:32.620 --> 00:00:32.850]   from
[00:00:32.850 --> 00:00:33.020]   Pas
[00:00:33.020 --> 00:00:33.130]  ad
[00:00:33.130 --> 00:00:33.300]  ena
[00:00:33.300 --> 00:00:33.580]   today
[00:00:33.580 --> 00:00:33.710]  ,
[00:00:33.710 --> 00:00:33.740]   a
[00:00:33.740 --> 00:00:33.970]   very
[00:00:33.970 --> 00:00:34.080]  ,
[00:00:34.080 --> 00:00:34.310]   very
[00:00:34.310 --> 00:00:34.590]   sunny
[00:00:34.590 --> 00:00:34.740]   day
[00:00:34.740 --> 00:00:35.000]  .
[00:00:35.000 --> 00:00:35.370]   Lovely
[00:00:35.370 --> 00:00:35.550]   day
[00:00:35.550 --> 00:00:35.800]   here
[00:00:35.800 --> 00:00:36.000]  .
[00:00:36.000 --> 00:00:36.240]   Hey
[00:00:36.240 --> 00:00:36.360]   Jason
[00:00:36.360 --> 00:00:36.420]  ,
[00:00:36.420 --> 00:00:36.470]   how
[00:00:36.470 --> 00:00:36.580]   are
[00:00:36.580 --> 00:00:36.740]   you
[00:00:36.740 --> 00:00:36.870]   doing
[00:00:36.870 --> 00:00:37.000]  ?
[00:00:37.000 --> 00:00:37.170]   Haven
[00:00:37.170 --> 00:00:37.260]  't
[00:00:37.260 --> 00:00:37.380]   seen
[00:00:37.380 --> 00:00:37.480]   you
[00:00:37.480 --> 00:00:37.580]   for
[00:00:37.580 --> 00:00:37.680]   two
[00:00:37.680 --> 00:00:37.850]   weeks
[00:00:37.850 --> 00:00:38.000]  .
[00:00:38.000 --> 00:00:38.120]   So
[00:00:38.120 --> 00:00:38.240]  ,
[00:00:38.240 --> 00:00:38.360]   no
[00:00:38.360 --> 00:00:38.480]  ,
[00:00:38.480 --> 00:00:38.610]   we
[00:00:38.610 --> 00:00:38.780]   did
[00:00:38.780 --> 00:00:39.020]   have
[00:00:39.020 --> 00:00:39.140]  ,
[00:00:39.140 --> 00:00:39.290]   we
[00:00:39.290 --> 00:00:39.440]   had
[00:00:39.440 --> 00:00:39.620]   one
[00:00:39.620 --> 00:00:40.000]   lunch
[00:00:40.000 --> 00:00:40.000]  .
[00:00:40.000 --> 00:00:40.190]   Yeah
[00:00:40.190 --> 00:00:40.260]  ,
[00:00:40.260 --> 00:00:40.360]   lunch
[00:00:40.360 --> 00:00:40.630]   earlier
[00:00:40.630 --> 00:00:40.730]   last
[00:00:40.730 --> 00:00:40.860]   week
[00:00:40.860 --> 00:00:41.000]  .
[00:00:41.000 --> 00:00:41.150]   One
[00:00:41.150 --> 00:00:41.200]   P
[00:00:41.200 --> 00:00:41.300]  uy
[00:00:41.300 --> 00:00:41.350]  o
[00:00:41.350 --> 00:00:41.400]   L
[00:00:41.400 --> 00:00:41.550]  oco
[00:00:41.550 --> 00:00:41.810]   lunch
[00:00:41.810 --> 00:00:42.000]  .
[00:00:42.000 --> 00:00:42.500]   So
[00:00:42.500 --> 00:00:43.110]  ,
[00:00:43.110 --> 00:00:43.420]   and
[00:00:43.420 --> 00:00:43.980]   today
[00:00:43.980 --> 00:00:44.570]   is
[00:00:44.570 --> 00:00:44.740]   kind
[00:00:44.740 --> 00:00:44.990]   of
[00:00:44.990 --> 00:00:45.690]   an
[00:00:45.690 --> 00:00:46.610]   interesting
[00:00:46.610 --> 00:00:47.000]   day
[00:00:47.000 --> 00:00:47.520]   because
[00:00:47.520 --> 00:00:47.830]   Uber
[00:00:47.830 --> 00:00:48.000]  ,
[00:00:48.000 --> 00:00:48.460]   who
[00:00:48.460 --> 00:00:48.760]   you
[00:00:48.760 --> 00:00:48.770]   work
[00:00:48.770 --> 00:00:49.000]   for
[00:00:49.000 --> 00:00:50.000]   and
[00:00:50.000 --> 00:00:50.000]   who
[00:00:50.000 --> 00:00:50.000]   you
[00:00:50.000 --> 00:00:50.000]  
[00:00:50.000 --> 00:00:50.380]   have
[00:00:50.380 --> 00:00:51.160]   options
[00:00:51.160 --> 00:00:51.240]   in
[00:00:51.240 --> 00:00:51.720]   their
[00:00:51.720 --> 00:00:52.480]   company
[00:00:52.480 --> 00:00:52.580]  ,
[00:00:52.580 --> 00:00:53.240]   just
[00:00:53.240 --> 00:00:53.240]   got
[00:00:53.240 --> 00:00:53.540]   $
[00:00:53.540 --> 00:00:54.190]  350
[00:00:54.190 --> 00:00:54.920]   million
[00:00:54.920 --> 00:00:55.820]   investment
[00:00:55.820 --> 00:00:56.010]   or
[00:00:56.010 --> 00:00:56.870]   something
[00:00:56.870 --> 00:00:57.250]   like
[00:00:57.250 --> 00:00:57.630]   that
[00:00:57.630 --> 00:00:58.000]  ?
[00:00:58.000 --> 00:00:58.370]   Yeah
[00:00:58.370 --> 00:00:58.480]  ,
[00:00:58.480 --> 00:00:58.560]   I
[00:00:58.560 --> 00:00:58.970]   think
[00:00:58.970 --> 00:00:59.130]   it
[00:00:59.130 --> 00:00:59.360]   was
[00:00:59.360 --> 00:00:59.440]   $
[00:00:59.440 --> 00:01:00.170]  350
[00:01:00.170 --> 00:01:00.750]   million
[00:01:00.750 --> 00:01:01.160]   total
[00:01:01.160 --> 00:01:01.480]   with
[00:01:01.480 --> 00:01:01.640]  ,
[00:01:01.640 --> 00:01:01.960]   what
[00:01:01.960 --> 00:01:02.310]   was
[00:01:02.310 --> 00:01:02.360]   it
[00:01:02.360 --> 00:01:02.520]  ,
[00:01:02.520 --> 00:01:03.010]   Google
[00:01:03.010 --> 00:01:03.330]   Vent
[00:01:03.330 --> 00:01:03.650]  ures
[00:01:03.650 --> 00:01:04.000]  ?
[00:01:04.000 --> 00:01:04.040]   $
[00:01:04.040 --> 00:01:04.320]  28
[00:01:04.320 --> 00:01:04.460]  5
[00:01:04.460 --> 00:01:04.800]   million
[00:01:04.800 --> 00:01:04.880]  ,
[00:01:04.880 --> 00:01:05.020]   the
[00:01:05.020 --> 00:01:05.350]   largest
[00:01:05.350 --> 00:01:05.860]   investment
[00:01:05.860 --> 00:01:06.020]   ever
[00:01:06.020 --> 00:01:06.110]   by
[00:01:06.110 --> 00:01:06.400]   Google
[00:01:06.400 --> 00:01:06.590]   Vent
[00:01:06.590 --> 00:01:06.780]  ures
[00:01:06.780 --> 00:01:07.000]  .
[00:01:07.000 --> 00:01:07.340]   Yeah
[00:01:07.340 --> 00:01:07.430]  ,
[00:01:07.430 --> 00:01:07.720]   they
[00:01:07.720 --> 00:01:08.050]   said
[00:01:08.050 --> 00:01:08.150]   it
[00:01:08.150 --> 00:01:08.370]   was
[00:01:08.370 --> 00:01:08.950]   80
[00:01:08.950 --> 00:01:08.970]  ,
[00:01:08.970 --> 00:01:09.110]   it
[00:01:09.110 --> 00:01:09.380]   made
[00:01:09.380 --> 00:01:09.520]   up
[00:01:09.520 --> 00:01:09.960]   80
[00:01:09.960 --> 00:01:10.080]  %
[00:01:10.080 --> 00:01:10.170]   of
[00:01:10.170 --> 00:01:10.530]   their
[00:01:10.530 --> 00:01:10.970]   yearly
[00:01:10.970 --> 00:01:11.260]   fund
[00:01:11.260 --> 00:01:11.620]   all
[00:01:11.620 --> 00:01:11.680]  ot
[00:01:11.680 --> 00:01:12.000]  ment
[00:01:12.000 --> 00:01:12.000]  ,
[00:01:12.000 --> 00:01:12.000]   investment
[00:01:12.000 --> 00:01:12.130]   all
[00:01:12.130 --> 00:01:12.230]  ot
[00:01:12.230 --> 00:01:12.380]  ment
[00:01:12.380 --> 00:01:12.460]   or
[00:01:12.460 --> 00:01:12.850]   something
[00:01:12.850 --> 00:01:13.000]  .
[00:01:13.000 --> 00:01:13.100]   So
[00:01:13.100 --> 00:01:13.200]  ,
[00:01:13.200 --> 00:01:13.300]   it
[00:01:13.300 --> 00:01:13.480]   was
[00:01:13.480 --> 00:01:13.810]   massive
[00:01:13.810 --> 00:01:14.000]  .
[00:01:14.000 --> 00:01:14.170]   So
[00:01:14.170 --> 00:01:14.330]  ,
[00:01:14.330 --> 00:01:14.650]   Google
[00:01:14.650 --> 00:01:15.330]   and
[00:01:15.330 --> 00:01:15.480]   Uber
[00:01:15.480 --> 00:01:15.740]   are
[00:01:15.740 --> 00:01:16.180]   going
[00:01:16.180 --> 00:01:16.470]   to
[00:01:16.470 --> 00:01:16.520]   be
[00:01:16.520 --> 00:01:16.690]   in
[00:01:16.690 --> 00:01:16.950]   bed
[00:01:16.950 --> 00:01:17.600]   together
[00:01:17.600 --> 00:01:17.740]   on
[00:01:17.740 --> 00:01:18.360]   this
[00:01:18.360 --> 00:01:18.620]   stuff
[00:01:18.620 --> 00:01:19.000]  .
[00:01:19.000 --> 00:01:19.000]  
[00:01:19.000 --> 00:01:19.020]   So
[00:01:19.020 --> 00:01:19.360]  ,
[00:01:19.360 --> 00:01:19.710]   how
[00:01:19.710 --> 00:01:19.840]   does
[00:01:19.840 --> 00:01:19.990]   it
[00:01:19.990 --> 00:01:20.300]   make
[00:01:20.300 --> 00:01:20.530]   you
[00:01:20.530 --> 00:01:20.840]   feel
[00:01:20.840 --> 00:01:21.010]  ,
[00:01:21.010 --> 00:01:21.220]   Cha
[00:01:21.220 --> 00:01:21.280]  -
[00:01:21.280 --> 00:01:21.680]  ching
[00:01:21.680 --> 00:01:22.000]  ?
[00:01:22.000 --> 00:01:22.000]   Well
[00:01:22.000 --> 00:01:22.770]  ,
[00:01:22.770 --> 00:01:22.870]   I
[00:01:22.870 --> 00:01:23.430]   mean
[00:01:23.430 --> 00:01:23.870]  ,
[00:01:23.870 --> 00:01:23.980]   first
[00:01:23.980 --> 00:01:24.200]   of
[00:01:24.200 --> 00:01:24.530]   all
[00:01:24.530 --> 00:01:24.820]  ,
[00:01:24.820 --> 00:01:24.890]   I
[00:01:24.890 --> 00:01:25.290]   have
[00:01:25.290 --> 00:01:25.560]   a
[00:01:25.560 --> 00:01:26.070]   couple
[00:01:26.070 --> 00:01:26.510]   more
[00:01:26.510 --> 00:01:27.060]   years
[00:01:27.060 --> 00:01:27.280]   to
[00:01:27.280 --> 00:01:27.720]   vest
[00:01:27.720 --> 00:01:28.050]   and
[00:01:28.050 --> 00:01:28.380]   IPO
[00:01:28.380 --> 00:01:28.600]  ,
[00:01:28.600 --> 00:01:28.930]   who
[00:01:28.930 --> 00:01:29.480]   knows
[00:01:29.480 --> 00:01:30.000]   when
[00:01:30.000 --> 00:01:30.280]   that
[00:01:30.280 --> 00:01:30.630]   could
[00:01:30.630 --> 00:01:30.770]   be
[00:01:30.770 --> 00:01:31.000]  .
[00:01:31.000 --> 00:01:31.330]   That
[00:01:31.330 --> 00:01:31.750]   could
[00:01:31.750 --> 00:01:31.910]   be
[00:01:31.910 --> 00:01:32.410]   18
[00:01:32.410 --> 00:01:32.910]   months
[00:01:32.910 --> 00:01:33.140]  ,
[00:01:33.140 --> 00:01:33.400]   that
[00:01:33.400 --> 00:01:33.810]   could
[00:01:33.810 --> 00:01:34.050]   be
[00:01:34.050 --> 00:01:34.400]   three
[00:01:34.400 --> 00:01:34.560]   or
[00:01:34.560 --> 00:01:34.890]   four
[00:01:34.890 --> 00:01:35.470]   years
[00:01:35.470 --> 00:01:35.510]   or
[00:01:35.510 --> 00:01:35.970]   longer
[00:01:35.970 --> 00:01:36.130]  ,
[00:01:36.130 --> 00:01:36.210]   I
[00:01:36.210 --> 00:01:36.630]   guess
[00:01:36.630 --> 00:01:37.000]  .
[00:01:37.000 --> 00:01:37.280]   So
[00:01:37.280 --> 00:01:37.660]  ,
[00:01:37.660 --> 00:01:37.670]   it
[00:01:37.670 --> 00:01:37.880]  's
[00:01:37.880 --> 00:01:38.330]   kind
[00:01:38.330 --> 00:01:38.560]   of
[00:01:38.560 --> 00:01:38.770]  ,
[00:01:38.770 --> 00:01:39.110]   you
