
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.940]   This
[00:00:00.940 --> 00:00:01.320]   show
[00:00:01.320 --> 00:00:01.650]   is
[00:00:01.650 --> 00:00:03.730]   distributed
[00:00:03.730 --> 00:00:03.810]   by
[00:00:03.810 --> 00:00:04.310]   Sun
[00:00:04.310 --> 00:00:04.530]  c
[00:00:04.530 --> 00:00:04.980]  row
[00:00:04.980 --> 00:00:05.000]  .
[00:00:05.000 --> 00:00:07.000]   Welcome
[00:00:07.000 --> 00:00:07.000]  !
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.550]   Welcome
[00:00:28.550 --> 00:00:28.710]   to
[00:00:28.710 --> 00:00:29.260]   episode
[00:00:29.260 --> 00:00:30.000]   127
[00:00:30.000 --> 00:00:30.090]   of
[00:00:30.090 --> 00:00:30.280]   Tech
[00:00:30.280 --> 00:00:30.320]  S
[00:00:30.320 --> 00:00:30.460]  ing
[00:00:30.460 --> 00:00:30.500]  h
[00:00:30.500 --> 00:00:30.600]  ,
[00:00:30.600 --> 00:00:30.870]   hosted
[00:00:30.870 --> 00:00:31.000]   by
[00:00:31.000 --> 00:00:31.280]   myself
[00:00:31.280 --> 00:00:31.410]  ,
[00:00:31.410 --> 00:00:31.640]   Justin
[00:00:31.640 --> 00:00:32.000]   Vincent
[00:00:32.000 --> 00:00:32.190]  ,
[00:00:32.190 --> 00:00:32.520]   and
[00:00:32.520 --> 00:00:32.880]   Jason
[00:00:32.880 --> 00:00:33.000]   Roberts
[00:00:33.000 --> 00:00:33.000]  .
[00:00:33.000 --> 00:00:33.250]   And
[00:00:33.250 --> 00:00:33.810]   today
[00:00:33.810 --> 00:00:33.870]   it
[00:00:33.870 --> 00:00:34.060]   is
[00:00:34.060 --> 00:00:34.120]   a
[00:00:34.120 --> 00:00:34.910]   beautiful
[00:00:34.910 --> 00:00:35.440]   Easter
[00:00:35.440 --> 00:00:36.000]   Sunday
[00:00:36.000 --> 00:00:36.000]  .
[00:00:36.000 --> 00:00:36.550]   I
[00:00:36.550 --> 00:00:36.610]   mean
[00:00:36.610 --> 00:00:36.770]  ,
