
[00:00:00.000 --> 00:00:00.010]  
[00:00:00.010 --> 00:00:03.070]   [
[00:00:03.070 --> 00:00:17.990]  Music
[00:00:17.990 --> 00:00:21.000]  ]
[00:00:21.000 --> 00:00:21.460]   Welcome
[00:00:21.460 --> 00:00:21.590]   to
[00:00:21.590 --> 00:00:22.050]   episode
[00:00:22.050 --> 00:00:22.440]   54
[00:00:22.440 --> 00:00:22.570]   of
[00:00:22.570 --> 00:00:22.770]   Tex
[00:00:22.770 --> 00:00:23.000]  ing
[00:00:23.000 --> 00:00:23.240]  ,
[00:00:23.240 --> 00:00:24.000]   hosted
[00:00:24.000 --> 00:00:24.080]   by
[00:00:24.080 --> 00:00:24.340]   myself
[00:00:24.340 --> 00:00:24.420]  ,
[00:00:24.420 --> 00:00:24.680]   Justin
[00:00:24.680 --> 00:00:25.000]   Vincent
[00:00:25.000 --> 00:00:25.100]  ,
[00:00:25.100 --> 00:00:25.250]   and
[00:00:25.250 --> 00:00:25.510]   Jason
[00:00:25.510 --> 00:00:26.000]   Roberts
[00:00:26.000 --> 00:00:26.000]  .
[00:00:26.000 --> 00:00:26.000]  
[00:00:26.000 --> 00:00:26.350]   Today
[00:00:26.350 --> 00:00:26.490]  's
[00:00:26.490 --> 00:00:26.980]   special
[00:00:26.980 --> 00:00:27.330]   guest
[00:00:27.330 --> 00:00:27.540]   is
[00:00:27.540 --> 00:00:27.960]   Richard
[00:00:27.960 --> 00:00:28.170]   Dol
[00:00:28.170 --> 00:00:28.310]  an
[00:00:28.310 --> 00:00:28.440]  ,
[00:00:28.440 --> 00:00:28.880]   acc
[00:00:28.880 --> 00:00:29.080]  laimed
[00:00:29.080 --> 00:00:29.290]   UFO
[00:00:29.290 --> 00:00:30.000]   historian
[00:00:30.000 --> 00:00:30.330]   and
[00:00:30.330 --> 00:00:31.000]   author
[00:00:31.000 --> 00:00:31.130]   of
[00:00:31.130 --> 00:00:31.330]   the
[00:00:31.330 --> 00:00:32.000]   definitive
[00:00:32.000 --> 00:00:32.000]   multi
[00:00:32.000 --> 00:00:32.000]  -
[00:00:32.000 --> 00:00:32.000]  vol
[00:00:32.000 --> 00:00:32.000]  ume
[00:00:32.000 --> 00:00:32.000]  ,
[00:00:32.000 --> 00:00:32.290]   UFO
[00:00:32.290 --> 00:00:32.380]  s
[00:00:32.380 --> 00:00:32.880]   and
[00:00:32.880 --> 00:00:32.960]   the
[00:00:32.960 --> 00:00:33.730]   National
[00:00:33.730 --> 00:00:34.500]   Security
[00:00:34.500 --> 00:00:35.000]   State
[00:00:35.000 --> 00:00:35.000]  .
[00:00:35.000 --> 00:00:35.440]   Hey
[00:00:35.440 --> 00:00:35.580]   Richard
[00:00:35.580 --> 00:00:35.690]  ,
[00:00:35.690 --> 00:00:35.920]   nice
[00:00:35.920 --> 00:00:36.040]   to
[00:00:36.040 --> 00:00:36.260]   have
[00:00:36.260 --> 00:00:36.430]   you
[00:00:36.430 --> 00:00:36.540]   on
[00:00:36.540 --> 00:00:36.700]   the
[00:00:36.700 --> 00:00:37.000]   show
[00:00:37.000 --> 00:00:37.000]  .
[00:00:37.000 --> 00:00:37.370]   Thank
[00:00:37.370 --> 00:00:37.430]   you
[00:00:37.430 --> 00:00:37.510]  ,
[00:00:37.510 --> 00:00:37.820]   Justin
[00:00:37.820 --> 00:00:38.000]  .
[00:00:38.000 --> 00:00:38.080]   It
[00:00:38.080 --> 00:00:38.160]  's
[00:00:38.160 --> 00:00:38.200]   a
[00:00:38.200 --> 00:00:38.530]   pleasure
[00:00:38.530 --> 00:00:38.610]   to
[00:00:38.610 --> 00:00:38.690]   be
[00:00:38.690 --> 00:00:38.850]   here
[00:00:38.850 --> 00:00:39.000]  .
[00:00:39.000 --> 00:00:39.030]   So
[00:00:39.030 --> 00:00:39.500]   Jason
[00:00:39.500 --> 00:00:39.550]  ,
[00:00:39.550 --> 00:00:39.900]   Richard
[00:00:39.900 --> 00:00:40.010]   is
[00:00:40.010 --> 00:00:40.120]   an
[00:00:40.120 --> 00:00:40.750]   interesting
[00:00:40.750 --> 00:00:41.030]   guest
[00:00:41.030 --> 00:00:41.140]   to
[00:00:41.140 --> 00:00:41.310]   say
[00:00:41.310 --> 00:00:41.480]   the
[00:00:41.480 --> 00:00:41.760]   least
[00:00:41.760 --> 00:00:42.000]  .
[00:00:42.000 --> 00:00:42.200]   What
[00:00:42.200 --> 00:00:42.300]  's
[00:00:42.300 --> 00:00:42.430]   the
[00:00:42.430 --> 00:00:42.770]   back
[00:00:42.770 --> 00:00:42.900]   story
[00:00:42.900 --> 00:00:43.200]   behind
[00:00:43.200 --> 00:00:43.350]   how
[00:00:43.350 --> 00:00:43.450]   we
[00:00:43.450 --> 00:00:43.600]   met
[00:00:43.600 --> 00:00:43.750]   him
[00:00:43.750 --> 00:00:43.900]   and
[00:00:43.900 --> 00:00:44.050]   how
[00:00:44.050 --> 00:00:44.150]   he
[00:00:44.150 --> 00:00:44.350]   came
[00:00:44.350 --> 00:00:44.450]   on
[00:00:44.450 --> 00:00:44.640]   the
[00:00:44.640 --> 00:00:44.800]   show
[00:00:44.800 --> 00:00:45.000]  ?
[00:00:45.000 --> 00:00:45.330]   You
[00:00:45.330 --> 00:00:45.900]   know
[00:00:45.900 --> 00:00:46.010]  ,
[00:00:46.010 --> 00:00:46.120]   I
[00:00:46.120 --> 00:00:46.340]  'm
[00:00:46.340 --> 00:00:46.680]   not
[00:00:46.680 --> 00:00:47.470]   exactly
[00:00:47.470 --> 00:00:47.920]   sure
[00:00:47.920 --> 00:00:48.260]   how
[00:00:48.260 --> 00:00:48.370]   I
[00:00:48.370 --> 00:00:49.500]   discovered
[00:00:49.500 --> 00:00:50.040]   this
[00:00:50.040 --> 00:00:50.220]  ,
[00:00:50.220 --> 00:00:50.570]   but
[00:00:50.570 --> 00:00:50.610]   I
[00:00:50.610 --> 00:00:51.360]   watched
[00:00:51.360 --> 00:00:51.440]   a
[00:00:51.440 --> 00:00:52.000]   video
[00:00:52.000 --> 00:00:52.190]   or
[00:00:52.190 --> 00:00:52.350]   two
[00:00:52.350 --> 00:00:52.490]   of
[00:00:52.490 --> 00:00:53.370]   Richard
[00:00:53.370 --> 00:00:54.000]   on
[00:00:54.000 --> 00:00:54.000]  ,
[00:00:54.000 --> 00:00:54.000]  
[00:00:54.000 --> 00:00:54.040]   I
[00:00:54.040 --> 00:00:54.170]   don
[00:00:54.170 --> 00:00:54.260]  't
[00:00:54.260 --> 00:00:54.440]   know
[00:00:54.440 --> 00:00:54.530]  ,
[00:00:54.530 --> 00:00:54.850]   YouTube
[00:00:54.850 --> 00:00:54.940]   or
[00:00:54.940 --> 00:00:55.210]   Google
[00:00:55.210 --> 00:00:55.440]   Video
[00:00:55.440 --> 00:00:55.530]   or
[00:00:55.530 --> 00:00:56.000]   something
[00:00:56.000 --> 00:00:56.390]  ,
[00:00:56.390 --> 00:00:56.960]   and
[00:00:56.960 --> 00:00:57.160]   I
[00:00:57.160 --> 00:00:57.340]   was
[00:00:57.340 --> 00:00:57.730]   just
[00:00:57.730 --> 00:00:58.200]   really
[00:00:58.200 --> 00:00:59.000]   impressed
[00:00:59.000 --> 00:00:59.900]   with
[00:00:59.900 --> 00:01:00.000]   his
[00:01:00.000 --> 00:01:01.000]   credibility
[00:01:01.000 --> 00:01:01.360]   and
[00:01:01.360 --> 00:01:01.720]   his
[00:01:01.720 --> 00:01:02.350]   focus
[00:01:02.350 --> 00:01:02.560]   on
[00:01:02.560 --> 00:01:03.510]   official
[00:01:03.510 --> 00:01:04.580]   documents
[00:01:04.580 --> 00:01:04.940]   and
[00:01:04.940 --> 00:01:05.900]   official
[00:01:05.900 --> 00:01:07.000]   testimony
[00:01:07.000 --> 00:01:07.080]  ,
[00:01:07.080 --> 00:01:07.210]   and
[00:01:07.210 --> 00:01:07.290]   it
[00:01:07.290 --> 00:01:07.420]   was
[00:01:07.420 --> 00:01:07.590]   just
[00:01:07.590 --> 00:01:08.000]   something
[00:01:08.000 --> 00:01:08.360]   that
[00:01:08.360 --> 00:01:08.370]   I
[00:01:08.370 --> 00:01:08.600]   had
[00:01:08.600 --> 00:01:09.110]   never
[00:01:09.110 --> 00:01:09.590]   really
[00:01:09.590 --> 00:01:10.000]   been
[00:01:10.000 --> 00:01:10.000]  ,
[00:01:10.000 --> 00:01:10.050]   I
[00:01:10.050 --> 00:01:10.210]   had
[00:01:10.210 --> 00:01:10.490]   never
[00:01:10.490 --> 00:01:10.700]   seen
[00:01:10.700 --> 00:01:11.030]   before
[00:01:11.030 --> 00:01:11.140]  ,
[00:01:11.140 --> 00:01:11.320]   and
[00:01:11.320 --> 00:01:11.350]   I
[00:01:11.350 --> 00:01:11.730]   thought
[00:01:11.730 --> 00:01:11.840]   it
[00:01:11.840 --> 00:01:12.000]   was
[00:01:12.000 --> 00:01:12.330]   really
[00:01:12.330 --> 00:01:13.000]   interesting
[00:01:13.000 --> 00:01:13.110]  ,
[00:01:13.110 --> 00:01:13.250]   and
[00:01:13.250 --> 00:01:13.300]   I
[00:01:13.300 --> 00:01:13.770]   initially
[00:01:13.770 --> 00:01:14.000]   just
[00:01:14.000 --> 00:01:14.360]   sent
[00:01:14.360 --> 00:01:14.630]   the
[00:01:14.630 --> 00:01:15.000]   link
[00:01:15.000 --> 00:01:15.000]   to
[00:01:15.000 --> 00:01:15.000]   the
[00:01:15.000 --> 00:01:15.000]   video
[00:01:15.000 --> 00:01:15.070]   to
[00:01:15.070 --> 00:01:15.100]   a
[00:01:15.100 --> 00:01:15.200]   few
[00:01:15.200 --> 00:01:15.450]   friends
[00:01:15.450 --> 00:01:15.570]   of
[00:01:15.570 --> 00:01:15.660]   mine
[00:01:15.660 --> 00:01:15.760]   and
[00:01:15.760 --> 00:01:15.900]   said
[00:01:15.900 --> 00:01:15.970]  ,
[00:01:15.970 --> 00:01:16.000]   "
[00:01:16.000 --> 00:01:16.100]  You
[00:01:16.100 --> 00:01:16.200]  've
[00:01:16.200 --> 00:01:16.320]   got
[00:01:16.320 --> 00:01:16.370]   to
[00:01:16.370 --> 00:01:16.550]   check
[00:01:16.550 --> 00:01:16.690]   this
[00:01:16.690 --> 00:01:16.790]   out
[00:01:16.790 --> 00:01:17.000]  .
[00:01:17.000 --> 00:01:17.320]   This
[00:01:17.320 --> 00:01:17.480]   is
[00:01:17.480 --> 00:01:18.010]   really
[00:01:18.010 --> 00:01:18.190]  ,
[00:01:18.190 --> 00:01:18.360]   you
[00:01:18.360 --> 00:01:18.670]   know
[00:01:18.670 --> 00:01:18.840]  ,
[00:01:18.840 --> 00:01:19.240]   crazy
[00:01:19.240 --> 00:01:19.780]   stuff
[00:01:19.780 --> 00:01:20.000]  ."
[00:01:20.000 --> 00:01:20.000]  
[00:01:20.000 --> 00:01:20.290]   And
[00:01:20.290 --> 00:01:20.670]   yeah
[00:01:20.670 --> 00:01:20.860]  ,
[00:01:20.860 --> 00:01:21.240]   ever
[00:01:21.240 --> 00:01:21.710]   since
[00:01:21.710 --> 00:01:22.120]   then
[00:01:22.120 --> 00:01:22.190]   I
[00:01:22.190 --> 00:01:22.620]  've
[00:01:22.620 --> 00:01:23.150]   watched
[00:01:23.150 --> 00:01:23.240]   I
[00:01:23.240 --> 00:01:23.720]   think
[00:01:23.720 --> 00:01:24.200]   every
[00:01:24.200 --> 00:01:24.680]   video
[00:01:24.680 --> 00:01:25.060]   that
[00:01:25.060 --> 00:01:25.150]   I
[00:01:25.150 --> 00:01:25.620]   could
[00:01:25.620 --> 00:01:26.140]   find
[00:01:26.140 --> 00:01:26.200]   of
[00:01:26.200 --> 00:01:27.000]   Richard
[00:01:27.000 --> 00:01:27.250]   on
[00:01:27.250 --> 00:01:27.640]   the
[00:01:27.640 --> 00:01:28.000]   web
[00:01:28.000 --> 00:01:28.000]  ,
[00:01:28.000 --> 00:01:28.120]   and
[00:01:28.120 --> 00:01:28.160]   I
[00:01:28.160 --> 00:01:28.280]  've
[00:01:28.280 --> 00:01:28.440]   read
[00:01:28.440 --> 00:01:28.480]   a
[00:01:28.480 --> 00:01:28.720]   number
[00:01:28.720 --> 00:01:28.810]   of
[00:01:28.810 --> 00:01:28.950]   his
[00:01:28.950 --> 00:01:29.180]   essays
[00:01:29.180 --> 00:01:29.260]  ,
[00:01:29.260 --> 00:01:29.380]   and
[00:01:29.380 --> 00:01:29.420]   I
[00:01:29.420 --> 00:01:29.500]  'm
[00:01:29.500 --> 00:01:29.580]   in
[00:01:29.580 --> 00:01:29.700]   the
[00:01:29.700 --> 00:01:29.990]   process
[00:01:29.990 --> 00:01:30.070]   of
[00:01:30.070 --> 00:01:30.360]   reading
[00:01:30.360 --> 00:01:30.470]   one
[00:01:30.470 --> 00:01:30.660]   of
[00:01:30.660 --> 00:01:30.790]   his
[00:01:30.790 --> 00:01:31.000]   books
[00:01:31.000 --> 00:01:31.000]  ,
[00:01:31.000 --> 00:01:31.250]   and
[00:01:31.250 --> 00:01:31.250]   I
[00:01:31.250 --> 00:01:31.630]   just
[00:01:31.630 --> 00:01:32.050]   thought
[00:01:32.050 --> 00:01:32.140]   it
[00:01:32.140 --> 00:01:32.480]   would
[00:01:32.480 --> 00:01:32.610]   be
[00:01:32.610 --> 00:01:33.020]   really
[00:01:33.020 --> 00:01:33.220]   fun
[00:01:33.220 --> 00:01:33.360]   to
[00:01:33.360 --> 00:01:33.620]   talk
[00:01:33.620 --> 00:01:33.840]   to
[00:01:33.840 --> 00:01:33.950]   him
[00:01:33.950 --> 00:01:34.080]  ,
[00:01:34.080 --> 00:01:34.690]   basically
[00:01:34.690 --> 00:01:35.000]  .
[00:01:35.000 --> 00:01:35.210]   Well
[00:01:35.210 --> 00:01:35.280]  ,
[00:01:35.280 --> 00:01:35.310]   it
[00:01:35.310 --> 00:01:35.500]   sounds
[00:01:35.500 --> 00:01:35.640]   like
[00:01:35.640 --> 00:01:35.750]   you
[00:01:35.750 --> 00:01:35.860]  've
[00:01:35.860 --> 00:01:35.970]   got
[00:01:35.970 --> 00:01:36.000]   a
[00:01:36.000 --> 00:01:36.110]   lot
[00:01:36.110 --> 00:01:36.180]   of
[00:01:36.180 --> 00:01:36.510]   questions
[00:01:36.510 --> 00:01:36.610]   for
[00:01:36.610 --> 00:01:36.870]   Richard
[00:01:36.870 --> 00:01:37.010]  ,
[00:01:37.010 --> 00:01:37.240]   so
[00:01:37.240 --> 00:01:37.360]   I
[00:01:37.360 --> 00:01:37.740]  'll
[00:01:37.740 --> 00:01:38.070]   let
[00:01:38.070 --> 00:01:38.470]   you
[00:01:38.470 --> 00:01:38.790]   get
[00:01:38.790 --> 00:01:39.620]   started
[00:01:39.620 --> 00:01:40.000]  .
[00:01:40.000 --> 00:01:40.280]   Okay
[00:01:40.280 --> 00:01:40.410]  ,
[00:01:40.410 --> 00:01:40.690]   great
[00:01:40.690 --> 00:01:41.200]  .
[00:01:41.200 --> 00:01:41.230]   Yeah
[00:01:41.230 --> 00:01:41.290]  ,
[00:01:41.290 --> 00:01:41.390]   so
[00:01:41.390 --> 00:01:41.730]   Richard
[00:01:41.730 --> 00:01:41.820]  ,
[00:01:41.820 --> 00:01:41.920]   as
[00:01:41.920 --> 00:01:41.970]   I
[00:01:41.970 --> 00:01:42.410]   mentioned
[00:01:42.410 --> 00:01:42.500]  ,
[00:01:42.500 --> 00:01:42.650]   you
[00:01:42.650 --> 00:01:42.850]   know
[00:01:42.850 --> 00:01:43.000]  ,
[00:01:43.000 --> 00:01:43.180]   we
[00:01:43.180 --> 00:01:43.280]  're
[00:01:43.280 --> 00:01:43.330]   a
[00:01:43.330 --> 00:01:43.570]   tech
[00:01:43.570 --> 00:01:43.850]   show
