
[00:00:00.000 --> 00:00:00.810]  
[00:00:00.810 --> 00:00:03.060]   [
[00:00:03.060 --> 00:00:17.990]  Music
[00:00:17.990 --> 00:00:21.000]  ]
[00:00:21.000 --> 00:00:21.590]   Welcome
[00:00:21.590 --> 00:00:21.760]   to
[00:00:21.760 --> 00:00:22.350]   episode
[00:00:22.350 --> 00:00:23.120]   280
[00:00:23.120 --> 00:00:23.280]   of
[00:00:23.280 --> 00:00:23.630]   Tech
[00:00:23.630 --> 00:00:23.710]  S
[00:00:23.710 --> 00:00:24.000]  ing
[00:00:24.000 --> 00:00:24.040]  ,
[00:00:24.040 --> 00:00:24.180]   hosted
[00:00:24.180 --> 00:00:24.230]   by
[00:00:24.230 --> 00:00:24.400]   myself
[00:00:24.400 --> 00:00:24.540]  ,
[00:00:24.540 --> 00:00:24.990]   Justin
[00:00:24.990 --> 00:00:25.410]   Vincent
[00:00:25.410 --> 00:00:25.560]  ,
[00:00:25.560 --> 00:00:25.760]   and
[00:00:25.760 --> 00:00:26.000]   Jason
[00:00:26.000 --> 00:00:26.790]   Roberts
[00:00:26.790 --> 00:00:27.000]  .
[00:00:27.000 --> 00:00:27.000]  
[00:00:27.000 --> 00:00:27.190]   In
[00:00:27.190 --> 00:00:27.460]   this
[00:00:27.460 --> 00:00:28.010]   episode
[00:00:28.010 --> 00:00:28.160]  ,
[00:00:28.160 --> 00:00:28.230]   I
[00:00:28.230 --> 00:00:28.380]  'm
[00:00:28.380 --> 00:00:28.930]   talking
[00:00:28.930 --> 00:00:29.070]   to
[00:00:29.070 --> 00:00:29.370]   Mike
[00:00:29.370 --> 00:00:29.730]   T
[00:00:29.730 --> 00:00:29.770]  abor
[00:00:29.770 --> 00:00:30.000]  ,
[00:00:30.000 --> 00:00:30.240]   author
[00:00:30.240 --> 00:00:30.280]   of
[00:00:30.280 --> 00:00:30.380]   The
[00:00:30.380 --> 00:00:30.670]   Single
[00:00:30.670 --> 00:00:30.740]   Found
[00:00:30.740 --> 00:00:30.800]  er
[00:00:30.800 --> 00:00:31.920]   Hand
[00:00:31.920 --> 00:00:32.000]  book
[00:00:32.000 --> 00:00:32.000]  ,
[00:00:32.000 --> 00:00:32.090]   a
[00:00:32.090 --> 00:00:32.360]   step
[00:00:32.360 --> 00:00:32.480]  -
[00:00:32.480 --> 00:00:32.640]  by
[00:00:32.640 --> 00:00:32.690]  -
[00:00:32.690 --> 00:00:32.930]  step
[00:00:32.930 --> 00:00:33.310]   guide
[00:00:33.310 --> 00:00:33.520]   for
[00:00:33.520 --> 00:00:33.810]   boot
[00:00:33.810 --> 00:00:33.960]  st
[00:00:33.960 --> 00:00:34.170]  rap
[00:00:34.170 --> 00:00:34.760]   software
[00:00:34.760 --> 00:00:35.710]   entrepreneurs
[00:00:35.710 --> 00:00:36.000]  .
[00:00:36.000 --> 00:00:36.160]   Well
[00:00:36.160 --> 00:00:36.430]  ,
[00:00:36.430 --> 00:00:36.440]   hello
[00:00:36.440 --> 00:00:36.630]   there
[00:00:36.630 --> 00:00:36.700]  ,
[00:00:36.700 --> 00:00:36.860]   Mike
[00:00:36.860 --> 00:00:37.000]  .
[00:00:37.000 --> 00:00:37.730]   Welcome
[00:00:37.730 --> 00:00:37.940]   to
[00:00:37.940 --> 00:00:38.110]   the
[00:00:38.110 --> 00:00:38.890]   show
[00:00:38.890 --> 00:00:39.000]  .
[00:00:39.000 --> 00:00:39.100]   Hey
[00:00:39.100 --> 00:00:39.160]  ,
[00:00:39.160 --> 00:00:39.260]   how
[00:00:39.260 --> 00:00:39.360]   are
[00:00:39.360 --> 00:00:39.460]   you
[00:00:39.460 --> 00:00:39.620]   doing
[00:00:39.620 --> 00:00:39.670]  ,
[00:00:39.670 --> 00:00:39.860]   Justin
[00:00:39.860 --> 00:00:39.980]  ?
[00:00:39.980 --> 00:00:40.200]   I
[00:00:40.200 --> 00:00:40.290]  'm
[00:00:40.290 --> 00:00:40.790]   good
[00:00:40.790 --> 00:00:41.000]  .
[00:00:41.000 --> 00:00:41.140]   I
[00:00:41.140 --> 00:00:41.410]  'm
[00:00:41.410 --> 00:00:41.980]   doing
[00:00:41.980 --> 00:00:42.750]   great
[00:00:42.750 --> 00:00:43.040]  .
[00:00:43.040 --> 00:00:43.060]   So
[00:00:43.060 --> 00:00:43.120]  ,
[00:00:43.120 --> 00:00:43.240]   well
[00:00:43.240 --> 00:00:43.300]  ,
[00:00:43.300 --> 00:00:43.360]   we
[00:00:43.360 --> 00:00:43.580]   brought
[00:00:43.580 --> 00:00:43.670]   you
[00:00:43.670 --> 00:00:43.750]   on
[00:00:43.750 --> 00:00:43.820]   the
[00:00:43.820 --> 00:00:44.000]   show
[00:00:44.000 --> 00:00:44.320]   because
[00:00:44.320 --> 00:00:44.440]   you
[00:00:44.440 --> 00:00:44.570]  're
[00:00:44.570 --> 00:00:45.060]   releasing
[00:00:45.060 --> 00:00:45.160]   a
[00:00:45.160 --> 00:00:46.000]   great
[00:00:46.000 --> 00:00:46.000]   new
[00:00:46.000 --> 00:00:46.000]   hand
[00:00:46.000 --> 00:00:46.000]  book
[00:00:46.000 --> 00:00:46.380]   called
[00:00:46.380 --> 00:00:46.540]   The
[00:00:46.540 --> 00:00:46.990]   Single
[00:00:46.990 --> 00:00:47.200]   Found
[00:00:47.200 --> 00:00:47.320]  er
[00:00:47.320 --> 00:00:47.560]   Hand
[00:00:47.560 --> 00:00:48.000]  book
[00:00:48.000 --> 00:00:48.000]  .
[00:00:48.000 --> 00:00:48.460]   Perhaps
[00:00:48.460 --> 00:00:48.660]   you
[00:00:48.660 --> 00:00:48.990]   could
[00:00:48.990 --> 00:00:49.250]   tell
[00:00:49.250 --> 00:00:49.380]   us
[00:00:49.380 --> 00:00:49.450]   a
[00:00:49.450 --> 00:00:49.830]   little
[00:00:49.830 --> 00:00:50.090]   bit
[00:00:50.090 --> 00:00:50.360]   about
[00:00:50.360 --> 00:00:50.940]   the
[00:00:50.940 --> 00:00:51.290]   inspiration
[00:00:51.290 --> 00:00:51.680]   behind
[00:00:51.680 --> 00:00:52.000]   that
[00:00:52.000 --> 00:00:52.190]   and
[00:00:52.190 --> 00:00:52.250]   I
[00:00:52.250 --> 00:00:52.560]   guess
[00:00:52.560 --> 00:00:52.810]   what
[00:00:52.810 --> 00:00:53.000]   you
[00:00:53.000 --> 00:00:53.190]  're
[00:00:53.190 --> 00:00:53.570]   trying
[00:00:53.570 --> 00:00:53.690]   to
[00:00:53.690 --> 00:00:54.130]   achieve
[00:00:54.130 --> 00:00:54.260]   by
[00:00:54.260 --> 00:00:54.830]   releasing
[00:00:54.830 --> 00:00:55.000]   it
[00:00:55.000 --> 00:00:55.000]  .
[00:00:55.000 --> 00:00:55.000]  
[00:00:55.000 --> 00:00:55.340]   Just
[00:00:55.340 --> 00:00:55.660]   as
[00:00:55.660 --> 00:00:55.900]   much
[00:00:55.900 --> 00:00:56.170]   top
[00:00:56.170 --> 00:00:56.330]  -
[00:00:56.330 --> 00:00:56.620]  line
[00:00:56.620 --> 00:00:56.980]   info
[00:00:56.980 --> 00:00:57.160]   as
[00:00:57.160 --> 00:00:57.430]   you
[00:00:57.430 --> 00:00:58.000]   can
[00:00:58.000 --> 00:00:58.000]  .
[00:00:58.000 --> 00:00:58.820]   Sure
[00:00:58.820 --> 00:00:59.000]  .
[00:00:59.000 --> 00:00:59.140]   So
[00:00:59.140 --> 00:00:59.280]  ,
[00:00:59.280 --> 00:00:59.350]   I
[00:00:59.350 --> 00:00:59.840]   started
[00:00:59.840 --> 00:00:59.980]   it
[00:00:59.980 --> 00:01:00.350]   back
[00:01:00.350 --> 00:01:00.400]   in
[00:01:00.400 --> 00:01:01.000]   December
[00:01:01.000 --> 00:01:01.110]  ,
[00:01:01.110 --> 00:01:01.410]   which
[00:01:01.410 --> 00:01:01.540]   was
[00:01:01.540 --> 00:01:02.000]   probably
[00:01:02.000 --> 00:01:03.000]   about
[00:01:03.000 --> 00:01:03.310]   going
[00:01:03.310 --> 00:01:03.400]   on
[00:01:03.400 --> 00:01:03.650]   four
[00:01:03.650 --> 00:01:04.000]   months
[00:01:04.000 --> 00:01:04.280]   or
[00:01:04.280 --> 00:01:04.560]   so
[00:01:04.560 --> 00:01:05.000]   ago
[00:01:05.000 --> 00:01:05.000]  ,
[00:01:05.000 --> 00:01:05.520]   right
[00:01:05.520 --> 00:01:05.730]   at
[00:01:05.730 --> 00:01:06.180]   this
[00:01:06.180 --> 00:01:06.670]   point
[00:01:06.670 --> 00:01:07.010]  .
[00:01:07.010 --> 00:01:07.290]   And
[00:01:07.290 --> 00:01:07.360]   I
[00:01:07.360 --> 00:01:07.640]   had
[00:01:07.640 --> 00:01:07.990]   quit
[00:01:07.990 --> 00:01:08.890]   consulting
[00:01:08.890 --> 00:01:09.250]   back
[00:01:09.250 --> 00:01:09.610]   last
[00:01:09.610 --> 00:01:09.990]   June
[00:01:09.990 --> 00:01:10.000]  .
[00:01:10.000 --> 00:01:10.160]   So
[00:01:10.160 --> 00:01:10.320]  ,
[00:01:10.320 --> 00:01:10.480]   it
