
[00:00:00.000 --> 00:00:00.020]  
[00:00:00.020 --> 00:00:03.070]   [
[00:00:03.070 --> 00:00:17.820]  Music
[00:00:17.820 --> 00:00:20.800]  ]
[00:00:20.800 --> 00:00:21.530]   Alright
[00:00:21.530 --> 00:00:21.940]   geez
[00:00:21.940 --> 00:00:22.160]  er
[00:00:22.160 --> 00:00:22.340]  ,
[00:00:22.340 --> 00:00:22.980]   welcome
[00:00:22.980 --> 00:00:23.160]   to
[00:00:23.160 --> 00:00:23.800]   episode
[00:00:23.800 --> 00:00:24.350]   31
[00:00:24.350 --> 00:00:24.530]   of
[00:00:24.530 --> 00:00:24.890]   Tech
[00:00:24.890 --> 00:00:24.980]  S
[00:00:24.980 --> 00:00:25.280]  ing
[00:00:25.280 --> 00:00:25.400]  ,
[00:00:25.400 --> 00:00:25.780]   hosted
[00:00:25.780 --> 00:00:25.920]   by
[00:00:25.920 --> 00:00:26.900]   myself
[00:00:26.900 --> 00:00:26.910]  ,
[00:00:26.910 --> 00:00:27.280]   Justin
[00:00:27.280 --> 00:00:27.380]   Kn
[00:00:27.380 --> 00:00:27.680]  uckles
[00:00:27.680 --> 00:00:27.790]  -
[00:00:27.790 --> 00:00:27.920]  V
[00:00:27.920 --> 00:00:28.120]  in
[00:00:28.120 --> 00:00:28.560]  cent
[00:00:28.560 --> 00:00:28.560]  ,
[00:00:28.560 --> 00:00:28.720]  
[00:00:28.720 --> 00:00:28.760]   and
[00:00:28.760 --> 00:00:28.960]   the
[00:00:28.960 --> 00:00:29.300]   other
[00:00:29.300 --> 00:00:29.570]   geez
[00:00:29.570 --> 00:00:29.690]  er
[00:00:29.690 --> 00:00:30.040]  ,
[00:00:30.040 --> 00:00:30.170]   Jason
[00:00:30.170 --> 00:00:30.230]   "
[00:00:30.230 --> 00:00:30.360]  Tw
[00:00:30.360 --> 00:00:30.690]  inkle
[00:00:30.690 --> 00:00:30.820]   To
[00:00:30.820 --> 00:00:30.950]  es
[00:00:30.950 --> 00:00:31.030]  "
[00:00:31.030 --> 00:00:31.480]   Roberts
[00:00:31.480 --> 00:00:31.760]  .
[00:00:31.760 --> 00:00:32.780]   Very
[00:00:32.780 --> 00:00:33.040]   nice
[00:00:33.040 --> 00:00:33.520]  .
[00:00:33.520 --> 00:00:33.750]   You
[00:00:33.750 --> 00:00:34.140]   know
[00:00:34.140 --> 00:00:34.220]   what
[00:00:34.220 --> 00:00:34.330]  ,
[00:00:34.330 --> 00:00:34.500]   I
[00:00:34.500 --> 00:00:34.640]   feel
[00:00:34.640 --> 00:00:34.890]   like
[00:00:34.890 --> 00:00:34.950]   I
[00:00:34.950 --> 00:00:35.070]  'm
[00:00:35.070 --> 00:00:35.850]   experiencing
[00:00:35.850 --> 00:00:36.090]   deja
[00:00:36.090 --> 00:00:36.210]   vu
[00:00:36.210 --> 00:00:36.480]  .
[00:00:36.480 --> 00:00:37.400]   Yeah
[00:00:37.400 --> 00:00:37.520]  .
[00:00:37.520 --> 00:00:37.560]   I
[00:00:37.560 --> 00:00:37.750]   don
[00:00:37.750 --> 00:00:37.750]  't
[00:00:37.750 --> 00:00:37.910]   know
[00:00:37.910 --> 00:00:38.020]   why
[00:00:38.020 --> 00:00:38.160]  .
[00:00:38.160 --> 00:00:38.650]   Maybe
[00:00:38.650 --> 00:00:38.650]   it
[00:00:38.650 --> 00:00:39.050]  's
[00:00:39.050 --> 00:00:39.280]   because
[00:00:39.280 --> 00:00:39.420]   we
[00:00:39.420 --> 00:00:39.980]   recorded
[00:00:39.980 --> 00:00:40.120]   an
[00:00:40.120 --> 00:00:40.560]   entire
[00:00:40.560 --> 00:00:40.880]   show
[00:00:40.880 --> 00:00:41.120]   last
