
[00:00:00.000 --> 00:00:00.130]  
[00:00:00.130 --> 00:00:00.830]   This
[00:00:00.830 --> 00:00:01.320]   show
[00:00:01.320 --> 00:00:01.650]   is
[00:00:01.650 --> 00:00:03.650]   distributed
[00:00:03.650 --> 00:00:03.810]   by
[00:00:03.810 --> 00:00:04.310]   Sun
[00:00:04.310 --> 00:00:04.990]  kelt
[00:00:04.990 --> 00:00:05.000]  .
[00:00:05.000 --> 00:00:05.750]   Welcome
[00:00:05.750 --> 00:00:06.000]  !
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.390]   Welcome
[00:00:28.390 --> 00:00:28.500]   to
[00:00:28.500 --> 00:00:28.890]   episode
[00:00:28.890 --> 00:00:29.390]   104
[00:00:29.390 --> 00:00:29.510]   of
[00:00:29.510 --> 00:00:29.730]   Tech
[00:00:29.730 --> 00:00:29.780]  S
[00:00:29.780 --> 00:00:30.000]  ing
[00:00:30.000 --> 00:00:30.030]  h
[00:00:30.030 --> 00:00:30.090]  ,
[00:00:30.090 --> 00:00:30.290]   hosted
[00:00:30.290 --> 00:00:30.350]   by
[00:00:30.350 --> 00:00:30.550]   myself
[00:00:30.550 --> 00:00:30.640]  ,
[00:00:30.640 --> 00:00:30.790]   Justin
[00:00:30.790 --> 00:00:30.810]   V
[00:00:30.810 --> 00:00:30.930]  inson
[00:00:30.930 --> 00:00:31.000]  ,
[00:00:31.000 --> 00:00:31.310]   and
[00:00:31.310 --> 00:00:31.830]   Jason
[00:00:31.830 --> 00:00:32.560]   Roberts
[00:00:32.560 --> 00:00:32.880]  .
[00:00:32.880 --> 00:00:32.980]   On
[00:00:32.980 --> 00:00:33.240]   today
[00:00:33.240 --> 00:00:33.340]  's
[00:00:33.340 --> 00:00:33.550]   show
[00:00:33.550 --> 00:00:33.660]  ,
[00:00:33.660 --> 00:00:33.750]   we
[00:00:33.750 --> 00:00:33.900]  're
[00:00:33.900 --> 00:00:34.320]   chatting
[00:00:34.320 --> 00:00:34.530]   with
[00:00:34.530 --> 00:00:34.840]   Andrew
[00:00:34.840 --> 00:00:35.150]   Warner
[00:00:35.150 --> 00:00:35.250]  ,
[00:00:35.250 --> 00:00:35.620]   founder
[00:00:35.620 --> 00:00:35.810]   of
[00:00:35.810 --> 00:00:35.870]   Mix
[00:00:35.870 --> 00:00:35.960]  er
[00:00:35.960 --> 00:00:36.220]  gy
[00:00:36.220 --> 00:00:36.480]  .
[00:00:36.480 --> 00:00:36.480]  com
[00:00:36.480 --> 00:00:36.630]   and
[00:00:36.630 --> 00:00:36.890]   host
[00:00:36.890 --> 00:00:36.960]   of
[00:00:36.960 --> 00:00:37.110]   the
[00:00:37.110 --> 00:00:37.290]   Mix
[00:00:37.290 --> 00:00:37.350]  er
[00:00:37.350 --> 00:00:37.440]  gy
[00:00:37.440 --> 00:00:37.780]   podcast
[00:00:37.780 --> 00:00:37.960]  .
[00:00:37.960 --> 00:00:38.100]   So
[00:00:38.100 --> 00:00:38.720]  ,
[00:00:38.720 --> 00:00:38.740]   Andrew
[00:00:38.740 --> 00:00:38.870]  ,
[00:00:38.870 --> 00:00:39.020]   hi
[00:00:39.020 --> 00:00:39.170]  ,
[00:00:39.170 --> 00:00:39.770]   and
[00:00:39.770 --> 00:00:39.980]   welcome
[00:00:39.980 --> 00:00:40.110]   to
[00:00:40.110 --> 00:00:40.310]   the
[00:00:40.310 --> 00:00:40.790]   show
[00:00:40.790 --> 00:00:40.880]  .
[00:00:40.880 --> 00:00:41.150]   Thanks
[00:00:41.150 --> 00:00:41.280]   for
[00:00:41.280 --> 00:00:41.550]   having
[00:00:41.550 --> 00:00:41.730]   me
[00:00:41.730 --> 00:00:41.810]   on
[00:00:41.810 --> 00:00:41.880]  .
[00:00:41.880 --> 00:00:42.120]   Before
[00:00:42.120 --> 00:00:42.200]   we
[00:00:42.200 --> 00:00:42.320]   get
[00:00:42.320 --> 00:00:42.610]   started
[00:00:42.610 --> 00:00:42.690]  ,
[00:00:42.690 --> 00:00:42.780]   I
[00:00:42.780 --> 00:00:43.020]   thought
[00:00:43.020 --> 00:00:43.100]   it
[00:00:43.100 --> 00:00:43.180]  'd
[00:00:43.180 --> 00:00:43.260]   be
[00:00:43.260 --> 00:00:43.420]   very
[00:00:43.420 --> 00:00:43.710]   helpful
[00:00:43.710 --> 00:00:43.790]   if
[00:00:43.790 --> 00:00:43.930]   you
[00:00:43.930 --> 00:00:44.110]   could
[00:00:44.110 --> 00:00:44.270]   give
[00:00:44.270 --> 00:00:44.390]   a
[00:00:44.390 --> 00:00:44.560]   brief
[00:00:44.560 --> 00:00:44.920]   overview
[00:00:44.920 --> 00:00:45.110]   of
[00:00:45.110 --> 00:00:45.330]   Mix
[00:00:45.330 --> 00:00:45.490]  er
[00:00:45.490 --> 00:00:45.510]  gy
[00:00:45.510 --> 00:00:45.920]  .
[00:00:45.920 --> 00:00:46.050]   You
[00:00:46.050 --> 00:00:46.220]   know
[00:00:46.220 --> 00:00:46.300]  ,
[00:00:46.300 --> 00:00:46.650]   actually
[00:00:46.650 --> 00:00:46.730]  ,
[00:00:46.730 --> 00:00:46.990]   before
[00:00:46.990 --> 00:00:47.030]   I
[00:00:47.030 --> 00:00:47.200]   even
[00:00:47.200 --> 00:00:47.370]   talk
[00:00:47.370 --> 00:00:47.590]   about
[00:00:47.590 --> 00:00:47.850]   myself
[00:00:47.850 --> 00:00:47.960]  ,
[00:00:47.960 --> 00:00:47.970]   I
[00:00:47.970 --> 00:00:48.270]   know
[00:00:48.270 --> 00:00:48.310]   that
[00:00:48.310 --> 00:00:48.440]   the
[00:00:48.440 --> 00:00:48.690]   person
[00:00:48.690 --> 00:00:48.830]   who
[00:00:48.830 --> 00:00:48.910]  's
[00:00:48.910 --> 00:00:49.400]   listening
[00:00:49.400 --> 00:00:49.490]   to
[00:00:49.490 --> 00:00:49.580]   us
[00:00:49.580 --> 00:00:49.820]   doesn
[00:00:49.820 --> 00:00:49.910]  't
[00:00:49.910 --> 00:00:50.100]   give
[00:00:50.100 --> 00:00:50.140]   a
[00:00:50.140 --> 00:00:50.280]   rat
[00:00:50.280 --> 00:00:50.370]  's
[00:00:50.370 --> 00:00:50.510]   ass
[00:00:50.510 --> 00:00:50.750]   about
[00:00:50.750 --> 00:00:50.840]   me
[00:00:50.840 --> 00:00:50.930]  ,
[00:00:50.930 --> 00:00:51.170]   doesn
[00:00:51.170 --> 00:00:51.260]  't
[00:00:51.260 --> 00:00:51.450]   give
[00:00:51.450 --> 00:00:51.490]   a
[00:00:51.490 --> 00:00:51.630]   rat
[00:00:51.630 --> 00:00:51.720]  's
[00:00:51.720 --> 00:00:51.860]   ass
[00:00:51.860 --> 00:00:52.100]   about
