
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.890]   This
[00:00:00.890 --> 00:00:01.250]   show
[00:00:01.250 --> 00:00:01.450]   is
[00:00:01.450 --> 00:00:03.060]   distributed
[00:00:03.060 --> 00:00:03.350]   by
[00:00:03.350 --> 00:00:03.790]   Sun
[00:00:03.790 --> 00:00:03.930]  c
[00:00:03.930 --> 00:00:04.570]  loud
[00:00:04.570 --> 00:00:05.520]  .
[00:00:05.520 --> 00:00:06.270]   Welcome
[00:00:06.270 --> 00:00:06.820]  !
[00:00:06.820 --> 00:00:07.400]   [
[00:00:07.400 --> 00:00:08.560]  Th
[00:00:08.560 --> 00:00:10.300]  eme
[00:00:10.300 --> 00:00:13.210]   music
[00:00:13.210 --> 00:00:13.820]  ]
[00:00:13.820 --> 00:00:22.050]   Generation
[00:00:22.050 --> 00:00:22.880]   Z
[00:00:22.880 --> 00:00:24.520]  er
[00:00:24.520 --> 00:00:25.340]  o
[00:00:25.340 --> 00:00:27.820]  !
[00:00:27.820 --> 00:00:27.870]   Generation
[00:00:27.870 --> 00:00:27.890]   Zero
[00:00:27.890 --> 00:00:27.900]  !
[00:00:27.900 --> 00:00:27.950]   Generation
[00:00:27.950 --> 00:00:27.970]   Zero
[00:00:27.970 --> 00:00:27.980]  !
[00:00:27.980 --> 00:00:28.030]   Generation
[00:00:28.030 --> 00:00:28.050]   Zero
[00:00:28.050 --> 00:00:28.080]  !
[00:00:28.080 --> 00:00:28.080]  
[00:00:28.080 --> 00:00:28.590]   Welcome
[00:00:28.590 --> 00:00:28.730]   to
[00:00:28.730 --> 00:00:29.240]   episode
[00:00:29.240 --> 00:00:29.670]   14
[00:00:29.670 --> 00:00:29.880]  7
[00:00:29.880 --> 00:00:30.010]   of
[00:00:30.010 --> 00:00:30.310]   Tech
[00:00:30.310 --> 00:00:30.380]  S
[00:00:30.380 --> 00:00:30.640]  ing
[00:00:30.640 --> 00:00:30.660]  h
[00:00:30.660 --> 00:00:30.700]  ,
[00:00:30.700 --> 00:00:30.840]   hosted
[00:00:30.840 --> 00:00:30.970]   by
[00:00:30.970 --> 00:00:31.390]   myself
[00:00:31.390 --> 00:00:31.430]  ,
[00:00:31.430 --> 00:00:31.680]   Justin
[00:00:31.680 --> 00:00:31.730]   V
[00:00:31.730 --> 00:00:31.900]  inc
[00:00:31.900 --> 00:00:32.080]  ent
[00:00:32.080 --> 00:00:32.310]  ,
[00:00:32.310 --> 00:00:32.430]   and
[00:00:32.430 --> 00:00:32.840]   Jason
[00:00:32.840 --> 00:00:33.420]   Roberts
[00:00:33.420 --> 00:00:33.520]  .
[00:00:33.520 --> 00:00:33.640]   On
[00:00:33.640 --> 00:00:33.870]   today
[00:00:33.870 --> 00:00:33.970]  's
[00:00:33.970 --> 00:00:34.170]   show
[00:00:34.170 --> 00:00:34.270]  ,
[00:00:34.270 --> 00:00:34.380]   we
[00:00:34.380 --> 00:00:34.520]  're
[00:00:34.520 --> 00:00:34.870]   talking
[00:00:34.870 --> 00:00:34.970]   to
[00:00:34.970 --> 00:00:35.070]   St
[00:00:35.070 --> 00:00:35.170]  av
[00:00:35.170 --> 00:00:35.330]  ros
[00:00:35.330 --> 00:00:35.470]   Kar
[00:00:35.470 --> 00:00:35.570]  ak
[00:00:35.570 --> 00:00:35.720]  ath
[00:00:35.720 --> 00:00:35.920]  akis
[00:00:35.920 --> 00:00:36.210]  ,
[00:00:36.210 --> 00:00:36.450]   founder
[00:00:36.450 --> 00:00:36.590]   of
[00:00:36.590 --> 00:00:36.880]   Hist
[00:00:36.880 --> 00:00:37.110]  ori
[00:00:37.110 --> 00:00:37.260]  us
[00:00:37.260 --> 00:00:37.440]  ,
[00:00:37.440 --> 00:00:37.570]   a
[00:00:37.570 --> 00:00:37.820]   premium
[00:00:37.820 --> 00:00:38.010]   book
[00:00:38.010 --> 00:00:38.200]  mark
[00:00:38.200 --> 00:00:38.400]  ing
[00:00:38.400 --> 00:00:38.710]   service
[00:00:38.710 --> 00:00:38.810]  .
[00:00:38.810 --> 00:00:38.900]   Hi
[00:00:38.900 --> 00:00:38.990]   St
[00:00:38.990 --> 00:00:39.230]  av
[00:00:39.230 --> 00:00:39.290]  ros
[00:00:39.290 --> 00:00:39.320]  ,
[00:00:39.320 --> 00:00:39.480]   and
[00:00:39.480 --> 00:00:39.800]   welcome
[00:00:39.800 --> 00:00:39.890]   to
[00:00:39.890 --> 00:00:40.040]   the
[00:00:40.040 --> 00:00:40.220]   show
[00:00:40.220 --> 00:00:40.480]  !
[00:00:40.480 --> 00:00:40.900]   Hi
[00:00:40.900 --> 00:00:41.040]   guys
[00:00:41.040 --> 00:00:41.150]  ,
[00:00:41.150 --> 00:00:41.250]   how
[00:00:41.250 --> 00:00:41.460]   are
[00:00:41.460 --> 00:00:41.670]   you
[00:00:41.670 --> 00:00:41.880]  ?
[00:00:41.880 --> 00:00:42.020]   It
[00:00:42.020 --> 00:00:42.160]  's
[00:00:42.160 --> 00:00:42.440]   very
[00:00:42.440 --> 00:00:42.720]   good
[00:00:42.720 --> 00:00:42.860]   to
[00:00:42.860 --> 00:00:43.000]   be
[00:00:43.000 --> 00:00:43.140]   on
