
[00:00:00.000 --> 00:00:00.020]  
[00:00:00.020 --> 00:00:02.910]   [
[00:00:02.910 --> 00:00:17.140]  Music
[00:00:17.140 --> 00:00:20.000]  ]
[00:00:20.000 --> 00:00:20.650]   Welcome
[00:00:20.650 --> 00:00:20.830]   to
[00:00:20.830 --> 00:00:21.480]   episode
[00:00:21.480 --> 00:00:22.040]   51
[00:00:22.040 --> 00:00:22.220]   of
[00:00:22.220 --> 00:00:22.590]   Tech
[00:00:22.590 --> 00:00:22.680]  S
[00:00:22.680 --> 00:00:23.000]  ing
[00:00:23.000 --> 00:00:23.120]  ,
[00:00:23.120 --> 00:00:23.490]   hosted
[00:00:23.490 --> 00:00:23.610]   by
[00:00:23.610 --> 00:00:24.000]   myself
[00:00:24.000 --> 00:00:24.070]  ,
[00:00:24.070 --> 00:00:24.310]   Justin
[00:00:24.310 --> 00:00:24.570]   Vincent
[00:00:24.570 --> 00:00:24.720]   and
[00:00:24.720 --> 00:00:24.990]   Jason
[00:00:24.990 --> 00:00:26.000]   Roberts
[00:00:26.000 --> 00:00:26.000]  .
[00:00:26.000 --> 00:00:26.180]   And
[00:00:26.180 --> 00:00:26.350]   on
[00:00:26.350 --> 00:00:26.530]   this
[00:00:26.530 --> 00:00:26.760]   week
[00:00:26.760 --> 00:00:26.870]  's
[00:00:26.870 --> 00:00:27.100]   show
[00:00:27.100 --> 00:00:27.210]  ,
[00:00:27.210 --> 00:00:27.330]   we
[00:00:27.330 --> 00:00:27.560]   have
[00:00:27.560 --> 00:00:27.620]   a
[00:00:27.620 --> 00:00:27.850]   very
[00:00:27.850 --> 00:00:28.260]   special
[00:00:28.260 --> 00:00:28.530]   guest
[00:00:28.530 --> 00:00:28.770]   with
[00:00:28.770 --> 00:00:29.000]   us
[00:00:29.000 --> 00:00:29.000]  .
[00:00:29.000 --> 00:00:29.130]  
[00:00:29.130 --> 00:00:30.120]   Sebastian
[00:00:30.120 --> 00:00:30.530]   Ar
[00:00:30.530 --> 00:00:30.610]  na
[00:00:30.610 --> 00:00:30.940]  ud
[00:00:30.940 --> 00:00:31.090]  ,
[00:00:31.090 --> 00:00:31.460]   who
[00:00:31.460 --> 00:00:31.580]   I
[00:00:31.580 --> 00:00:32.050]   met
[00:00:32.050 --> 00:00:32.430]   because
[00:00:32.430 --> 00:00:32.680]   some
[00:00:32.680 --> 00:00:32.800]   of
[00:00:32.800 --> 00:00:33.000]   you
[00:00:33.000 --> 00:00:33.270]   may
[00:00:33.270 --> 00:00:33.630]   have
[00:00:33.630 --> 00:00:34.000]   been
[00:00:34.000 --> 00:00:34.000]   following
[00:00:34.000 --> 00:00:34.000]   the
[00:00:34.000 --> 00:00:34.000]   show
[00:00:34.000 --> 00:00:34.200]   and
[00:00:34.200 --> 00:00:34.470]   know
[00:00:34.470 --> 00:00:34.740]   that
[00:00:34.740 --> 00:00:34.810]   I
[00:00:34.810 --> 00:00:35.290]   created
[00:00:35.290 --> 00:00:35.560]   this
[00:00:35.560 --> 00:00:35.940]   board
[00:00:35.940 --> 00:00:36.170]   game
[00:00:36.170 --> 00:00:36.480]   called
[00:00:36.480 --> 00:00:36.980]   Sw
[00:00:36.980 --> 00:00:37.000]  arm
[00:00:37.000 --> 00:00:37.000]  .
[00:00:37.000 --> 00:00:37.150]   And
[00:00:37.150 --> 00:00:37.300]   one
[00:00:37.300 --> 00:00:37.400]   of
[00:00:37.400 --> 00:00:37.610]   the
[00:00:37.610 --> 00:00:37.840]   things
[00:00:37.840 --> 00:00:38.030]   that
[00:00:38.030 --> 00:00:38.080]   I
[00:00:38.080 --> 00:00:38.370]   really
[00:00:38.370 --> 00:00:38.560]   need
[00:00:38.560 --> 00:00:38.750]   help
[00:00:38.750 --> 00:00:39.000]   with
[00:00:39.000 --> 00:00:39.120]   is
[00:00:39.120 --> 00:00:39.240]   an
[00:00:39.240 --> 00:00:39.390]   AI
[00:00:39.390 --> 00:00:39.790]   created
[00:00:39.790 --> 00:00:40.010]   for
[00:00:40.010 --> 00:00:40.220]   this
[00:00:40.220 --> 00:00:40.630]   board
[00:00:40.630 --> 00:00:40.840]   game
[00:00:40.840 --> 00:00:41.000]  .
[00:00:41.000 --> 00:00:41.120]   One
[00:00:41.120 --> 00:00:41.220]   of
[00:00:41.220 --> 00:00:41.450]   the
[00:00:41.450 --> 00:00:41.530]   very
[00:00:41.530 --> 00:00:41.750]   first
[00:00:41.750 --> 00:00:41.930]   blog
[00:00:41.930 --> 00:00:42.200]   posts
[00:00:42.200 --> 00:00:42.370]   that
[00:00:42.370 --> 00:00:42.390]   I
[00:00:42.390 --> 00:00:42.500]   did
[00:00:42.500 --> 00:00:42.720]   about
[00:00:42.720 --> 00:00:42.810]   Sw
[00:00:42.810 --> 00:00:43.000]  arm
[00:00:43.000 --> 00:00:43.110]  ,
[00:00:43.110 --> 00:00:43.160]   I
[00:00:43.160 --> 00:00:43.380]   said
[00:00:43.380 --> 00:00:43.490]   on
[00:00:43.490 --> 00:00:43.650]   the
[00:00:43.650 --> 00:00:44.000]   bottom
[00:00:44.000 --> 00:00:44.190]   that
[00:00:44.190 --> 00:00:44.230]   I
[00:00:44.230 --> 00:00:44.370]   was
[00:00:44.370 --> 00:00:44.700]   looking
[00:00:44.700 --> 00:00:44.840]   for
[00:00:44.840 --> 00:00:45.170]   someone
[00:00:45.170 --> 00:00:45.260]   to
[00:00:45.260 --> 00:00:45.450]   help
[00:00:45.450 --> 00:00:45.540]   me
[00:00:45.540 --> 00:00:45.750]   make
[00:00:45.750 --> 00:00:45.850]   the
[00:00:45.850 --> 00:00:46.240]   AI
[00:00:46.240 --> 00:00:46.310]   and
[00:00:46.310 --> 00:00:46.710]   posted
[00:00:46.710 --> 00:00:47.030]   that
[00:00:47.030 --> 00:00:47.190]   on
[00:00:47.190 --> 00:00:47.920]   Twitter
[00:00:47.920 --> 00:00:48.000]  .
[00:00:48.000 --> 00:00:48.550]   Sebastian
[00:00:48.550 --> 00:00:48.730]   was
[00:00:48.730 --> 00:00:48.910]   one
[00:00:48.910 --> 00:00:49.030]   of
[00:00:49.030 --> 00:00:49.150]   my
[00:00:49.150 --> 00:00:49.700]   followers
[00:00:49.700 --> 00:00:49.880]   and
[00:00:49.880 --> 00:00:50.060]   got
[00:00:50.060 --> 00:00:50.180]   in
[00:00:50.180 --> 00:00:50.700]   contact
[00:00:50.700 --> 00:00:50.840]   with
[00:00:50.840 --> 00:00:51.040]   me
[00:00:51.040 --> 00:00:51.070]  ,
[00:00:51.070 --> 00:00:51.170]   and
[00:00:51.170 --> 00:00:51.310]   that
[00:00:51.310 --> 00:00:51.380]  's
[00:00:51.380 --> 00:00:51.580]   really
[00:00:51.580 --> 00:00:51.760]   how
[00:00:51.760 --> 00:00:51.860]   we
[00:00:51.860 --> 00:00:51.950]   met
[00:00:51.950 --> 00:00:52.000]  .
[00:00:52.000 --> 00:00:52.070]   So
[00:00:52.070 --> 00:00:52.140]  ,
[00:00:52.140 --> 00:00:52.250]   hey
[00:00:52.250 --> 00:00:52.320]  ,
[00:00:52.320 --> 00:00:52.650]   Sebastian
[00:00:52.650 --> 00:00:52.720]  ,
