
[00:00:00.000 --> 00:00:01.530]  
[00:00:01.530 --> 00:00:02.840]   [
[00:00:02.840 --> 00:00:14.560]  music
[00:00:14.560 --> 00:00:17.000]  ]
[00:00:17.000 --> 00:00:17.000]  
[00:00:17.000 --> 00:00:26.990]   Generation
[00:00:26.990 --> 00:00:31.000]   Zero
[00:00:31.000 --> 00:00:31.550]   Welcome
[00:00:31.550 --> 00:00:31.710]   to
[00:00:31.710 --> 00:00:32.260]   episode
[00:00:32.260 --> 00:00:32.740]   39
[00:00:32.740 --> 00:00:32.990]  8
[00:00:32.990 --> 00:00:33.200]   of
[00:00:33.200 --> 00:00:33.600]   Tech
[00:00:33.600 --> 00:00:33.690]  S
[00:00:33.690 --> 00:00:34.000]  ing
[00:00:34.000 --> 00:00:34.070]  ,
[00:00:34.070 --> 00:00:34.290]   hosted
[00:00:34.290 --> 00:00:34.360]   by
[00:00:34.360 --> 00:00:34.600]   myself
[00:00:34.600 --> 00:00:34.680]  ,
[00:00:34.680 --> 00:00:35.000]   Justin
[00:00:35.000 --> 00:00:36.000]   Vincent
[00:00:36.000 --> 00:00:36.040]  ,
[00:00:36.040 --> 00:00:36.130]   and
[00:00:36.130 --> 00:00:36.200]   the
[00:00:36.200 --> 00:00:36.400]   very
[00:00:36.400 --> 00:00:36.560]   well
[00:00:36.560 --> 00:00:36.600]  -
[00:00:36.600 --> 00:00:37.000]  connect
[00:00:37.000 --> 00:00:37.000]  ed
[00:00:37.000 --> 00:00:37.480]   Jason
[00:00:37.480 --> 00:00:38.160]   Roberts
[00:00:38.160 --> 00:00:38.370]  ,
[00:00:38.370 --> 00:00:38.640]   who
[00:00:38.640 --> 00:00:38.930]   has
[00:00:38.930 --> 00:00:39.510]   90
[00:00:39.510 --> 00:00:39.910]   down
[00:00:39.910 --> 00:00:40.190]   and
[00:00:40.190 --> 00:00:40.980]   20
[00:00:40.980 --> 00:00:41.000]   up
[00:00:41.000 --> 00:00:41.000]  .
[00:00:41.000 --> 00:00:41.000]  
[00:00:41.000 --> 00:00:41.690]   Let
[00:00:41.690 --> 00:00:42.050]  's
[00:00:42.050 --> 00:00:43.220]   start
[00:00:43.220 --> 00:00:43.950]   with
[00:00:43.950 --> 00:00:44.790]   your
[00:00:44.790 --> 00:00:46.430]   fitness
[00:00:46.430 --> 00:00:47.350]   stuff
[00:00:47.350 --> 00:00:48.060]  .
[00:00:48.060 --> 00:00:48.120]   Oh
[00:00:48.120 --> 00:00:48.140]  ,
[00:00:48.140 --> 00:00:48.150]   I
[00:00:48.150 --> 00:00:48.340]   tell
[00:00:48.340 --> 00:00:48.480]   you
[00:00:48.480 --> 00:00:48.500]   what
[00:00:48.500 --> 00:00:48.550]  ,
[00:00:48.550 --> 00:00:48.630]   let
[00:00:48.630 --> 00:00:48.750]  's
[00:00:48.750 --> 00:00:48.830]   move
[00:00:48.830 --> 00:00:48.870]   on
[00:00:48.870 --> 00:00:48.930]   to
[00:00:48.930 --> 00:00:49.050]   Math
[00:00:49.050 --> 00:00:49.270]   Academy
[00:00:49.270 --> 00:00:49.400]  ,
[00:00:49.400 --> 00:00:49.420]   and
[00:00:49.420 --> 00:00:49.540]   then
[00:00:49.540 --> 00:00:49.600]   we
[00:00:49.600 --> 00:00:49.690]  'll
[00:00:49.690 --> 00:00:49.800]   flip
[00:00:49.800 --> 00:00:49.930]   back
[00:00:49.930 --> 00:00:49.980]  ,
[00:00:49.980 --> 00:00:50.270]   talk
[00:00:50.270 --> 00:00:50.320]   about
[00:00:50.320 --> 00:00:50.390]   your
[00:00:50.390 --> 00:00:50.610]   fitness
[00:00:50.610 --> 00:00:50.960]   journey
[00:00:50.960 --> 00:00:51.000]  .
[00:00:51.000 --> 00:00:51.190]   I
[00:00:51.190 --> 00:00:51.350]   want
[00:00:51.350 --> 00:00:51.490]   to
[00:00:51.490 --> 00:00:51.770]   talk
[00:00:51.770 --> 00:00:52.200]   about
[00:00:52.200 --> 00:00:52.420]   Math
[00:00:52.420 --> 00:00:52.900]   Academy
[00:00:52.900 --> 00:00:53.450]   because
[00:00:53.450 --> 00:00:53.450]   I
[00:00:53.450 --> 00:00:53.710]  've
[00:00:53.710 --> 00:00:54.010]   heard
[00:00:54.010 --> 00:00:54.150]   on
[00:00:54.150 --> 00:00:54.360]   the
[00:00:54.360 --> 00:00:54.710]   grape
[00:00:54.710 --> 00:00:55.000]  vine
[00:00:55.000 --> 00:00:55.210]   in
[00:00:55.210 --> 00:00:55.530]   the
[00:00:55.530 --> 00:00:56.260]   Discord
[00:00:56.260 --> 00:00:56.820]   channel
[00:00:56.820 --> 00:00:57.370]   that
[00:00:57.370 --> 00:00:57.430]   it
[00:00:57.430 --> 00:00:57.490]  's
[00:00:57.490 --> 00:00:58.160]   actually
[00:00:58.160 --> 00:00:58.410]   quite
[00:00:58.410 --> 00:00:58.740]   slow
[00:00:58.740 --> 00:00:59.000]  .
[00:00:59.000 --> 00:00:59.250]   It
[00:00:59.250 --> 00:00:59.490]  's
[00:00:59.490 --> 00:01:00.140]   quite
[00:01:00.140 --> 00:01:00.640]   slow
[00:01:00.640 --> 00:01:01.030]   and
[00:01:01.030 --> 00:01:01.270]   un
[00:01:01.270 --> 00:01:01.900]  respons
[00:01:01.900 --> 00:01:02.850]  ive
[00:01:02.850 --> 00:01:03.000]  .
[00:01:03.000 --> 00:01:03.000]  
[00:01:03.000 --> 00:01:03.160]   No
[00:01:03.160 --> 00:01:03.410]  .
[00:01:03.410 --> 00:01:03.790]   Well
[00:01:03.790 --> 00:01:03.900]  ,
[00:01:03.900 --> 00:01:04.150]   you
[00:01:04.150 --> 00:01:04.470]   know
[00:01:04.470 --> 00:01:04.730]  ,
[00:01:04.730 --> 00:01:04.910]   so
[00:01:04.910 --> 00:01:05.000]  ,
[00:01:05.000 --> 00:01:05.290]   okay
[00:01:05.290 --> 00:01:05.510]  ,
[00:01:05.510 --> 00:01:05.830]   so
[00:01:05.830 --> 00:01:05.940]   yeah
[00:01:05.940 --> 00:01:06.100]  ,
[00:01:06.100 --> 00:01:06.260]   we
[00:01:06.260 --> 00:01:06.510]  've
[00:01:06.510 --> 00:01:07.090]   done
[00:01:07.090 --> 00:01:07.170]   some
[00:01:07.170 --> 00:01:08.090]   performance
[00:01:08.090 --> 00:01:08.420]   work
[00:01:08.420 --> 00:01:08.580]  ,
[00:01:08.580 --> 00:01:08.850]   you
[00:01:08.850 --> 00:01:09.160]   know
[00:01:09.160 --> 00:01:09.320]  ,
[00:01:09.320 --> 00:01:09.870]   over
[00:01:09.870 --> 00:01:09.900]   the
[00:01:09.900 --> 00:01:10.240]   past
[00:01:10.240 --> 00:01:10.560]   week
[00:01:10.560 --> 00:01:11.000]  .
[00:01:11.000 --> 00:01:11.230]   So
[00:01:11.230 --> 00:01:11.700]   what
[00:01:11.700 --> 00:01:12.640]   happened
[00:01:12.640 --> 00:01:13.000]   was
[00:01:13.000 --> 00:01:13.870]  ,
[00:01:13.870 --> 00:01:13.900]   you
[00:01:13.900 --> 00:01:14.700]   know
[00:01:14.700 --> 00:01:15.000]  ,
[00:01:15.000 --> 00:01:15.120]   I
[00:01:15.120 --> 00:01:15.570]   had
[00:01:15.570 --> 00:01:16.010]   been
[00:01:16.010 --> 00:01:16.290]  ,
[00:01:16.290 --> 00:01:16.550]   you
[00:01:16.550 --> 00:01:16.900]   know
[00:01:16.900 --> 00:01:17.060]  ,
[00:01:17.060 --> 00:01:17.350]   what
[00:01:17.350 --> 00:01:17.390]   will
[00:01:17.390 --> 00:01:17.760]   typically
[00:01:17.760 --> 00:01:18.030]   happen
[00:01:18.030 --> 00:01:18.180]   is
[00:01:18.180 --> 00:01:18.270]   I
[00:01:18.270 --> 00:01:18.540]  'll
[00:01:18.540 --> 00:01:18.810]   get
[00:01:18.810 --> 00:01:19.000]   on
[00:01:19.000 --> 00:01:19.220]   these
[00:01:19.220 --> 00:01:19.400]   sort
[00:01:19.400 --> 00:01:19.570]   of
[00:01:19.570 --> 00:01:19.620]   big
[00:01:19.620 --> 00:01:20.020]   projects
[00:01:20.020 --> 00:01:20.390]   that
[00:01:20.390 --> 00:01:20.780]   take
[00:01:20.780 --> 00:01:21.190]   me
[00:01:21.190 --> 00:01:21.210]   out
[00:01:21.210 --> 00:01:21.550]   from
[00:01:21.550 --> 00:01:22.000]   working
[00:01:22.000 --> 00:01:22.110]   on
[00:01:22.110 --> 00:01:22.550]   anything
[00:01:22.550 --> 00:01:22.710]   for
[00:01:22.710 --> 00:01:23.000]   weeks
[00:01:23.000 --> 00:01:23.000]   at
[00:01:23.000 --> 00:01:23.000]   a
[00:01:23.000 --> 00:01:23.000]   time
[00:01:23.000 --> 00:01:23.000]  .
[00:01:23.000 --> 00:01:24.000]   Yeah
[00:01:24.000 --> 00:01:24.000]  .
[00:01:24.000 --> 00:01:24.140]   And
