
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.750]   This
[00:00:00.750 --> 00:00:01.030]   show
[00:00:01.030 --> 00:00:01.270]   is
[00:00:01.270 --> 00:00:02.680]   distributed
[00:00:02.680 --> 00:00:02.930]   by
[00:00:02.930 --> 00:00:03.360]   Sun
[00:00:03.360 --> 00:00:03.430]  c
[00:00:03.430 --> 00:00:03.710]  ru
[00:00:03.710 --> 00:00:04.000]  bs
[00:00:04.000 --> 00:00:04.000]  .
[00:00:04.000 --> 00:00:05.000]   Welcome
[00:00:05.000 --> 00:00:05.000]  !
[00:00:26.000 --> 00:00:26.000]  
[00:00:26.000 --> 00:00:26.410]   Welcome
[00:00:26.410 --> 00:00:26.520]   to
[00:00:26.520 --> 00:00:26.930]   episode
[00:00:26.930 --> 00:00:27.280]   23
[00:00:27.280 --> 00:00:27.450]  9
[00:00:27.450 --> 00:00:27.560]   of
[00:00:27.560 --> 00:00:27.790]   Tech
[00:00:27.790 --> 00:00:27.840]  S
[00:00:27.840 --> 00:00:28.010]  ing
[00:00:28.010 --> 00:00:28.060]  h
[00:00:28.060 --> 00:00:28.170]  ,
[00:00:28.170 --> 00:00:28.520]   hosted
[00:00:28.520 --> 00:00:28.630]   by
[00:00:28.630 --> 00:00:28.980]   myself
[00:00:28.980 --> 00:00:29.090]  ,
[00:00:29.090 --> 00:00:29.440]   Justin
[00:00:29.440 --> 00:00:29.990]   Vincent
[00:00:29.990 --> 00:00:30.140]  ,
[00:00:30.140 --> 00:00:30.390]   and
[00:00:30.390 --> 00:00:30.800]   Jason
[00:00:30.800 --> 00:00:31.000]   Roberts
[00:00:31.000 --> 00:00:31.000]  .
[00:00:31.000 --> 00:00:31.220]   Well
[00:00:31.220 --> 00:00:31.330]  ,
[00:00:31.330 --> 00:00:31.610]   hello
[00:00:31.610 --> 00:00:31.890]   Jason
[00:00:31.890 --> 00:00:32.000]  ,
[00:00:32.000 --> 00:00:32.170]   how
[00:00:32.170 --> 00:00:32.340]   are
[00:00:32.340 --> 00:00:32.510]   you
[00:00:32.510 --> 00:00:32.790]   doing
[00:00:32.790 --> 00:00:33.000]  ?
[00:00:33.000 --> 00:00:33.070]   I
[00:00:33.070 --> 00:00:33.130]  'm
[00:00:33.130 --> 00:00:33.440]   feeling
[00:00:33.440 --> 00:00:33.830]   fantastic
[00:00:33.830 --> 00:00:34.000]  !
[00:00:34.000 --> 00:00:34.050]   I
[00:00:34.050 --> 00:00:34.220]   don
[00:00:34.220 --> 00:00:34.340]  't
[00:00:34.340 --> 00:00:34.560]   have
[00:00:34.560 --> 00:00:34.790]   that
[00:00:34.790 --> 00:00:35.230]   crappy
[00:00:35.230 --> 00:00:35.370]   cold
[00:00:35.370 --> 00:00:35.780]   anymore
[00:00:35.780 --> 00:00:36.000]  .
[00:00:36.000 --> 00:00:36.360]   Wow
[00:00:36.360 --> 00:00:36.920]  ,
[00:00:36.920 --> 00:00:37.110]   that
[00:00:37.110 --> 00:00:37.490]  's
[00:00:37.490 --> 00:00:37.850]   good
[00:00:37.850 --> 00:00:38.140]   to
[00:00:38.140 --> 00:00:38.600]   hear
[00:00:38.600 --> 00:00:39.000]  .
[00:00:39.000 --> 00:00:39.180]   You
[00:00:39.180 --> 00:00:39.420]   look
[00:00:39.420 --> 00:00:39.660]   very
[00:00:39.660 --> 00:00:40.140]   animated
[00:00:40.140 --> 00:00:40.410]   this
[00:00:40.410 --> 00:00:40.800]   morning
[00:00:40.800 --> 00:00:41.000]  .
[00:00:41.000 --> 00:00:41.050]   I
[00:00:41.050 --> 00:00:41.150]  'm
[00:00:41.150 --> 00:00:41.360]   just
[00:00:41.360 --> 00:00:41.680]   trying
[00:00:41.680 --> 00:00:41.810]   to
[00:00:41.810 --> 00:00:41.880]   be
[00:00:41.880 --> 00:00:41.930]   a
[00:00:41.930 --> 00:00:42.250]   little
[00:00:42.250 --> 00:00:42.410]   bit
[00:00:42.410 --> 00:00:42.620]   more
[00:00:42.620 --> 00:00:43.260]   enthusiastic
[00:00:43.260 --> 00:00:43.430]   and
[00:00:43.430 --> 00:00:44.040]   energetic
[00:00:44.040 --> 00:00:44.330]   than
[00:00:44.330 --> 00:00:44.410]   I
[00:00:44.410 --> 00:00:44.650]   was
[00:00:44.650 --> 00:00:45.000]   last
[00:00:45.000 --> 00:00:45.000]   time
[00:00:45.000 --> 00:00:45.000]  .
[00:00:45.000 --> 00:00:45.300]   Holy
[00:00:45.300 --> 00:00:45.600]   crap
[00:00:45.600 --> 00:00:45.750]  ,
[00:00:45.750 --> 00:00:46.050]   that
[00:00:46.050 --> 00:00:46.280]   was
[00:00:46.280 --> 00:00:47.000]  ...
[00:00:47.000 --> 00:00:47.060]   I
[00:00:47.060 --> 00:00:47.430]   wasn
[00:00:47.430 --> 00:00:47.850]  't
[00:00:47.850 --> 00:00:47.860]   feeling
[00:00:47.860 --> 00:00:48.040]   too
[00:00:48.040 --> 00:00:48.300]   well
[00:00:48.300 --> 00:00:48.540]   that
[00:00:48.540 --> 00:00:48.790]   show
[00:00:48.790 --> 00:00:49.000]  .
[00:00:49.000 --> 00:00:49.330]   Yeah
[00:00:49.330 --> 00:00:49.350]  ,
[00:00:49.350 --> 00:00:49.550]   yeah
[00:00:49.550 --> 00:00:49.770]  ,
[00:00:49.770 --> 00:00:49.800]   it
[00:00:49.800 --> 00:00:49.990]   didn
[00:00:49.990 --> 00:00:50.090]  't
[00:00:50.090 --> 00:00:50.460]   sound
[00:00:50.460 --> 00:00:50.550]   too
[00:00:50.550 --> 00:00:50.770]   well
[00:00:50.770 --> 00:00:51.000]  .
[00:00:51.000 --> 00:00:51.140]   So
[00:00:51.140 --> 00:00:51.310]  ,
[00:00:51.310 --> 00:00:51.500]   you
[00:00:51.500 --> 00:00:51.790]  're
[00:00:51.790 --> 00:00:52.270]   back
[00:00:52.270 --> 00:00:52.300]   from
[00:00:52.300 --> 00:00:52.810]   Chicago
[00:00:52.810 --> 00:00:53.000]  ,
[00:00:53.000 --> 00:00:53.200]   you
[00:00:53.200 --> 00:00:53.400]   had
[00:00:53.400 --> 00:00:53.680]   your
[00:00:53.680 --> 00:00:53.870]   two
[00:00:53.870 --> 00:00:53.930]  -
[00:00:53.930 --> 00:00:54.190]  week
[00:00:54.190 --> 00:00:54.400]   work
[00:00:54.400 --> 00:00:54.970]   trip
[00:00:54.970 --> 00:00:55.000]  .
[00:00:55.000 --> 00:00:55.000]  
[00:00:55.000 --> 00:00:55.210]   How
[00:00:55.210 --> 00:00:55.350]  'd
[00:00:55.350 --> 00:00:55.630]   that
[00:00:55.630 --> 00:00:55.770]   go
[00:00:55.770 --> 00:00:56.000]  ?
[00:00:56.000 --> 00:00:56.300]   Yeah
[00:00:56.300 --> 00:00:56.450]  ,
[00:00:56.450 --> 00:00:56.750]   good
[00:00:56.750 --> 00:00:57.000]  .
[00:00:57.000 --> 00:00:57.440]   Got
[00:00:57.440 --> 00:00:57.660]   some
[00:00:57.660 --> 00:00:57.940]   good
[00:00:57.940 --> 00:00:58.370]   stuff
[00:00:58.370 --> 00:00:58.700]   done
[00:00:58.700 --> 00:00:59.000]  .
[00:00:59.000 --> 00:00:59.140]   It
[00:00:59.140 --> 00:00:59.280]  's
[00:00:59.280 --> 00:00:59.350]   a
[00:00:59.350 --> 00:00:59.770]   really
[00:00:59.770 --> 00:01:00.050]   nice
[00:01:00.050 --> 00:01:00.540]   feeling
[00:01:00.540 --> 00:01:00.700]   to
[00:01:00.700 --> 00:01:00.820]   be
[00:01:00.820 --> 00:01:01.100]   part
[00:01:01.100 --> 00:01:01.240]   of
[00:01:01.240 --> 00:01:01.310]   a
[00:01:01.310 --> 00:01:01.590]   team
[00:01:01.590 --> 00:01:01.800]   and
[00:01:01.800 --> 00:01:01.940]   be
[00:01:01.940 --> 00:01:02.220]   with
[00:01:02.220 --> 00:01:02.430]   the
[00:01:02.430 --> 00:01:02.710]   team
[00:01:02.710 --> 00:01:03.000]  .
[00:01:03.000 --> 00:01:03.230]   I
[00:01:03.230 --> 00:01:03.500]   know
[00:01:03.500 --> 00:01:03.800]   you
[00:01:03.800 --> 00:01:04.090]  're
[00:01:04.090 --> 00:01:04.780]   telling
[00:01:04.780 --> 00:01:05.000]   me
[00:01:05.000 --> 00:01:05.050]  ,
[00:01:05.050 --> 00:01:05.450]   "
[00:01:05.450 --> 00:01:05.510]  Don
[00:01:05.510 --> 00:01:05.680]  't
[00:01:05.680 --> 00:01:06.160]   move
[00:01:06.160 --> 00:01:06.190]   to
[00:01:06.190 --> 00:01:06.790]   Chicago
[00:01:06.790 --> 00:01:07.000]  ,
[00:01:07.000 --> 00:01:07.160]   you
[00:01:07.160 --> 00:01:07.420]   won
[00:01:07.420 --> 00:01:07.450]  't
[00:01:07.450 --> 00:01:07.650]   like
[00:01:07.650 --> 00:01:07.760]   it
[00:01:07.760 --> 00:01:08.000]  ."
[00:01:08.000 --> 00:01:08.280]   But
[00:01:08.280 --> 00:01:08.530]   it
[00:01:08.530 --> 00:01:08.660]  's
[00:01:08.660 --> 00:01:09.040]   very
[00:01:09.040 --> 00:01:09.360]   ent
[00:01:09.360 --> 00:01:09.790]  icing
[00:01:09.790 --> 00:01:10.000]  ,
[00:01:10.000 --> 00:01:10.060]   I
[00:01:10.060 --> 00:01:10.450]   really
[00:01:10.450 --> 00:01:10.580]   do
[00:01:10.580 --> 00:01:10.910]   enjoy
[00:01:10.910 --> 00:01:11.240]   being
[00:01:11.240 --> 00:01:11.500]   part
[00:01:11.500 --> 00:01:11.620]   of
[00:01:11.620 --> 00:01:12.220]   something
[00:01:12.220 --> 00:01:12.480]   like
[00:01:12.480 --> 00:01:12.740]   that
[00:01:12.740 --> 00:01:13.000]  .
[00:01:13.000 --> 00:01:13.360]   Well
[00:01:13.360 --> 00:01:13.360]  ,
[00:01:13.360 --> 00:01:13.720]   yeah
[00:01:13.720 --> 00:01:13.750]  ,
[00:01:13.750 --> 00:01:13.780]   I
[00:01:13.780 --> 00:01:14.390]   understand
[00:01:14.390 --> 00:01:14.810]   wanting
[00:01:14.810 --> 00:01:14.930]   to
[00:01:14.930 --> 00:01:15.050]   be
[00:01:15.050 --> 00:01:15.290]   part
[00:01:15.290 --> 00:01:15.410]   of
[00:01:15.410 --> 00:01:16.000]   something
[00:01:16.000 --> 00:01:16.000]  .
[00:01:16.000 --> 00:01:16.060]   I
[00:01:16.060 --> 00:01:16.220]  'm
[00:01:16.220 --> 00:01:16.450]   just
[00:01:16.450 --> 00:01:16.840]   saying
[00:01:16.840 --> 00:01:17.100]   that
[00:01:17.100 --> 00:01:17.360]   once
[00:01:17.360 --> 00:01:17.550]   you
[00:01:17.550 --> 00:01:17.740]  're
[00:01:17.740 --> 00:01:18.060]   there
[00:01:18.060 --> 00:01:18.290]   for
[00:01:18.290 --> 00:01:18.310]   a
[00:01:18.310 --> 00:01:18.580]   full
[00:01:18.580 --> 00:01:19.000]   winter
[00:01:19.000 --> 00:01:19.000]  ,
[00:01:19.000 --> 00:01:19.200]   you
[00:01:19.200 --> 00:01:19.220]  're
[00:01:19.220 --> 00:01:20.050]   probably
[00:01:20.050 --> 00:01:20.120]   not
[00:01:20.120 --> 00:01:20.450]   going
[00:01:20.450 --> 00:01:20.580]   to
[00:01:20.580 --> 00:01:20.840]   have
[00:01:20.840 --> 00:01:21.250]   quite
[00:01:21.250 --> 00:01:21.470]   the
[00:01:21.470 --> 00:01:21.630]   same
[00:01:21.630 --> 00:01:21.960]   level
[00:01:21.960 --> 00:01:22.090]   of
[00:01:22.090 --> 00:01:22.750]   enthusiasm
[00:01:22.750 --> 00:01:23.000]  .
[00:01:23.000 --> 00:01:23.000]  
[00:01:23.000 --> 00:01:23.040]   I
[00:01:23.040 --> 00:01:23.180]   don
[00:01:23.180 --> 00:01:23.270]  't
[00:01:23.270 --> 00:01:23.460]   know
[00:01:23.460 --> 00:01:23.550]  ,
[00:01:23.550 --> 00:01:23.590]   I
[00:01:23.590 --> 00:01:23.760]   don
[00:01:23.760 --> 00:01:23.850]  't
[00:01:23.850 --> 00:01:24.090]   think
[00:01:24.090 --> 00:01:24.120]   I
[00:01:24.120 --> 00:01:24.190]  'm
[00:01:24.190 --> 00:01:24.330]   the
[00:01:24.330 --> 00:01:24.520]   same
[00:01:24.520 --> 00:01:24.610]   as
[00:01:24.610 --> 00:01:24.750]   you
[00:01:24.750 --> 00:01:25.000]  .
[00:01:25.000 --> 00:01:25.420]   You
[00:01:25.420 --> 00:01:25.990]   love
[00:01:25.990 --> 00:01:26.720]   the
[00:01:26.720 --> 00:01:26.830]   sun
[00:01:26.830 --> 00:01:27.210]  ,
[00:01:27.210 --> 00:01:27.530]   you
[00:01:27.530 --> 00:01:28.100]   love
[00:01:28.100 --> 00:01:28.670]   that
[00:01:28.670 --> 00:01:29.000]  ,
[00:01:29.000 --> 00:01:29.000]   right
[00:01:29.000 --> 00:01:29.000]  ?
[00:01:29.000 --> 00:01:29.200]   But
[00:01:29.200 --> 00:01:29.250]   I
[00:01:29.250 --> 00:01:29.790]   actually
[00:01:29.790 --> 00:01:29.880]   do
[00:01:29.880 --> 00:01:30.510]   appreciate
[00:01:30.510 --> 00:01:30.570]   a
[00:01:30.570 --> 00:01:30.820]   city
[00:01:30.820 --> 00:01:31.070]   like
[00:01:31.070 --> 00:01:31.440]   Dublin
[00:01:31.440 --> 00:01:31.710]   or
[00:01:31.710 --> 00:01:32.000]   London
