
[00:00:00.000 --> 00:00:01.020]  
[00:00:01.020 --> 00:00:03.260]   [
[00:00:03.260 --> 00:00:18.850]  Music
[00:00:18.850 --> 00:00:22.000]  ]
[00:00:22.000 --> 00:00:22.550]   Welcome
[00:00:22.550 --> 00:00:22.710]   to
[00:00:22.710 --> 00:00:23.260]   episode
[00:00:23.260 --> 00:00:23.740]   30
[00:00:23.740 --> 00:00:24.000]  5
[00:00:24.000 --> 00:00:24.200]   of
[00:00:24.200 --> 00:00:24.600]   Tech
[00:00:24.600 --> 00:00:24.690]  S
[00:00:24.690 --> 00:00:25.000]  ing
[00:00:25.000 --> 00:00:25.240]  ,
[00:00:25.240 --> 00:00:26.000]   hosted
[00:00:26.000 --> 00:00:26.060]   by
[00:00:26.060 --> 00:00:26.240]   myself
[00:00:26.240 --> 00:00:26.330]  ,
[00:00:26.330 --> 00:00:26.550]   Justin
[00:00:26.550 --> 00:00:27.000]   Vincent
[00:00:27.000 --> 00:00:27.150]  ,
[00:00:27.150 --> 00:00:27.410]   and
[00:00:27.410 --> 00:00:27.840]   Jason
[00:00:27.840 --> 00:00:28.000]   Roberts
[00:00:28.000 --> 00:00:28.000]  .
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.230]   And
[00:00:28.230 --> 00:00:28.300]   I
[00:00:28.300 --> 00:00:28.530]   bet
[00:00:28.530 --> 00:00:28.790]   you
[00:00:28.790 --> 00:00:28.910]  'd
[00:00:28.910 --> 00:00:29.290]   never
[00:00:29.290 --> 00:00:29.900]   thought
[00:00:29.900 --> 00:00:30.050]   you
[00:00:30.050 --> 00:00:30.220]  'd
[00:00:30.220 --> 00:00:30.430]   see
[00:00:30.430 --> 00:00:31.000]   us
[00:00:31.000 --> 00:00:31.040]   again
[00:00:31.040 --> 00:00:31.090]  ,
[00:00:31.090 --> 00:00:31.220]   but
[00:00:31.220 --> 00:00:31.310]   we
[00:00:31.310 --> 00:00:31.560]  're
[00:00:31.560 --> 00:00:31.660]   still
[00:00:31.660 --> 00:00:31.840]   here
[00:00:31.840 --> 00:00:32.000]  .
[00:00:32.000 --> 00:00:32.100]   We
[00:00:32.100 --> 00:00:32.270]  're
[00:00:32.270 --> 00:00:32.650]   hanging
[00:00:32.650 --> 00:00:32.760]   on
[00:00:32.760 --> 00:00:33.030]   by
[00:00:33.030 --> 00:00:33.030]   the
[00:00:33.030 --> 00:00:33.250]   skin
[00:00:33.250 --> 00:00:33.440]   of
[00:00:33.440 --> 00:00:33.520]   our
[00:00:33.520 --> 00:00:33.890]   teeth
[00:00:33.890 --> 00:00:34.000]  .
[00:00:34.000 --> 00:00:34.100]   We
[00:00:34.100 --> 00:00:34.250]  're
[00:00:34.250 --> 00:00:34.510]   going
[00:00:34.510 --> 00:00:34.610]   to
[00:00:34.610 --> 00:00:34.710]   do
[00:00:34.710 --> 00:00:34.760]   a
[00:00:34.760 --> 00:00:35.030]   show
[00:00:35.030 --> 00:00:35.330]   every
[00:00:35.330 --> 00:00:35.380]   now
[00:00:35.380 --> 00:00:35.530]   and
[00:00:35.530 --> 00:00:35.790]   again
[00:00:35.790 --> 00:00:36.000]  .
[00:00:36.000 --> 00:00:36.590]   That
[00:00:36.590 --> 00:00:36.700]  's
[00:00:36.700 --> 00:00:37.090]   our
[00:00:37.090 --> 00:00:37.660]   motto
[00:00:37.660 --> 00:00:38.000]  .
[00:00:38.000 --> 00:00:38.240]   That
[00:00:38.240 --> 00:00:38.360]  's
[00:00:38.360 --> 00:00:38.570]   our
[00:00:38.570 --> 00:00:39.140]   commitment
[00:00:39.140 --> 00:00:39.260]   to
[00:00:39.260 --> 00:00:39.440]   you
[00:00:39.440 --> 00:00:39.800]   people
[00:00:39.800 --> 00:00:40.000]  .
[00:00:40.000 --> 00:00:40.310]   Yeah
[00:00:40.310 --> 00:00:40.470]  ,
[00:00:40.470 --> 00:00:41.000]   every
[00:00:41.000 --> 00:00:41.270]   now
[00:00:41.270 --> 00:00:41.350]   and
[00:00:41.350 --> 00:00:41.750]   again
[00:00:41.750 --> 00:00:42.000]  .
[00:00:42.000 --> 00:00:42.380]   Hey
[00:00:42.380 --> 00:00:42.740]  ,
[00:00:42.740 --> 00:00:42.980]   so
[00:00:42.980 --> 00:00:43.360]   how
[00:00:43.360 --> 00:00:43.690]   are
[00:00:43.690 --> 00:00:44.080]   you
[00:00:44.080 --> 00:00:44.850]   doing
[00:00:44.850 --> 00:00:44.990]  ,
[00:00:44.990 --> 00:00:45.250]   Mr
[00:00:45.250 --> 00:00:45.690]  .
[00:00:45.690 --> 00:00:46.610]   Roberts
[00:00:46.610 --> 00:00:47.000]  ?
[00:00:47.000 --> 00:00:47.150]   I
[00:00:47.150 --> 00:00:47.200]  'm
[00:00:47.200 --> 00:00:47.410]   doing
[00:00:47.410 --> 00:00:47.560]   all
