
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.750]   This
[00:00:00.750 --> 00:00:01.030]   show
[00:00:01.030 --> 00:00:01.270]   is
[00:00:01.270 --> 00:00:02.680]   distributed
[00:00:02.680 --> 00:00:02.930]   by
[00:00:02.930 --> 00:00:03.360]   Sun
[00:00:03.360 --> 00:00:03.430]  c
[00:00:03.430 --> 00:00:03.710]  ru
[00:00:03.710 --> 00:00:04.000]  bs
[00:00:04.000 --> 00:00:04.000]  .
[00:00:04.000 --> 00:00:05.000]   Welcome
[00:00:05.000 --> 00:00:05.000]  !
[00:00:26.000 --> 00:00:26.000]  
[00:00:26.000 --> 00:00:26.790]   Welcome
[00:00:26.790 --> 00:00:27.010]   to
[00:00:27.010 --> 00:00:27.800]   episode
[00:00:27.800 --> 00:00:28.140]   2
[00:00:28.140 --> 00:00:28.820]  19
[00:00:28.820 --> 00:00:29.040]   of
[00:00:29.040 --> 00:00:29.490]   Tech
[00:00:29.490 --> 00:00:29.600]  S
[00:00:29.600 --> 00:00:30.000]  ing
[00:00:30.000 --> 00:00:30.060]  ,
[00:00:30.060 --> 00:00:30.250]   hosted
[00:00:30.250 --> 00:00:30.310]   by
[00:00:30.310 --> 00:00:30.490]   myself
[00:00:30.490 --> 00:00:30.560]  ,
[00:00:30.560 --> 00:00:30.750]   Justin
[00:00:30.750 --> 00:00:31.060]   Vincent
[00:00:31.060 --> 00:00:31.120]  ,
[00:00:31.120 --> 00:00:31.440]   Jason
[00:00:31.440 --> 00:00:32.000]   Roberts
[00:00:32.000 --> 00:00:32.000]  .
[00:00:32.000 --> 00:00:32.440]   On
[00:00:32.440 --> 00:00:32.920]   today
[00:00:32.920 --> 00:00:33.180]  's
[00:00:33.180 --> 00:00:33.840]   show
[00:00:33.840 --> 00:00:34.000]  ,
[00:00:34.000 --> 00:00:34.040]   I
[00:00:34.040 --> 00:00:34.170]   can
[00:00:34.170 --> 00:00:34.260]  't
[00:00:34.260 --> 00:00:34.430]   talk
[00:00:34.430 --> 00:00:34.670]   about
[00:00:34.670 --> 00:00:34.870]   too
[00:00:34.870 --> 00:00:35.010]   much
[00:00:35.010 --> 00:00:35.160]   that
[00:00:35.160 --> 00:00:35.250]  's
[00:00:35.250 --> 00:00:35.480]   going
[00:00:35.480 --> 00:00:35.570]   on
[00:00:35.570 --> 00:00:35.660]   in
[00:00:35.660 --> 00:00:35.750]   my
[00:00:35.750 --> 00:00:36.050]   life
[00:00:36.050 --> 00:00:37.000]   because
[00:00:37.000 --> 00:00:37.000]   it
[00:00:37.000 --> 00:00:37.000]  's
[00:00:37.000 --> 00:00:37.000]   all
[00:00:37.000 --> 00:00:37.000]   top
[00:00:37.000 --> 00:00:37.000]   secret
[00:00:37.000 --> 00:00:37.000]  ,
[00:00:37.000 --> 00:00:37.120]   and
[00:00:37.120 --> 00:00:37.320]   Jason
[00:00:37.320 --> 00:00:37.400]  's
[00:00:37.400 --> 00:00:37.520]   mad
[00:00:37.520 --> 00:00:37.600]   at
[00:00:37.600 --> 00:00:37.680]   me
[00:00:37.680 --> 00:00:37.960]   because
[00:00:37.960 --> 00:00:38.000]   I
[00:00:38.000 --> 00:00:38.120]   can
[00:00:38.120 --> 00:00:38.200]  't
[00:00:38.200 --> 00:00:38.360]   talk
[00:00:38.360 --> 00:00:38.560]   about
[00:00:38.560 --> 00:00:38.880]   anything
[00:00:38.880 --> 00:00:39.160]   because
[00:00:39.160 --> 00:00:39.240]   it
[00:00:39.240 --> 00:00:39.320]  's
[00:00:39.320 --> 00:00:39.440]   all
[00:00:39.440 --> 00:00:39.560]   top
[00:00:39.560 --> 00:00:39.800]   secret
[00:00:39.800 --> 00:00:40.000]  .
[00:00:40.000 --> 00:00:40.370]   Yeah
[00:00:40.370 --> 00:00:40.550]  ,
[00:00:40.550 --> 00:00:40.980]   it
[00:00:40.980 --> 00:00:41.380]   reminds
[00:00:41.380 --> 00:00:41.560]   me
[00:00:41.560 --> 00:00:41.740]   of
[00:00:41.740 --> 00:00:41.920]   my
[00:00:41.920 --> 00:00:42.480]   friend
[00:00:42.480 --> 00:00:42.920]   Ken
[00:00:42.920 --> 00:00:43.000]  ,
[00:00:43.000 --> 00:00:43.240]   who
[00:00:43.240 --> 00:00:43.560]   works
[00:00:43.560 --> 00:00:43.700]   in
[00:00:43.700 --> 00:00:43.910]   the
[00:00:43.910 --> 00:00:44.190]   high
[00:00:44.190 --> 00:00:44.260]  -
[00:00:44.260 --> 00:00:44.470]  fre
[00:00:44.470 --> 00:00:44.890]  quency
[00:00:44.890 --> 00:00:45.380]   trading
[00:00:45.380 --> 00:00:46.000]   business
[00:00:46.000 --> 00:00:46.000]  .
[00:00:46.000 --> 00:00:46.350]   Every
[00:00:46.350 --> 00:00:46.500]   time
[00:00:46.500 --> 00:00:46.750]   we
[00:00:46.750 --> 00:00:46.780]   get
[00:00:46.780 --> 00:00:46.890]   on
[00:00:46.890 --> 00:00:47.060]   the
[00:00:47.060 --> 00:00:47.340]   phone
[00:00:47.340 --> 00:00:47.450]  ,
[00:00:47.450 --> 00:00:47.500]   I
[00:00:47.500 --> 00:00:47.610]  'm
[00:00:47.610 --> 00:00:47.830]   like
[00:00:47.830 --> 00:00:48.000]  ,
[00:00:48.000 --> 00:00:48.080]   "
[00:00:48.080 --> 00:00:48.250]  So
[00:00:48.250 --> 00:00:48.420]  ,
[00:00:48.420 --> 00:00:48.680]   Ken
[00:00:48.680 --> 00:00:48.840]  ,
[00:00:48.840 --> 00:00:49.190]   what
[00:00:49.190 --> 00:00:49.360]  's
[00:00:49.360 --> 00:00:49.600]   new
[00:00:49.600 --> 00:00:50.000]  ?"
[00:00:50.000 --> 00:00:50.070]   "
[00:00:50.070 --> 00:00:50.290]  Can
[00:00:50.290 --> 00:00:50.640]  't
[00:00:50.640 --> 00:00:50.870]   really
[00:00:50.870 --> 00:00:51.160]   talk
[00:00:51.160 --> 00:00:51.520]   about
[00:00:51.520 --> 00:00:51.670]   it
[00:00:51.670 --> 00:00:52.000]  ."
[00:00:52.000 --> 00:00:52.040]   "
[00:00:52.040 --> 00:00:52.180]  How
[00:00:52.180 --> 00:00:52.270]  's
[00:00:52.270 --> 00:00:52.500]   work
[00:00:52.500 --> 00:00:52.650]  ?"
[00:00:52.650 --> 00:00:52.690]   "
[00:00:52.690 --> 00:00:52.840]  Can
[00:00:52.840 --> 00:00:52.920]  't
[00:00:52.920 --> 00:00:53.200]   really
[00:00:53.200 --> 00:00:53.440]   talk
[00:00:53.440 --> 00:00:53.680]   about
[00:00:53.680 --> 00:00:53.730]   it
[00:00:53.730 --> 00:00:54.000]  ."
[00:00:54.000 --> 00:00:54.000]  
[00:00:54.000 --> 00:00:54.080]   "
[00:00:54.080 --> 00:00:54.410]  Work
[00:00:54.410 --> 00:00:54.550]   on
[00:00:54.550 --> 00:00:55.180]   anything
[00:00:55.180 --> 00:00:55.500]   cool
[00:00:55.500 --> 00:00:55.810]  ?"
[00:00:55.810 --> 00:00:55.890]   "
[00:00:55.890 --> 00:00:56.120]  Can
[00:00:56.120 --> 00:00:56.350]  't
[00:00:56.350 --> 00:00:56.740]   really
[00:00:56.740 --> 00:00:57.060]   talk
[00:00:57.060 --> 00:00:57.450]   about
[00:00:57.450 --> 00:00:57.740]   it
[00:00:57.740 --> 00:00:58.000]  ."
[00:00:58.000 --> 00:00:58.230]   The
[00:00:58.230 --> 00:00:58.540]   rule
[00:00:58.540 --> 00:00:58.580]   of
[00:00:58.580 --> 00:00:58.950]   the
[00:00:58.950 --> 00:00:59.350]   thumb
[00:00:59.350 --> 00:00:59.460]   is
[00:00:59.460 --> 00:00:59.690]   don
[00:00:59.690 --> 00:00:59.840]  't
[00:00:59.840 --> 00:00:59.990]   be
[00:00:59.990 --> 00:01:00.530]   friends
[00:01:00.530 --> 00:01:00.840]   with
[00:01:00.840 --> 00:01:01.380]   anybody
[00:01:01.380 --> 00:01:01.610]   who
[00:01:01.610 --> 00:01:01.840]   has
[00:01:01.840 --> 00:01:01.990]   a
[00:01:01.990 --> 00:01:02.140]   top
[00:01:02.140 --> 00:01:02.590]   secret
[00:01:02.590 --> 00:01:03.000]   life
[00:01:03.000 --> 00:01:03.480]   because
[00:01:03.480 --> 00:01:03.680]   you
[00:01:03.680 --> 00:01:03.880]  'll
[00:01:03.880 --> 00:01:04.050]   end
[00:01:04.050 --> 00:01:04.460]   up
[00:01:04.460 --> 00:01:04.480]   with
[00:01:04.480 --> 00:01:04.960]   nothing
[00:01:04.960 --> 00:01:05.090]   to
[00:01:05.090 --> 00:01:05.360]   talk
[00:01:05.360 --> 00:01:05.700]   about
[00:01:05.700 --> 00:01:06.000]  .
[00:01:06.000 --> 00:01:06.110]   So
[00:01:06.110 --> 00:01:06.290]   don
[00:01:06.290 --> 00:01:06.390]  't
[00:01:06.390 --> 00:01:06.620]   make
[00:01:06.620 --> 00:01:07.030]   friends
[00:01:07.030 --> 00:01:07.260]   with
[00:01:07.260 --> 00:01:07.580]   James
[00:01:07.580 --> 00:01:07.780]   Bond
[00:01:07.780 --> 00:01:08.000]  .
[00:01:08.000 --> 00:01:08.320]   Yeah
[00:01:08.320 --> 00:01:08.430]  ,
[00:01:08.430 --> 00:01:08.570]   it
[00:01:08.570 --> 00:01:08.820]  'd
[00:01:08.820 --> 00:01:08.850]   be
[00:01:08.850 --> 00:01:09.290]   pretty
[00:01:09.290 --> 00:01:09.730]   boring
[00:01:09.730 --> 00:01:10.000]  .
[00:01:10.000 --> 00:01:10.150]   You
[00:01:10.150 --> 00:01:10.250]  'd
[00:01:10.250 --> 00:01:10.880]   probably
[00:01:10.880 --> 00:01:10.930]   just
[00:01:10.930 --> 00:01:11.000]  ,
[00:01:11.000 --> 00:01:11.060]   "
[00:01:11.060 --> 00:01:11.070]  So
[00:01:11.070 --> 00:01:11.120]  ,
[00:01:11.120 --> 00:01:11.230]   what
[00:01:11.230 --> 00:01:11.340]   have
[00:01:11.340 --> 00:01:11.420]   you
[00:01:11.420 --> 00:01:11.530]   been
[00:01:11.530 --> 00:01:11.670]   doing
[00:01:11.670 --> 00:01:11.840]   lately
[00:01:11.840 --> 00:01:12.000]  ?"
[00:01:12.000 --> 00:01:12.060]   "
[00:01:12.060 --> 00:01:12.300]  Yeah
[00:01:12.300 --> 00:01:12.410]  ,
[00:01:12.410 --> 00:01:12.540]   so
[00:01:12.540 --> 00:01:12.790]   what
[00:01:12.790 --> 00:01:12.910]  's
[00:01:12.910 --> 00:01:13.100]   new
[00:01:13.100 --> 00:01:13.270]  ?
[00:01:13.270 --> 00:01:13.450]   Can
[00:01:13.450 --> 00:01:13.630]   you
[00:01:13.630 --> 00:01:13.880]   talk
[00:01:13.880 --> 00:01:14.190]   about
[00:01:14.190 --> 00:01:14.670]   anything
[00:01:14.670 --> 00:01:15.000]  ?"
[00:01:15.000 --> 00:01:15.400]   There
[00:01:15.400 --> 00:01:15.540]  's
[00:01:15.540 --> 00:01:15.610]   a
[00:01:15.610 --> 00:01:16.000]   whole
[00:01:16.000 --> 00:01:16.470]   bunch
[00:01:16.470 --> 00:01:16.540]   of
[00:01:16.540 --> 00:01:16.770]   new
[00:01:16.770 --> 00:01:17.410]   stuff
[00:01:17.410 --> 00:01:17.590]   which
[00:01:17.590 --> 00:01:17.620]   I
[00:01:17.620 --> 00:01:17.850]   can
[00:01:17.850 --> 00:01:18.000]  't
[00:01:18.000 --> 00:01:18.330]   talk
[00:01:18.330 --> 00:01:18.710]   about
[00:01:18.710 --> 00:01:19.000]  .
[00:01:19.000 --> 00:01:19.050]   I
[00:01:19.050 --> 00:01:19.280]   said
[00:01:19.280 --> 00:01:19.390]   to
[00:01:19.390 --> 00:01:19.910]   you
[00:01:19.910 --> 00:01:19.910]   before
[00:01:19.910 --> 00:01:20.020]   we
[00:01:20.020 --> 00:01:20.430]   started
[00:01:20.430 --> 00:01:20.600]   the
[00:01:20.600 --> 00:01:20.830]   show
[00:01:20.830 --> 00:01:20.990]  ,
[00:01:20.990 --> 00:01:21.100]   "
[00:01:21.100 --> 00:01:21.390]  Don
[00:01:21.390 --> 00:01:21.580]  't
[00:01:21.580 --> 00:01:22.080]   ask
[00:01:22.080 --> 00:01:22.120]   me
[00:01:22.120 --> 00:01:22.480]   what
[00:01:22.480 --> 00:01:22.720]  's
[00:01:22.720 --> 00:01:23.000]   new
[00:01:23.000 --> 00:01:23.000]   because
[00:01:23.000 --> 00:01:23.000]   I
[00:01:23.000 --> 00:01:23.000]   can
[00:01:23.000 --> 00:01:23.000]  't
[00:01:23.000 --> 00:01:23.000]   talk
[00:01:23.000 --> 00:01:23.000]   to
[00:01:23.000 --> 00:01:23.000]   you
[00:01:23.000 --> 00:01:23.000]   about
[00:01:23.000 --> 00:01:23.000]   it
[00:01:23.000 --> 00:01:23.000]  ."
[00:01:23.000 --> 00:01:23.000]  
[00:01:23.000 --> 00:01:23.270]   And
[00:01:23.270 --> 00:01:23.360]   of
[00:01:23.360 --> 00:01:23.800]   course
[00:01:23.800 --> 00:01:23.940]  ,
[00:01:23.940 --> 00:01:24.230]   what
[00:01:24.230 --> 00:01:24.370]   do
[00:01:24.370 --> 00:01:24.590]   you
[00:01:24.590 --> 00:01:24.730]   do
[00:01:24.730 --> 00:01:25.000]  ?
[00:01:25.000 --> 00:01:25.150]   You
[00:01:25.150 --> 00:01:25.300]   ask
[00:01:25.300 --> 00:01:25.400]   me
[00:01:25.400 --> 00:01:25.600]   what
