
[00:00:00.000 --> 00:00:00.880]  
[00:00:00.880 --> 00:00:03.160]   [
[00:00:03.160 --> 00:00:18.850]  Music
[00:00:18.850 --> 00:00:22.000]  ]
[00:00:22.000 --> 00:00:22.560]   Welcome
[00:00:22.560 --> 00:00:22.710]   to
[00:00:22.710 --> 00:00:23.260]   episode
[00:00:23.260 --> 00:00:23.740]   25
[00:00:23.740 --> 00:00:24.000]  3
[00:00:24.000 --> 00:00:24.240]   of
[00:00:24.240 --> 00:00:24.620]   Tax
[00:00:24.620 --> 00:00:25.000]  ing
[00:00:25.000 --> 00:00:25.100]  ,
[00:00:25.100 --> 00:00:25.440]   hosted
[00:00:25.440 --> 00:00:25.600]   by
[00:00:25.600 --> 00:00:25.840]   myself
[00:00:25.840 --> 00:00:25.930]  ,
[00:00:25.930 --> 00:00:26.240]   Justin
[00:00:26.240 --> 00:00:26.860]   Vincent
[00:00:26.860 --> 00:00:26.950]  ,
[00:00:26.950 --> 00:00:27.090]   and
[00:00:27.090 --> 00:00:27.280]   Jason
[00:00:27.280 --> 00:00:27.680]   Roberts
[00:00:27.680 --> 00:00:27.680]  .
[00:00:28.640 --> 00:00:28.640]  
[00:00:28.640 --> 00:00:28.940]   Hey
[00:00:28.940 --> 00:00:29.140]   Jason
[00:00:29.140 --> 00:00:29.260]  ,
[00:00:29.260 --> 00:00:29.640]   how
[00:00:29.640 --> 00:00:29.810]   you
[00:00:29.810 --> 00:00:29.950]   doing
[00:00:29.950 --> 00:00:30.200]  ?
[00:00:30.200 --> 00:00:30.200]   I
[00:00:30.200 --> 00:00:30.340]  'm
[00:00:30.340 --> 00:00:30.490]   doing
[00:00:30.490 --> 00:00:30.640]   all
[00:00:30.640 --> 00:00:30.750]   right
[00:00:30.750 --> 00:00:30.800]  ,
[00:00:30.800 --> 00:00:30.920]   how
[00:00:30.920 --> 00:00:31.120]   about
[00:00:31.120 --> 00:00:31.350]   yourself
[00:00:31.350 --> 00:00:31.440]  ?
[00:00:31.440 --> 00:00:32.200]   Pretty
[00:00:32.200 --> 00:00:32.210]   good
[00:00:32.210 --> 00:00:32.380]  ,
[00:00:32.380 --> 00:00:32.820]   pretty
[00:00:32.820 --> 00:00:33.130]   good
[00:00:33.130 --> 00:00:33.400]  .
[00:00:33.400 --> 00:00:33.670]   Came
[00:00:33.670 --> 00:00:33.980]   back
[00:00:33.980 --> 00:00:34.320]   from
