
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.970]   This
[00:00:00.970 --> 00:00:01.320]   show
[00:00:01.320 --> 00:00:01.650]   is
[00:00:01.650 --> 00:00:03.760]   distributed
[00:00:03.760 --> 00:00:03.810]   by
[00:00:03.810 --> 00:00:04.310]   Sun
[00:00:04.310 --> 00:00:04.570]  c
[00:00:04.570 --> 00:00:04.800]  ru
[00:00:04.800 --> 00:00:04.990]  x
[00:00:04.990 --> 00:00:05.000]  .
[00:00:05.000 --> 00:00:07.000]   Welcome
[00:00:07.000 --> 00:00:07.000]  !
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.590]   Welcome
[00:00:28.590 --> 00:00:28.760]   to
[00:00:28.760 --> 00:00:29.350]   episode
[00:00:29.350 --> 00:00:29.860]   15
[00:00:29.860 --> 00:00:30.110]  2
[00:00:30.110 --> 00:00:30.280]   of
[00:00:30.280 --> 00:00:30.620]   Tech
[00:00:30.620 --> 00:00:30.700]  S
[00:00:30.700 --> 00:00:31.000]  ing
[00:00:31.000 --> 00:00:31.030]  h
[00:00:31.030 --> 00:00:31.100]  ,
[00:00:31.100 --> 00:00:31.310]   hosted
[00:00:31.310 --> 00:00:31.380]   by
[00:00:31.380 --> 00:00:31.600]   myself
[00:00:31.600 --> 00:00:31.780]  ,
[00:00:31.780 --> 00:00:32.000]   Justin
[00:00:32.000 --> 00:00:33.010]   Vincent
[00:00:33.010 --> 00:00:33.100]   and
[00:00:33.100 --> 00:00:33.280]   Jason
[00:00:33.280 --> 00:00:33.990]   Roberts
[00:00:33.990 --> 00:00:34.000]  .
[00:00:34.000 --> 00:00:34.560]   Alright
[00:00:34.560 --> 00:00:34.800]   Jason
[00:00:34.800 --> 00:00:34.890]  ,
[00:00:34.890 --> 00:00:35.080]   how
[00:00:35.080 --> 00:00:35.320]   are
[00:00:35.320 --> 00:00:35.460]   you
[00:00:35.460 --> 00:00:36.000]   doing
[00:00:36.000 --> 00:00:36.000]  ?
[00:00:36.000 --> 00:00:36.180]   I
[00:00:36.180 --> 00:00:36.540]  'm
[00:00:36.540 --> 00:00:37.430]   tired
[00:00:37.430 --> 00:00:38.000]   man
[00:00:38.000 --> 00:00:38.000]  .
[00:00:38.000 --> 00:00:38.230]   Why
[00:00:38.230 --> 00:00:38.430]   so
[00:00:38.430 --> 00:00:38.760]   tired
[00:00:38.760 --> 00:00:39.000]  ?
[00:00:39.000 --> 00:00:39.250]   What
[00:00:39.250 --> 00:00:39.370]  's
[00:00:39.370 --> 00:00:39.680]   going
[00:00:39.680 --> 00:00:39.800]   on
[00:00:39.800 --> 00:00:40.000]  ?
[00:00:40.000 --> 00:00:40.050]   I
[00:00:40.050 --> 00:00:40.210]  've
[00:00:40.210 --> 00:00:40.430]   just
[00:00:40.430 --> 00:00:40.650]   been
[00:00:40.650 --> 00:00:41.030]   running
[00:00:41.030 --> 00:00:41.360]   around
[00:00:41.360 --> 00:00:41.580]   with
[00:00:41.580 --> 00:00:41.790]   the
[00:00:41.790 --> 00:00:42.000]   kids
[00:00:42.000 --> 00:00:42.270]   all
[00:00:42.270 --> 00:00:42.540]   day
[00:00:42.540 --> 00:00:43.000]   today
[00:00:43.000 --> 00:00:43.000]  .
