
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.970]   This
[00:00:00.970 --> 00:00:01.320]   show
[00:00:01.320 --> 00:00:01.650]   is
[00:00:01.650 --> 00:00:03.760]   distributed
[00:00:03.760 --> 00:00:03.810]   by
[00:00:03.810 --> 00:00:04.310]   Sun
[00:00:04.310 --> 00:00:04.570]  c
[00:00:04.570 --> 00:00:04.800]  ru
[00:00:04.800 --> 00:00:04.990]  x
[00:00:04.990 --> 00:00:05.000]  .
[00:00:05.000 --> 00:00:07.000]   Welcome
[00:00:07.000 --> 00:00:07.000]  !
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.420]   Welcome
[00:00:28.420 --> 00:00:28.540]   to
[00:00:28.540 --> 00:00:28.960]   episode
[00:00:28.960 --> 00:00:29.310]   14
[00:00:29.310 --> 00:00:29.500]  9
[00:00:29.500 --> 00:00:29.620]   of
[00:00:29.620 --> 00:00:29.800]   Tex
[00:00:29.800 --> 00:00:30.000]  ing
[00:00:30.000 --> 00:00:30.190]  ,
[00:00:30.190 --> 00:00:30.780]   hosted
[00:00:30.780 --> 00:00:31.000]   by
[00:00:31.000 --> 00:00:31.280]   myself
[00:00:31.280 --> 00:00:31.430]  ,
[00:00:31.430 --> 00:00:31.680]   Justin
[00:00:31.680 --> 00:00:31.990]   Vincent
[00:00:31.990 --> 00:00:32.150]  ,
[00:00:32.150 --> 00:00:32.390]   and
[00:00:32.390 --> 00:00:32.800]   Jason
[00:00:32.800 --> 00:00:32.970]   Roberts
[00:00:32.970 --> 00:00:33.000]  .
[00:00:33.000 --> 00:00:33.220]   Hey
[00:00:33.220 --> 00:00:33.580]   Jason
[00:00:33.580 --> 00:00:33.730]  ,
[00:00:33.730 --> 00:00:34.030]   how
[00:00:34.030 --> 00:00:34.170]   are
[00:00:34.170 --> 00:00:34.390]   you
[00:00:34.390 --> 00:00:34.760]   doing
[00:00:34.760 --> 00:00:35.000]  ?
[00:00:35.000 --> 00:00:35.060]   I
[00:00:35.060 --> 00:00:35.160]  'm
[00:00:35.160 --> 00:00:35.660]   doing
[00:00:35.660 --> 00:00:35.800]   great
[00:00:35.800 --> 00:00:35.920]  ,
[00:00:35.920 --> 00:00:36.100]   how
[00:00:36.100 --> 00:00:36.280]   are
[00:00:36.280 --> 00:00:36.460]   you
[00:00:36.460 --> 00:00:36.740]   doing
[00:00:36.740 --> 00:00:37.000]  ?
[00:00:37.000 --> 00:00:37.470]   Doing
[00:00:37.470 --> 00:00:37.950]   good
[00:00:37.950 --> 00:00:38.040]  ,
[00:00:38.040 --> 00:00:39.000]   pretty
[00:00:39.000 --> 00:00:39.000]   good
[00:00:39.000 --> 00:00:39.000]  .
[00:00:39.000 --> 00:00:39.110]   So
[00:00:39.110 --> 00:00:39.130]   I
[00:00:39.130 --> 00:00:39.470]   noticed
[00:00:39.470 --> 00:00:39.610]   you
[00:00:39.610 --> 00:00:39.750]  're
[00:00:39.750 --> 00:00:40.130]   lighting
[00:00:40.130 --> 00:00:40.220]   up
[00:00:40.220 --> 00:00:40.360]   the
[00:00:40.360 --> 00:00:40.540]   Tw
[00:00:40.540 --> 00:00:40.590]  itt
[00:00:40.590 --> 00:00:41.000]  osphere
