
[00:00:00.000 --> 00:00:00.020]  
[00:00:00.020 --> 00:00:03.060]   [
[00:00:03.060 --> 00:00:17.990]  Music
[00:00:17.990 --> 00:00:21.000]  ]
[00:00:21.000 --> 00:00:21.460]   Welcome
[00:00:21.460 --> 00:00:21.590]   to
[00:00:21.590 --> 00:00:22.050]   episode
[00:00:22.050 --> 00:00:22.440]   61
[00:00:22.440 --> 00:00:22.570]   of
[00:00:22.570 --> 00:00:22.770]   Tex
[00:00:22.770 --> 00:00:23.000]  ing
[00:00:23.000 --> 00:00:23.180]  ,
[00:00:23.180 --> 00:00:23.760]   hosted
[00:00:23.760 --> 00:00:24.000]   by
[00:00:24.000 --> 00:00:24.240]   myself
[00:00:24.240 --> 00:00:24.320]  ,
[00:00:24.320 --> 00:00:24.600]   Justin
[00:00:24.600 --> 00:00:25.000]   Vincent
[00:00:25.000 --> 00:00:25.170]  ,
[00:00:25.170 --> 00:00:25.450]   and
[00:00:25.450 --> 00:00:25.800]   Jason
[00:00:25.800 --> 00:00:26.780]   Roberts
[00:00:26.780 --> 00:00:26.800]  .
[00:00:26.800 --> 00:00:26.960]   And
[00:00:26.960 --> 00:00:27.070]   on
[00:00:27.070 --> 00:00:27.350]   today
[00:00:27.350 --> 00:00:27.460]  's
[00:00:27.460 --> 00:00:27.710]   show
[00:00:27.710 --> 00:00:27.770]  ,
[00:00:27.770 --> 00:00:28.010]   we
[00:00:28.010 --> 00:00:28.060]  're
[00:00:28.060 --> 00:00:28.280]   both
[00:00:28.280 --> 00:00:28.500]   very
[00:00:28.500 --> 00:00:28.780]   tired
[00:00:28.780 --> 00:00:29.000]  .
[00:00:29.000 --> 00:00:29.000]  
[00:00:29.000 --> 00:00:29.180]   Good
[00:00:29.180 --> 00:00:29.610]   morning
[00:00:29.610 --> 00:00:29.670]  ,
[00:00:29.670 --> 00:00:29.840]   Jason
[00:00:29.840 --> 00:00:30.000]  .
[00:00:30.000 --> 00:00:30.670]   Good
[00:00:30.670 --> 00:00:30.990]   morning
[00:00:30.990 --> 00:00:31.170]  ,
[00:00:31.170 --> 00:00:31.710]   Justin
[00:00:31.710 --> 00:00:32.000]  .
[00:00:32.000 --> 00:00:32.200]   All
[00:00:32.200 --> 00:00:32.490]   right
[00:00:32.490 --> 00:00:32.710]  ,
[00:00:32.710 --> 00:00:32.730]   so
[00:00:32.730 --> 00:00:32.980]   wake
[00:00:32.980 --> 00:00:33.100]   me
[00:00:33.100 --> 00:00:33.220]   up
[00:00:33.220 --> 00:00:33.470]   with
[00:00:33.470 --> 00:00:33.720]   some
[00:00:33.720 --> 00:00:34.400]   interesting
[00:00:34.400 --> 00:00:34.770]   topics
[00:00:34.770 --> 00:00:35.000]  .
[00:00:35.000 --> 00:00:35.260]   What
[00:00:35.260 --> 00:00:35.410]   do
[00:00:35.410 --> 00:00:35.590]   you
[00:00:35.590 --> 00:00:35.790]   got
[00:00:35.790 --> 00:00:36.000]  ?
[00:00:36.000 --> 00:00:36.470]   Well
[00:00:36.470 --> 00:00:36.660]  ,
[00:00:36.660 --> 00:00:36.770]   I
[00:00:36.770 --> 00:00:37.320]   think
[00:00:37.320 --> 00:00:37.650]   the
[00:00:37.650 --> 00:00:37.980]   one
[00:00:37.980 --> 00:00:38.660]   thing
[00:00:38.660 --> 00:00:38.750]   is
[00:00:38.750 --> 00:00:39.040]  ,
[00:00:39.040 --> 00:00:39.660]   well
[00:00:39.660 --> 00:00:40.070]  ,
[00:00:40.070 --> 00:00:40.170]   let
[00:00:40.170 --> 00:00:40.280]  's
[00:00:40.280 --> 00:00:40.510]   just
[00:00:40.510 --> 00:00:40.920]   explain
[00:00:40.920 --> 00:00:41.090]   why
[00:00:41.090 --> 00:00:41.200]   we
[00:00:41.200 --> 00:00:41.410]  're
[00:00:41.410 --> 00:00:41.480]   so
[00:00:41.480 --> 00:00:41.770]   tired
[00:00:41.770 --> 00:00:42.000]  .
[00:00:42.000 --> 00:00:42.190]   Both
[00:00:42.190 --> 00:00:42.300]   of
[00:00:42.300 --> 00:00:42.390]   us
[00:00:42.390 --> 00:00:42.460]  ,
[00:00:42.460 --> 00:00:42.500]   I
[00:00:42.500 --> 00:00:42.740]   think
[00:00:42.740 --> 00:00:42.830]  ,
[00:00:42.830 --> 00:00:43.020]   have
[00:00:43.020 --> 00:00:43.160]   had
[00:00:43.160 --> 00:00:43.520]   pretty
[00:00:43.520 --> 00:00:43.640]   late
[00:00:43.640 --> 00:00:44.060]   nights
[00:00:44.060 --> 00:00:45.000]   and
[00:00:45.000 --> 00:00:45.180]   not
[00:00:45.180 --> 00:00:45.610]   too
[00:00:45.610 --> 00:00:45.640]   much
[00:00:45.640 --> 00:00:45.920]   sleep
[00:00:45.920 --> 00:00:46.290]   during
[00:00:46.290 --> 00:00:46.480]   the
[00:00:46.480 --> 00:00:46.780]   night
[00:00:46.780 --> 00:00:47.000]  .
[00:00:47.000 --> 00:00:47.130]   So
[00:00:47.130 --> 00:00:47.750]   apologies
[00:00:47.750 --> 00:00:47.880]   to
[00:00:47.880 --> 00:00:48.500]   listeners
[00:00:48.500 --> 00:00:48.630]   of
[00:00:48.630 --> 00:00:48.860]   the
[00:00:48.860 --> 00:00:49.100]   show
[00:00:49.100 --> 00:00:49.230]   if
[00:00:49.230 --> 00:00:49.390]   it
[00:00:49.390 --> 00:00:49.490]  's
[00:00:49.490 --> 00:00:49.550]   a
[00:00:49.550 --> 00:00:49.960]   little
[00:00:49.960 --> 00:00:50.210]   bit
[00:00:50.210 --> 00:00:50.430]   more
[00:00:50.430 --> 00:00:50.700]   laid
[00:00:50.700 --> 00:00:50.970]   back
[00:00:50.970 --> 00:00:51.240]   than
[00:00:51.240 --> 00:00:51.980]   normal
[00:00:51.980 --> 00:00:52.000]  .
[00:00:52.000 --> 00:00:52.000]  
[00:00:52.000 --> 00:00:52.070]   I
[00:00:52.070 --> 00:00:52.590]   noticed
[00:00:52.590 --> 00:00:52.890]   that
[00:00:52.890 --> 00:00:52.960]   I
[00:00:52.960 --> 00:00:53.480]   started
[00:00:53.480 --> 00:00:53.550]   a
[00:00:53.550 --> 00:00:54.000]   little
[00:00:54.000 --> 00:00:54.300]   slow
[00:00:54.300 --> 00:00:54.450]   at
[00:00:54.450 --> 00:00:54.670]   the
[00:00:54.670 --> 00:00:55.340]   beginning
[00:00:55.340 --> 00:00:55.500]   of
[00:00:55.500 --> 00:00:55.710]   the
[00:00:55.710 --> 00:00:56.230]   podcast
[00:00:56.230 --> 00:00:56.750]   because
[00:00:56.750 --> 00:00:56.900]   we
[00:00:56.900 --> 00:00:57.290]   start
[00:00:57.290 --> 00:00:57.940]   recording
[00:00:57.940 --> 00:00:58.090]   at
[00:00:58.090 --> 00:00:58.310]   9
[00:00:58.310 --> 00:00:58.380]   a
[00:00:58.380 --> 00:00:58.600]  .
[00:00:58.600 --> 00:00:58.660]  m
[00:00:58.660 --> 00:00:59.010]  .
[00:00:59.010 --> 00:00:59.250]   on
[00:00:59.250 --> 00:00:59.330]   a
[00:00:59.330 --> 00:01:00.210]   Saturday
[00:01:00.210 --> 00:01:01.000]   morning
[00:01:01.000 --> 00:01:01.000]  .
[00:01:01.000 --> 00:01:01.220]   And
[00:01:01.220 --> 00:01:01.360]   it
[00:01:01.360 --> 00:01:01.730]   takes
[00:01:01.730 --> 00:01:01.870]   me
[00:01:01.870 --> 00:01:02.240]   about
[00:01:02.240 --> 00:01:02.680]   15
[00:01:02.680 --> 00:01:03.190]   minutes
[00:01:03.190 --> 00:01:03.330]   to
[00:01:03.330 --> 00:01:03.550]   get
[00:01:03.550 --> 00:01:03.770]   rev
[00:01:03.770 --> 00:01:04.040]  ved
[00:01:04.040 --> 00:01:04.130]   up
[00:01:04.130 --> 00:01:04.270]  ,
[00:01:04.270 --> 00:01:04.340]   I
[00:01:04.340 --> 00:01:04.710]   think
[00:01:04.710 --> 00:01:05.000]  .
[00:01:05.000 --> 00:01:05.140]   My
[00:01:05.140 --> 00:01:05.210]   r
[00:01:05.210 --> 00:01:05.500]  ants
[00:01:05.500 --> 00:01:05.710]   and
[00:01:05.710 --> 00:01:05.920]   rav
[00:01:05.920 --> 00:01:06.200]  ings
[00:01:06.200 --> 00:01:06.720]   usually
[00:01:06.720 --> 00:01:06.930]   don
[00:01:06.930 --> 00:01:07.070]  't
[00:01:07.070 --> 00:01:07.430]   start
[00:01:07.430 --> 00:01:07.790]   until
[00:01:07.790 --> 00:01:08.150]   about
[00:01:08.150 --> 00:01:08.580]   30
[00:01:08.580 --> 00:01:08.720]  ,
[00:01:08.720 --> 00:01:09.200]   45
[00:01:09.200 --> 00:01:09.650]   minutes
[00:01:09.650 --> 00:01:10.160]   into
[00:01:10.160 --> 00:01:10.210]   the
[00:01:10.210 --> 00:01:10.670]   podcast
[00:01:10.670 --> 00:01:11.000]  .
[00:01:11.000 --> 00:01:11.160]   So
[00:01:11.160 --> 00:01:11.410]   you
[00:01:11.410 --> 00:01:11.870]   sound
[00:01:11.870 --> 00:01:12.150]   very
[00:01:12.150 --> 00:01:12.480]   good
[00:01:12.480 --> 00:01:12.640]   to
