
[00:00:00.000 --> 00:00:01.020]  
[00:00:01.020 --> 00:00:03.260]   [
[00:00:03.260 --> 00:00:19.020]  MUSIC
[00:00:19.020 --> 00:00:22.200]  ]
[00:00:22.200 --> 00:00:22.340]   >>
[00:00:22.340 --> 00:00:22.830]   Welcome
[00:00:22.830 --> 00:00:22.960]   to
[00:00:22.960 --> 00:00:23.460]   Episode
[00:00:23.460 --> 00:00:23.880]   30
[00:00:23.880 --> 00:00:24.100]  7
[00:00:24.100 --> 00:00:24.320]   of
[00:00:24.320 --> 00:00:24.510]   Tech
[00:00:24.510 --> 00:00:24.550]  S
[00:00:24.550 --> 00:00:24.690]  ing
[00:00:24.690 --> 00:00:24.800]  ,
[00:00:24.800 --> 00:00:25.110]   hosted
[00:00:25.110 --> 00:00:25.210]   by
[00:00:25.210 --> 00:00:25.600]   myself
[00:00:25.600 --> 00:00:25.620]  ,
[00:00:25.620 --> 00:00:25.930]   Justin
[00:00:25.930 --> 00:00:26.300]   Vincent
[00:00:26.300 --> 00:00:26.440]  ,
[00:00:26.440 --> 00:00:26.890]   Jason
[00:00:26.890 --> 00:00:27.510]   Roberts
[00:00:27.510 --> 00:00:27.800]  .
[00:00:27.800 --> 00:00:28.120]   Hello
[00:00:28.120 --> 00:00:28.140]  ,
[00:00:28.140 --> 00:00:28.440]   Jason
[00:00:28.440 --> 00:00:28.530]  .
[00:00:28.530 --> 00:00:28.700]   How
[00:00:28.700 --> 00:00:28.830]   are
[00:00:28.830 --> 00:00:28.980]   you
[00:00:28.980 --> 00:00:29.220]   doing
[00:00:29.220 --> 00:00:29.400]  ?
[00:00:29.400 --> 00:00:29.500]  
[00:00:29.500 --> 00:00:29.520]   >>
[00:00:29.520 --> 00:00:29.550]   I
[00:00:29.550 --> 00:00:29.650]  'm
[00:00:29.650 --> 00:00:29.850]   good
[00:00:29.850 --> 00:00:30.000]  .
[00:00:30.000 --> 00:00:30.190]   How
[00:00:30.190 --> 00:00:30.800]   about
[00:00:30.800 --> 00:00:30.800]   yourself
[00:00:30.800 --> 00:00:30.960]  ?
[00:00:30.960 --> 00:00:31.390]   >>
[00:00:31.390 --> 00:00:32.060]   Fantastic
[00:00:32.060 --> 00:00:32.380]  .
