
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.970]   This
[00:00:00.970 --> 00:00:01.320]   show
[00:00:01.320 --> 00:00:01.650]   is
[00:00:01.650 --> 00:00:03.760]   distributed
[00:00:03.760 --> 00:00:03.810]   by
[00:00:03.810 --> 00:00:04.310]   Sun
[00:00:04.310 --> 00:00:04.470]  c
[00:00:04.470 --> 00:00:04.990]  row
[00:00:04.990 --> 00:00:05.000]  .
[00:00:05.000 --> 00:00:07.000]   Welcome
[00:00:07.000 --> 00:00:07.000]  !
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.390]   Welcome
[00:00:28.390 --> 00:00:28.500]   to
[00:00:28.500 --> 00:00:28.890]   episode
[00:00:28.890 --> 00:00:29.230]   18
[00:00:29.230 --> 00:00:29.400]  2
[00:00:29.400 --> 00:00:29.510]   of
[00:00:29.510 --> 00:00:29.730]   Tech
[00:00:29.730 --> 00:00:29.780]  S
[00:00:29.780 --> 00:00:30.000]  ink
[00:00:30.000 --> 00:00:30.190]  ,
[00:00:30.190 --> 00:00:30.780]   hosted
[00:00:30.780 --> 00:00:31.010]   by
[00:00:31.010 --> 00:00:31.170]   myself
[00:00:31.170 --> 00:00:31.220]  ,
[00:00:31.220 --> 00:00:31.400]   Justin
[00:00:31.400 --> 00:00:32.000]   Vincent
[00:00:32.000 --> 00:00:32.110]  ,
[00:00:32.110 --> 00:00:32.270]   and
[00:00:32.270 --> 00:00:32.560]   Jason
[00:00:32.560 --> 00:00:33.000]   Roberts
[00:00:33.000 --> 00:00:33.000]  .
[00:00:33.000 --> 00:00:33.130]   On
[00:00:33.130 --> 00:00:33.450]   today
[00:00:33.450 --> 00:00:33.580]  's
[00:00:33.580 --> 00:00:33.840]   show
[00:00:33.840 --> 00:00:33.970]  ,
[00:00:33.970 --> 00:00:34.160]   our
[00:00:34.160 --> 00:00:34.420]   very
[00:00:34.420 --> 00:00:34.870]   special
[00:00:34.870 --> 00:00:35.190]   guest
[00:00:35.190 --> 00:00:35.340]   is
[00:00:35.340 --> 00:00:35.610]   Matt
[00:00:35.610 --> 00:00:35.640]   K
[00:00:35.640 --> 00:00:36.000]  onder
[00:00:36.000 --> 00:00:36.140]  ,
[00:00:36.140 --> 00:00:36.490]   who
[00:00:36.490 --> 00:00:36.490]   is
[00:00:36.490 --> 00:00:36.750]   an
[00:00:36.750 --> 00:00:37.410]   application
[00:00:37.410 --> 00:00:38.000]   security
[00:00:38.000 --> 00:00:39.000]   expert
[00:00:39.000 --> 00:00:39.000]  .
[00:00:39.000 --> 00:00:39.110]   Hey
[00:00:39.110 --> 00:00:39.160]  ,
[00:00:39.160 --> 00:00:39.290]   Matt
[00:00:39.290 --> 00:00:39.340]  ,
[00:00:39.340 --> 00:00:39.580]   welcome
[00:00:39.580 --> 00:00:39.660]   to
[00:00:39.660 --> 00:00:39.750]   the
[00:00:39.750 --> 00:00:39.870]   show
[00:00:39.870 --> 00:00:40.000]  .
[00:00:40.000 --> 00:00:40.450]   Hey
[00:00:40.450 --> 00:00:40.490]  ,
[00:00:40.490 --> 00:00:41.000]   Justin
[00:00:41.000 --> 00:00:41.170]  ,
[00:00:41.170 --> 00:00:42.000]   thanks
