
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.940]   This
[00:00:00.940 --> 00:00:01.210]   show
[00:00:01.210 --> 00:00:01.500]   is
[00:00:01.500 --> 00:00:03.160]   distributed
[00:00:03.160 --> 00:00:03.730]   by
[00:00:03.730 --> 00:00:03.910]   Sun
[00:00:03.910 --> 00:00:04.180]  c
[00:00:04.180 --> 00:00:04.360]  ru
[00:00:04.360 --> 00:00:04.530]  b
[00:00:04.530 --> 00:00:05.480]  .
[00:00:05.480 --> 00:00:06.230]   Welcome
[00:00:06.230 --> 00:00:06.760]  !
[00:00:06.760 --> 00:00:07.350]   [
[00:00:07.350 --> 00:00:08.530]  Th
[00:00:08.530 --> 00:00:10.300]  eme
[00:00:10.300 --> 00:00:13.250]   music
[00:00:13.250 --> 00:00:13.860]  ]
[00:00:13.860 --> 00:00:14.520]   [
[00:00:14.520 --> 00:00:16.480]  Gen
[00:00:16.480 --> 00:00:21.060]  eration
[00:00:21.060 --> 00:00:21.720]   Z
[00:00:21.720 --> 00:00:23.020]  er
[00:00:23.020 --> 00:00:23.670]  o
[00:00:23.670 --> 00:00:26.940]   theme
[00:00:26.940 --> 00:00:27.620]  ]
[00:00:27.620 --> 00:00:27.620]  
[00:00:27.620 --> 00:00:28.100]   Welcome
[00:00:28.100 --> 00:00:28.230]   to
[00:00:28.230 --> 00:00:28.710]   episode
[00:00:28.710 --> 00:00:29.130]   12
[00:00:29.130 --> 00:00:29.320]  4
[00:00:29.320 --> 00:00:29.450]   of
[00:00:29.450 --> 00:00:29.720]   Tech
[00:00:29.720 --> 00:00:29.780]  S
[00:00:29.780 --> 00:00:29.980]  ing
[00:00:29.980 --> 00:00:30.100]  h
[00:00:30.100 --> 00:00:30.140]  ,
[00:00:30.140 --> 00:00:30.420]   hosted
[00:00:30.420 --> 00:00:30.580]   this
[00:00:30.580 --> 00:00:30.820]   week
[00:00:30.820 --> 00:00:30.900]   by
[00:00:30.900 --> 00:00:31.260]   Jason
[00:00:31.260 --> 00:00:31.610]   Roberts
[00:00:31.610 --> 00:00:31.660]  ,
[00:00:31.660 --> 00:00:31.710]   who
[00:00:31.710 --> 00:00:31.780]  's
[00:00:31.780 --> 00:00:32.100]   flying
[00:00:32.100 --> 00:00:32.490]   solo
[00:00:32.490 --> 00:00:32.980]  .
[00:00:32.980 --> 00:00:33.190]   In
[00:00:33.190 --> 00:00:33.290]   this
[00:00:33.290 --> 00:00:33.500]   show
[00:00:33.500 --> 00:00:33.600]  ,
[00:00:33.600 --> 00:00:33.860]   Jason
[00:00:33.860 --> 00:00:33.960]   is
[00:00:33.960 --> 00:00:34.600]   interviewing
[00:00:34.600 --> 00:00:34.860]   award
[00:00:34.860 --> 00:00:34.910]  -
[00:00:34.910 --> 00:00:35.280]  winning
[00:00:35.280 --> 00:00:35.970]   investigative
[00:00:35.970 --> 00:00:36.580]   journalist
[00:00:36.580 --> 00:00:36.980]   Leslie
[00:00:36.980 --> 00:00:37.300]   Kane
[00:00:37.300 --> 00:00:37.540]  .
[00:00:37.540 --> 00:00:37.770]   She
[00:00:37.770 --> 00:00:37.840]  's
[00:00:37.840 --> 00:00:38.210]   author
[00:00:38.210 --> 00:00:38.330]   of
[00:00:38.330 --> 00:00:38.510]   UFO
[00:00:38.510 --> 00:00:38.570]  s
[00:00:38.570 --> 00:00:38.710]  ,
[00:00:38.710 --> 00:00:38.990]   Gener
[00:00:38.990 --> 00:00:39.170]  als
[00:00:39.170 --> 00:00:39.290]  ,
[00:00:39.290 --> 00:00:39.470]   Pil
[00:00:39.470 --> 00:00:39.700]  ots
[00:00:39.700 --> 00:00:39.770]  ,
[00:00:39.770 --> 00:00:39.950]   and
[00:00:39.950 --> 00:00:40.560]   Government
[00:00:40.560 --> 00:00:40.870]   Offic
[00:00:40.870 --> 00:00:41.180]  ials
[00:00:41.180 --> 00:00:41.220]   Go
[00:00:41.220 --> 00:00:41.340]   On
[00:00:41.340 --> 00:00:41.510]   The
[00:00:41.510 --> 00:00:42.180]   Record
[00:00:42.180 --> 00:00:42.180]  .
[00:00:42.180 --> 00:00:42.380]   So
[00:00:42.380 --> 00:00:42.570]  ,
[00:00:42.570 --> 00:00:42.970]   well
[00:00:42.970 --> 00:00:43.230]  ,
[00:00:43.230 --> 00:00:43.750]   Leslie
[00:00:43.750 --> 00:00:43.940]  ,
[00:00:43.940 --> 00:00:44.430]   thank
[00:00:44.430 --> 00:00:44.730]   you
[00:00:44.730 --> 00:00:44.930]   so
[00:00:44.930 --> 00:00:45.380]   much
[00:00:45.380 --> 00:00:45.940]   for
[00:00:45.940 --> 00:00:46.360]   coming
[00:00:46.360 --> 00:00:46.500]   on
[00:00:46.500 --> 00:00:46.710]   the
[00:00:46.710 --> 00:00:46.990]   show
[00:00:46.990 --> 00:00:47.220]  .
[00:00:47.220 --> 00:00:47.620]   We
[00:00:47.620 --> 00:00:48.340]   really
[00:00:48.340 --> 00:00:48.740]   appreciate
[00:00:48.740 --> 00:00:48.980]   you
[00:00:48.980 --> 00:00:49.220]   taking
[00:00:49.220 --> 00:00:49.380]   the
[00:00:49.380 --> 00:00:49.700]   time
[00:00:49.700 --> 00:00:49.700]  .
[00:00:50.980 --> 00:00:51.120]  
[00:00:51.120 --> 00:00:51.220]   And
[00:00:51.220 --> 00:00:51.300]   I
[00:00:51.300 --> 00:00:51.620]   just
[00:00:51.620 --> 00:00:52.270]   finished
[00:00:52.270 --> 00:00:52.840]   reading
[00:00:52.840 --> 00:00:53.160]   your
[00:00:53.160 --> 00:00:53.480]   book
[00:00:53.480 --> 00:00:53.640]  ,
[00:00:53.640 --> 00:00:53.880]   UFO
[00:00:53.880 --> 00:00:53.960]  s
[00:00:53.960 --> 00:00:54.420]  ,
[00:00:54.420 --> 00:00:54.520]   Gener
[00:00:54.520 --> 00:00:54.760]  als
[00:00:54.760 --> 00:00:54.920]  ,
[00:00:54.920 --> 00:00:55.160]   Pil
[00:00:55.160 --> 00:00:55.410]  ots
[00:00:55.410 --> 00:00:55.560]  ,
[00:00:55.560 --> 00:00:55.800]   and
[00:00:55.800 --> 00:00:56.610]   Government
[00:00:56.610 --> 00:00:57.010]   Offic
[00:00:57.010 --> 00:00:57.330]  ials
[00:00:57.330 --> 00:00:57.620]   Go
[00:00:57.620 --> 00:00:57.700]   On
