
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.970]   This
[00:00:00.970 --> 00:00:01.280]   show
[00:00:01.280 --> 00:00:01.600]   is
[00:00:01.600 --> 00:00:03.370]   distributed
[00:00:03.370 --> 00:00:03.760]   by
[00:00:03.760 --> 00:00:04.220]   Sun
[00:00:04.220 --> 00:00:04.330]  c
[00:00:04.330 --> 00:00:04.980]  loud
[00:00:04.980 --> 00:00:05.000]  .
[00:00:05.000 --> 00:00:07.000]   Welcome
[00:00:07.000 --> 00:00:07.000]  !
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.390]   Welcome
[00:00:28.390 --> 00:00:28.500]   to
[00:00:28.500 --> 00:00:28.890]   episode
[00:00:28.890 --> 00:00:29.400]   160
[00:00:29.400 --> 00:00:29.510]   of
[00:00:29.510 --> 00:00:29.730]   Tech
[00:00:29.730 --> 00:00:29.780]  S
[00:00:29.780 --> 00:00:30.000]  ing
[00:00:30.000 --> 00:00:30.140]  ,
[00:00:30.140 --> 00:00:30.580]   hosted
[00:00:30.580 --> 00:00:30.730]   by
[00:00:30.730 --> 00:00:31.200]   myself
[00:00:31.200 --> 00:00:31.300]  ,
[00:00:31.300 --> 00:00:31.620]   Justin
[00:00:31.620 --> 00:00:31.990]   Vincent
[00:00:31.990 --> 00:00:32.000]  .
[00:00:32.000 --> 00:00:32.330]   Jason
[00:00:32.330 --> 00:00:32.580]   Roberts
[00:00:32.580 --> 00:00:32.680]   is
[00:00:32.680 --> 00:00:32.880]   unav
[00:00:32.880 --> 00:00:33.220]  ailable
[00:00:33.220 --> 00:00:33.320]   to
[00:00:33.320 --> 00:00:33.420]   be
[00:00:33.420 --> 00:00:33.620]   with
[00:00:33.620 --> 00:00:33.720]   us
[00:00:33.720 --> 00:00:34.000]   today
[00:00:34.000 --> 00:00:34.210]   due
[00:00:34.210 --> 00:00:34.350]   to
[00:00:34.350 --> 00:00:34.490]   an
[00:00:34.490 --> 00:00:35.000]   illness
[00:00:35.000 --> 00:00:35.220]   in
[00:00:35.220 --> 00:00:35.330]   a
[00:00:35.330 --> 00:00:35.790]   family
[00:00:35.790 --> 00:00:36.000]  .
[00:00:36.000 --> 00:00:36.260]   So
[00:00:36.260 --> 00:00:36.340]  ,
[00:00:36.340 --> 00:00:36.530]   best
[00:00:36.530 --> 00:00:36.920]   wishes
[00:00:36.920 --> 00:00:37.060]   to
[00:00:37.060 --> 00:00:37.460]   Jason
[00:00:37.460 --> 00:00:37.530]  ,
[00:00:37.530 --> 00:00:37.880]   sorry
[00:00:37.880 --> 00:00:38.000]   he
[00:00:38.000 --> 00:00:38.210]   can
[00:00:38.210 --> 00:00:38.340]  't
[00:00:38.340 --> 00:00:38.460]   be
[00:00:38.460 --> 00:00:38.730]   here
[00:00:38.730 --> 00:00:39.000]  .
[00:00:39.000 --> 00:00:39.150]   We
[00:00:39.150 --> 00:00:39.660]   have
[00:00:39.660 --> 00:00:39.680]   two
[00:00:39.680 --> 00:00:40.240]   special
[00:00:40.240 --> 00:00:40.580]   guest
[00:00:40.580 --> 00:00:41.100]   hosts
[00:00:41.100 --> 00:00:41.520]  ,
[00:00:41.520 --> 00:00:41.530]   Peter
[00:00:41.530 --> 00:00:41.990]   Cooper
[00:00:41.990 --> 00:00:42.220]   and
[00:00:42.220 --> 00:00:42.580]   Alex
[00:00:42.580 --> 00:00:42.750]   Gem
[00:00:42.750 --> 00:00:43.000]  mel
[00:00:43.000 --> 00:00:43.000]  .
[00:00:43.000 --> 00:00:43.230]   Ooh
[00:00:43.230 --> 00:00:43.380]  ,
[00:00:43.380 --> 00:00:43.650]   the
[00:00:43.650 --> 00:00:44.140]   English
[00:00:44.140 --> 00:00:44.750]   invasion
[00:00:44.750 --> 00:00:45.000]  !
[00:00:45.000 --> 00:00:45.030]   I
[00:00:45.030 --> 00:00:45.410]   always
[00:00:45.410 --> 00:00:45.430]   forget
[00:00:45.430 --> 00:00:45.530]   you
[00:00:45.530 --> 00:00:45.700]  're
[00:00:45.700 --> 00:00:45.870]   English
[00:00:45.870 --> 00:00:46.000]  .
[00:00:46.000 --> 00:00:46.170]   Oh
[00:00:46.170 --> 00:00:46.720]   really
[00:00:46.720 --> 00:00:47.000]  ?
[00:00:47.000 --> 00:00:47.150]   Well
[00:00:47.150 --> 00:00:47.220]  ,
[00:00:47.220 --> 00:00:47.360]   what
[00:00:47.360 --> 00:00:47.440]   do
[00:00:47.440 --> 00:00:47.720]   you
[00:00:47.720 --> 00:00:47.730]   think
[00:00:47.730 --> 00:00:47.880]  ?
[00:00:47.880 --> 00:00:48.000]   What
[00:00:48.000 --> 00:00:48.060]   do
[00:00:48.060 --> 00:00:48.170]   you
[00:00:48.170 --> 00:00:48.350]   think
[00:00:48.350 --> 00:00:48.380]   I
[00:00:48.380 --> 00:00:48.450]   am
