
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.970]   This
[00:00:00.970 --> 00:00:01.320]   show
[00:00:01.320 --> 00:00:01.650]   is
[00:00:01.650 --> 00:00:03.760]   distributed
[00:00:03.760 --> 00:00:03.810]   by
[00:00:03.810 --> 00:00:04.310]   Sun
[00:00:04.310 --> 00:00:04.570]  c
[00:00:04.570 --> 00:00:04.800]  ru
[00:00:04.800 --> 00:00:04.990]  x
[00:00:04.990 --> 00:00:05.000]  .
[00:00:05.000 --> 00:00:07.000]   Welcome
[00:00:07.000 --> 00:00:07.000]  !
[00:00:28.000 --> 00:00:28.020]  
[00:00:28.020 --> 00:00:28.390]   Welcome
[00:00:28.390 --> 00:00:28.500]   to
[00:00:28.500 --> 00:00:28.890]   episode
[00:00:28.890 --> 00:00:29.230]   15
[00:00:29.230 --> 00:00:29.400]  3
[00:00:29.400 --> 00:00:29.510]   of
[00:00:29.510 --> 00:00:29.730]   Tech
[00:00:29.730 --> 00:00:29.780]  S
[00:00:29.780 --> 00:00:30.000]  ing
[00:00:30.000 --> 00:00:30.050]  h
[00:00:30.050 --> 00:00:30.160]  ,
[00:00:30.160 --> 00:00:30.510]   hosted
[00:00:30.510 --> 00:00:30.620]   by
[00:00:30.620 --> 00:00:31.000]   myself
[00:00:31.000 --> 00:00:31.140]  ,
[00:00:31.140 --> 00:00:31.600]   Justin
[00:00:31.600 --> 00:00:32.000]   Vincent
[00:00:32.000 --> 00:00:32.130]  ,
[00:00:32.130 --> 00:00:32.330]   and
[00:00:32.330 --> 00:00:32.680]   Jason
[00:00:32.680 --> 00:00:32.990]   Roberts
[00:00:32.990 --> 00:00:33.000]  .
[00:00:33.000 --> 00:00:33.140]   On
[00:00:33.140 --> 00:00:33.490]   today
[00:00:33.490 --> 00:00:33.710]  's
[00:00:33.710 --> 00:00:33.920]   show
[00:00:33.920 --> 00:00:34.050]  ,
[00:00:34.050 --> 00:00:34.190]   we
[00:00:34.190 --> 00:00:34.400]  're
[00:00:34.400 --> 00:00:34.890]   talking
[00:00:34.890 --> 00:00:35.040]   to
[00:00:35.040 --> 00:00:35.450]   Joanna
[00:00:35.450 --> 00:00:35.650]   Wie
[00:00:35.650 --> 00:00:35.800]  be
[00:00:35.800 --> 00:00:36.330]  ,
[00:00:36.330 --> 00:00:36.630]   author
[00:00:36.630 --> 00:00:36.840]   of
[00:00:36.840 --> 00:00:37.260]   Copy
[00:00:37.260 --> 00:00:37.360]  h
[00:00:37.360 --> 00:00:37.910]  ack
[00:00:37.910 --> 00:00:38.030]  ers
[00:00:38.030 --> 00:00:38.120]  ,
[00:00:38.120 --> 00:00:38.690]   available
[00:00:38.690 --> 00:00:38.940]   from
[00:00:38.940 --> 00:00:39.240]   Copy
[00:00:39.240 --> 00:00:39.250]  h
[00:00:39.250 --> 00:00:39.420]  ack
[00:00:39.420 --> 00:00:39.450]  ers
[00:00:39.450 --> 00:00:39.770]  .
[00:00:39.770 --> 00:00:40.000]  com
[00:00:40.000 --> 00:00:40.000]  .
[00:00:40.000 --> 00:00:40.210]   Hi
[00:00:40.210 --> 00:00:40.220]  ,
[00:00:40.220 --> 00:00:40.570]   Joanna
[00:00:40.570 --> 00:00:40.760]  ,
