
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.970]   This
[00:00:00.970 --> 00:00:01.320]   show
[00:00:01.320 --> 00:00:01.650]   is
[00:00:01.650 --> 00:00:03.760]   distributed
[00:00:03.760 --> 00:00:03.810]   by
[00:00:03.810 --> 00:00:04.310]   Sun
[00:00:04.310 --> 00:00:04.470]  c
[00:00:04.470 --> 00:00:04.990]  row
[00:00:04.990 --> 00:00:05.000]  .
[00:00:05.000 --> 00:00:07.000]   Welcome
[00:00:07.000 --> 00:00:07.000]  !
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.390]   Welcome
[00:00:28.390 --> 00:00:28.500]   to
[00:00:28.500 --> 00:00:28.890]   episode
[00:00:28.890 --> 00:00:29.230]   20
[00:00:29.230 --> 00:00:29.400]  6
[00:00:29.400 --> 00:00:29.510]   of
[00:00:29.510 --> 00:00:29.730]   Tech
[00:00:29.730 --> 00:00:29.780]  S
[00:00:29.780 --> 00:00:30.000]  ing
[00:00:30.000 --> 00:00:30.110]  ,
[00:00:30.110 --> 00:00:30.440]   hosted
[00:00:30.440 --> 00:00:30.550]   by
[00:00:30.550 --> 00:00:30.890]   myself
[00:00:30.890 --> 00:00:31.000]  ,
[00:00:31.000 --> 00:00:31.460]   Justin
[00:00:31.460 --> 00:00:32.000]   Vincent
[00:00:32.000 --> 00:00:32.070]  ,
[00:00:32.070 --> 00:00:32.190]   and
[00:00:32.190 --> 00:00:32.400]   Jason
[00:00:32.400 --> 00:00:32.990]   Roberts
[00:00:32.990 --> 00:00:33.000]  .
[00:00:33.000 --> 00:00:33.190]   On
[00:00:33.190 --> 00:00:33.580]   today
[00:00:33.580 --> 00:00:33.660]  's
[00:00:33.660 --> 00:00:33.960]   show
[00:00:33.960 --> 00:00:34.100]  ,
[00:00:34.100 --> 00:00:34.260]   we
[00:00:34.260 --> 00:00:34.470]  're
[00:00:34.470 --> 00:00:34.990]   talking
[00:00:34.990 --> 00:00:35.140]   to
[00:00:35.140 --> 00:00:35.810]   Corey
[00:00:35.810 --> 00:00:35.810]   Moss
[00:00:35.810 --> 00:00:36.000]  ,
[00:00:36.000 --> 00:00:36.420]   founder
[00:00:36.420 --> 00:00:36.430]   of
[00:00:36.430 --> 00:00:36.580]   The
[00:00:36.580 --> 00:00:36.750]   Bird
[00:00:36.750 --> 00:00:36.840]  ie
[00:00:36.840 --> 00:00:37.000]  .
[00:00:37.000 --> 00:00:37.160]   Hey
[00:00:37.160 --> 00:00:37.160]  ,
[00:00:37.160 --> 00:00:37.310]   Corey
[00:00:37.310 --> 00:00:37.490]  ,
[00:00:37.490 --> 00:00:37.540]   how
[00:00:37.540 --> 00:00:37.590]   are
[00:00:37.590 --> 00:00:37.690]   you
[00:00:37.690 --> 00:00:37.860]   doing
[00:00:37.860 --> 00:00:38.000]  ?
[00:00:38.000 --> 00:00:38.180]   Good
[00:00:38.180 --> 00:00:38.270]  ,
[00:00:38.270 --> 00:00:38.510]   how
[00:00:38.510 --> 00:00:38.530]   are
[00:00:38.530 --> 00:00:38.660]   you
[00:00:38.660 --> 00:00:38.840]   guys
[00:00:38.840 --> 00:00:39.000]  ?
[00:00:39.000 --> 00:00:39.730]   Welcome
