
[00:00:00.000 --> 00:00:00.130]  
[00:00:00.130 --> 00:00:00.830]   This
[00:00:00.830 --> 00:00:01.320]   show
[00:00:01.320 --> 00:00:01.650]   is
[00:00:01.650 --> 00:00:03.650]   distributed
[00:00:03.650 --> 00:00:03.810]   by
[00:00:03.810 --> 00:00:04.310]   Sun
[00:00:04.310 --> 00:00:04.990]  kelt
[00:00:04.990 --> 00:00:05.000]  .
[00:00:05.000 --> 00:00:06.990]   Welcome
[00:00:06.990 --> 00:00:07.000]  !
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.390]   Welcome
[00:00:28.390 --> 00:00:28.500]   to
[00:00:28.500 --> 00:00:28.890]   episode
[00:00:28.890 --> 00:00:29.400]   102
[00:00:29.400 --> 00:00:29.510]   of
[00:00:29.510 --> 00:00:29.730]   Tech
[00:00:29.730 --> 00:00:29.780]  S
[00:00:29.780 --> 00:00:30.000]  ing
[00:00:30.000 --> 00:00:30.090]  h
[00:00:30.090 --> 00:00:30.270]  ,
[00:00:30.270 --> 00:00:30.810]   hosted
[00:00:30.810 --> 00:00:31.000]   by
[00:00:31.000 --> 00:00:31.310]   myself
[00:00:31.310 --> 00:00:31.370]  ,
[00:00:31.370 --> 00:00:31.660]   Justin
[00:00:31.660 --> 00:00:32.000]   Vincent
[00:00:32.000 --> 00:00:32.070]  ,
[00:00:32.070 --> 00:00:32.190]   and
[00:00:32.190 --> 00:00:32.400]   Jason
[00:00:32.400 --> 00:00:32.990]   Roberts
[00:00:32.990 --> 00:00:33.000]  .
[00:00:33.000 --> 00:00:33.130]   On
[00:00:33.130 --> 00:00:33.480]   today
[00:00:33.480 --> 00:00:33.590]  's
[00:00:33.590 --> 00:00:33.850]   show
[00:00:33.850 --> 00:00:33.980]  ,
[00:00:33.980 --> 00:00:34.110]   we
[00:00:34.110 --> 00:00:34.300]  're
[00:00:34.300 --> 00:00:34.830]   chatting
[00:00:34.830 --> 00:00:35.120]   with
[00:00:35.120 --> 00:00:35.350]   Josh
[00:00:35.350 --> 00:00:35.780]   Bern
[00:00:35.780 --> 00:00:35.890]  hard
[00:00:35.890 --> 00:00:36.070]   and
[00:00:36.070 --> 00:00:36.200]   Br
[00:00:36.200 --> 00:00:36.460]  acey
[00:00:36.460 --> 00:00:36.580]   Smith
[00:00:36.580 --> 00:00:37.150]  ,
[00:00:37.150 --> 00:00:37.490]   creators
[00:00:37.490 --> 00:00:37.580]   of
[00:00:37.580 --> 00:00:37.870]   Pione
[00:00:37.870 --> 00:00:38.000]  er
[00:00:38.000 --> 00:00:38.000]   One
[00:00:38.000 --> 00:00:38.000]  .
[00:00:38.000 --> 00:00:38.360]   Pione
[00:00:38.360 --> 00:00:38.760]  er
[00:00:38.760 --> 00:00:38.860]   One
[00:00:38.860 --> 00:00:38.910]   is
[00:00:38.910 --> 00:00:38.980]   a
[00:00:38.980 --> 00:00:39.280]   long
[00:00:39.280 --> 00:00:39.350]  -
[00:00:39.350 --> 00:00:39.650]  form
[00:00:39.650 --> 00:00:39.800]   TV
[00:00:39.800 --> 00:00:40.170]   drama
[00:00:40.170 --> 00:00:41.060]   distributed
[00:00:41.060 --> 00:00:41.250]   via
[00:00:41.250 --> 00:00:41.480]   the
[00:00:41.480 --> 00:00:41.700]   net
[00:00:41.700 --> 00:00:42.000]  .
[00:00:42.000 --> 00:00:42.240]   The
[00:00:42.240 --> 00:00:42.400]   cool
[00:00:42.400 --> 00:00:42.680]   thing
[00:00:42.680 --> 00:00:42.790]   is
[00:00:42.790 --> 00:00:42.900]  ,
[00:00:42.900 --> 00:00:43.180]   these
[00:00:43.180 --> 00:00:43.410]   guys
[00:00:43.410 --> 00:00:43.610]   are
[00:00:43.610 --> 00:00:44.040]   skipping
[00:00:44.040 --> 00:00:44.210]   out
[00:00:44.210 --> 00:00:44.380]   the
[00:00:44.380 --> 00:00:44.490]   TV
[00:00:44.490 --> 00:00:45.200]   networks
[00:00:45.200 --> 00:00:45.230]   and
[00:00:45.230 --> 00:00:46.010]   completely
[00:00:46.010 --> 00:00:46.180]   boot
[00:00:46.180 --> 00:00:46.320]  stra
[00:00:46.320 --> 00:00:46.520]  pping
[00:00:46.520 --> 00:00:46.680]   this
[00:00:46.680 --> 00:00:47.000]   project
[00:00:47.000 --> 00:00:47.090]   by
[00:00:47.090 --> 00:00:47.410]   selling
[00:00:47.410 --> 00:00:47.860]   merchandise
[00:00:47.860 --> 00:00:48.220]  ,
[00:00:48.220 --> 00:00:48.330]   getting
[00:00:48.330 --> 00:00:48.840]   sponsorship
[00:00:48.840 --> 00:00:49.070]  ,
[00:00:49.070 --> 00:00:49.230]   and
[00:00:49.230 --> 00:00:49.390]   raising
[00:00:49.390 --> 00:00:49.810]   donations
[00:00:49.810 --> 00:00:50.000]  .
[00:00:50.000 --> 00:00:50.430]   Hi
[00:00:50.430 --> 00:00:50.450]   guys
[00:00:50.450 --> 00:00:50.590]  ,
[00:00:50.590 --> 00:00:51.080]   welcome
[00:00:51.080 --> 00:00:51.220]   to
[00:00:51.220 --> 00:00:51.430]   the
[00:00:51.430 --> 00:00:51.880]   show
[00:00:51.880 --> 00:00:52.000]  .
[00:00:52.000 --> 00:00:52.290]   Thanks
[00:00:52.290 --> 00:00:52.440]   for
[00:00:52.440 --> 00:00:52.720]   having
[00:00:52.720 --> 00:00:53.000]   us
[00:00:53.000 --> 00:00:53.000]  .
[00:00:53.000 --> 00:00:53.000]  
[00:00:53.000 --> 00:00:53.280]   Yeah
[00:00:53.280 --> 00:00:53.560]   guys
[00:00:53.560 --> 00:00:53.700]  ,
[00:00:53.700 --> 00:00:53.840]   we
[00:00:53.840 --> 00:00:54.050]  're
[00:00:54.050 --> 00:00:54.480]   really
[00:00:54.480 --> 00:00:54.980]   excited
[00:00:54.980 --> 00:00:55.210]   to
[00:00:55.210 --> 00:00:55.400]   have
[00:00:55.400 --> 00:00:55.610]   you
[00:00:55.610 --> 00:00:55.750]   on
[00:00:55.750 --> 00:00:55.960]  .
[00:00:55.960 --> 00:00:56.100]   In
[00:00:56.100 --> 00:00:56.370]   fact
[00:00:56.370 --> 00:00:56.520]  ,
[00:00:56.520 --> 00:00:56.590]   I
[00:00:56.590 --> 00:00:56.800]   was
[00:00:56.800 --> 00:00:57.310]   pretty
[00:00:57.310 --> 00:00:58.020]   surprised
[00:00:58.020 --> 00:00:58.390]   when
[00:00:58.390 --> 00:00:58.490]   I
[00:00:58.490 --> 00:00:59.000]   first
[00:00:59.000 --> 00:00:59.430]   found
[00:00:59.430 --> 00:00:59.690]   out
[00:00:59.690 --> 00:01:00.120]   about
[00:01:00.120 --> 00:01:00.550]   Pione
[00:01:00.550 --> 00:01:00.720]  er
[00:01:00.720 --> 00:01:01.000]   One
