
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.940]   This
[00:00:00.940 --> 00:00:01.320]   show
[00:00:01.320 --> 00:00:01.650]   is
[00:00:01.650 --> 00:00:03.730]   distributed
[00:00:03.730 --> 00:00:03.810]   by
[00:00:03.810 --> 00:00:04.310]   Sun
[00:00:04.310 --> 00:00:04.530]  c
[00:00:04.530 --> 00:00:04.980]  row
[00:00:04.980 --> 00:00:05.000]  .
[00:00:05.000 --> 00:00:07.000]   Welcome
[00:00:07.000 --> 00:00:07.000]  !
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.510]   Welcome
[00:00:28.510 --> 00:00:28.650]   to
[00:00:28.650 --> 00:00:28.940]   Tech
[00:00:28.940 --> 00:00:29.010]  S
[00:00:29.010 --> 00:00:29.230]  ing
[00:00:29.230 --> 00:00:29.300]  h
[00:00:29.300 --> 00:00:30.000]   110
[00:00:30.000 --> 00:00:30.050]  ,
[00:00:30.050 --> 00:00:30.250]   hosted
[00:00:30.250 --> 00:00:30.310]   by
[00:00:30.310 --> 00:00:30.500]   myself
[00:00:30.500 --> 00:00:30.560]  ,
[00:00:30.560 --> 00:00:30.750]   Justin
[00:00:30.750 --> 00:00:31.000]   Vincent
[00:00:31.000 --> 00:00:31.110]  ,
[00:00:31.110 --> 00:00:31.280]   and
[00:00:31.280 --> 00:00:31.570]   Jason
[00:00:31.570 --> 00:00:32.000]   Roberts
[00:00:32.000 --> 00:00:32.000]  .
[00:00:32.000 --> 00:00:32.140]   On
[00:00:32.140 --> 00:00:32.490]   today
[00:00:32.490 --> 00:00:32.650]  's
[00:00:32.650 --> 00:00:32.910]   show
[00:00:32.910 --> 00:00:33.050]  ,
[00:00:33.050 --> 00:00:33.190]   we
[00:00:33.190 --> 00:00:33.400]  're
[00:00:33.400 --> 00:00:33.930]   talking
[00:00:33.930 --> 00:00:34.040]   to
[00:00:34.040 --> 00:00:34.380]   James
[00:00:34.380 --> 00:00:34.590]   Alt
[00:00:34.590 --> 00:00:35.000]  ucher
[00:00:35.000 --> 00:00:35.000]  .
[00:00:35.000 --> 00:00:35.320]   James
