
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.750]   This
[00:00:00.750 --> 00:00:01.030]   show
[00:00:01.030 --> 00:00:01.270]   is
[00:00:01.270 --> 00:00:02.680]   distributed
[00:00:02.680 --> 00:00:02.930]   by
[00:00:02.930 --> 00:00:03.360]   Sun
[00:00:03.360 --> 00:00:03.430]  c
[00:00:03.430 --> 00:00:03.710]  ru
[00:00:03.710 --> 00:00:04.000]  bs
[00:00:04.000 --> 00:00:04.000]  .
[00:00:04.000 --> 00:00:05.000]   Welcome
[00:00:05.000 --> 00:00:05.000]  !
[00:00:26.000 --> 00:00:26.000]  
[00:00:26.000 --> 00:00:26.520]   Welcome
[00:00:26.520 --> 00:00:26.660]   to
[00:00:26.660 --> 00:00:27.180]   episode
[00:00:27.180 --> 00:00:27.620]   22
[00:00:27.620 --> 00:00:27.840]  4
[00:00:27.840 --> 00:00:27.990]   of
[00:00:27.990 --> 00:00:28.280]   Tech
[00:00:28.280 --> 00:00:28.340]  S
[00:00:28.340 --> 00:00:28.560]  ing
[00:00:28.560 --> 00:00:28.630]  h
[00:00:28.630 --> 00:00:28.770]  ,
[00:00:28.770 --> 00:00:29.210]   hosted
[00:00:29.210 --> 00:00:29.350]   by
[00:00:29.350 --> 00:00:29.790]   myself
[00:00:29.790 --> 00:00:29.930]  ,
[00:00:29.930 --> 00:00:30.370]   Justin
[00:00:30.370 --> 00:00:30.990]   Vincent
[00:00:30.990 --> 00:00:31.090]  ,
[00:00:31.090 --> 00:00:31.230]   and
[00:00:31.230 --> 00:00:31.420]   that
[00:00:31.420 --> 00:00:31.560]   guy
[00:00:31.560 --> 00:00:31.760]   over
[00:00:31.760 --> 00:00:31.980]   there
[00:00:31.980 --> 00:00:32.130]  ,
[00:00:32.130 --> 00:00:32.290]   Jason
[00:00:32.290 --> 00:00:32.640]   Roberts
[00:00:32.640 --> 00:00:32.760]  .
[00:00:32.760 --> 00:00:32.880]   Well
[00:00:32.880 --> 00:00:32.930]  ,
[00:00:32.930 --> 00:00:33.050]   good
[00:00:33.050 --> 00:00:33.270]   morning
[00:00:33.270 --> 00:00:33.420]   to
[00:00:33.420 --> 00:00:33.460]   you
[00:00:33.460 --> 00:00:33.480]  ,
[00:00:33.480 --> 00:00:33.630]   Jason
[00:00:33.630 --> 00:00:33.760]  .
[00:00:33.760 --> 00:00:34.070]   How
[00:00:34.070 --> 00:00:34.280]   are
[00:00:34.280 --> 00:00:34.540]   you
[00:00:34.540 --> 00:00:34.970]   doing
[00:00:34.970 --> 00:00:35.320]   with
[00:00:35.320 --> 00:00:35.670]   your
[00:00:35.670 --> 00:00:35.840]   sw
[00:00:35.840 --> 00:00:36.100]  ank
[00:00:36.100 --> 00:00:36.200]  y
[00:00:36.200 --> 00:00:36.440]   new
[00:00:36.440 --> 00:00:37.060]   iPad
[00:00:37.060 --> 00:00:37.520]   keyboard
[00:00:37.520 --> 00:00:37.800]  ?
[00:00:37.800 --> 00:00:38.130]   Yeah
[00:00:38.130 --> 00:00:38.150]  ,
[00:00:38.150 --> 00:00:38.290]   you
[00:00:38.290 --> 00:00:38.510]   like
[00:00:38.510 --> 00:00:38.730]   this
[00:00:38.730 --> 00:00:38.840]  ,
[00:00:38.840 --> 00:00:39.000]   huh
[00:00:39.000 --> 00:00:39.200]  ?
[00:00:39.200 --> 00:00:39.510]   Yeah
[00:00:39.510 --> 00:00:39.590]  ,
[00:00:39.590 --> 00:00:39.820]   pretty
[00:00:39.820 --> 00:00:40.030]   cool
[00:00:40.030 --> 00:00:40.200]  .
[00:00:40.200 --> 00:00:40.520]   Yeah
[00:00:40.520 --> 00:00:40.770]  ,
[00:00:40.770 --> 00:00:40.840]   it
[00:00:40.840 --> 00:00:41.010]  's
[00:00:41.010 --> 00:00:41.080]   a
[00:00:41.080 --> 00:00:41.570]   little
[00:00:41.570 --> 00:00:41.730]  ,
[00:00:41.730 --> 00:00:42.040]   what
[00:00:42.040 --> 00:00:42.190]  's
[00:00:42.190 --> 00:00:42.360]   it
[00:00:42.360 --> 00:00:42.520]  ,
[00:00:42.520 --> 00:00:42.770]   the
[00:00:42.770 --> 00:00:43.000]   Log
[00:00:43.000 --> 00:00:43.110]  ite
[00:00:43.110 --> 00:00:43.800]  ch
[00:00:43.800 --> 00:00:43.880]   Ultra
[00:00:43.880 --> 00:00:44.120]   Slim
[00:00:44.120 --> 00:00:44.760]   keyboard
[00:00:44.760 --> 00:00:45.240]   or
[00:00:45.240 --> 00:00:45.640]   something
[00:00:45.640 --> 00:00:45.960]   like
[00:00:45.960 --> 00:00:46.280]   that
[00:00:46.280 --> 00:00:46.560]  ?
[00:00:46.560 --> 00:00:47.130]   Yeah
[00:00:47.130 --> 00:00:47.560]  .
[00:00:47.560 --> 00:00:48.000]   Yeah
[00:00:48.000 --> 00:00:48.210]  ,
[00:00:48.210 --> 00:00:48.660]   so
[00:00:48.660 --> 00:00:49.000]   Sandy
[00:00:49.000 --> 00:00:49.320]   had
[00:00:49.320 --> 00:00:49.980]   gotten
[00:00:49.980 --> 00:00:50.200]   me
[00:00:50.200 --> 00:00:50.640]   like
[00:00:50.640 --> 00:00:50.750]   a
[00:00:50.750 --> 00:00:50.970]  ,
[00:00:50.970 --> 00:00:51.410]   what
[00:00:51.410 --> 00:00:51.910]   are
[00:00:51.910 --> 00:00:52.290]   those
[00:00:52.290 --> 00:00:52.510]  ,
[00:00:52.510 --> 00:00:53.060]   cases
[00:00:53.060 --> 00:00:53.480]  ?
[00:00:53.480 --> 00:00:53.480]  
[00:00:53.480 --> 00:00:53.830]   Those
[00:00:53.830 --> 00:00:54.090]   like
[00:00:54.090 --> 00:00:54.640]   military
[00:00:54.640 --> 00:00:54.700]  -
[00:00:54.700 --> 00:00:55.090]  grade
[00:00:55.090 --> 00:00:55.380]   cases
[00:00:55.380 --> 00:00:55.610]   for
[00:00:55.610 --> 00:00:55.850]   your
[00:00:55.850 --> 00:00:56.120]   iPad
[00:00:56.120 --> 00:00:56.400]  ?
[00:00:56.400 --> 00:00:57.110]   Yeah
[00:00:57.110 --> 00:00:57.400]  .
[00:00:57.400 --> 00:00:57.700]   Yeah
[00:00:57.700 --> 00:00:57.880]  ,
[00:00:57.880 --> 00:00:58.000]   so
[00:00:58.000 --> 00:00:58.370]   Sandy
[00:00:58.370 --> 00:00:58.580]   got
[00:00:58.580 --> 00:00:58.740]   me
[00:00:58.740 --> 00:00:59.110]   one
[00:00:59.110 --> 00:00:59.190]   of
[00:00:59.190 --> 00:00:59.480]   those
[00:00:59.480 --> 00:00:59.850]   cases
[00:00:59.850 --> 00:01:00.000]  ,
[00:01:00.000 --> 00:01:00.240]   and
[00:01:00.240 --> 00:01:00.380]   I
[00:01:00.380 --> 00:01:00.590]   told
[00:01:00.590 --> 00:01:00.810]   her
[00:01:00.810 --> 00:01:00.960]  ,
[00:01:00.960 --> 00:01:01.180]   you
[00:01:01.180 --> 00:01:01.470]   know
[00:01:01.470 --> 00:01:01.630]  ,
[00:01:01.630 --> 00:01:01.780]   it
[00:01:01.780 --> 00:01:01.930]  's
[00:01:01.930 --> 00:01:02.150]   not
[00:01:02.150 --> 00:01:02.720]   really
[00:01:02.720 --> 00:01:03.110]   something
[00:01:03.110 --> 00:01:03.150]   I
[00:01:03.150 --> 00:01:03.230]  'm
[00:01:03.230 --> 00:01:03.580]   probably
[00:01:03.580 --> 00:01:03.800]   going
[00:01:03.800 --> 00:01:03.880]   to
[00:01:03.880 --> 00:01:04.010]   use
[00:01:04.010 --> 00:01:04.090]   as
[00:01:04.090 --> 00:01:04.250]   much
[00:01:04.250 --> 00:01:04.440]  .
[00:01:04.440 --> 00:01:04.580]   But
[00:01:04.580 --> 00:01:04.770]   what
[00:01:04.770 --> 00:01:04.810]   I
[00:01:04.810 --> 00:01:05.090]   really
[00:01:05.090 --> 00:01:05.370]   wanted
[00:01:05.370 --> 00:01:05.460]  ,
[00:01:05.460 --> 00:01:05.550]   or
[00:01:05.550 --> 00:01:05.740]   what
[00:01:05.740 --> 00:01:05.880]   she
[00:01:05.880 --> 00:01:06.220]   noticed
[00:01:06.220 --> 00:01:06.400]   that
[00:01:06.400 --> 00:01:06.440]   I
[00:01:06.440 --> 00:01:06.630]   also
[00:01:06.630 --> 00:01:06.910]   wanted
[00:01:06.910 --> 00:01:07.020]  ,
[00:01:07.020 --> 00:01:07.330]   because
[00:01:07.330 --> 00:01:07.370]   I
[00:01:07.370 --> 00:01:07.510]   had
[00:01:07.510 --> 00:01:07.600]   it
[00:01:07.600 --> 00:01:07.690]   on
[00:01:07.690 --> 00:01:07.920]   my
[00:01:07.920 --> 00:01:08.280]   list
[00:01:08.280 --> 00:01:08.460]   of
[00:01:08.460 --> 00:01:08.990]   things
[00:01:08.990 --> 00:01:09.180]   to
[00:01:09.180 --> 00:01:09.450]   buy
[00:01:09.450 --> 00:01:09.630]   on
[00:01:09.630 --> 00:01:09.810]   my
[00:01:09.810 --> 00:01:10.370]   little
[00:01:10.370 --> 00:01:10.620]   not
[00:01:10.620 --> 00:01:10.800]  ep
[00:01:10.800 --> 00:01:10.980]  ad
[00:01:10.980 --> 00:01:11.160]  ,
[00:01:11.160 --> 00:01:11.460]   was
[00:01:11.460 --> 00:01:11.790]   this
[00:01:11.790 --> 00:01:12.640]   keyboard
[00:01:12.640 --> 00:01:12.840]  .
[00:01:12.840 --> 00:01:13.290]   Because
[00:01:13.290 --> 00:01:13.350]   I
[00:01:13.350 --> 00:01:13.670]   think
[00:01:13.670 --> 00:01:13.730]   I
[00:01:13.730 --> 00:01:14.310]   mentioned
[00:01:14.310 --> 00:01:14.560]   this
[00:01:14.560 --> 00:01:14.740]  ,
[00:01:14.740 --> 00:01:14.750]   a
[00:01:14.750 --> 00:01:15.120]   friend
[00:01:15.120 --> 00:01:15.240]   of
[00:01:15.240 --> 00:01:15.810]   mine
[00:01:15.810 --> 00:01:15.930]   showed
[00:01:15.930 --> 00:01:15.990]   me
[00:01:15.990 --> 00:01:16.180]   his
[00:01:16.180 --> 00:01:16.300]  ,
[00:01:16.300 --> 00:01:16.490]   and
[00:01:16.490 --> 00:01:16.550]   I
[00:01:16.550 --> 00:01:16.740]   was
[00:01:16.740 --> 00:01:17.560]   immediately
[00:01:17.560 --> 00:01:18.420]   convinced
[00:01:18.420 --> 00:01:18.560]  .
[00:01:18.560 --> 00:01:18.740]   And
[00:01:18.740 --> 00:01:19.000]   were
[00:01:19.000 --> 00:01:19.230]   they
[00:01:19.230 --> 00:01:19.340]  ,
[00:01:19.340 --> 00:01:19.640]   did
[00:01:19.640 --> 00:01:19.760]   they
[00:01:19.760 --> 00:01:20.000]   have
[00:01:20.000 --> 00:01:20.240]   that
[00:01:20.240 --> 00:01:20.480]   same
[00:01:20.480 --> 00:01:20.800]   one
[00:01:20.800 --> 00:01:20.880]  ?
[00:01:20.880 --> 00:01:21.310]   Yeah
[00:01:21.310 --> 00:01:21.440]  ,
[00:01:21.440 --> 00:01:21.720]   the
[00:01:21.720 --> 00:01:22.440]   exact
[00:01:22.440 --> 00:01:22.570]   same
[00:01:22.570 --> 00:01:23.100]   one
[00:01:23.100 --> 00:01:23.160]  .
[00:01:23.160 --> 00:01:23.180]  
[00:01:23.180 --> 00:01:23.280]   It
[00:01:23.280 --> 00:01:23.320]  's
[00:01:23.320 --> 00:01:23.480]   cool
[00:01:23.480 --> 00:01:23.770]   because
[00:01:23.770 --> 00:01:23.930]   like
[00:01:23.930 --> 00:01:24.050]   the
[00:01:24.050 --> 00:01:24.190]   way
[00:01:24.190 --> 00:01:24.410]   that
[00:01:24.410 --> 00:01:24.410]   it
[00:01:24.410 --> 00:01:24.620]   folds
[00:01:24.620 --> 00:01:24.800]   over
[00:01:24.800 --> 00:01:24.900]   the
[00:01:24.900 --> 00:01:25.070]   iPad
[00:01:25.070 --> 00:01:25.140]  ,
[00:01:25.140 --> 00:01:25.220]   it
[00:01:25.220 --> 00:01:25.430]   makes
[00:01:25.430 --> 00:01:25.560]   the
[00:01:25.560 --> 00:01:25.710]   iPad
[00:01:25.710 --> 00:01:25.870]   look
[00:01:25.870 --> 00:01:26.160]   like
[00:01:26.160 --> 00:01:26.210]   a
[00:01:26.210 --> 00:01:26.550]   little
[00:01:26.550 --> 00:01:26.840]   computer
[00:01:26.840 --> 00:01:27.160]  .
[00:01:27.160 --> 00:01:27.820]   It
[00:01:27.820 --> 00:01:27.830]   does
[00:01:27.830 --> 00:01:28.160]  .
[00:01:28.160 --> 00:01:28.730]   Yeah
[00:01:28.730 --> 00:01:29.160]  .
[00:01:29.160 --> 00:01:29.340]   Well
[00:01:29.340 --> 00:01:29.450]  ,
[00:01:29.450 --> 00:01:29.670]   yeah
[00:01:29.670 --> 00:01:29.700]  ,
[00:01:29.700 --> 00:01:29.790]   it
[00:01:29.790 --> 00:01:30.010]   folds
[00:01:30.010 --> 00:01:30.190]   over
[00:01:30.190 --> 00:01:30.320]   and
[00:01:30.320 --> 00:01:30.410]   it
[00:01:30.410 --> 00:01:30.780]   attaches
[00:01:30.780 --> 00:01:31.040]   magnet
[00:01:31.040 --> 00:01:31.310]  ically
[00:01:31.310 --> 00:01:31.480]  .
[00:01:31.480 --> 00:01:31.750]   But
[00:01:31.750 --> 00:01:31.780]  ,
[00:01:31.780 --> 00:01:31.960]   and
[00:01:31.960 --> 00:01:32.080]   it
[00:01:32.080 --> 00:01:32.320]   also
[00:01:32.320 --> 00:01:32.810]   attaches
