
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.970]   This
[00:00:00.970 --> 00:00:01.320]   show
[00:00:01.320 --> 00:00:01.650]   is
[00:00:01.650 --> 00:00:03.760]   distributed
[00:00:03.760 --> 00:00:03.810]   by
[00:00:03.810 --> 00:00:04.310]   Sun
[00:00:04.310 --> 00:00:04.570]  c
[00:00:04.570 --> 00:00:04.800]  ru
[00:00:04.800 --> 00:00:04.990]  x
[00:00:04.990 --> 00:00:05.000]  .
[00:00:05.000 --> 00:00:07.000]   Welcome
[00:00:07.000 --> 00:00:07.000]  !
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.590]   Welcome
[00:00:28.590 --> 00:00:28.760]   to
[00:00:28.760 --> 00:00:29.350]   episode
[00:00:29.350 --> 00:00:30.120]   175
[00:00:30.120 --> 00:00:30.290]   of
[00:00:30.290 --> 00:00:30.630]   Tech
[00:00:30.630 --> 00:00:30.710]  S
[00:00:30.710 --> 00:00:31.000]  ing
[00:00:31.000 --> 00:00:31.040]  ,
[00:00:31.040 --> 00:00:31.180]   hosted
[00:00:31.180 --> 00:00:31.230]   by
[00:00:31.230 --> 00:00:31.400]   myself
[00:00:31.400 --> 00:00:31.500]  ,
[00:00:31.500 --> 00:00:31.880]   Justin
[00:00:31.880 --> 00:00:31.970]   Vincent
[00:00:31.970 --> 00:00:32.000]  ,
[00:00:32.000 --> 00:00:32.380]   and
[00:00:32.380 --> 00:00:33.000]   Jason
[00:00:33.000 --> 00:00:34.000]   Roberts
[00:00:34.000 --> 00:00:34.000]  .
[00:00:34.000 --> 00:00:34.090]   On
[00:00:34.090 --> 00:00:34.320]   today
[00:00:34.320 --> 00:00:34.410]  's
[00:00:34.410 --> 00:00:34.590]   show
[00:00:34.590 --> 00:00:34.670]  ,
[00:00:34.670 --> 00:00:34.770]   we
[00:00:34.770 --> 00:00:34.900]  're
[00:00:34.900 --> 00:00:35.220]   talking
[00:00:35.220 --> 00:00:35.310]   to
[00:00:35.310 --> 00:00:35.630]   William
[00:00:35.630 --> 00:00:35.670]   S
[00:00:35.670 --> 00:00:35.800]  ait
[00:00:35.800 --> 00:00:35.840]  o
[00:00:35.840 --> 00:00:36.000]  ,
[00:00:36.000 --> 00:00:36.740]   author
[00:00:36.740 --> 00:00:37.000]   of
[00:00:37.000 --> 00:00:37.220]   An
[00:00:37.220 --> 00:00:37.440]   Un
[00:00:37.440 --> 00:00:38.210]  program
[00:00:38.210 --> 00:00:38.700]  med
[00:00:38.700 --> 00:00:39.010]   Life
[00:00:39.010 --> 00:00:39.040]  ,
[00:00:39.040 --> 00:00:39.260]   Adventures
[00:00:39.260 --> 00:00:39.360]   of
[00:00:39.360 --> 00:00:39.460]   an
[00:00:39.460 --> 00:00:39.720]   Inc
[00:00:39.720 --> 00:00:39.940]  urable
[00:00:39.940 --> 00:00:40.470]   Entreprene
[00:00:40.470 --> 00:00:40.570]  ur
[00:00:40.570 --> 00:00:40.760]  .
[00:00:40.760 --> 00:00:40.920]   Hey
[00:00:40.920 --> 00:00:41.400]  ,
[00:00:41.400 --> 00:00:41.500]   William
[00:00:41.500 --> 00:00:41.510]  ,
[00:00:41.510 --> 00:00:41.880]   welcome
