
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.970]   This
[00:00:00.970 --> 00:00:01.320]   show
[00:00:01.320 --> 00:00:01.650]   is
[00:00:01.650 --> 00:00:03.760]   distributed
[00:00:03.760 --> 00:00:03.810]   by
[00:00:03.810 --> 00:00:04.310]   Sun
[00:00:04.310 --> 00:00:04.470]  c
[00:00:04.470 --> 00:00:04.990]  row
[00:00:04.990 --> 00:00:05.000]  .
[00:00:05.000 --> 00:00:07.000]   Welcome
[00:00:07.000 --> 00:00:07.000]  !
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.390]   Welcome
[00:00:28.390 --> 00:00:28.500]   to
[00:00:28.500 --> 00:00:28.890]   episode
[00:00:28.890 --> 00:00:29.400]   198
[00:00:29.400 --> 00:00:29.510]   of
[00:00:29.510 --> 00:00:29.730]   Tech
[00:00:29.730 --> 00:00:29.780]  S
[00:00:29.780 --> 00:00:30.000]  ink
[00:00:30.000 --> 00:00:30.110]  ,
[00:00:30.110 --> 00:00:30.440]   hosted
[00:00:30.440 --> 00:00:30.550]   by
[00:00:30.550 --> 00:00:30.880]   myself
[00:00:30.880 --> 00:00:31.000]  ,
[00:00:31.000 --> 00:00:31.460]   Justin
[00:00:31.460 --> 00:00:31.980]   Vincent
[00:00:31.980 --> 00:00:32.110]  ,
[00:00:32.110 --> 00:00:32.330]   and
[00:00:32.330 --> 00:00:32.570]   Jason
[00:00:32.570 --> 00:00:33.000]   Roberts
[00:00:33.000 --> 00:00:33.000]  .
[00:00:33.000 --> 00:00:33.220]   Well
[00:00:33.220 --> 00:00:33.330]  ,
[00:00:33.330 --> 00:00:33.610]   Jason
[00:00:33.610 --> 00:00:33.810]  ,
[00:00:33.810 --> 00:00:33.890]   how
[00:00:33.890 --> 00:00:34.060]   are
[00:00:34.060 --> 00:00:34.230]   you
[00:00:34.230 --> 00:00:34.540]   doing
[00:00:34.540 --> 00:00:34.790]   today
[00:00:34.790 --> 00:00:35.000]  ?
[00:00:35.000 --> 00:00:35.410]   Doing
[00:00:35.410 --> 00:00:35.740]   well
[00:00:35.740 --> 00:00:36.000]  .
[00:00:36.000 --> 00:00:36.120]   It
[00:00:36.120 --> 00:00:36.240]  's
[00:00:36.240 --> 00:00:36.250]   been
[00:00:36.250 --> 00:00:36.280]   a
[00:00:36.280 --> 00:00:36.610]   productive
[00:00:36.610 --> 00:00:36.770]   day
[00:00:36.770 --> 00:00:36.770]   so
[00:00:36.770 --> 00:00:36.930]   far
[00:00:36.930 --> 00:00:37.000]  .
[00:00:37.000 --> 00:00:38.000]   Awesome
[00:00:38.000 --> 00:00:38.000]  .
[00:00:38.000 --> 00:00:38.050]   I
[00:00:38.050 --> 00:00:38.200]   got
[00:00:38.200 --> 00:00:38.470]   out
[00:00:38.470 --> 00:00:38.520]   of
[00:00:38.520 --> 00:00:38.630]   the
[00:00:38.630 --> 00:00:38.840]   gate
[00:00:38.840 --> 00:00:39.050]   like
[00:00:39.050 --> 00:00:39.150]   at
[00:00:39.150 --> 00:00:39.360]   8
[00:00:39.360 --> 00:00:39.470]  .
[00:00:39.470 --> 00:00:39.840]  30
[00:00:39.840 --> 00:00:40.060]  .
[00:00:40.060 --> 00:00:40.170]   So
