
[00:00:00.000 --> 00:00:00.940]  
[00:00:00.940 --> 00:00:04.190]   [
[00:00:04.190 --> 00:00:24.000]  Music
[00:00:24.000 --> 00:00:28.000]  ]
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.890]   Welcome
[00:00:28.890 --> 00:00:29.140]   to
[00:00:29.140 --> 00:00:30.030]   episode
[00:00:30.030 --> 00:00:30.790]   11
[00:00:30.790 --> 00:00:31.170]  8
[00:00:31.170 --> 00:00:31.420]   of
[00:00:31.420 --> 00:00:31.930]   Tech
[00:00:31.930 --> 00:00:32.050]  S
[00:00:32.050 --> 00:00:32.480]  ing
[00:00:32.480 --> 00:00:32.500]  ,
[00:00:32.500 --> 00:00:32.560]   hosted
[00:00:32.560 --> 00:00:32.590]   by
[00:00:32.590 --> 00:00:32.660]   myself
[00:00:32.660 --> 00:00:32.680]  ,
[00:00:32.680 --> 00:00:32.750]   Justin
[00:00:32.750 --> 00:00:32.830]   Vincent
[00:00:32.830 --> 00:00:32.850]  ,
[00:00:32.850 --> 00:00:32.880]   and
[00:00:32.880 --> 00:00:32.930]   Jason
[00:00:32.930 --> 00:00:33.040]   Roberts
[00:00:33.040 --> 00:00:33.040]  .
[00:00:33.040 --> 00:00:33.190]   On
[00:00:33.190 --> 00:00:33.430]   today
[00:00:33.430 --> 00:00:33.500]  's
[00:00:33.500 --> 00:00:33.720]   show
[00:00:33.720 --> 00:00:33.810]  ,
[00:00:33.810 --> 00:00:33.910]   we
[00:00:33.910 --> 00:00:34.070]  're
[00:00:34.070 --> 00:00:34.430]   talking
[00:00:34.430 --> 00:00:34.520]   to
[00:00:34.520 --> 00:00:34.780]   Kevin
[00:00:34.780 --> 00:00:34.830]   O
[00:00:34.830 --> 00:00:34.880]  '
[00:00:34.880 --> 00:00:35.180]  Con
[00:00:35.180 --> 00:00:35.180]  nor
[00:00:35.180 --> 00:00:35.510]  ,
[00:00:35.510 --> 00:00:35.740]   founder
[00:00:35.740 --> 00:00:35.840]   of
[00:00:35.840 --> 00:00:36.050]   Find
[00:00:36.050 --> 00:00:36.210]   the
[00:00:36.210 --> 00:00:36.420]   Best
[00:00:36.420 --> 00:00:36.560]  ,
[00:00:36.560 --> 00:00:36.800]   the
[00:00:36.800 --> 00:00:37.090]   Compare
[00:00:37.090 --> 00:00:37.510]   Anything
[00:00:37.510 --> 00:00:37.930]   Engine
[00:00:37.930 --> 00:00:38.090]  ,
[00:00:38.090 --> 00:00:38.110]   and
[00:00:38.110 --> 00:00:38.410]   Double
[00:00:38.410 --> 00:00:38.510]  Cl
[00:00:38.510 --> 00:00:38.680]  ick
[00:00:38.680 --> 00:00:38.840]  ,
[00:00:38.840 --> 00:00:38.930]   a
[00:00:38.930 --> 00:00:39.110]   company
[00:00:39.110 --> 00:00:39.280]   that
[00:00:39.280 --> 00:00:39.440]   was
[00:00:39.440 --> 00:00:40.000]   subsequently
[00:00:40.000 --> 00:00:40.210]   sold
[00:00:40.210 --> 00:00:40.350]   to
[00:00:40.350 --> 00:00:40.640]   Google
[00:00:40.640 --> 00:00:40.780]   for
[00:00:40.780 --> 00:00:40.870]   $
[00:00:40.870 --> 00:00:40.960]  3
[00:00:40.960 --> 00:00:41.110]  .
[00:00:41.110 --> 00:00:41.240]  2
[00:00:41.240 --> 00:00:41.580]   billion
[00:00:41.580 --> 00:00:41.940]  .
[00:00:41.940 --> 00:00:41.980]   Need
[00:00:41.980 --> 00:00:42.030]   I
[00:00:42.030 --> 00:00:42.190]   say
[00:00:42.190 --> 00:00:42.410]   more
[00:00:42.410 --> 00:00:42.680]  ?
[00:00:42.680 --> 00:00:42.680]   Hi
[00:00:42.680 --> 00:00:43.050]  ,
[00:00:43.050 --> 00:00:43.050]   Kevin
[00:00:43.050 --> 00:00:43.200]  ,
[00:00:43.200 --> 00:00:43.310]   and
[00:00:43.310 --> 00:00:43.690]   welcome
[00:00:43.690 --> 00:00:43.800]   to
[00:00:43.800 --> 00:00:43.960]   the
[00:00:43.960 --> 00:00:44.400]   show
[00:00:44.400 --> 00:00:44.400]  .
[00:00:44.400 --> 00:00:44.630]   Good
[00:00:44.630 --> 00:00:44.770]   to
[00:00:44.770 --> 00:00:44.850]   be
[00:00:44.850 --> 00:00:45.060]   here
[00:00:45.060 --> 00:00:45.410]  .
[00:00:45.410 --> 00:00:45.430]   Hope
[00:00:45.430 --> 00:00:45.570]   you
[00:00:45.570 --> 00:00:45.620]   say
[00:00:45.620 --> 00:00:45.700]   a
[00:00:45.700 --> 00:00:45.860]   little
[00:00:45.860 --> 00:00:45.960]   bit
[00:00:45.960 --> 00:00:46.100]   more
[00:00:46.100 --> 00:00:46.240]  .
[00:00:46.240 --> 00:00:46.420]   So
[00:00:46.420 --> 00:00:46.600]  ,
[00:00:46.600 --> 00:00:47.060]   Kevin
[00:00:47.060 --> 00:00:47.240]  ,
[00:00:47.240 --> 00:00:47.510]   you
[00:00:47.510 --> 00:00:47.880]   have
[00:00:47.880 --> 00:00:48.340]   quite
[00:00:48.340 --> 00:00:48.520]   an
[00:00:48.520 --> 00:00:49.440]   extensive
[00:00:49.440 --> 00:00:50.340]   background
[00:00:50.340 --> 00:00:50.400]  ,
[00:00:50.400 --> 00:00:50.800]   and
[00:00:50.800 --> 00:00:50.960]   I
[00:00:50.960 --> 00:00:51.750]   guess
[00:00:51.750 --> 00:00:52.840]   maybe
[00:00:52.840 --> 00:00:52.880]   before
[00:00:52.880 --> 00:00:53.040]   we
[00:00:53.040 --> 00:00:53.200]   get
[00:00:53.200 --> 00:00:53.550]   into
[00:00:53.550 --> 00:00:54.080]   your
[00:00:54.080 --> 00:00:54.080]  ,
[00:00:54.720 --> 00:00:54.850]  
[00:00:54.850 --> 00:00:54.880]   you
[00:00:54.880 --> 00:00:55.090]   know
[00:00:55.090 --> 00:00:55.190]  ,
[00:00:55.190 --> 00:00:55.350]   the
[00:00:55.350 --> 00:00:55.620]   more
[00:00:55.620 --> 00:00:55.880]   recent
[00:00:55.880 --> 00:00:56.200]   things
[00:00:56.200 --> 00:00:56.410]   that
[00:00:56.410 --> 00:00:56.570]   you
[00:00:56.570 --> 00:00:56.760]  've
[00:00:56.760 --> 00:00:56.940]   been
[00:00:56.940 --> 00:00:57.040]   up
[00:00:57.040 --> 00:00:57.140]   to
[00:00:57.140 --> 00:00:57.240]  ,
[00:00:57.240 --> 00:00:57.330]   I
[00:00:57.330 --> 00:00:57.600]   think
[00:00:57.600 --> 00:00:57.670]   it
[00:00:57.670 --> 00:00:57.750]  'd
[00:00:57.750 --> 00:00:57.850]   be
[00:00:57.850 --> 00:00:58.160]   nice
[00:00:58.160 --> 00:00:58.290]   to
[00:00:58.290 --> 00:00:58.400]   hear
[00:00:58.400 --> 00:00:58.480]   a
[00:00:58.480 --> 00:00:58.560]   little
[00:00:58.560 --> 00:00:58.720]   bit
[00:00:58.720 --> 00:00:58.830]   of
[00:00:58.830 --> 00:00:59.050]   your
[00:00:59.050 --> 00:00:59.660]   background
[00:00:59.660 --> 00:00:59.820]   from
[00:00:59.820 --> 00:01:00.090]   maybe
[00:01:00.090 --> 00:01:00.250]   how
[00:01:00.250 --> 00:01:00.410]   you
[00:01:00.410 --> 00:01:00.790]   started
[00:01:00.790 --> 00:01:00.900]   in
[00:01:00.900 --> 00:01:01.450]   technology
[00:01:01.450 --> 00:01:01.610]   and
[00:01:01.610 --> 00:01:01.840]   what
[00:01:01.840 --> 00:01:02.080]   were
[00:01:02.080 --> 00:01:02.260]   some
[00:01:02.260 --> 00:01:02.360]   of
[00:01:02.360 --> 00:01:02.560]   your
[00:01:02.560 --> 00:01:02.800]   first
[00:01:02.800 --> 00:01:03.900]   entrepreneurial
[00:01:03.900 --> 00:01:04.190]   vent
[00:01:04.190 --> 00:01:04.720]  ures
[00:01:04.720 --> 00:01:04.760]  .
[00:01:04.760 --> 00:01:04.850]   I
[00:01:04.850 --> 00:01:04.860]  'm
