
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.750]   This
[00:00:00.750 --> 00:00:01.030]   show
[00:00:01.030 --> 00:00:01.270]   is
[00:00:01.270 --> 00:00:02.680]   distributed
[00:00:02.680 --> 00:00:02.930]   by
[00:00:02.930 --> 00:00:03.360]   Sun
[00:00:03.360 --> 00:00:03.430]  c
[00:00:03.430 --> 00:00:03.710]  ru
[00:00:03.710 --> 00:00:04.000]  bs
[00:00:04.000 --> 00:00:04.000]  .
[00:00:04.000 --> 00:00:05.000]   Welcome
[00:00:05.000 --> 00:00:05.000]  !
[00:00:26.000 --> 00:00:26.000]  
[00:00:26.000 --> 00:00:26.430]   Welcome
[00:00:26.430 --> 00:00:26.550]   to
[00:00:26.550 --> 00:00:26.980]   episode
[00:00:26.980 --> 00:00:27.350]   23
[00:00:27.350 --> 00:00:27.540]  6
[00:00:27.540 --> 00:00:27.640]   of
[00:00:27.640 --> 00:00:27.830]   Tex
[00:00:27.830 --> 00:00:28.010]  ing
[00:00:28.010 --> 00:00:28.130]  ,
[00:00:28.130 --> 00:00:28.500]   hosted
[00:00:28.500 --> 00:00:28.620]   by
[00:00:28.620 --> 00:00:28.990]   myself
[00:00:28.990 --> 00:00:29.110]  ,
[00:00:29.110 --> 00:00:29.480]   Justin
[00:00:29.480 --> 00:00:29.910]   Vincent
[00:00:29.910 --> 00:00:30.030]  ,
[00:00:30.030 --> 00:00:30.210]   and
[00:00:30.210 --> 00:00:30.510]   Jason
[00:00:30.510 --> 00:00:30.990]   Roberts
[00:00:30.990 --> 00:00:31.000]  .
[00:00:31.000 --> 00:00:31.460]   Hey
[00:00:31.460 --> 00:00:31.600]   Jason
[00:00:31.600 --> 00:00:31.730]  ,
[00:00:31.730 --> 00:00:31.950]   how
[00:00:31.950 --> 00:00:32.170]   are
[00:00:32.170 --> 00:00:32.390]   you
[00:00:32.390 --> 00:00:32.900]   doing
[00:00:32.900 --> 00:00:33.000]  ?
[00:00:33.000 --> 00:00:33.300]   Doing
[00:00:33.300 --> 00:00:33.720]   alright
[00:00:33.720 --> 00:00:33.840]  ,
[00:00:33.840 --> 00:00:34.010]   how
[00:00:34.010 --> 00:00:34.270]   about
[00:00:34.270 --> 00:00:34.900]   yourself
[00:00:34.900 --> 00:00:35.000]  ?
[00:00:35.000 --> 00:00:35.180]   Doing
[00:00:35.180 --> 00:00:35.400]   pretty
[00:00:35.400 --> 00:00:35.570]   good
[00:00:35.570 --> 00:00:35.610]  ,
[00:00:35.610 --> 00:00:35.830]   pretty
[00:00:35.830 --> 00:00:36.000]   good
[00:00:36.000 --> 00:00:36.000]  .
[00:00:36.000 --> 00:00:36.170]   A
[00:00:36.170 --> 00:00:36.430]   little
[00:00:36.430 --> 00:00:36.610]   bit
[00:00:36.610 --> 00:00:36.740]   of
[00:00:36.740 --> 00:00:36.790]   a
[00:00:36.790 --> 00:00:37.160]   rushed
[00:00:37.160 --> 00:00:37.590]   morning
[00:00:37.590 --> 00:00:38.000]   though
[00:00:38.000 --> 00:00:38.000]  .
[00:00:38.000 --> 00:00:39.000]   Yep
[00:00:39.000 --> 00:00:39.000]  .
[00:00:39.000 --> 00:00:39.190]   So
[00:00:39.190 --> 00:00:39.380]   we
[00:00:39.380 --> 00:00:39.690]   had
[00:00:39.690 --> 00:00:39.860]   to
[00:00:39.860 --> 00:00:40.410]   adjust
[00:00:40.410 --> 00:00:41.250]   our
[00:00:41.250 --> 00:00:41.600]   recording
[00:00:41.600 --> 00:00:42.000]   time
[00:00:42.000 --> 00:00:43.060]   because
[00:00:43.060 --> 00:00:43.130]   I
[00:00:43.130 --> 00:00:43.320]   just
[00:00:43.320 --> 00:00:44.000]   remembered
[00:00:44.000 --> 00:00:44.060]  ,
[00:00:44.060 --> 00:00:44.090]   I
[00:00:44.090 --> 00:00:44.280]   always
[00:00:44.280 --> 00:00:44.550]   forget
[00:00:44.550 --> 00:00:44.590]   that
[00:00:44.590 --> 00:00:44.680]   we
[00:00:44.680 --> 00:00:45.110]   have
[00:00:45.110 --> 00:00:45.210]   a
[00:00:45.210 --> 00:00:46.370]   Friday
[00:00:46.370 --> 00:00:46.820]   afternoon
[00:00:46.820 --> 00:00:47.250]   Uber
[00:00:47.250 --> 00:00:48.550]   weekly
[00:00:48.550 --> 00:00:48.640]   meeting
[00:00:48.640 --> 00:00:49.000]  .
[00:00:49.000 --> 00:00:49.220]   Well
[00:00:49.220 --> 00:00:49.330]  ,
[00:00:49.330 --> 00:00:49.570]   that
[00:00:49.570 --> 00:00:49.660]  's
[00:00:49.660 --> 00:00:49.820]   not
[00:00:49.820 --> 00:00:49.900]   a
[00:00:49.900 --> 00:00:50.090]   good
[00:00:50.090 --> 00:00:50.390]   thing
[00:00:50.390 --> 00:00:50.470]   to
[00:00:50.470 --> 00:00:50.950]   forget
[00:00:50.950 --> 00:00:51.000]  .
[00:00:51.000 --> 00:00:51.000]  
[00:00:51.000 --> 00:00:51.250]   Yeah
[00:00:51.250 --> 00:00:51.460]  ,
[00:00:51.460 --> 00:00:51.640]   well
[00:00:51.640 --> 00:00:51.750]   we
[00:00:51.750 --> 00:00:51.940]   had
[00:00:51.940 --> 00:00:52.060]  ,
[00:00:52.060 --> 00:00:52.120]   I
[00:00:52.120 --> 00:00:52.310]   had
[00:00:52.310 --> 00:00:52.890]   forgotten
[00:00:52.890 --> 00:00:53.070]   it
[00:00:53.070 --> 00:00:53.270]   like
[00:00:53.270 --> 00:00:53.330]   a
[00:00:53.330 --> 00:00:53.780]   couple
[00:00:53.780 --> 00:00:54.030]   weeks
[00:00:54.030 --> 00:00:54.220]   ago
[00:00:54.220 --> 00:00:54.340]  ,
[00:00:54.340 --> 00:00:54.530]   and
[00:00:54.530 --> 00:00:54.780]   then
[00:00:54.780 --> 00:00:55.030]   last
[00:00:55.030 --> 00:00:55.280]   week
[00:00:55.280 --> 00:00:55.350]   I
[00:00:55.350 --> 00:00:55.760]   couldn
[00:00:55.760 --> 00:00:56.000]  't
[00:00:56.000 --> 00:00:56.410]   attend
[00:00:56.410 --> 00:00:56.880]   because
[00:00:56.880 --> 00:00:57.010]   we
[00:00:57.010 --> 00:00:57.280]   were
[00:00:57.280 --> 00:00:57.620]   going
[00:00:57.620 --> 00:00:57.890]   down
[00:00:57.890 --> 00:00:58.020]   to
[00:00:58.020 --> 00:00:58.220]   San
[00:00:58.220 --> 00:00:58.560]   Diego
[00:00:58.560 --> 00:00:58.690]  ,
[00:00:58.690 --> 00:00:58.890]   and
[00:00:58.890 --> 00:00:59.240]   today
[00:00:59.240 --> 00:00:59.360]   we
[00:00:59.360 --> 00:00:59.690]   had
[00:00:59.690 --> 00:00:59.730]   it
[00:00:59.730 --> 00:01:00.300]   scheduled
[00:01:00.300 --> 00:01:00.500]   and
[00:01:00.500 --> 00:01:00.700]   you
[00:01:00.700 --> 00:01:01.000]  're
[00:01:01.000 --> 00:01:02.000]   like
[00:01:02.000 --> 00:01:02.000]  ,
[00:01:02.000 --> 00:01:02.110]   and
[00:01:02.110 --> 00:01:02.260]   then
[00:01:02.260 --> 00:01:02.290]   I
[00:01:02.290 --> 00:01:02.680]   remembered
[00:01:02.680 --> 00:01:02.750]  ,
[00:01:02.750 --> 00:01:02.820]   we
[00:01:02.820 --> 00:01:02.930]   had
[00:01:02.930 --> 00:01:03.300]   scheduled
[00:01:03.300 --> 00:01:03.350]   it
[00:01:03.350 --> 00:01:03.460]   for
[00:01:03.460 --> 00:01:03.650]   three
[00:01:03.650 --> 00:01:03.730]  ,
[00:01:03.730 --> 00:01:04.050]   normally
[00:01:04.050 --> 00:01:04.100]   we
[00:01:04.100 --> 00:01:04.170]   do
[00:01:04.170 --> 00:01:04.240]   it
[00:01:04.240 --> 00:01:04.330]   on
[00:01:04.330 --> 00:01:04.420]   the
[00:01:04.420 --> 00:01:04.730]   weekends
[00:01:04.730 --> 00:01:05.000]  .
[00:01:05.000 --> 00:01:05.170]   The
[00:01:05.170 --> 00:01:05.520]   reason
[00:01:05.520 --> 00:01:05.690]   why
[00:01:05.690 --> 00:01:05.800]   is
[00:01:05.800 --> 00:01:06.210]   because
[00:01:06.210 --> 00:01:06.260]   I
[00:01:06.260 --> 00:01:06.430]  've
[00:01:06.430 --> 00:01:06.600]   got
[00:01:06.600 --> 00:01:06.790]   my
[00:01:06.790 --> 00:01:06.950]   good
[00:01:06.950 --> 00:01:07.350]   buddies
[00:01:07.350 --> 00:01:07.660]   Sarah
[00:01:07.660 --> 00:01:07.810]   and
[00:01:07.810 --> 00:01:08.100]   Shane
[00:01:08.100 --> 00:01:08.270]   and
[00:01:08.270 --> 00:01:08.500]   Jude
[00:01:08.500 --> 00:01:08.610]  ,
[00:01:08.610 --> 00:01:09.000]   their
[00:01:09.000 --> 00:01:09.000]   little
[00:01:09.000 --> 00:01:09.290]   baby
[00:01:09.290 --> 00:01:09.360]  ,
[00:01:09.360 --> 00:01:09.600]   they
[00:01:09.600 --> 00:01:09.780]  're
[00:01:09.780 --> 00:01:10.310]   coming
[00:01:10.310 --> 00:01:10.380]   over
[00:01:10.380 --> 00:01:10.500]   to
[00:01:10.500 --> 00:01:10.760]   stay
[00:01:10.760 --> 00:01:10.980]   with
[00:01:10.980 --> 00:01:11.100]   us
[00:01:11.100 --> 00:01:11.280]   for
[00:01:11.280 --> 00:01:11.460]   two
[00:01:11.460 --> 00:01:11.760]   weeks
[00:01:11.760 --> 00:01:12.000]  .
[00:01:12.000 --> 00:01:12.080]   So
[00:01:12.080 --> 00:01:12.240]   it
[00:01:12.240 --> 00:01:12.380]  's
[00:01:12.380 --> 00:01:12.460]   going
[00:01:12.460 --> 00:01:12.540]   to
[00:01:12.540 --> 00:01:12.620]   be
[00:01:12.620 --> 00:01:12.880]   really
[00:01:12.880 --> 00:01:13.330]   difficult
[00:01:13.330 --> 00:01:13.360]   to
[00:01:13.360 --> 00:01:13.440]   do
[00:01:13.440 --> 00:01:13.480]   a
[00:01:13.480 --> 00:01:13.800]   podcast
[00:01:13.800 --> 00:01:14.010]   under
[00:01:14.010 --> 00:01:14.330]   those
[00:01:14.330 --> 00:01:14.810]   circumstances
[00:01:14.810 --> 00:01:15.000]  ,
[00:01:15.000 --> 00:01:16.000]   so
[00:01:16.000 --> 00:01:16.000]   I
[00:01:16.000 --> 00:01:16.340]   wanted
[00:01:16.340 --> 00:01:16.440]   to
[00:01:16.440 --> 00:01:16.600]   get
[00:01:16.600 --> 00:01:16.820]   it
[00:01:16.820 --> 00:01:16.890]   in
[00:01:16.890 --> 00:01:17.150]   before
[00:01:17.150 --> 00:01:17.540]   that
[00:01:17.540 --> 00:01:17.840]   happened
[00:01:17.840 --> 00:01:18.000]  .
[00:01:18.000 --> 00:01:18.210]  
[00:01:18.210 --> 00:01:18.460]   Right
[00:01:18.460 --> 00:01:18.640]  ,
[00:01:18.640 --> 00:01:18.820]   so
[00:01:18.820 --> 00:01:19.180]   that
[00:01:19.180 --> 00:01:19.380]  's
[00:01:19.380 --> 00:01:19.630]   why
[00:01:19.630 --> 00:01:19.810]  ,
[00:01:19.810 --> 00:01:20.070]   and
[00:01:20.070 --> 00:01:20.660]   then
[00:01:20.660 --> 00:01:20.830]   when
[00:01:20.830 --> 00:01:20.890]   I
[00:01:20.890 --> 00:01:21.810]   remembered
[00:01:21.810 --> 00:01:22.170]   that
[00:01:22.170 --> 00:01:22.260]   I
[00:01:22.260 --> 00:01:22.650]   have
[00:01:22.650 --> 00:01:22.890]   the
[00:01:22.890 --> 00:01:23.210]   3
[00:01:23.210 --> 00:01:23.460]  .
[00:01:23.460 --> 00:01:23.980]  30
[00:01:23.980 --> 00:01:24.510]   Uber
[00:01:24.510 --> 00:01:24.700]   call
[00:01:24.700 --> 00:01:25.000]  ,
[00:01:25.000 --> 00:01:25.120]   I
[00:01:25.120 --> 00:01:25.610]   was
[00:01:25.610 --> 00:01:26.000]   like
[00:01:26.000 --> 00:01:26.000]  ,
[00:01:26.000 --> 00:01:26.180]   oh
[00:01:26.180 --> 00:01:26.570]   crap
[00:01:26.570 --> 00:01:26.840]  ,
[00:01:26.840 --> 00:01:27.170]   which
[00:01:27.170 --> 00:01:27.710]   sucked
[00:01:27.710 --> 00:01:28.340]   because
[00:01:28.340 --> 00:01:28.450]   I
[00:01:28.450 --> 00:01:28.790]   need
[00:01:28.790 --> 00:01:29.130]   a
[00:01:29.130 --> 00:01:29.510]   certain
[00:01:29.510 --> 00:01:30.050]   amount
[00:01:30.050 --> 00:01:30.230]   of
[00:01:30.230 --> 00:01:30.770]   time
[00:01:30.770 --> 00:01:31.040]   to
[00:01:31.040 --> 00:01:31.100]   get
[00:01:31.100 --> 00:01:31.220]   my
[00:01:31.220 --> 00:01:31.670]   links
[00:01:31.670 --> 00:01:31.940]   and
[00:01:31.940 --> 00:01:33.000]   information
[00:01:33.000 --> 00:01:33.580]   together
[00:01:33.580 --> 00:01:33.680]  ,
[00:01:33.680 --> 00:01:34.360]   especially
[00:01:34.360 --> 00:01:34.630]   when
[00:01:34.630 --> 00:01:34.760]   it
[00:01:34.760 --> 00:01:34.890]  's
[00:01:34.890 --> 00:01:35.160]   such
[00:01:35.160 --> 00:01:35.250]   a
[00:01:35.250 --> 00:01:35.490]   huge
[00:01:35.490 --> 00:01:35.820]   story
[00:01:35.820 --> 00:01:35.960]   as
[00:01:35.960 --> 00:01:36.160]   the
[00:01:36.160 --> 00:01:36.440]   NSA
