
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.970]   This
[00:00:00.970 --> 00:00:01.320]   show
[00:00:01.320 --> 00:00:01.650]   is
[00:00:01.650 --> 00:00:03.760]   distributed
[00:00:03.760 --> 00:00:03.810]   by
[00:00:03.810 --> 00:00:04.310]   Sun
[00:00:04.310 --> 00:00:04.470]  c
[00:00:04.470 --> 00:00:04.990]  row
[00:00:04.990 --> 00:00:05.000]  .
[00:00:05.000 --> 00:00:07.000]   Welcome
[00:00:07.000 --> 00:00:07.000]  !
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.390]   Welcome
[00:00:28.390 --> 00:00:28.500]   to
[00:00:28.500 --> 00:00:28.890]   episode
[00:00:28.890 --> 00:00:29.230]   18
[00:00:29.230 --> 00:00:29.400]  3
[00:00:29.400 --> 00:00:29.510]   of
[00:00:29.510 --> 00:00:29.730]   Tech
[00:00:29.730 --> 00:00:29.780]  S
[00:00:29.780 --> 00:00:30.000]  ing
[00:00:30.000 --> 00:00:30.240]  ,
[00:00:30.240 --> 00:00:31.000]   hosted
[00:00:31.000 --> 00:00:31.070]   by
[00:00:31.070 --> 00:00:31.300]   myself
[00:00:31.300 --> 00:00:31.360]  ,
[00:00:31.360 --> 00:00:31.600]   Justin
[00:00:31.600 --> 00:00:31.990]   Vincent
[00:00:31.990 --> 00:00:32.120]  ,
[00:00:32.120 --> 00:00:32.330]   and
[00:00:32.330 --> 00:00:32.640]   Jason
[00:00:32.640 --> 00:00:32.980]   Roberts
[00:00:32.980 --> 00:00:33.000]  .
[00:00:33.000 --> 00:00:33.210]   And
[00:00:33.210 --> 00:00:33.350]   on
[00:00:33.350 --> 00:00:33.720]   today
[00:00:33.720 --> 00:00:33.850]  's
[00:00:33.850 --> 00:00:34.140]   show
[00:00:34.140 --> 00:00:34.280]  ,
[00:00:34.280 --> 00:00:34.420]   we
[00:00:34.420 --> 00:00:34.540]   have
[00:00:34.540 --> 00:00:34.910]   a
[00:00:34.910 --> 00:00:35.070]   very
[00:00:35.070 --> 00:00:35.610]   special
[00:00:35.610 --> 00:00:36.000]   guest
[00:00:36.000 --> 00:00:36.270]  ,
[00:00:36.270 --> 00:00:36.570]   Jason
[00:00:36.570 --> 00:00:37.280]   Cohen
[00:00:37.280 --> 00:00:37.400]  ,
[00:00:37.400 --> 00:00:37.700]   who
[00:00:37.700 --> 00:00:37.990]   is
[00:00:37.990 --> 00:00:38.220]   a
[00:00:38.220 --> 00:00:38.360]   very
[00:00:38.360 --> 00:00:39.000]   excellent
[00:00:39.000 --> 00:00:40.000]   entrepreneur
[00:00:40.000 --> 00:00:40.000]  ,
[00:00:40.000 --> 00:00:40.200]   and
[00:00:40.200 --> 00:00:40.470]   gave
[00:00:40.470 --> 00:00:40.550]   a
[00:00:40.550 --> 00:00:41.210]   fantastic
[00:00:41.210 --> 00:00:41.480]   talk
[00:00:41.480 --> 00:00:41.560]   at
[00:00:41.560 --> 00:00:41.930]   Micro
[00:00:41.930 --> 00:00:42.160]  Conf
[00:00:42.160 --> 00:00:43.000]   recently
[00:00:43.000 --> 00:00:43.000]  .
[00:00:43.000 --> 00:00:43.210]   Hey
[00:00:43.210 --> 00:00:43.270]   Jason
