
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.970]   This
[00:00:00.970 --> 00:00:01.320]   show
[00:00:01.320 --> 00:00:01.650]   is
[00:00:01.650 --> 00:00:03.760]   distributed
[00:00:03.760 --> 00:00:03.810]   by
[00:00:03.810 --> 00:00:04.310]   Sun
[00:00:04.310 --> 00:00:04.470]  c
[00:00:04.470 --> 00:00:04.990]  row
[00:00:04.990 --> 00:00:05.000]  .
[00:00:05.000 --> 00:00:07.000]   Welcome
[00:00:07.000 --> 00:00:07.000]  !
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.390]   Welcome
[00:00:28.390 --> 00:00:28.500]   to
[00:00:28.500 --> 00:00:28.910]   episode
[00:00:28.910 --> 00:00:29.230]   19
[00:00:29.230 --> 00:00:29.400]  3
[00:00:29.400 --> 00:00:29.510]   of
[00:00:29.510 --> 00:00:29.730]   Tech
[00:00:29.730 --> 00:00:29.780]  S
[00:00:29.780 --> 00:00:30.000]  ing
[00:00:30.000 --> 00:00:30.110]  h
[00:00:30.110 --> 00:00:30.330]  ,
[00:00:30.330 --> 00:00:31.020]   hosted
[00:00:31.020 --> 00:00:31.080]   by
[00:00:31.080 --> 00:00:31.340]   myself
[00:00:31.340 --> 00:00:31.420]  ,
[00:00:31.420 --> 00:00:31.680]   Justin
[00:00:31.680 --> 00:00:32.000]   Vincent
[00:00:32.000 --> 00:00:32.190]  ,
[00:00:32.190 --> 00:00:32.540]   and
[00:00:32.540 --> 00:00:32.880]   Jason
[00:00:32.880 --> 00:00:32.930]   Rob
[00:00:32.930 --> 00:00:32.980]  ert
[00:00:32.980 --> 00:00:33.000]  s
[00:00:33.000 --> 00:00:33.000]  .
[00:00:33.000 --> 00:00:33.130]   In
[00:00:33.130 --> 00:00:33.460]   today
[00:00:33.460 --> 00:00:33.610]  's
[00:00:33.610 --> 00:00:33.870]   show
[00:00:33.870 --> 00:00:34.030]  ,
[00:00:34.030 --> 00:00:34.350]   Jason
[00:00:34.350 --> 00:00:34.470]   is
[00:00:34.470 --> 00:00:34.940]   talking
[00:00:34.940 --> 00:00:35.070]   to
[00:00:35.070 --> 00:00:35.130]   C
[00:00:35.130 --> 00:00:35.260]  ah
[00:00:35.260 --> 00:00:35.430]  al
[00:00:35.430 --> 00:00:35.590]   Gar
[00:00:35.590 --> 00:00:35.790]  vey
[00:00:35.790 --> 00:00:36.020]  ,
[00:00:36.020 --> 00:00:36.690]   genetic
[00:00:36.690 --> 00:00:36.900]  ist
[00:00:36.900 --> 00:00:37.160]   and
[00:00:37.160 --> 00:00:37.440]   bio
[00:00:37.440 --> 00:00:37.530]  h
[00:00:37.530 --> 00:00:38.000]  acker
[00:00:38.000 --> 00:00:38.000]  .
[00:00:38.000 --> 00:00:38.140]   Well
[00:00:38.140 --> 00:00:38.430]  ,
[00:00:38.430 --> 00:00:38.570]   C
[00:00:38.570 --> 00:00:38.720]  ah
[00:00:38.720 --> 00:00:39.050]  al
[00:00:39.050 --> 00:00:39.050]  ,
[00:00:39.050 --> 00:00:39.470]   thank
[00:00:39.470 --> 00:00:39.720]   you
[00:00:39.720 --> 00:00:39.880]   so
[00:00:39.880 --> 00:00:40.210]   much
