
[00:00:00.000 --> 00:00:00.810]  
[00:00:00.810 --> 00:00:03.040]   [
[00:00:03.040 --> 00:00:17.990]  Music
[00:00:17.990 --> 00:00:21.000]  ]
[00:00:21.000 --> 00:00:21.870]   Welcome
[00:00:21.870 --> 00:00:22.120]   to
[00:00:22.120 --> 00:00:23.000]   episode
[00:00:23.000 --> 00:00:23.660]   26
[00:00:23.660 --> 00:00:24.000]  6
[00:00:24.000 --> 00:00:24.200]   of
[00:00:24.200 --> 00:00:24.620]   Tech
[00:00:24.620 --> 00:00:24.690]  S
[00:00:24.690 --> 00:00:25.000]  ing
[00:00:25.000 --> 00:00:25.000]  ,
[00:00:25.000 --> 00:00:25.400]   hosted
[00:00:25.400 --> 00:00:25.490]   by
[00:00:25.490 --> 00:00:25.860]   myself
[00:00:25.860 --> 00:00:26.000]  ,
[00:00:26.000 --> 00:00:26.330]   Justin
[00:00:26.330 --> 00:00:26.710]   Vincent
[00:00:26.710 --> 00:00:26.820]  ,
[00:00:26.820 --> 00:00:27.000]   and
[00:00:27.000 --> 00:00:27.410]   Jason
[00:00:27.410 --> 00:00:27.990]   Roberts
[00:00:27.990 --> 00:00:28.000]  .
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.420]   Today
[00:00:28.420 --> 00:00:28.570]   we
[00:00:28.570 --> 00:00:28.730]   are
[00:00:28.730 --> 00:00:29.390]   recording
[00:00:29.390 --> 00:00:29.680]   this
[00:00:29.680 --> 00:00:30.000]   show
[00:00:30.000 --> 00:00:30.090]   in
[00:00:30.090 --> 00:00:30.220]   the
[00:00:30.220 --> 00:00:30.490]   middle
[00:00:30.490 --> 00:00:30.580]   of
[00:00:30.580 --> 00:00:30.710]   the
[00:00:30.710 --> 00:00:31.050]   street
[00:00:31.050 --> 00:00:31.310]   for
[00:00:31.310 --> 00:00:31.600]   you
[00:00:31.600 --> 00:00:32.000]   guys
[00:00:32.000 --> 00:00:32.000]  ,
[00:00:32.000 --> 00:00:32.510]   because
[00:00:32.510 --> 00:00:32.580]   I
[00:00:32.580 --> 00:00:32.920]   have
[00:00:32.920 --> 00:00:32.940]   a
[00:00:32.940 --> 00:00:33.230]   baby
[00:00:33.230 --> 00:00:33.370]   at
[00:00:33.370 --> 00:00:33.650]   home
[00:00:33.650 --> 00:00:33.870]   who
[00:00:33.870 --> 00:00:34.090]  's
[00:00:34.090 --> 00:00:34.430]   crying
[00:00:34.430 --> 00:00:34.650]   too
[00:00:34.650 --> 00:00:35.000]   much
[00:00:35.000 --> 00:00:35.000]  ,
[00:00:35.000 --> 00:00:35.150]   and
[00:00:35.150 --> 00:00:35.440]   Jason
[00:00:35.440 --> 00:00:35.500]   is
[00:00:35.500 --> 00:00:35.850]   sitting
[00:00:35.850 --> 00:00:36.200]   across
[00:00:36.200 --> 00:00:36.220]   a
[00:00:36.220 --> 00:00:36.400]   cafe
[00:00:36.400 --> 00:00:36.650]   table
[00:00:36.650 --> 00:00:36.850]   from
[00:00:36.850 --> 00:00:37.000]   me
[00:00:37.000 --> 00:00:37.000]  ,
[00:00:37.000 --> 00:00:37.310]   and
[00:00:37.310 --> 00:00:37.360]  ,
[00:00:37.360 --> 00:00:37.660]   well
[00:00:37.660 --> 00:00:37.800]  ,
[00:00:37.800 --> 00:00:38.090]   that
[00:00:38.090 --> 00:00:38.240]  's
[00:00:38.240 --> 00:00:38.620]   about
[00:00:38.620 --> 00:00:38.910]   the
[00:00:38.910 --> 00:00:39.420]   strength
[00:00:39.420 --> 00:00:39.560]   of
[00:00:39.560 --> 00:00:39.770]   it
[00:00:39.770 --> 00:00:40.000]  .
[00:00:40.000 --> 00:00:40.220]   There
[00:00:40.220 --> 00:00:40.280]  's
[00:00:40.280 --> 00:00:40.560]   going
[00:00:40.560 --> 00:00:40.570]   to
[00:00:40.570 --> 00:00:40.640]   be
[00:00:40.640 --> 00:00:40.750]   a
[00:00:40.750 --> 00:00:40.800]   lot
[00:00:40.800 --> 00:00:40.880]   of
[00:00:40.880 --> 00:00:41.310]   background
[00:00:41.310 --> 00:00:41.490]   noise
[00:00:41.490 --> 00:00:41.650]   this
[00:00:41.650 --> 00:00:41.810]   show
[00:00:41.810 --> 00:00:42.000]  .
[00:00:42.000 --> 00:00:42.050]   I
[00:00:42.050 --> 00:00:42.200]   don
[00:00:42.200 --> 00:00:42.330]  't
[00:00:42.330 --> 00:00:42.570]   know
[00:00:42.570 --> 00:00:42.660]   how
[00:00:42.660 --> 00:00:42.810]   the
[00:00:42.810 --> 00:00:43.060]   audio
[00:00:43.060 --> 00:00:43.160]   is
[00:00:43.160 --> 00:00:43.430]   going
[00:00:43.430 --> 00:00:43.610]   to
[00:00:43.610 --> 00:00:43.800]   sound
[00:00:43.800 --> 00:00:44.000]  .
[00:00:44.000 --> 00:00:44.080]   We
[00:00:44.080 --> 00:00:44.220]  'll
[00:00:44.220 --> 00:00:44.350]   see
[00:00:44.350 --> 00:00:44.530]   what
[00:00:44.530 --> 00:00:44.940]   happens
[00:00:44.940 --> 00:00:45.000]  .
[00:00:45.000 --> 00:00:45.100]   Hey
[00:00:45.100 --> 00:00:45.160]  ,
[00:00:45.160 --> 00:00:45.380]   Jason
[00:00:45.380 --> 00:00:45.400]  ,
[00:00:45.400 --> 00:00:45.490]   how
[00:00:45.490 --> 00:00:45.590]   are
[00:00:45.590 --> 00:00:45.690]   you
[00:00:45.690 --> 00:00:45.860]   doing
[00:00:45.860 --> 00:00:46.000]  ?
[00:00:46.000 --> 00:00:46.300]   Good
[00:00:46.300 --> 00:00:46.450]  ,
[00:00:46.450 --> 00:00:46.840]   good
[00:00:46.840 --> 00:00:47.000]  .
[00:00:47.000 --> 00:00:47.180]   Well
[00:00:47.180 --> 00:00:47.220]  ,
[00:00:47.220 --> 00:00:47.290]   it
[00:00:47.290 --> 00:00:47.360]  's
[00:00:47.360 --> 00:00:47.470]   the
[00:00:47.470 --> 00:00:47.620]   best
[00:00:47.620 --> 00:00:47.690]   we
[00:00:47.690 --> 00:00:47.880]   could
[00:00:47.880 --> 00:00:48.000]   do
[00:00:48.000 --> 00:00:48.000]  ,
[00:00:48.000 --> 00:00:48.150]   so
[00:00:48.150 --> 00:00:48.300]   we
[00:00:48.300 --> 00:00:48.530]  'll
[00:00:48.530 --> 00:00:48.830]   just
[00:00:48.830 --> 00:00:49.120]   have
[00:00:49.120 --> 00:00:49.280]   to
[00:00:49.280 --> 00:00:49.430]  ,
[00:00:49.430 --> 00:00:49.720]   you
[00:00:49.720 --> 00:00:49.960]   know
[00:00:49.960 --> 00:00:50.130]  ,
[00:00:50.130 --> 00:00:50.260]   go
[00:00:50.260 --> 00:00:50.630]   with
[00:00:50.630 --> 00:00:50.710]   it
[00:00:50.710 --> 00:00:51.000]  .
[00:00:51.000 --> 00:00:51.270]   What
[00:00:51.270 --> 00:00:51.400]  's
[00:00:51.400 --> 00:00:51.670]   this
[00:00:51.670 --> 00:00:52.120]   place
[00:00:52.120 --> 00:00:52.140]  ,
[00:00:52.140 --> 00:00:52.200]   Y
[00:00:52.200 --> 00:00:52.400]  aha
[00:00:52.400 --> 00:00:52.600]  ara
[00:00:52.600 --> 00:00:52.730]  's
[00:00:52.730 --> 00:00:53.000]   Cafe
[00:00:53.000 --> 00:00:53.160]   or
[00:00:53.160 --> 00:00:53.730]   something
[00:00:53.730 --> 00:00:54.000]  ?
[00:00:54.000 --> 00:00:54.660]   Yeah
[00:00:54.660 --> 00:00:54.990]  ,
[00:00:54.990 --> 00:00:55.150]   Y
[00:00:55.150 --> 00:00:55.640]  aha
[00:00:55.640 --> 00:00:56.130]  ara
[00:00:56.130 --> 00:00:56.570]  's
[00:00:56.570 --> 00:00:57.000]  .
[00:00:57.000 --> 00:00:57.000]  
[00:00:57.000 --> 00:00:57.060]   Y
[00:00:57.060 --> 00:00:57.310]  aha
[00:00:57.310 --> 00:00:57.630]  ara
[00:00:57.630 --> 00:00:57.720]  's
[00:00:57.720 --> 00:00:58.000]  .
[00:00:58.000 --> 00:00:58.360]   There
[00:00:58.360 --> 00:00:58.670]  's
[00:00:58.670 --> 00:00:58.780]   an
[00:00:58.780 --> 00:00:58.850]   "
[00:00:58.850 --> 00:00:58.930]  a
[00:00:58.930 --> 00:00:59.010]  "
[00:00:59.010 --> 00:00:59.180]   at
[00:00:59.180 --> 00:00:59.440]   the
[00:00:59.440 --> 00:00:59.690]   end
[00:00:59.690 --> 00:01:00.000]  .
[00:01:00.000 --> 00:01:00.720]   Oh
[00:01:00.720 --> 00:01:00.740]  ,
[00:01:00.740 --> 00:01:01.460]   well
[00:01:01.460 --> 00:01:02.000]  .
[00:01:02.000 --> 00:01:02.120]   So
[00:01:02.120 --> 00:01:02.300]   let
[00:01:02.300 --> 00:01:02.420]  's
[00:01:02.420 --> 00:01:02.670]   hear
[00:01:02.670 --> 00:01:02.780]   it
[00:01:02.780 --> 00:01:03.190]  .
[00:01:03.190 --> 00:01:03.230]   The
[00:01:03.230 --> 00:01:03.460]   new
[00:01:03.460 --> 00:01:03.760]   baby
[00:01:03.760 --> 00:01:04.000]  .
[00:01:04.000 --> 00:01:04.230]   You
[00:01:04.230 --> 00:01:04.460]   are
[00:01:04.460 --> 00:01:04.760]   now
[00:01:04.760 --> 00:01:04.760]   a
[00:01:04.760 --> 00:01:05.240]   family
[00:01:05.240 --> 00:01:05.370]   of
[00:01:05.370 --> 00:01:05.760]   three
[00:01:05.760 --> 00:01:06.000]  .
[00:01:06.000 --> 00:01:06.490]   Yes
[00:01:06.490 --> 00:01:07.000]  .
[00:01:07.000 --> 00:01:07.370]   How
[00:01:07.370 --> 00:01:07.850]   does
[00:01:07.850 --> 00:01:08.120]   it
[00:01:08.120 --> 00:01:08.620]   feel
[00:01:08.620 --> 00:01:09.000]  ?
[00:01:09.000 --> 00:01:09.330]   It
[00:01:09.330 --> 00:01:09.760]   feels
[00:01:09.760 --> 00:01:10.080]  --
[00:01:10.080 --> 00:01:10.100]  I
[00:01:10.100 --> 00:01:10.330]   can
[00:01:10.330 --> 00:01:10.940]   barely
[00:01:10.940 --> 00:01:11.260]   speak
[00:01:11.260 --> 00:01:11.850]   because
[00:01:11.850 --> 00:01:12.010]   I
[00:01:12.010 --> 00:01:12.100]  'm
[00:01:12.100 --> 00:01:12.270]   so
[00:01:12.270 --> 00:01:12.490]   tired
[00:01:12.490 --> 00:01:13.000]  .
[00:01:13.000 --> 00:01:13.660]   Really
[00:01:13.660 --> 00:01:14.000]  ?
[00:01:14.000 --> 00:01:14.440]   They
[00:01:14.440 --> 00:01:14.670]   say
[00:01:14.670 --> 00:01:15.010]  --
[00:01:15.010 --> 00:01:15.300]  they
[00:01:15.300 --> 00:01:15.520]   kind
[00:01:15.520 --> 00:01:15.750]   of
[00:01:15.750 --> 00:01:15.850]   say
[00:01:15.850 --> 00:01:16.000]  ,
[00:01:16.000 --> 00:01:16.180]   you
[00:01:16.180 --> 00:01:16.430]   know
[00:01:16.430 --> 00:01:16.550]  ,
[00:01:16.550 --> 00:01:16.800]   that
[00:01:16.800 --> 00:01:16.920]  ,
[00:01:16.920 --> 00:01:17.170]   like
[00:01:17.170 --> 00:01:17.290]  ,
[00:01:17.290 --> 00:01:17.360]   that
[00:01:17.360 --> 00:01:17.770]  's
[00:01:17.770 --> 00:01:18.000]   the
[00:01:18.000 --> 00:01:18.000]  --
[00:01:18.000 --> 00:01:18.380]   what
[00:01:18.380 --> 00:01:18.570]  's
[00:01:18.570 --> 00:01:18.850]   the
[00:01:18.850 --> 00:01:19.230]   word
[00:01:19.230 --> 00:01:19.510]   for
[00:01:19.510 --> 00:01:19.700]   it
[00:01:19.700 --> 00:01:20.000]  ?
[00:01:20.000 --> 00:01:20.600]   The
[00:01:20.600 --> 00:01:21.730]   stereotype
[00:01:21.730 --> 00:01:22.000]  .
[00:01:22.000 --> 00:01:22.220]   You
[00:01:22.220 --> 00:01:22.440]   know
[00:01:22.440 --> 00:01:22.600]  ,
[00:01:22.600 --> 00:01:22.750]   you
[00:01:22.750 --> 00:01:23.000]   kind
[00:01:23.000 --> 00:01:23.120]   of
[00:01:23.120 --> 00:01:23.370]   hear
[00:01:23.370 --> 00:01:23.490]   on
[00:01:23.490 --> 00:01:23.680]   the
[00:01:23.680 --> 00:01:23.800]   TV
[00:01:23.800 --> 00:01:24.000]  ,
[00:01:24.000 --> 00:01:24.040]   "
[00:01:24.040 --> 00:01:24.120]  Oh
[00:01:24.120 --> 00:01:24.240]  ,
[00:01:24.240 --> 00:01:24.370]   when
[00:01:24.370 --> 00:01:24.500]   you
[00:01:24.500 --> 00:01:24.670]   have
[00:01:24.670 --> 00:01:24.710]   a
[00:01:24.710 --> 00:01:24.880]   baby
[00:01:24.880 --> 00:01:24.960]  ,
[00:01:24.960 --> 00:01:25.160]   you
[00:01:25.160 --> 00:01:25.220]   won
[00:01:25.220 --> 00:01:25.300]  't
[00:01:25.300 --> 00:01:25.430]   get
