
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.970]   This
[00:00:00.970 --> 00:00:01.320]   show
[00:00:01.320 --> 00:00:01.650]   is
[00:00:01.650 --> 00:00:03.760]   distributed
[00:00:03.760 --> 00:00:03.810]   by
[00:00:03.810 --> 00:00:04.310]   Sun
[00:00:04.310 --> 00:00:04.570]  c
[00:00:04.570 --> 00:00:04.800]  ru
[00:00:04.800 --> 00:00:04.990]  x
[00:00:04.990 --> 00:00:05.000]  .
[00:00:05.000 --> 00:00:07.000]   Welcome
[00:00:07.000 --> 00:00:07.000]  !
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.390]   Welcome
[00:00:28.390 --> 00:00:28.500]   to
[00:00:28.500 --> 00:00:28.890]   episode
[00:00:28.890 --> 00:00:29.230]   15
[00:00:29.230 --> 00:00:29.400]  5
[00:00:29.400 --> 00:00:29.510]   of
[00:00:29.510 --> 00:00:29.750]   Tech
[00:00:29.750 --> 00:00:29.780]  S
[00:00:29.780 --> 00:00:30.000]  ing
[00:00:30.000 --> 00:00:30.240]  ,
[00:00:30.240 --> 00:00:31.000]   hosted
[00:00:31.000 --> 00:00:31.100]   by
[00:00:31.100 --> 00:00:31.400]   myself
[00:00:31.400 --> 00:00:31.500]  ,
[00:00:31.500 --> 00:00:31.840]   Justin
[00:00:31.840 --> 00:00:32.000]   Vincent
[00:00:32.000 --> 00:00:32.230]  ,
[00:00:32.230 --> 00:00:32.600]   and
[00:00:32.600 --> 00:00:33.000]   Jason
[00:00:33.000 --> 00:00:33.700]   Roberts
[00:00:33.700 --> 00:00:34.000]  .
[00:00:34.000 --> 00:00:34.140]   On
[00:00:34.140 --> 00:00:34.320]   today
[00:00:34.320 --> 00:00:34.410]  's
[00:00:34.410 --> 00:00:34.590]   show
[00:00:34.590 --> 00:00:34.680]  ,
[00:00:34.680 --> 00:00:34.760]   we
[00:00:34.760 --> 00:00:34.900]  're
[00:00:34.900 --> 00:00:35.220]   talking
[00:00:35.220 --> 00:00:35.310]   to
[00:00:35.310 --> 00:00:35.630]   Matthew
[00:00:35.630 --> 00:00:35.850]   Klein
[00:00:35.850 --> 00:00:36.080]  ,
[00:00:36.080 --> 00:00:36.500]   founder
[00:00:36.500 --> 00:00:36.710]   of
[00:00:36.710 --> 00:00:36.920]   Coll
[00:00:36.920 --> 00:00:37.340]  ective
[00:00:37.340 --> 00:00:37.760]  2
[00:00:37.760 --> 00:00:37.800]  .
[00:00:37.800 --> 00:00:38.000]  com
[00:00:38.000 --> 00:00:38.100]  ,
[00:00:38.100 --> 00:00:38.290]   and
[00:00:38.290 --> 00:00:38.550]   also
[00:00:38.550 --> 00:00:38.840]   author
[00:00:38.840 --> 00:00:38.950]   of
[00:00:38.950 --> 00:00:39.120]   Con
[00:00:39.120 --> 00:00:39.230]   Ed
[00:00:39.230 --> 00:00:39.400]   and
[00:00:39.400 --> 00:00:39.740]   Switch
[00:00:39.740 --> 00:00:39.950]  back
[00:00:39.950 --> 00:00:40.000]  .
[00:00:40.000 --> 00:00:40.480]   Hi
[00:00:40.480 --> 00:00:40.590]   Matthew
[00:00:40.590 --> 00:00:40.790]  ,
[00:00:40.790 --> 00:00:41.220]   welcome
