
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.750]   This
[00:00:00.750 --> 00:00:01.030]   show
[00:00:01.030 --> 00:00:01.270]   is
[00:00:01.270 --> 00:00:02.680]   distributed
[00:00:02.680 --> 00:00:02.930]   by
[00:00:02.930 --> 00:00:03.360]   Sun
[00:00:03.360 --> 00:00:03.430]  c
[00:00:03.430 --> 00:00:03.710]  ru
[00:00:03.710 --> 00:00:04.000]  bs
[00:00:04.000 --> 00:00:04.000]  .
[00:00:04.000 --> 00:00:05.000]   Welcome
[00:00:05.000 --> 00:00:05.000]  !
[00:00:26.000 --> 00:00:26.000]  
[00:00:26.000 --> 00:00:26.790]   Welcome
[00:00:26.790 --> 00:00:27.010]   to
[00:00:27.010 --> 00:00:27.790]   episode
[00:00:27.790 --> 00:00:28.140]   2
[00:00:28.140 --> 00:00:28.820]  21
[00:00:28.820 --> 00:00:29.040]   of
[00:00:29.040 --> 00:00:29.490]   Tech
[00:00:29.490 --> 00:00:29.600]  S
[00:00:29.600 --> 00:00:30.000]  ing
[00:00:30.000 --> 00:00:30.030]  h
[00:00:30.030 --> 00:00:30.090]  ,
[00:00:30.090 --> 00:00:30.270]   hosted
[00:00:30.270 --> 00:00:30.330]   by
[00:00:30.330 --> 00:00:30.510]   myself
[00:00:30.510 --> 00:00:30.570]  ,
[00:00:30.570 --> 00:00:30.750]   Justin
[00:00:30.750 --> 00:00:31.000]   Vincent
[00:00:31.000 --> 00:00:31.180]  ,
[00:00:31.180 --> 00:00:31.560]   and
[00:00:31.560 --> 00:00:31.920]   Jason
[00:00:31.920 --> 00:00:33.000]   Roberts
[00:00:33.000 --> 00:00:33.000]  .
[00:00:33.000 --> 00:00:33.590]   Today
[00:00:33.590 --> 00:00:33.720]   is
[00:00:33.720 --> 00:00:33.820]   a
[00:00:33.820 --> 00:00:34.020]  ,
[00:00:34.020 --> 00:00:34.430]   what
[00:00:34.430 --> 00:00:34.640]   should
[00:00:34.640 --> 00:00:35.410]   we
[00:00:35.410 --> 00:00:35.560]   say
[00:00:35.560 --> 00:00:35.780]  ,
[00:00:35.780 --> 00:00:35.860]   a
[00:00:35.860 --> 00:00:36.270]   mild
[00:00:36.270 --> 00:00:36.690]   day
[00:00:36.690 --> 00:00:36.780]   in
[00:00:36.780 --> 00:00:37.090]   Pas
[00:00:37.090 --> 00:00:37.290]  ad
[00:00:37.290 --> 00:00:38.000]  ena
[00:00:38.000 --> 00:00:38.000]  .
[00:00:38.000 --> 00:00:38.190]   Hello
[00:00:38.190 --> 00:00:38.340]   Jason
[00:00:38.340 --> 00:00:38.430]  ,
[00:00:38.430 --> 00:00:38.500]   how
[00:00:38.500 --> 00:00:38.610]   are
[00:00:38.610 --> 00:00:38.700]   you
[00:00:38.700 --> 00:00:38.870]   doing
[00:00:38.870 --> 00:00:39.000]  ?
[00:00:39.000 --> 00:00:39.060]   I
[00:00:39.060 --> 00:00:39.340]  'm
[00:00:39.340 --> 00:00:39.490]   doing
[00:00:39.490 --> 00:00:39.800]   great
[00:00:39.800 --> 00:00:39.990]  .
[00:00:39.990 --> 00:00:40.310]   How
[00:00:40.310 --> 00:00:40.410]   about
[00:00:40.410 --> 00:00:41.000]   yourself
[00:00:41.000 --> 00:00:41.000]  ?
[00:00:41.000 --> 00:00:41.460]   Pretty
[00:00:41.460 --> 00:00:41.760]   good
[00:00:41.760 --> 00:00:42.000]  .
[00:00:42.000 --> 00:00:42.070]   It
[00:00:42.070 --> 00:00:42.180]   was
[00:00:42.180 --> 00:00:42.210]   a
[00:00:42.210 --> 00:00:42.360]   lot
[00:00:42.360 --> 00:00:42.560]   colder
[00:00:42.560 --> 00:00:42.620]   in
[00:00:42.620 --> 00:00:42.890]   Chicago
[00:00:42.890 --> 00:00:42.960]  ,
[00:00:42.960 --> 00:00:43.150]   where
[00:00:43.150 --> 00:00:43.180]   I
[00:00:43.180 --> 00:00:43.290]  've
[00:00:43.290 --> 00:00:43.440]   just
[00:00:43.440 --> 00:00:43.590]   come
[00:00:43.590 --> 00:00:43.740]   back
[00:00:43.740 --> 00:00:44.000]   from
[00:00:44.000 --> 00:00:44.000]  .
[00:00:44.000 --> 00:00:44.070]   A
[00:00:44.070 --> 00:00:44.280]   lot
[00:00:44.280 --> 00:00:44.700]   colder
[00:00:44.700 --> 00:00:44.880]  ,
[00:00:44.880 --> 00:00:44.910]   I
[00:00:44.910 --> 00:00:45.260]   would
[00:00:45.260 --> 00:00:45.750]   imagine
[00:00:45.750 --> 00:00:46.000]  .
[00:00:46.000 --> 00:00:46.070]   A
[00:00:46.070 --> 00:00:46.170]   lot
[00:00:46.170 --> 00:00:46.480]   colder
[00:00:46.480 --> 00:00:46.510]  ,
[00:00:46.510 --> 00:00:46.700]   bone
[00:00:46.700 --> 00:00:46.860]   cold
[00:00:46.860 --> 00:00:47.000]  .
[00:00:47.000 --> 00:00:47.220]   Let
[00:00:47.220 --> 00:00:47.380]  's
[00:00:47.380 --> 00:00:47.790]   say
[00:00:47.790 --> 00:00:47.870]   your
[00:00:47.870 --> 00:00:48.240]   bones
[00:00:48.240 --> 00:00:48.460]   got
[00:00:48.460 --> 00:00:48.750]   cold
[00:00:48.750 --> 00:00:49.000]  .
[00:00:49.000 --> 00:00:49.000]  
[00:00:49.000 --> 00:00:49.370]   Well
[00:00:49.370 --> 00:00:49.550]  ,
[00:00:49.550 --> 00:00:49.770]   I
[00:00:49.770 --> 00:00:50.110]   think
[00:00:50.110 --> 00:00:50.200]   I
[00:00:50.200 --> 00:00:50.500]   was
[00:00:50.500 --> 00:00:51.140]   telling
[00:00:51.140 --> 00:00:51.420]   you
[00:00:51.420 --> 00:00:51.790]   that
[00:00:51.790 --> 00:00:52.070]  .
[00:00:52.070 --> 00:00:52.250]   It
[00:00:52.250 --> 00:00:52.430]  's
[00:00:52.430 --> 00:00:52.520]   a
[00:00:52.520 --> 00:00:52.890]   kind
[00:00:52.890 --> 00:00:53.070]   of
[00:00:53.070 --> 00:00:53.560]   level
[00:00:53.560 --> 00:00:53.720]   of
[00:00:53.720 --> 00:00:54.090]   cold
[00:00:54.090 --> 00:00:54.460]   that
[00:00:54.460 --> 00:00:54.740]   you
[00:00:54.740 --> 00:00:55.020]  're
[00:00:55.020 --> 00:00:55.300]   not
[00:00:55.300 --> 00:00:55.810]   used
[00:00:55.810 --> 00:00:56.000]   to
[00:00:56.000 --> 00:00:56.100]  ,
[00:00:56.100 --> 00:00:56.210]   where
[00:00:56.210 --> 00:00:56.300]   you
[00:00:56.300 --> 00:00:56.420]   walk
[00:00:56.420 --> 00:00:56.630]   outside
[00:00:56.630 --> 00:00:56.690]   of
[00:00:56.690 --> 00:00:56.720]   a
[00:00:56.720 --> 00:00:57.000]   building
[00:00:57.000 --> 00:00:57.160]   and
[00:00:57.160 --> 00:00:57.250]   it
[00:00:57.250 --> 00:00:57.500]   feels
[00:00:57.500 --> 00:00:57.790]   like
[00:00:57.790 --> 00:00:57.850]   you
[00:00:57.850 --> 00:00:58.010]   got
[00:00:58.010 --> 00:00:58.350]   punched
[00:00:58.350 --> 00:00:58.450]   in
[00:00:58.450 --> 00:00:58.600]   the
[00:00:58.600 --> 00:00:58.840]   face
[00:00:58.840 --> 00:00:59.000]  .
[00:00:59.000 --> 00:00:59.160]   You
[00:00:59.160 --> 00:00:59.560]   almost
[00:00:59.560 --> 00:00:59.750]   have
[00:00:59.750 --> 00:00:59.820]   to
[00:00:59.820 --> 00:01:00.090]   brace
[00:01:00.090 --> 00:01:00.530]   yourself
[00:01:00.530 --> 00:01:00.700]   for
[00:01:00.700 --> 00:01:00.800]   it
[00:01:00.800 --> 00:01:01.000]  .
[00:01:01.000 --> 00:01:01.150]   It
[00:01:01.150 --> 00:01:01.260]   is
[00:01:01.260 --> 00:01:01.780]   like
[00:01:01.780 --> 00:01:01.790]   that
[00:01:01.790 --> 00:01:02.050]  .
[00:01:02.050 --> 00:01:02.110]   But
[00:01:02.110 --> 00:01:02.180]   you
[00:01:02.180 --> 00:01:02.300]   know
[00:01:02.300 --> 00:01:02.420]   what
[00:01:02.420 --> 00:01:02.450]   I
[00:01:02.450 --> 00:01:02.570]   like
[00:01:02.570 --> 00:01:02.730]   about
[00:01:02.730 --> 00:01:02.850]   that
[00:01:02.850 --> 00:01:03.000]  ?
[00:01:03.000 --> 00:01:03.390]   Then
[00:01:03.390 --> 00:01:03.860]   there
[00:01:03.860 --> 00:01:04.210]  's
[00:01:04.210 --> 00:01:04.640]   places
[00:01:04.640 --> 00:01:04.830]   to
[00:01:04.830 --> 00:01:05.020]   go
[00:01:05.020 --> 00:01:05.310]   and
[00:01:05.310 --> 00:01:05.600]   get
[00:01:05.600 --> 00:01:05.980]   warm
[00:01:05.980 --> 00:01:06.270]   and
[00:01:06.270 --> 00:01:06.330]   snug
[00:01:06.330 --> 00:01:07.000]  .
[00:01:07.000 --> 00:01:07.280]   And
[00:01:07.280 --> 00:01:07.300]   that
[00:01:07.300 --> 00:01:07.360]  's
[00:01:07.360 --> 00:01:07.400]   a
[00:01:07.400 --> 00:01:07.810]   nice
[00:01:07.810 --> 00:01:07.850]   feeling
[00:01:07.850 --> 00:01:08.000]  .
[00:01:08.000 --> 00:01:08.240]   You
[00:01:08.240 --> 00:01:08.550]   like
[00:01:08.550 --> 00:01:08.710]   it
[00:01:08.710 --> 00:01:08.950]   for
[00:01:08.950 --> 00:01:09.280]   like
[00:01:09.280 --> 00:01:09.790]   three
[00:01:09.790 --> 00:01:09.830]   or
[00:01:09.830 --> 00:01:10.120]   four
[00:01:10.120 --> 00:01:10.430]   days
[00:01:10.430 --> 00:01:10.580]  ,
[00:01:10.580 --> 00:01:10.980]   by
[00:01:10.980 --> 00:01:11.370]   the
[00:01:11.370 --> 00:01:11.450]   third
[00:01:11.450 --> 00:01:11.710]   week
[00:01:11.710 --> 00:01:12.000]  .
[00:01:12.000 --> 00:01:12.130]   But
[00:01:12.130 --> 00:01:12.230]   it
[00:01:12.230 --> 00:01:12.290]  's
[00:01:12.290 --> 00:01:12.460]   like
[00:01:12.460 --> 00:01:12.590]   you
[00:01:12.590 --> 00:01:12.820]  're
[00:01:12.820 --> 00:01:12.930]   being
[00:01:12.930 --> 00:01:13.190]   looked
[00:01:13.190 --> 00:01:13.400]   after
[00:01:13.400 --> 00:01:13.530]  .
[00:01:13.530 --> 00:01:13.680]   You
[00:01:13.680 --> 00:01:13.740]   go
[00:01:13.740 --> 00:01:13.950]   into
[00:01:13.950 --> 00:01:13.970]   a
[00:01:13.970 --> 00:01:14.120]   warm
[00:01:14.120 --> 00:01:14.330]   place
[00:01:14.330 --> 00:01:14.460]   and
[00:01:14.460 --> 00:01:14.540]   it
[00:01:14.540 --> 00:01:14.620]  's
[00:01:14.620 --> 00:01:14.840]   like
[00:01:14.840 --> 00:01:14.920]   you
[00:01:14.920 --> 00:01:15.050]  're
[00:01:15.050 --> 00:01:15.270]   being
[00:01:15.270 --> 00:01:15.470]   given
[00:01:15.470 --> 00:01:15.510]   a
[00:01:15.510 --> 00:01:15.650]   big
[00:01:15.650 --> 00:01:15.770]   hug
[00:01:15.770 --> 00:01:16.000]  .
[00:01:16.000 --> 00:01:16.150]   Is
[00:01:16.150 --> 00:01:16.450]   that
[00:01:16.450 --> 00:01:16.970]   what
[00:01:16.970 --> 00:01:16.980]   you
[00:01:16.980 --> 00:01:17.280]   need
[00:01:17.280 --> 00:01:17.430]  ,
[00:01:17.430 --> 00:01:17.500]   a
[00:01:17.500 --> 00:01:17.730]   hug
[00:01:17.730 --> 00:01:18.000]  ?
[00:01:18.000 --> 00:01:18.000]  
[00:01:18.000 --> 00:01:20.000]   Sometimes
[00:01:20.000 --> 00:01:20.000]  .
[00:01:20.000 --> 00:01:20.070]   I
[00:01:20.070 --> 00:01:20.340]   don
[00:01:20.340 --> 00:01:20.520]  't
[00:01:20.520 --> 00:01:20.750]   know
[00:01:20.750 --> 00:01:21.000]  .
[00:01:21.000 --> 00:01:21.060]   I
[00:01:21.060 --> 00:01:21.310]   walk
[00:01:21.310 --> 00:01:21.500]   out
[00:01:21.500 --> 00:01:21.750]   this
[00:01:21.750 --> 00:01:22.190]   morning
[00:01:22.190 --> 00:01:22.380]   and
[00:01:22.380 --> 00:01:22.500]   it
[00:01:22.500 --> 00:01:22.620]  's
[00:01:22.620 --> 00:01:22.870]   like
[00:01:22.870 --> 00:01:23.010]  ,
[00:01:23.010 --> 00:01:23.240]   what
[00:01:23.240 --> 00:01:23.360]  ,
[00:01:23.360 --> 00:01:23.760]   65
[00:01:23.760 --> 00:01:23.930]   and
[00:01:23.930 --> 00:01:24.240]   sunny
[00:01:24.240 --> 00:01:24.430]   and
[00:01:24.430 --> 00:01:24.740]   crisp
[00:01:24.740 --> 00:01:25.000]  .
[00:01:25.000 --> 00:01:25.340]   And
[00:01:25.340 --> 00:01:25.540]   I
[00:01:25.540 --> 00:01:25.870]   never
[00:01:25.870 --> 00:01:26.030]   get
[00:01:26.030 --> 00:01:26.370]   sick
[00:01:26.370 --> 00:01:26.540]   of
[00:01:26.540 --> 00:01:26.710]   it
[00:01:26.710 --> 00:01:27.000]  .
[00:01:27.000 --> 00:01:27.110]   It
[00:01:27.110 --> 00:01:27.400]   never
[00:01:27.400 --> 00:01:27.800]   gets
[00:01:27.800 --> 00:01:27.920]   old
[00:01:27.920 --> 00:01:28.000]  .
[00:01:28.000 --> 00:01:29.050]   Does
[00:01:29.050 --> 00:01:29.510]   it
