
[00:00:00.000 --> 00:00:00.010]  
[00:00:00.010 --> 00:00:03.030]   [
[00:00:03.030 --> 00:00:17.990]  Music
[00:00:17.990 --> 00:00:21.000]  ]
[00:00:21.000 --> 00:00:21.430]   Welcome
[00:00:21.430 --> 00:00:21.550]   to
[00:00:21.550 --> 00:00:21.980]   episode
[00:00:21.980 --> 00:00:22.350]   13
[00:00:22.350 --> 00:00:22.470]   of
[00:00:22.470 --> 00:00:22.720]   Tech
[00:00:22.720 --> 00:00:22.780]  S
[00:00:22.780 --> 00:00:23.000]  ing
[00:00:23.000 --> 00:00:23.230]  ,
[00:00:23.230 --> 00:00:24.000]   hosted
[00:00:24.000 --> 00:00:24.080]   by
[00:00:24.080 --> 00:00:24.330]   myself
[00:00:24.330 --> 00:00:24.410]  ,
[00:00:24.410 --> 00:00:24.680]   Justin
[00:00:24.680 --> 00:00:25.000]   Vincent
[00:00:25.000 --> 00:00:25.140]  ,
[00:00:25.140 --> 00:00:25.360]   and
[00:00:25.360 --> 00:00:25.690]   Jason
[00:00:25.690 --> 00:00:26.000]   Roberts
[00:00:26.000 --> 00:00:26.000]  .
[00:00:26.000 --> 00:00:26.150]   Hey
[00:00:26.150 --> 00:00:26.240]  ,
[00:00:26.240 --> 00:00:26.390]   how
[00:00:26.390 --> 00:00:26.480]  's
[00:00:26.480 --> 00:00:26.580]   it
[00:00:26.580 --> 00:00:26.860]   going
[00:00:26.860 --> 00:00:27.000]  ?
[00:00:27.000 --> 00:00:27.000]  
[00:00:27.000 --> 00:00:27.130]   On
[00:00:27.130 --> 00:00:27.390]   this
[00:00:27.390 --> 00:00:27.680]   show
[00:00:27.680 --> 00:00:27.840]  ,
[00:00:27.840 --> 00:00:27.910]   we
[00:00:27.910 --> 00:00:28.170]   have
[00:00:28.170 --> 00:00:28.230]   a
[00:00:28.230 --> 00:00:28.610]   guest
[00:00:28.610 --> 00:00:28.830]   with
[00:00:28.830 --> 00:00:28.940]   us
[00:00:28.940 --> 00:00:29.080]  ,
[00:00:29.080 --> 00:00:29.330]   Eric
[00:00:29.330 --> 00:00:29.590]   Wood
[00:00:29.590 --> 00:00:29.870]  ward
[00:00:29.870 --> 00:00:30.020]  ,
[00:00:30.020 --> 00:00:30.200]   who
[00:00:30.200 --> 00:00:30.330]   is
[00:00:30.330 --> 00:00:30.460]   co
[00:00:30.460 --> 00:00:30.750]  -
[00:00:30.750 --> 00:00:31.010]  founder
[00:00:31.010 --> 00:00:31.130]   of
[00:00:31.130 --> 00:00:31.400]   Mail
[00:00:31.400 --> 00:00:31.670]  .
[00:00:31.670 --> 00:00:31.800]  com
[00:00:31.800 --> 00:00:32.080]  ,
[00:00:32.080 --> 00:00:32.770]   founder
[00:00:32.770 --> 00:00:33.040]   of
[00:00:33.040 --> 00:00:33.110]   My
[00:00:33.110 --> 00:00:33.220]  In
[00:00:33.220 --> 00:00:33.440]  tern
[00:00:33.440 --> 00:00:33.570]  et
[00:00:33.570 --> 00:00:33.750]  .
[00:00:33.750 --> 00:00:33.870]  com
[00:00:33.870 --> 00:00:34.000]  ,
[00:00:34.000 --> 00:00:34.340]   founder
[00:00:34.340 --> 00:00:34.440]   of
[00:00:34.440 --> 00:00:34.530]   N
[00:00:34.530 --> 00:00:34.630]  amb
[00:00:34.630 --> 00:00:34.710]  u
[00:00:34.710 --> 00:00:34.810]  .
[00:00:34.810 --> 00:00:35.010]  com
[00:00:35.010 --> 00:00:35.160]  ,
[00:00:35.160 --> 00:00:35.410]   and
[00:00:35.410 --> 00:00:35.930]   also
[00:00:35.930 --> 00:00:36.320]   founder
[00:00:36.320 --> 00:00:36.510]   of
[00:00:36.510 --> 00:00:36.640]   Tr
[00:00:36.640 --> 00:00:36.880]  im
[00:00:36.880 --> 00:00:36.980]  ,
[00:00:36.980 --> 00:00:37.040]   a
[00:00:37.040 --> 00:00:37.290]   URL
[00:00:37.290 --> 00:00:37.870]   short
[00:00:37.870 --> 00:00:38.110]  ening
[00:00:38.110 --> 00:00:38.690]   service
[00:00:38.690 --> 00:00:39.000]  .
[00:00:39.000 --> 00:00:39.600]   Welcome
[00:00:39.600 --> 00:00:39.710]   to
[00:00:39.710 --> 00:00:39.950]   the
[00:00:39.950 --> 00:00:40.270]   show
[00:00:40.270 --> 00:00:40.420]  ,
[00:00:40.420 --> 00:00:40.770]   Eric
[00:00:40.770 --> 00:00:41.000]  .
[00:00:41.000 --> 00:00:41.150]   Hey
[00:00:41.150 --> 00:00:41.350]  ,
[00:00:41.350 --> 00:00:41.440]   nice
[00:00:41.440 --> 00:00:41.540]   to
[00:00:41.540 --> 00:00:41.640]   be
[00:00:41.640 --> 00:00:41.840]   here
[00:00:41.840 --> 00:00:42.000]  .
[00:00:42.000 --> 00:00:42.480]   Okay
[00:00:42.480 --> 00:00:42.510]  ,
[00:00:42.510 --> 00:00:42.640]   so
[00:00:42.640 --> 00:00:42.980]   Eric
[00:00:42.980 --> 00:00:43.120]  ,
[00:00:43.120 --> 00:00:43.370]   you
[00:00:43.370 --> 00:00:43.680]   know
[00:00:43.680 --> 00:00:43.840]  ,
[00:00:43.840 --> 00:00:44.070]   why
[00:00:44.070 --> 00:00:44.480]   don
[00:00:44.480 --> 00:00:44.510]  't
[00:00:44.510 --> 00:00:44.640]   we
[00:00:44.640 --> 00:00:44.960]   just
[00:00:44.960 --> 00:00:45.280]   kind
[00:00:45.280 --> 00:00:45.440]   of
[00:00:45.440 --> 00:00:45.890]   start
[00:00:45.890 --> 00:00:46.260]   from
[00:00:46.260 --> 00:00:46.480]   what
[00:00:46.480 --> 00:00:46.640]  's
[00:00:46.640 --> 00:00:47.030]   going
[00:00:47.030 --> 00:00:47.290]   on
[00:00:47.290 --> 00:00:47.360]   in
[00:00:47.360 --> 00:00:47.600]   the
[00:00:47.600 --> 00:00:48.000]   news
[00:00:48.000 --> 00:00:48.110]  ,
[00:00:48.110 --> 00:00:48.270]   and
[00:00:48.270 --> 00:00:48.490]   then
[00:00:48.490 --> 00:00:48.590]   we
[00:00:48.590 --> 00:00:48.760]   can
[00:00:48.760 --> 00:00:48.870]   go
[00:00:48.870 --> 00:00:49.150]   maybe
[00:00:49.150 --> 00:00:49.200]   a
[00:00:49.200 --> 00:00:49.530]   little
[00:00:49.530 --> 00:00:49.750]   more
[00:00:49.750 --> 00:00:49.970]   into
[00:00:49.970 --> 00:00:50.190]   your
[00:00:50.190 --> 00:00:50.750]   background
[00:00:50.750 --> 00:00:51.000]  .
[00:00:51.000 --> 00:00:51.200]   But
[00:00:51.200 --> 00:00:51.400]   let
[00:00:51.400 --> 00:00:51.530]  's
[00:00:51.530 --> 00:00:51.790]   just
[00:00:51.790 --> 00:00:51.990]   kind
[00:00:51.990 --> 00:00:52.390]   of
[00:00:52.390 --> 00:00:52.510]   start
[00:00:52.510 --> 00:00:52.770]   from
[00:00:52.770 --> 00:00:53.030]   what
[00:00:53.030 --> 00:00:53.620]   people
[00:00:53.620 --> 00:00:53.680]   are
[00:00:53.680 --> 00:00:54.090]   reading
[00:00:54.090 --> 00:00:54.410]   about
[00:00:54.410 --> 00:00:54.540]   on
[00:00:54.540 --> 00:00:54.800]   Tech
[00:00:54.800 --> 00:00:54.930]  Cr
[00:00:54.930 --> 00:00:55.190]  unch
[00:00:55.190 --> 00:00:55.390]   and
[00:00:55.390 --> 00:00:55.750]   stuff
[00:00:55.750 --> 00:00:56.000]  .
[00:00:56.000 --> 00:00:56.000]  
[00:00:56.000 --> 00:00:56.140]   So
[00:00:56.140 --> 00:00:56.280]  ,
[00:00:56.280 --> 00:00:56.490]   you
[00:00:56.490 --> 00:00:56.870]   know
[00:00:56.870 --> 00:00:56.920]  ,
[00:00:56.920 --> 00:00:57.130]   you
[00:00:57.130 --> 00:00:57.660]   founded
[00:00:57.660 --> 00:00:57.770]   or
