
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.970]   This
[00:00:00.970 --> 00:00:01.250]   show
[00:00:01.250 --> 00:00:01.500]   is
[00:00:01.500 --> 00:00:03.170]   distributed
[00:00:03.170 --> 00:00:03.770]   by
[00:00:03.770 --> 00:00:04.570]   someone
[00:00:04.570 --> 00:00:05.510]  .
[00:00:05.510 --> 00:00:05.640]   Let
[00:00:05.640 --> 00:00:06.060]  's
[00:00:06.060 --> 00:00:06.500]   go
[00:00:06.500 --> 00:00:06.500]  .
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.360]   Welcome
[00:00:28.360 --> 00:00:28.460]   to
[00:00:28.460 --> 00:00:28.820]   episode
[00:00:28.820 --> 00:00:28.970]   two
[00:00:28.970 --> 00:00:29.320]   hundred
[00:00:29.320 --> 00:00:29.470]   and
[00:00:29.470 --> 00:00:29.630]   one
[00:00:29.630 --> 00:00:29.730]   of
[00:00:29.730 --> 00:00:29.930]   Text
[00:00:29.930 --> 00:00:30.080]  ing
[00:00:30.080 --> 00:00:30.390]   hosted
[00:00:30.390 --> 00:00:30.490]   by
[00:00:30.490 --> 00:00:30.800]   myself
[00:00:30.800 --> 00:00:31.110]   Justin
[00:00:31.110 --> 00:00:31.200]  ,
[00:00:31.200 --> 00:00:31.570]   Vincent
[00:00:31.570 --> 00:00:31.740]   and
[00:00:31.740 --> 00:00:31.980]   Jason
[00:00:31.980 --> 00:00:32.340]   Roberts
[00:00:32.340 --> 00:00:32.590]  .
[00:00:32.590 --> 00:00:32.720]   In
[00:00:32.720 --> 00:00:32.960]   this
[00:00:32.960 --> 00:00:33.220]   show
[00:00:33.220 --> 00:00:33.510]   Jason
[00:00:33.510 --> 00:00:33.630]  's
[00:00:33.630 --> 00:00:34.080]   talking
[00:00:34.080 --> 00:00:34.180]   to
[00:00:34.180 --> 00:00:34.550]   Scott
[00:00:34.550 --> 00:00:34.800]   Young
[00:00:34.800 --> 00:00:34.910]  ,
[00:00:34.910 --> 00:00:35.410]   author
[00:00:35.410 --> 00:00:35.430]   of
[00:00:35.430 --> 00:00:35.720]   Learn
[00:00:35.720 --> 00:00:35.960]   More
[00:00:35.960 --> 00:00:36.080]  ,
[00:00:36.080 --> 00:00:36.390]   Study
[00:00:36.390 --> 00:00:36.630]   Less
[00:00:36.630 --> 00:00:36.750]  ,
[00:00:36.750 --> 00:00:37.060]   about
[00:00:37.060 --> 00:00:37.490]   his
[00:00:37.490 --> 00:00:37.670]   attempt
[00:00:37.670 --> 00:00:37.790]   to
[00:00:37.790 --> 00:00:38.100]   learn
[00:00:38.100 --> 00:00:38.320]   the
[00:00:38.320 --> 00:00:38.660]   entire
[00:00:38.660 --> 00:00:38.710]   M
[00:00:38.710 --> 00:00:38.770]  _
[00:00:38.770 --> 00:00:38.890]  I
[00:00:38.890 --> 00:00:38.930]  _
[00:00:38.930 --> 00:00:38.950]  T
[00:00:38.950 --> 00:00:39.010]  _
[00:00:39.010 --> 00:00:39.500]   computer
[00:00:39.500 --> 00:00:39.940]   science
[00:00:39.940 --> 00:00:40.570]   curriculum
[00:00:40.570 --> 00:00:40.670]   in
[00:00:40.670 --> 00:00:41.060]   twelve
[00:00:41.060 --> 00:00:41.410]   months
[00:00:41.410 --> 00:00:41.760]  .
[00:00:42.160 --> 00:00:42.220]  
[00:00:42.220 --> 00:00:42.290]   So
[00:00:42.290 --> 00:00:42.630]   Scott
[00:00:42.630 --> 00:00:43.040]   thanks
[00:00:43.040 --> 00:00:43.170]  ,
[00:00:43.170 --> 00:00:43.300]   so
[00:00:43.300 --> 00:00:43.570]   much
[00:00:43.570 --> 00:00:43.770]   for
[00:00:43.770 --> 00:00:43.900]   uh
[00:00:43.900 --> 00:00:44.310]   coming
[00:00:44.310 --> 00:00:44.440]   on
[00:00:44.440 --> 00:00:44.640]   the
[00:00:44.640 --> 00:00:44.910]   show
[00:00:44.910 --> 00:00:45.110]  .
[00:00:45.110 --> 00:00:45.240]   Um
[00:00:45.240 --> 00:00:45.290]   I
[00:00:45.290 --> 00:00:45.420]  'm
[00:00:45.420 --> 00:00:45.840]   really
[00:00:45.840 --> 00:00:46.360]   excited
[00:00:46.360 --> 00:00:46.450]   to
[00:00:46.450 --> 00:00:46.720]   talk
[00:00:46.720 --> 00:00:46.910]   to
[00:00:46.910 --> 00:00:47.050]   you
[00:00:47.050 --> 00:00:47.130]   '
[00:00:47.130 --> 00:00:47.440]  cause
[00:00:47.440 --> 00:00:47.570]   I
[00:00:47.570 --> 00:00:47.570]   am
[00:00:47.570 --> 00:00:47.900]   uh
[00:00:47.900 --> 00:00:48.470]   fascinated
[00:00:48.470 --> 00:00:48.720]   with
[00:00:48.720 --> 00:00:48.860]   uh
[00:00:48.860 --> 00:00:48.920]   i
[00:00:48.920 --> 00:00:49.180]   what
[00:00:49.180 --> 00:00:49.580]   you
[00:00:49.580 --> 00:00:49.650]   call
[00:00:49.650 --> 00:00:49.850]   the
[00:00:49.850 --> 00:00:49.910]   M
[00:00:49.910 --> 00:00:49.970]  _
[00:00:49.970 --> 00:00:50.030]  I
[00:00:50.030 --> 00:00:50.090]  _
[00:00:50.090 --> 00:00:50.150]  T
[00:00:50.150 --> 00:00:50.360]  _
[00:00:50.360 --> 00:00:50.850]   challenge
