
[00:00:00.000 --> 00:00:00.020]  
[00:00:00.020 --> 00:00:01.000]   [
[00:00:01.000 --> 00:00:01.990]  M
[00:00:01.990 --> 00:00:03.980]  US
[00:00:03.980 --> 00:00:05.970]  IC
[00:00:05.970 --> 00:00:07.000]  ]
[00:00:07.000 --> 00:00:07.370]   â™
[00:00:07.370 --> 00:00:07.550]  ª
[00:00:07.550 --> 00:00:09.390]   Generation
[00:00:09.390 --> 00:00:10.130]   Hero
[00:00:10.130 --> 00:00:10.500]   â™
[00:00:10.500 --> 00:00:10.700]  ª
[00:00:10.700 --> 00:00:11.040]   â™
[00:00:11.040 --> 00:00:11.210]  ª
[00:00:11.210 --> 00:00:12.920]   Generation
[00:00:12.920 --> 00:00:13.600]   Hero
[00:00:13.600 --> 00:00:13.940]   â™
[00:00:13.940 --> 00:00:14.140]  ª
[00:00:14.140 --> 00:00:14.470]   â™
[00:00:14.470 --> 00:00:14.630]  ª
[00:00:14.630 --> 00:00:16.310]   Generation
[00:00:16.310 --> 00:00:16.980]   Hero
[00:00:16.980 --> 00:00:17.310]   â™
[00:00:17.310 --> 00:00:17.520]  ª
[00:00:17.520 --> 00:00:17.820]   â™
[00:00:17.820 --> 00:00:17.970]  ª
[00:00:17.970 --> 00:00:19.490]   Generation
[00:00:19.490 --> 00:00:20.090]   Hero
[00:00:20.090 --> 00:00:20.540]  .
[00:00:20.540 --> 00:00:20.840]   â™
[00:00:20.840 --> 00:00:21.020]  ª
[00:00:21.020 --> 00:00:21.510]   Welcome
[00:00:21.510 --> 00:00:21.650]   to
[00:00:21.650 --> 00:00:22.140]   episode
[00:00:22.140 --> 00:00:22.490]   fifty
[00:00:22.490 --> 00:00:22.780]   five
[00:00:22.780 --> 00:00:22.910]   of
[00:00:22.910 --> 00:00:23.260]   Start
[00:00:23.260 --> 00:00:23.330]  -
[00:00:23.330 --> 00:00:23.540]  ups
[00:00:23.540 --> 00:00:23.750]   and
[00:00:23.750 --> 00:00:24.170]   Aliens
[00:00:24.170 --> 00:00:24.310]   at
[00:00:24.310 --> 00:00:24.380]   I
[00:00:24.380 --> 00:00:24.660]   Mean
[00:00:24.660 --> 00:00:24.940]   Text
[00:00:24.940 --> 00:00:25.150]  ing
[00:00:25.150 --> 00:00:25.570]   hosted
[00:00:25.570 --> 00:00:25.710]   by
[00:00:25.710 --> 00:00:26.130]   myself
[00:00:26.130 --> 00:00:26.550]   Justin
[00:00:26.550 --> 00:00:27.040]   Vincent
[00:00:27.040 --> 00:00:27.370]   and
[00:00:27.370 --> 00:00:27.600]   Jason
[00:00:27.600 --> 00:00:28.090]   Roberts
[00:00:28.090 --> 00:00:28.400]  .
[00:00:28.400 --> 00:00:28.660]   Hey
[00:00:28.660 --> 00:00:28.750]   Jason
[00:00:28.750 --> 00:00:28.830]  ,
[00:00:28.830 --> 00:00:28.960]   how
[00:00:28.960 --> 00:00:29.090]   you
[00:00:29.090 --> 00:00:29.310]   doing
[00:00:29.310 --> 00:00:29.460]  ?
[00:00:29.980 --> 00:00:29.650]   How
[00:00:29.650 --> 00:00:29.790]  's
[00:00:29.790 --> 00:00:30.060]   it
[00:00:30.060 --> 00:00:30.260]   going
[00:00:30.260 --> 00:00:30.670]   Justin
[00:00:30.670 --> 00:00:30.870]  ?
[00:00:30.870 --> 00:00:30.990]   So
[00:00:30.990 --> 00:00:31.570]   where
[00:00:31.570 --> 00:00:31.660]   were
[00:00:31.660 --> 00:00:31.810]   you
[00:00:31.810 --> 00:00:32.080]   this
[00:00:32.080 --> 00:00:32.560]   morning
[00:00:32.560 --> 00:00:33.380]  ? [SPEAKER_TURN]
[00:00:33.380 --> 00:00:36.230]   Uh
