
[00:00:00.000 --> 00:00:01.020]  
[00:00:01.020 --> 00:00:03.290]   [
[00:00:03.290 --> 00:00:06.540]  M
[00:00:06.540 --> 00:00:13.050]  US
[00:00:13.050 --> 00:00:19.560]  IC
[00:00:19.560 --> 00:00:22.840]  ]
[00:00:22.840 --> 00:00:22.840]  
[00:00:22.840 --> 00:00:23.240]   Welcome
[00:00:23.240 --> 00:00:23.350]   to
[00:00:23.350 --> 00:00:23.750]   episode
[00:00:23.750 --> 00:00:24.030]   three
[00:00:24.030 --> 00:00:24.430]   hundred
[00:00:24.430 --> 00:00:24.600]   and
[00:00:24.600 --> 00:00:24.820]   five
[00:00:24.820 --> 00:00:24.930]   of
[00:00:24.930 --> 00:00:25.170]   Tech
[00:00:25.170 --> 00:00:25.400]  sing
[00:00:25.400 --> 00:00:25.740]   hosted
[00:00:25.740 --> 00:00:25.850]   by
[00:00:25.850 --> 00:00:26.190]   myself
[00:00:26.190 --> 00:00:26.550]   Justin
[00:00:26.550 --> 00:00:26.640]  ,
[00:00:26.640 --> 00:00:27.040]   Vincent
[00:00:27.040 --> 00:00:27.200]   and
[00:00:27.200 --> 00:00:27.490]   Jason
[00:00:27.490 --> 00:00:27.890]   Roberts
[00:00:27.890 --> 00:00:28.060]  .
[00:00:28.060 --> 00:00:28.230]   And
[00:00:28.230 --> 00:00:28.280]   I
[00:00:28.280 --> 00:00:28.440]   bet
[00:00:28.440 --> 00:00:28.620]   you
[00:00:28.620 --> 00:00:28.780]  'd
[00:00:28.780 --> 00:00:29.010]   never
[00:00:29.010 --> 00:00:29.410]   thought
[00:00:29.410 --> 00:00:29.580]   you
[00:00:29.580 --> 00:00:29.700]  'd
[00:00:29.700 --> 00:00:29.900]   see
[00:00:29.900 --> 00:00:29.970]   us
[00:00:29.970 --> 00:00:30.250]   again
[00:00:30.250 --> 00:00:30.360]  ,
[00:00:30.360 --> 00:00:30.520]   but
[00:00:30.520 --> 00:00:30.810]   we
[00:00:30.810 --> 00:00:31.040]  're
[00:00:31.040 --> 00:00:31.090]   still
[00:00:31.090 --> 00:00:31.320]   here
[00:00:31.320 --> 00:00:31.560]   we
[00:00:31.560 --> 00:00:31.600]  're
[00:00:31.600 --> 00:00:31.710]  ,
[00:00:31.710 --> 00:00:32.110]   hanging
[00:00:32.110 --> 00:00:32.220]   on
[00:00:32.220 --> 00:00:32.330]   by
[00:00:32.330 --> 00:00:32.500]   the
[00:00:32.500 --> 00:00:32.730]   skin
[00:00:32.730 --> 00:00:33.010]   of
[00:00:33.010 --> 00:00:33.030]   our
[00:00:33.030 --> 00:00:33.290]   teeth
[00:00:33.290 --> 00:00:33.800]  .
[00:00:33.800 --> 00:00:33.800]   We
[00:00:33.800 --> 00:00:34.090]  're
[00:00:34.090 --> 00:00:34.290]   gonna
[00:00:34.290 --> 00:00:34.440]   do
[00:00:34.440 --> 00:00:34.460]   a
[00:00:34.460 --> 00:00:34.700]   show
[00:00:34.700 --> 00:00:35.030]   every
[00:00:35.030 --> 00:00:35.180]   now
[00:00:35.180 --> 00:00:35.360]   and
[00:00:35.360 --> 00:00:35.660]   again
[00:00:35.660 --> 00:00:35.840]  .
[00:00:35.840 --> 00:00:36.080]   That
[00:00:36.080 --> 00:00:36.200]  's
[00:00:36.200 --> 00:00:36.380]   our
[00:00:36.380 --> 00:00:36.620]   that
[00:00:36.620 --> 00:00:36.740]  's
[00:00:36.740 --> 00:00:37.090]   our
