
[00:00:00.000 --> 00:00:00.020]  
[00:00:00.020 --> 00:00:02.290]   Welcome
[00:00:02.290 --> 00:00:02.940]   to
[00:00:02.940 --> 00:00:05.230]   episode
[00:00:05.230 --> 00:00:07.190]   twelve
[00:00:07.190 --> 00:00:07.840]   of
[00:00:07.840 --> 00:00:09.140]   Text
[00:00:09.140 --> 00:00:10.120]  ing
[00:00:10.120 --> 00:00:10.770]  ,
[00:00:10.770 --> 00:00:12.730]   hosted
[00:00:12.730 --> 00:00:13.380]   by
[00:00:13.380 --> 00:00:15.340]   myself
[00:00:15.340 --> 00:00:17.300]   Justin
[00:00:17.300 --> 00:00:17.950]  ,
[00:00:17.950 --> 00:00:20.240]   Vincent
[00:00:20.240 --> 00:00:21.220]   and
[00:00:21.220 --> 00:00:22.850]   Jason
[00:00:22.850 --> 00:00:25.200]   Roberts
[00:00:25.200 --> 00:00:25.320]  .
[00:00:25.320 --> 00:00:25.870]   Hey
[00:00:25.870 --> 00:00:26.600]   guys
[00:00:26.600 --> 00:00:27.160]  .
[00:00:27.160 --> 00:00:27.160]  
[00:00:27.160 --> 00:00:27.470]   Today
[00:00:27.470 --> 00:00:27.590]  's
[00:00:27.590 --> 00:00:27.840]   show
[00:00:27.840 --> 00:00:27.960]   we
[00:00:27.960 --> 00:00:28.210]   have
[00:00:28.210 --> 00:00:28.270]   a
[00:00:28.270 --> 00:00:28.590]   guest
[00:00:28.590 --> 00:00:28.830]   with
[00:00:28.830 --> 00:00:28.950]   us
[00:00:28.950 --> 00:00:29.120]   uh
[00:00:29.120 --> 00:00:29.380]   Jason
[00:00:29.380 --> 00:00:29.720]   Cohen
[00:00:29.720 --> 00:00:29.870]   who
[00:00:29.870 --> 00:00:29.990]  's
[00:00:29.990 --> 00:00:30.420]   founder
[00:00:30.420 --> 00:00:30.540]   of
[00:00:30.540 --> 00:00:30.850]   Smart
[00:00:30.850 --> 00:00:31.100]  Bear
[00:00:31.100 --> 00:00:31.600]   software
[00:00:31.600 --> 00:00:31.850]  ,
[00:00:31.850 --> 00:00:31.900]   the
[00:00:31.900 --> 00:00:32.370]   company
[00:00:32.370 --> 00:00:32.600]   that
[00:00:32.600 --> 00:00:32.830]   that
[00:00:32.830 --> 00:00:33.200]   makes
[00:00:33.200 --> 00:00:33.400]   code
[00:00:33.400 --> 00:00:34.140]   collaborator
[00:00:34.140 --> 00:00:34.640]  .
[00:00:34.640 --> 00:00:34.880]   Um
[00:00:34.880 --> 00:00:35.150]   Jason
[00:00:35.150 --> 00:00:35.350]  's
[00:00:35.350 --> 00:00:35.750]   also
[00:00:35.750 --> 00:00:36.360]   mentor
[00:00:36.360 --> 00:00:36.560]   at
[00:00:36.560 --> 00:00:37.360]   Capital
[00:00:37.360 --> 00:00:37.950]   Factory
[00:00:37.950 --> 00:00:38.410]   and
[00:00:38.410 --> 00:00:38.990]   blogger
[00:00:38.990 --> 00:00:39.200]   at
[00:00:39.200 --> 00:00:39.290]   a
[00:00:39.290 --> 00:00:39.810]   Smart
[00:00:39.810 --> 00:00:40.190]  Bear
[00:00:40.190 --> 00:00:40.490]   dot
[00:00:40.490 --> 00:00:41.200]   com
[00:00:41.200 --> 00:00:41.250]  .
[00:00:41.250 --> 00:00:41.360]   Hi
[00:00:41.360 --> 00:00:41.780]   Jason
[00:00:41.780 --> 00:00:42.040]  .
[00:00:42.040 --> 00:00:42.190]   Hey
[00:00:42.190 --> 00:00:42.290]   it
[00:00:42.290 --> 00:00:42.450]  's
[00:00:42.450 --> 00:00:42.620]   nice
[00:00:42.620 --> 00:00:42.700]   to
[00:00:42.700 --> 00:00:42.800]   be
[00:00:42.800 --> 00:00:43.200]   here
[00:00:43.200 --> 00:00:43.200]  .
[00:00:43.200 --> 00:00:43.310]  
[00:00:43.310 --> 00:00:43.340]   So
[00:00:43.340 --> 00:00:43.460]   uh
[00:00:43.460 --> 00:00:43.580]   uh
[00:00:43.580 --> 00:00:43.960]   Jason
[00:00:43.960 --> 00:00:44.060]   uh
[00:00:44.060 --> 00:00:44.260]   we
[00:00:44.260 --> 00:00:44.320]   um
[00:00:44.320 --> 00:00:44.540]   we
