
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.630]   Welcome
[00:00:00.630 --> 00:00:00.810]   to
[00:00:00.810 --> 00:00:01.170]   Tech
[00:00:01.170 --> 00:00:01.760]  sing
[00:00:01.760 --> 00:00:02.280]   episode
[00:00:02.280 --> 00:00:02.610]   three
[00:00:02.610 --> 00:00:03.240]   hundred
[00:00:03.240 --> 00:00:03.510]   and
[00:00:03.510 --> 00:00:03.960]   sixty
[00:00:03.960 --> 00:00:04.350]   nine
[00:00:04.350 --> 00:00:04.630]  .
[00:00:04.630 --> 00:00:04.970]   Tech
[00:00:04.970 --> 00:00:05.270]  sing
[00:00:05.270 --> 00:00:05.510]   is
[00:00:05.510 --> 00:00:05.550]   one
[00:00:05.550 --> 00:00:05.640]   of
[00:00:05.640 --> 00:00:05.840]   the
[00:00:05.840 --> 00:00:06.390]   original
[00:00:06.390 --> 00:00:06.580]   two
[00:00:06.580 --> 00:00:07.250]   buddies
[00:00:07.250 --> 00:00:07.560]   talking
[00:00:07.560 --> 00:00:07.680]   to
[00:00:07.680 --> 00:00:07.950]   each
[00:00:07.950 --> 00:00:08.290]   other
[00:00:08.290 --> 00:00:08.630]   about
[00:00:08.630 --> 00:00:08.970]   their
[00:00:08.970 --> 00:00:09.530]   projects
[00:00:09.530 --> 00:00:09.590]  /
[00:00:09.590 --> 00:00:10.120]  podcast
[00:00:10.120 --> 00:00:10.270]  s
[00:00:10.270 --> 00:00:10.600]  .
[00:00:10.600 --> 00:00:10.900]   Chronic
[00:00:10.900 --> 00:00:11.150]  ling
[00:00:11.150 --> 00:00:11.330]   the
[00:00:11.330 --> 00:00:11.950]   adventures
[00:00:11.950 --> 00:00:12.070]   of
[00:00:12.070 --> 00:00:12.440]   myself
[00:00:12.440 --> 00:00:12.560]  ,
[00:00:12.560 --> 00:00:12.930]   Justin
[00:00:12.930 --> 00:00:13.550]   Vincent
[00:00:13.550 --> 00:00:13.580]   and
[00:00:13.580 --> 00:00:13.860]   Jason
[00:00:13.860 --> 00:00:14.330]   Roberts
[00:00:14.330 --> 00:00:14.660]   for
[00:00:14.660 --> 00:00:14.800]   the
[00:00:14.800 --> 00:00:14.960]   past
[00:00:14.960 --> 00:00:15.430]   fourteen
[00:00:15.430 --> 00:00:15.720]   years
[00:00:15.720 --> 00:00:15.840]  ,
[00:00:15.840 --> 00:00:16.010]   our
[00:00:16.010 --> 00:00:16.380]   start
[00:00:16.380 --> 00:00:16.390]  -
[00:00:16.390 --> 00:00:16.580]  ups
[00:00:16.580 --> 00:00:16.690]  ,
[00:00:16.690 --> 00:00:16.870]   our
[00:00:16.870 --> 00:00:17.120]   life
[00:00:17.120 --> 00:00:17.240]  ,
[00:00:17.240 --> 00:00:17.800]   and
[00:00:17.800 --> 00:00:17.860]   general
[00:00:17.860 --> 00:00:18.110]   tech
[00:00:18.110 --> 00:00:18.410]   stuff
[00:00:18.410 --> 00:00:18.660]  .
[00:00:18.660 --> 00:00:18.870]   Uh
[00:00:18.870 --> 00:00:19.080]   but
[00:00:19.080 --> 00:00:19.430]   every
[00:00:19.430 --> 00:00:19.490]   now
[00:00:19.490 --> 00:00:19.660]   and
[00:00:19.660 --> 00:00:19.940]   again
[00:00:19.940 --> 00:00:20.050]   we
[00:00:20.050 --> 00:00:20.330]   bring
[00:00:20.330 --> 00:00:20.610]   folks
[00:00:20.610 --> 00:00:20.770]   on
[00:00:20.770 --> 00:00:20.940]   that
[00:00:20.940 --> 00:00:21.280]   really
[00:00:21.280 --> 00:00:21.730]   interest
[00:00:21.730 --> 00:00:21.840]   us
[00:00:21.840 --> 00:00:22.010]   and
[00:00:22.010 --> 00:00:22.230]   have
[00:00:22.230 --> 00:00:22.330]   a
[00:00:22.330 --> 00:00:22.500]   chat
[00:00:22.500 --> 00:00:22.720]   with
[00:00:22.720 --> 00:00:22.940]   them
[00:00:22.940 --> 00:00:23.040]   to
[00:00:23.040 --> 00:00:23.220]   see
[00:00:23.220 --> 00:00:23.440]   what
[00:00:23.440 --> 00:00:23.830]   they
[00:00:23.830 --> 00:00:23.850]  've
[00:00:23.850 --> 00:00:24.000]   got
[00:00:24.000 --> 00:00:24.350]   going
[00:00:24.350 --> 00:00:24.390]   on
[00:00:24.390 --> 00:00:24.700]  .
[00:00:24.700 --> 00:00:24.900]   In
[00:00:24.900 --> 00:00:25.410]   today
[00:00:25.410 --> 00:00:25.460]  's
[00:00:25.460 --> 00:00:25.720]   show
[00:00:25.720 --> 00:00:25.790]   I
[00:00:25.790 --> 00:00:26.540]   invited
[00:00:26.540 --> 00:00:26.650]   Jack
[00:00:26.650 --> 00:00:27.080]   Ellis
[00:00:27.080 --> 00:00:27.190]  ,
[00:00:27.190 --> 00:00:27.340]   co
[00:00:27.340 --> 00:00:27.410]  -
[00:00:27.410 --> 00:00:27.970]  founder
[00:00:27.970 --> 00:00:28.110]   of
[00:00:28.110 --> 00:00:28.180]   F
[00:00:28.180 --> 00:00:28.570]  athom
[00:00:28.570 --> 00:00:29.290]   Analytics
[00:00:29.290 --> 00:00:29.450]   to
[00:00:29.450 --> 00:00:29.730]   join
[00:00:29.730 --> 00:00:30.000]   me
[00:00:30.000 --> 00:00:30.000]  
[00:00:30.000 --> 00:00:30.070]   a
[00:00:30.070 --> 00:00:30.670]   friendly
[00:00:30.670 --> 00:00:31.070]   fires
[00:00:31.070 --> 00:00:31.260]  ide
[00:00:31.260 --> 00:00:31.570]   chat
[00:00:31.570 --> 00:00:31.950]   about
[00:00:31.950 --> 00:00:32.160]   how
[00:00:32.160 --> 00:00:32.320]   he
[00:00:32.320 --> 00:00:32.540]   and
[00:00:32.540 --> 00:00:32.730]   the
[00:00:32.730 --> 00:00:33.060]   tiny
[00:00:33.060 --> 00:00:33.130]   F
[00:00:33.130 --> 00:00:33.540]  athom
[00:00:33.540 --> 00:00:33.800]   team
[00:00:33.800 --> 00:00:34.250]   scaled
[00:00:34.250 --> 00:00:34.320]   F
[00:00:34.320 --> 00:00:34.690]  athom
[00:00:34.690 --> 00:00:34.830]   to
[00:00:34.830 --> 00:00:34.990]   be
[00:00:34.990 --> 00:00:35.670]   installed
[00:00:35.670 --> 00:00:35.820]   on
[00:00:35.820 --> 00:00:36.120]   over
[00:00:36.120 --> 00:00:36.420]   five
[00:00:36.420 --> 00:00:36.950]   hundred
[00:00:36.950 --> 00:00:37.680]   thousand
[00:00:37.680 --> 00:00:38.240]   websites
[00:00:38.240 --> 00:00:38.420]  .
[00:00:52.880 --> 00:00:52.880]  
[00:00:52.880 --> 00:00:53.110]   Jack
[00:00:53.110 --> 00:00:53.390]   Ellis
[00:00:53.390 --> 00:00:53.500]  ,
[00:00:53.500 --> 00:00:53.780]   hello
[00:00:53.780 --> 00:00:53.890]  ,
[00:00:53.890 --> 00:00:54.000]   uh
[00:00:54.000 --> 00:00:54.280]   thank
[00:00:54.280 --> 00:00:54.450]   you
[00:00:54.450 --> 00:00:54.690]   very
[00:00:54.690 --> 00:00:54.910]   much
[00:00:54.910 --> 00:00:55.020]   uh
[00:00:55.020 --> 00:00:55.190]   for
[00:00:55.190 --> 00:00:55.360]   for
[00:00:55.360 --> 00:00:55.760]   joining
[00:00:55.760 --> 00:00:55.930]   the
[00:00:55.930 --> 00:00:56.160]   show
[00:00:56.160 --> 00:00:56.330]  .
[00:00:56.330 --> 00:00:56.440]   We
[00:00:56.440 --> 00:00:56.950]   certainly
[00:00:56.950 --> 00:00:57.060]   do
[00:00:57.060 --> 00:00:57.270]   have
[00:00:57.270 --> 00:00:57.340]   a
[00:00:57.340 --> 00:00:57.570]   lot
[00:00:57.570 --> 00:00:57.650]   to
[00:00:57.650 --> 00:00:57.850]   talk
[00:00:57.850 --> 00:00:58.130]   about
[00:00:58.130 --> 00:00:58.300]  .
[00:00:58.300 --> 00:00:58.640]   Thanks
[00:00:58.640 --> 00:00:58.870]   very
[00:00:58.870 --> 00:00:59.110]   much
[00:00:59.110 --> 00:00:59.380]   for
[00:00:59.380 --> 00:00:59.390]   uh
[00:00:59.390 --> 00:00:59.550]   for
[00:00:59.550 --> 00:00:59.870]   being
[00:00:59.870 --> 00:01:00.060]   here
[00:01:00.060 --> 00:01:00.840]  . [SPEAKER_TURN]
[00:01:00.840 --> 00:01:01.020]   Yeah
[00:01:01.020 --> 00:01:01.150]   man
[00:01:01.150 --> 00:01:01.330]  ,
[00:01:01.330 --> 00:01:01.430]   my
[00:01:01.430 --> 00:01:01.700]   pleasure
[00:01:01.700 --> 00:01:01.830]  .
[00:01:01.830 --> 00:01:02.100]   Thanks
[00:01:02.100 --> 00:01:02.230]   for
[00:01:02.230 --> 00:01:02.540]   having
[00:01:02.540 --> 00:01:02.590]   me
[00:01:02.590 --> 00:01:03.160]  . [SPEAKER_TURN]
[00:01:03.360 --> 00:01:03.450]  
[00:01:03.450 --> 00:01:03.640]   Okay
[00:01:03.640 --> 00:01:03.780]   uh
[00:01:03.780 --> 00:01:04.000]   so
[00:01:04.000 --> 00:01:04.060]   uh
[00:01:04.060 --> 00:01:04.340]   when
[00:01:04.340 --> 00:01:04.410]   I
[00:01:04.410 --> 00:01:04.730]   talk
[00:01:04.730 --> 00:01:05.040]   about
[00:01:05.040 --> 00:01:05.110]   a
[00:01:05.110 --> 00:01:05.370]   lot
[00:01:05.370 --> 00:01:05.510]   to
[00:01:05.510 --> 00:01:05.740]   talk
[00:01:05.740 --> 00:01:06.090]   about
[00:01:06.090 --> 00:01:06.220]   um
[00:01:06.220 --> 00:01:06.790]   these
[00:01:06.790 --> 00:01:06.990]   are
[00:01:06.990 --> 00:01:07.000]   the
[00:01:07.000 --> 00:01:07.430]   things
[00:01:07.430 --> 00:01:07.710]   that
[00:01:07.710 --> 00:01:07.840]   I
[00:01:07.840 --> 00:01:08.130]   think
[00:01:08.130 --> 00:01:08.490]   that
[00:01:08.490 --> 00:01:08.740]   that
[00:01:08.740 --> 00:01:08.830]   uh
[00:01:08.830 --> 00:01:09.340]   texting
[00:01:09.340 --> 00:01:09.480]   uh
[00:01:09.480 --> 00:01:10.110]   listeners
[00:01:10.110 --> 00:01:10.390]   will
[00:01:10.390 --> 00:01:10.530]   be
[00:01:10.530 --> 00:01:11.240]   interested
[00:01:11.240 --> 00:01:11.380]   in
[00:01:11.380 --> 00:01:11.600]  .
[00:01:11.600 --> 00:01:11.780]   Um
[00:01:11.780 --> 00:01:12.010]   your
[00:01:12.010 --> 00:01:12.500]   success
[00:01:12.500 --> 00:01:12.660]   as
[00:01:12.660 --> 00:01:12.790]   an
[00:01:12.790 --> 00:01:13.140]   indie
[00:01:13.140 --> 00:01:13.690]   founder
[00:01:13.690 --> 00:01:13.870]   and
[00:01:13.870 --> 00:01:13.990]   uh
[00:01:13.990 --> 00:01:14.580]   that
[00:01:14.580 --> 00:01:14.710]   story
[00:01:14.710 --> 00:01:14.760]   um
[00:01:14.760 --> 00:01:15.260]   growing
[00:01:15.260 --> 00:01:15.330]   F
[00:01:15.330 --> 00:01:15.680]  athom
[00:01:15.680 --> 00:01:16.310]   analytics
[00:01:16.310 --> 00:01:16.470]   to
[00:01:16.470 --> 00:01:16.530]   a
[00:01:16.530 --> 00:01:16.830]   huge
[00:01:16.830 --> 00:01:17.380]   business
[00:01:17.380 --> 00:01:17.660]   with
[00:01:17.660 --> 00:01:17.730]   a
[00:01:17.730 --> 00:01:18.010]   tiny
[00:01:18.010 --> 00:01:18.320]   team
[00:01:18.320 --> 00:01:18.430]   uh
[00:01:18.430 --> 00:01:18.570]  ,
[00:01:18.570 --> 00:01:18.850]   your
[00:01:18.850 --> 00:01:19.440]   ongoing
[00:01:19.440 --> 00:01:19.630]   pick
[00:01:19.630 --> 00:01:19.700]  -
[00:01:19.700 --> 00:01:19.770]  a
[00:01:19.770 --> 00:01:19.840]  -
[00:01:19.840 --> 00:01:20.190]  fight
[00:01:20.190 --> 00:01:20.830]   marketing
[00:01:20.830 --> 00:01:21.400]   strategy
[00:01:21.400 --> 00:01:21.680]   with
[00:01:21.680 --> 00:01:22.110]   Google
[00:01:22.110 --> 00:01:22.320]  ,
[00:01:22.320 --> 00:01:22.600]   which
[00:01:22.600 --> 00:01:23.050]   is
[00:01:23.050 --> 00:01:23.760]   something
[00:01:23.760 --> 00:01:24.210]   which
[00:01:24.210 --> 00:01:24.530]   is
[00:01:24.530 --> 00:01:24.800]   something
[00:01:24.800 --> 00:01:25.060]   that
[00:01:25.060 --> 00:01:25.200]  's
[00:01:25.200 --> 00:01:25.470]   kind
[00:01:25.470 --> 00:01:25.580]   of
[00:01:25.580 --> 00:01:26.290]   interesting
[00:01:26.290 --> 00:01:26.570]   for
[00:01:26.570 --> 00:01:26.620]   us
[00:01:26.620 --> 00:01:26.940]   right
[00:01:26.940 --> 00:01:27.130]   now
[00:01:27.130 --> 00:01:27.260]   uh
[00:01:27.260 --> 00:01:27.440]   for
[00:01:27.440 --> 00:01:27.710]   the
[00:01:27.710 --> 00:01:27.960]   stuff
[00:01:27.960 --> 00:01:28.230]   that
[00:01:28.230 --> 00:01:28.370]   we
[00:01:28.370 --> 00:01:28.560]  've
[00:01:28.560 --> 00:01:28.800]   been
[00:01:28.800 --> 00:01:29.320]   speaking
[00:01:29.320 --> 00:01:29.630]   about
[00:01:29.630 --> 00:01:30.280]   recently
[00:01:30.280 --> 00:01:30.290]   um
[00:01:30.290 --> 00:01:30.420]  ,
[00:01:30.420 --> 00:01:30.680]   your
[00:01:30.680 --> 00:01:31.270]   extensive
[00:01:31.270 --> 00:01:31.460]   use
[00:01:31.460 --> 00:01:31.600]   of
[00:01:31.600 --> 00:01:31.780]   the
[00:01:31.780 --> 00:01:32.080]   Lara
[00:01:32.080 --> 00:01:32.230]  vel
[00:01:32.230 --> 00:01:33.000]   ecosystem
[00:01:33.000 --> 00:01:33.000]  ,
[00:01:33.360 --> 00:01:33.370]   um
[00:01:33.370 --> 00:01:33.430]   your
[00:01:33.430 --> 00:01:33.560]   use
[00:01:33.560 --> 00:01:33.680]   of
[00:01:33.680 --> 00:01:34.060]   server
[00:01:34.060 --> 00:01:34.310]  less
[00:01:34.310 --> 00:01:34.430]   to
[00:01:34.430 --> 00:01:34.860]   support
[00:01:34.860 --> 00:01:35.140]   your
[00:01:35.140 --> 00:01:35.380]   full
[00:01:35.380 --> 00:01:36.290]   infrastructure
[00:01:36.290 --> 00:01:36.400]  ,
[00:01:36.400 --> 00:01:36.720]   which
[00:01:36.720 --> 00:01:36.840]   is
[00:01:36.840 --> 00:01:37.000]   um
[00:01:37.000 --> 00:01:37.150]   for
[00:01:37.150 --> 00:01:37.270]   me
[00:01:37.270 --> 00:01:37.630]   kind
[00:01:37.630 --> 00:01:37.640]   of
[00:01:37.640 --> 00:01:37.700]   a
[00:01:37.700 --> 00:01:38.210]   shocking
[00:01:38.210 --> 00:01:38.720]   decision
[00:01:38.720 --> 00:01:38.970]   and
[00:01:38.970 --> 00:01:39.090]   I
[00:01:39.090 --> 00:01:39.090]  'm
[00:01:39.090 --> 00:01:39.470]   really
[00:01:39.470 --> 00:01:40.110]   interested
[00:01:40.110 --> 00:01:40.230]   to
[00:01:40.230 --> 00:01:40.480]   hear
[00:01:40.480 --> 00:01:40.820]   about
[00:01:40.820 --> 00:01:41.050]   that
[00:01:41.050 --> 00:01:41.240]   but
[00:01:41.240 --> 00:01:41.420]  ,
[00:01:41.420 --> 00:01:41.480]   it
[00:01:41.480 --> 00:01:41.670]   you
[00:01:41.670 --> 00:01:41.860]  've
[00:01:41.860 --> 00:01:41.970]   it
[00:01:41.970 --> 00:01:42.100]  's
[00:01:42.100 --> 00:01:42.480]   worked
[00:01:42.480 --> 00:01:42.800]   super
[00:01:42.800 --> 00:01:43.100]   well
[00:01:43.100 --> 00:01:43.240]   for
[00:01:43.240 --> 00:01:43.480]   you
[00:01:43.480 --> 00:01:43.620]   and
[00:01:43.620 --> 00:01:43.840]   you
[00:01:43.840 --> 00:01:44.090]   also
[00:01:44.090 --> 00:01:44.250]   use
[00:01:44.250 --> 00:01:44.620]   server
[00:01:44.620 --> 00:01:44.880]  less
[00:01:44.880 --> 00:01:45.410]   database
[00:01:45.410 --> 00:01:45.770]   single
[00:01:45.770 --> 00:01:45.830]  -
[00:01:45.830 --> 00:01:46.150]  store
[00:01:46.150 --> 00:01:46.340]  .
[00:01:46.340 --> 00:01:46.530]   And
[00:01:46.530 --> 00:01:46.650]   uh
[00:01:46.650 --> 00:01:47.550]   other
[00:01:47.550 --> 00:01:47.680]   interesting
[00:01:47.680 --> 00:01:47.870]   tid
[00:01:47.870 --> 00:01:48.120]  bits
[00:01:48.120 --> 00:01:48.250]   so
[00:01:48.250 --> 00:01:48.360]   uh
[00:01:48.360 --> 00:01:48.480]   so
[00:01:48.480 --> 00:01:48.890]   hello
[00:01:48.890 --> 00:01:49.250]   welcome
[00:01:49.250 --> 00:01:49.370]  ,
[00:01:49.370 --> 00:01:49.680]   to
[00:01:49.680 --> 00:01:49.870]   the
[00:01:49.870 --> 00:01:49.930]   show
[00:01:49.930 --> 00:01:51.100]  . [SPEAKER_TURN]
[00:01:51.100 --> 00:01:51.520]   Cool
[00:01:51.520 --> 00:01:51.590]   okay
[00:01:51.590 --> 00:01:51.650]  ,
[00:01:51.650 --> 00:01:51.670]   I
[00:01:51.670 --> 00:01:51.770]  'm
[00:01:51.770 --> 00:01:51.920]   I
[00:01:51.920 --> 00:01:51.940]  'm
[00:01:51.940 --> 00:01:52.190]   happy
[00:01:52.190 --> 00:01:52.290]   to
[00:01:52.290 --> 00:01:52.510]   get
[00:01:52.510 --> 00:01:52.660]   into
[00:01:52.660 --> 00:01:52.820]   all
[00:01:52.820 --> 00:01:52.920]   of
[00:01:52.920 --> 00:01:53.200]   those
[00:01:53.200 --> 00:01:53.510]   sounds
[00:01:53.510 --> 00:01:53.610]  ,
[00:01:53.610 --> 00:01:53.820]   good
[00:01:53.820 --> 00:01:54.520]  . [SPEAKER_TURN]
[00:01:54.520 --> 00:01:54.710]   Well
[00:01:54.710 --> 00:01:54.790]   so
[00:01:54.790 --> 00:01:55.080]   first
[00:01:55.080 --> 00:01:55.100]   of
[00:01:55.100 --> 00:01:55.240]   all
[00:01:55.240 --> 00:01:55.550]   where
[00:01:55.550 --> 00:01:55.580]   are
[00:01:55.580 --> 00:01:55.750]   you
[00:01:55.750 --> 00:01:55.930]   where
[00:01:55.930 --> 00:01:56.150]   about
[00:01:56.150 --> 00:01:56.190]  s
[00:01:56.190 --> 00:01:56.320]   you
[00:01:56.320 --> 00:01:56.570]   based
