
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.890]   This
[00:00:00.890 --> 00:00:01.260]   show
[00:00:01.260 --> 00:00:01.500]   is
[00:00:01.500 --> 00:00:03.180]   distributed
[00:00:03.180 --> 00:00:03.770]   by
[00:00:03.770 --> 00:00:04.570]   someone
[00:00:04.570 --> 00:00:04.990]  .
[00:00:04.990 --> 00:00:05.540]   Next
[00:00:05.540 --> 00:00:06.080]   time
[00:00:06.080 --> 00:00:06.500]  .
[00:00:27.920 --> 00:00:27.920]  
[00:00:27.920 --> 00:00:28.280]   Welcome
[00:00:28.280 --> 00:00:28.380]   to
[00:00:28.380 --> 00:00:28.740]   episode
[00:00:28.740 --> 00:00:28.890]   one
[00:00:28.890 --> 00:00:29.250]   hundred
[00:00:29.250 --> 00:00:29.400]   and
[00:00:29.400 --> 00:00:29.650]   sixty
[00:00:29.650 --> 00:00:29.900]   three
[00:00:29.900 --> 00:00:30.000]   of
[00:00:30.000 --> 00:00:30.200]   Text
[00:00:30.200 --> 00:00:30.350]  ing
[00:00:30.350 --> 00:00:30.450]  ,
[00:00:30.450 --> 00:00:30.630]   the
[00:00:30.630 --> 00:00:30.850]   first
[00:00:30.850 --> 00:00:31.210]   episode
[00:00:31.210 --> 00:00:31.370]   of
[00:00:31.370 --> 00:00:31.510]   Text
[00:00:31.510 --> 00:00:31.660]  ing
[00:00:31.660 --> 00:00:31.760]   in
[00:00:31.760 --> 00:00:31.910]   the
[00:00:31.910 --> 00:00:32.120]   year
[00:00:32.120 --> 00:00:32.260]   two
[00:00:32.260 --> 00:00:32.720]   thousand
[00:00:32.720 --> 00:00:32.820]   and
[00:00:32.820 --> 00:00:33.120]   twelve
[00:00:33.120 --> 00:00:33.380]  .
[00:00:33.380 --> 00:00:33.640]   Host
[00:00:33.640 --> 00:00:33.810]  ed
[00:00:33.810 --> 00:00:33.910]   by
[00:00:33.910 --> 00:00:34.310]   myself
[00:00:34.310 --> 00:00:34.790]   Justin
[00:00:34.790 --> 00:00:34.840]  ,
[00:00:34.840 --> 00:00:35.510]   Vincent
[00:00:35.510 --> 00:00:35.680]   and
[00:00:35.680 --> 00:00:35.840]   Jason
[00:00:35.840 --> 00:00:36.300]   Roberts
[00:00:36.300 --> 00:00:36.750]  .
[00:00:36.750 --> 00:00:36.750]   And
[00:00:36.750 --> 00:00:37.030]   of
[00:00:37.030 --> 00:00:37.060]   the
[00:00:37.060 --> 00:00:37.370]   links
[00:00:37.370 --> 00:00:37.620]   that
[00:00:37.620 --> 00:00:37.950]   Jason
[00:00:37.950 --> 00:00:38.120]   has
[00:00:38.120 --> 00:00:38.560]   emailed
[00:00:38.560 --> 00:00:38.680]   me
[00:00:38.680 --> 00:00:38.800]   as
[00:00:38.800 --> 00:00:39.300]   anything
[00:00:39.300 --> 00:00:39.430]   to
[00:00:39.430 --> 00:00:39.540]   go
[00:00:39.540 --> 00:00:39.730]   by
[00:00:39.730 --> 00:00:39.780]  ,
[00:00:39.780 --> 00:00:39.900]   we
[00:00:39.900 --> 00:00:40.400]  're
[00:00:40.400 --> 00:00:40.470]   gonna
[00:00:40.470 --> 00:00:40.650]   have
[00:00:40.650 --> 00:00:40.840]   one
[00:00:40.840 --> 00:00:40.960]   of
[00:00:40.960 --> 00:00:41.150]   the
[00:00:41.150 --> 00:00:41.400]   most
[00:00:41.400 --> 00:00:42.030]   depressing
[00:00:42.030 --> 00:00:42.320]   years
[00:00:42.320 --> 00:00:42.580]   in
[00:00:42.580 --> 00:00:42.900]   history
[00:00:42.900 --> 00:00:43.240]  .
[00:00:43.240 --> 00:00:43.450]   So
[00:00:43.450 --> 00:00:43.880]   you
[00:00:43.880 --> 00:00:44.340]   email
[00:00:44.340 --> 00:00:44.520]   me
[00:00:44.520 --> 00:00:45.060]   three
[00:00:45.060 --> 00:00:45.820]   stories
[00:00:45.820 --> 00:00:46.360]   three
[00:00:46.360 --> 00:00:47.120]   stories
[00:00:47.120 --> 00:00:47.330]   to
[00:00:47.330 --> 00:00:47.740]   read
[00:00:47.740 --> 00:00:48.170]   for
[00:00:48.170 --> 00:00:48.510]   this
[00:00:48.510 --> 00:00:48.940]   show
[00:00:48.940 --> 00:00:49.280]   and
[00:00:49.280 --> 00:00:49.370]   I
[00:00:49.370 --> 00:00:49.790]   have
[00:00:49.790 --> 00:00:50.300]   to
[00:00:50.300 --> 00:00:50.330]   say
[00:00:50.330 --> 00:00:50.760]   they
[00:00:50.760 --> 00:00:51.080]   are
[00:00:51.080 --> 00:00:52.170]   depressing
[00:00:52.170 --> 00:00:52.640]  . [SPEAKER_TURN]
[00:00:53.520 --> 00:00:53.520]  
[00:00:53.520 --> 00:00:53.610]   in
[00:00:53.610 --> 00:00:53.650]   a
[00:00:53.650 --> 00:00:53.940]   minute
[00:00:53.940 --> 00:00:54.030]   we
[00:00:54.030 --> 00:00:54.170]   don
[00:00:54.170 --> 00:00:54.250]  't
[00:00:54.250 --> 00:00:54.540]   have
[00:00:54.540 --> 00:00:54.550]   to
