
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.940]   This
[00:00:00.940 --> 00:00:01.280]   show
[00:00:01.280 --> 00:00:01.600]   is
[00:00:01.600 --> 00:00:03.370]   distributed
[00:00:03.370 --> 00:00:03.730]   by
[00:00:03.730 --> 00:00:04.820]   someone
[00:00:04.820 --> 00:00:05.470]  .
[00:00:05.470 --> 00:00:05.820]   Let
[00:00:05.820 --> 00:00:06.130]  's
[00:00:06.130 --> 00:00:06.450]   go
[00:00:06.450 --> 00:00:06.500]  .
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.350]   Welcome
[00:00:28.350 --> 00:00:28.450]   to
[00:00:28.450 --> 00:00:28.800]   episode
[00:00:28.800 --> 00:00:28.950]   one
[00:00:28.950 --> 00:00:29.300]   hundred
[00:00:29.300 --> 00:00:29.450]   and
[00:00:29.450 --> 00:00:29.850]   eighteen
[00:00:29.850 --> 00:00:29.950]   of
[00:00:29.950 --> 00:00:30.150]   Tech
[00:00:30.150 --> 00:00:30.200]  S
[00:00:30.200 --> 00:00:30.300]  ig
[00:00:30.300 --> 00:00:30.600]   hosted
[00:00:30.600 --> 00:00:30.700]   by
[00:00:30.700 --> 00:00:31.000]   myself
[00:00:31.000 --> 00:00:31.300]   Justin
[00:00:31.300 --> 00:00:31.400]  ,
[00:00:31.400 --> 00:00:31.740]   Vincent
[00:00:31.740 --> 00:00:31.900]   and
[00:00:31.900 --> 00:00:32.150]   Jason
[00:00:32.150 --> 00:00:32.500]   Roberts
[00:00:32.500 --> 00:00:32.740]  .
[00:00:32.740 --> 00:00:32.840]   On
[00:00:32.840 --> 00:00:33.110]   today
[00:00:33.110 --> 00:00:33.210]  's
[00:00:33.210 --> 00:00:33.430]   show
[00:00:33.430 --> 00:00:33.520]   we
[00:00:33.520 --> 00:00:33.680]  're
[00:00:33.680 --> 00:00:34.070]   talking
[00:00:34.070 --> 00:00:34.150]   to
[00:00:34.150 --> 00:00:34.430]   Kevin
[00:00:34.430 --> 00:00:34.470]   O
[00:00:34.470 --> 00:00:34.520]  '
[00:00:34.520 --> 00:00:34.840]  Connor
[00:00:34.840 --> 00:00:35.010]   founder
[00:00:35.010 --> 00:00:35.410]  ,
[00:00:35.410 --> 00:00:35.510]   of
[00:00:35.510 --> 00:00:35.620]   find
[00:00:35.620 --> 00:00:35.780]   the
[00:00:35.780 --> 00:00:35.990]   best
[00:00:35.990 --> 00:00:36.090]  ,
[00:00:36.090 --> 00:00:36.240]   the
[00:00:36.240 --> 00:00:36.800]   compare
[00:00:36.800 --> 00:00:37.050]   anything
[00:00:37.050 --> 00:00:37.390]   engine
[00:00:37.390 --> 00:00:37.530]   and
[00:00:37.530 --> 00:00:37.900]   double
[00:00:37.900 --> 00:00:38.110]  -
[00:00:38.110 --> 00:00:38.160]  click
[00:00:38.160 --> 00:00:38.230]   a
[00:00:38.230 --> 00:00:38.580]   company
[00:00:38.580 --> 00:00:38.930]   that
[00:00:38.930 --> 00:00:38.950]   was
[00:00:38.950 --> 00:00:39.590]   subsequently
[00:00:39.590 --> 00:00:39.810]   sold
[00:00:39.810 --> 00:00:39.900]   to
[00:00:39.900 --> 00:00:40.220]   Google
[00:00:40.220 --> 00:00:40.380]   for
[00:00:40.380 --> 00:00:40.650]   three
[00:00:40.650 --> 00:00:40.920]   point
[00:00:40.920 --> 00:00:41.110]   two
[00:00:41.110 --> 00:00:41.490]   billion
[00:00:41.490 --> 00:00:41.610]  .
[00:00:41.610 --> 00:00:41.870]   Need
[00:00:41.870 --> 00:00:41.940]   I
[00:00:41.940 --> 00:00:42.030]   say
[00:00:42.030 --> 00:00:42.240]   more
[00:00:42.240 --> 00:00:42.740]  ?
[00:00:42.740 --> 00:00:43.000]   Hi
[00:00:43.000 --> 00:00:43.050]   Kevin
[00:00:43.050 --> 00:00:43.200]   and
[00:00:43.200 --> 00:00:43.530]   welcome
[00:00:43.530 --> 00:00:43.670]   to
[00:00:43.670 --> 00:00:43.790]   the
[00:00:43.790 --> 00:00:44.000]   show
[00:00:44.000 --> 00:00:44.200]  . [SPEAKER_TURN]
[00:00:44.200 --> 00:00:44.450]   Good
[00:00:44.450 --> 00:00:44.530]   to
[00:00:44.530 --> 00:00:44.560]   be
[00:00:44.560 --> 00:00:44.700]   here
[00:00:44.700 --> 00:00:44.820]  .
[00:00:44.820 --> 00:00:44.980]   Hope
[00:00:44.980 --> 00:00:45.080]   you
[00:00:45.080 --> 00:00:45.230]   say
[00:00:45.230 --> 00:00:45.420]   a
[00:00:45.420 --> 00:00:45.570]   little
[00:00:45.570 --> 00:00:45.640]   bit
[00:00:45.640 --> 00:00:45.810]   more
[00:00:45.810 --> 00:00:46.360]  . [SPEAKER_TURN]
[00:00:47.120 --> 00:00:47.120]  
[00:00:47.120 --> 00:00:47.250]   So
[00:00:47.250 --> 00:00:47.380]   uh
[00:00:47.380 --> 00:00:47.720]   Kevin
[00:00:47.720 --> 00:00:47.890]   you
[00:00:47.890 --> 00:00:48.150]   have
[00:00:48.150 --> 00:00:48.470]   quite
[00:00:48.470 --> 00:00:48.620]   an
[00:00:48.620 --> 00:00:49.180]   extensive
[00:00:49.180 --> 00:00:49.850]   background
[00:00:49.850 --> 00:00:50.010]   and
[00:00:50.010 --> 00:00:50.140]   um
[00:00:50.140 --> 00:00:50.200]   I
