
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.970]   This
[00:00:00.970 --> 00:00:01.260]   show
[00:00:01.260 --> 00:00:01.500]   is
[00:00:01.500 --> 00:00:03.180]   distributed
[00:00:03.180 --> 00:00:03.770]   by
[00:00:03.770 --> 00:00:04.570]   someone
[00:00:04.570 --> 00:00:04.990]  .
[00:00:04.990 --> 00:00:05.540]   Next
[00:00:05.540 --> 00:00:06.080]   time
[00:00:06.080 --> 00:00:06.500]  .
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.360]   Welcome
[00:00:28.360 --> 00:00:28.460]   to
[00:00:28.460 --> 00:00:28.820]   episode
[00:00:28.820 --> 00:00:28.970]   one
[00:00:28.970 --> 00:00:29.330]   hundred
[00:00:29.330 --> 00:00:29.480]   and
[00:00:29.480 --> 00:00:29.830]   seventy
[00:00:29.830 --> 00:00:29.940]   of
[00:00:29.940 --> 00:00:30.140]   Tech
[00:00:30.140 --> 00:00:30.190]  S
[00:00:30.190 --> 00:00:30.340]  ick
[00:00:30.340 --> 00:00:30.490]  .
[00:00:30.490 --> 00:00:30.590]   As
[00:00:30.590 --> 00:00:30.690]   do
[00:00:30.690 --> 00:00:30.740]   I
[00:00:30.740 --> 00:00:31.030]   myself
[00:00:31.030 --> 00:00:31.340]   Justin
[00:00:31.340 --> 00:00:31.440]  ,
[00:00:31.440 --> 00:00:31.800]   Vincent
[00:00:31.800 --> 00:00:31.960]   and
[00:00:31.960 --> 00:00:32.200]   Jason
[00:00:32.200 --> 00:00:32.560]   Roberts
[00:00:32.560 --> 00:00:32.800]  .
[00:00:32.800 --> 00:00:32.920]   On
[00:00:32.920 --> 00:00:33.260]   today
[00:00:33.260 --> 00:00:33.340]  's
[00:00:33.340 --> 00:00:33.580]   show
[00:00:33.580 --> 00:00:33.700]   we
[00:00:33.700 --> 00:00:33.880]  're
[00:00:33.880 --> 00:00:34.300]   talking
[00:00:34.300 --> 00:00:34.420]   to
[00:00:34.420 --> 00:00:34.660]   Paul
[00:00:34.660 --> 00:00:34.720]   P
[00:00:34.720 --> 00:00:34.920]  ates
[00:00:34.920 --> 00:00:35.080]  ,
[00:00:35.080 --> 00:00:35.260]   CEO
[00:00:35.260 --> 00:00:35.460]   of
[00:00:35.460 --> 00:00:35.680]   Innov
[00:00:35.680 --> 00:00:35.980]  ative
[00:00:35.980 --> 00:00:36.170]   Dis
[00:00:36.170 --> 00:00:36.570]  ruption
[00:00:36.570 --> 00:00:36.840]  .
[00:00:36.840 --> 00:00:36.940]   Hey
[00:00:36.940 --> 00:00:37.170]   Paul
[00:00:37.170 --> 00:00:37.300]  ,
[00:00:37.300 --> 00:00:37.360]   welcome
[00:00:37.360 --> 00:00:38.020]   to
[00:00:38.020 --> 00:00:38.040]   the
[00:00:38.040 --> 00:00:38.260]   show
[00:00:38.260 --> 00:00:38.940]  . [SPEAKER_TURN]
[00:00:38.940 --> 00:00:39.350]   Thank
[00:00:39.350 --> 00:00:39.400]   you
[00:00:39.400 --> 00:00:39.550]   Glad
[00:00:39.550 --> 00:00:39.700]  .
[00:00:39.700 --> 00:00:39.900]   to
[00:00:39.900 --> 00:00:40.100]   be
[00:00:40.100 --> 00:00:40.130]   here
[00:00:40.130 --> 00:00:40.720]  . [SPEAKER_TURN]
[00:00:40.720 --> 00:00:40.850]   So
[00:00:40.850 --> 00:00:41.250]   Paul
[00:00:41.250 --> 00:00:41.320]   you
[00:00:41.320 --> 00:00:41.800]   reached
[00:00:41.800 --> 00:00:42.000]   out
[00:00:42.000 --> 00:00:42.180]   to
[00:00:42.180 --> 00:00:42.260]   us
[00:00:42.260 --> 00:00:42.390]   uh
[00:00:42.390 --> 00:00:42.460]   a
[00:00:42.460 --> 00:00:42.800]   while
[00:00:42.800 --> 00:00:43.070]   back
[00:00:43.070 --> 00:00:43.240]   um
[00:00:43.240 --> 00:00:43.700]   because
[00:00:43.700 --> 00:00:43.880]   you
[00:00:43.880 --> 00:00:44.080]   had
[00:00:44.080 --> 00:00:44.480]   seen
[00:00:44.480 --> 00:00:44.570]   we
[00:00:44.570 --> 00:00:44.610]  'd
[00:00:44.610 --> 00:00:45.370]   interviewed
[00:00:45.370 --> 00:00:45.440]   I
[00:00:45.440 --> 00:00:45.780]   think
[00:00:45.780 --> 00:00:45.960]   it
[00:00:45.960 --> 00:00:46.110]   was
[00:00:46.110 --> 00:00:46.520]   Thomas
[00:00:46.520 --> 00:00:46.790]   Thur
[00:00:46.790 --> 00:00:47.060]  ston
[00:00:47.060 --> 00:00:48.020]  . [SPEAKER_TURN]
[00:00:48.020 --> 00:00:48.490]   Yeah
[00:00:48.490 --> 00:00:48.510]   episode
[00:00:48.510 --> 00:00:48.820]   seventy
[00:00:48.820 --> 00:00:48.950]   six
[00:00:48.950 --> 00:00:49.130]   wasn
[00:00:49.130 --> 00:00:49.240]  't
[00:00:49.240 --> 00:00:49.310]  ,
[00:00:49.310 --> 00:00:49.400]   it
[00:00:49.400 --> 00:00:49.490]   uh
