
[00:00:00.000 --> 00:00:01.060]  
[00:00:01.060 --> 00:00:22.600]   Welcome
[00:00:22.600 --> 00:00:22.710]   to
[00:00:22.710 --> 00:00:23.110]   episode
[00:00:23.110 --> 00:00:23.390]   three
[00:00:23.390 --> 00:00:23.790]   hundred
[00:00:23.790 --> 00:00:23.960]   and
[00:00:23.960 --> 00:00:24.130]   ten
[00:00:24.130 --> 00:00:24.240]   of
[00:00:24.240 --> 00:00:24.470]   Tech
[00:00:24.470 --> 00:00:24.700]  sing
[00:00:24.700 --> 00:00:25.060]   hosted
[00:00:25.060 --> 00:00:25.150]   by
[00:00:25.150 --> 00:00:25.490]   myself
[00:00:25.490 --> 00:00:25.900]   Justin
[00:00:25.900 --> 00:00:26.050]  ,
[00:00:26.050 --> 00:00:26.570]   Vincent
[00:00:26.570 --> 00:00:26.790]   and
[00:00:26.790 --> 00:00:27.160]   Jason
[00:00:27.160 --> 00:00:27.670]   Roberts
[00:00:27.670 --> 00:00:27.870]  ,
[00:00:27.870 --> 00:00:27.920]   a
[00:00:27.920 --> 00:00:28.180]   show
[00:00:28.180 --> 00:00:28.310]   in
[00:00:28.310 --> 00:00:28.630]   which
[00:00:28.630 --> 00:00:28.760]   it
[00:00:28.760 --> 00:00:29.420]   officially
[00:00:29.420 --> 00:00:29.720]   takes
[00:00:29.720 --> 00:00:29.800]  
[00:00:29.800 --> 00:00:29.840]   me
[00:00:29.840 --> 00:00:30.300]   nine
[00:00:30.300 --> 00:00:30.520]   minutes
[00:00:30.520 --> 00:00:30.630]  ,
[00:00:30.630 --> 00:00:30.950]   forty
[00:00:30.950 --> 00:00:31.260]   three
[00:00:31.260 --> 00:00:31.730]   seconds
[00:00:31.730 --> 00:00:31.800]   to
[00:00:31.800 --> 00:00:32.110]   get
[00:00:32.110 --> 00:00:32.240]   from
[00:00:32.240 --> 00:00:32.360]   my
[00:00:32.360 --> 00:00:32.590]   house
[00:00:32.590 --> 00:00:32.940]   to
[00:00:32.940 --> 00:00:33.100]   Jason
[00:00:33.100 --> 00:00:33.190]  's
[00:00:33.190 --> 00:00:33.520]  . [SPEAKER_TURN]
[00:00:33.520 --> 00:00:33.560]   Does
[00:00:33.560 --> 00:00:34.200]   that
[00:00:34.200 --> 00:00:34.260]   inc
[00:00:34.260 --> 00:00:34.540]  ul
[00:00:34.540 --> 00:00:34.870]   include
[00:00:34.870 --> 00:00:35.000]   uh
[00:00:35.000 --> 00:00:35.610]   walking
[00:00:35.610 --> 00:00:35.620]   up
[00:00:35.620 --> 00:00:35.810]   and
[00:00:35.810 --> 00:00:36.080]   down
[00:00:36.080 --> 00:00:36.280]   the
[00:00:36.280 --> 00:00:36.760]   stairs
[00:00:36.760 --> 00:00:37.560]  ? [SPEAKER_TURN]
[00:00:37.560 --> 00:00:38.420]   No
[00:00:38.420 --> 00:00:39.840]  .
[00:00:39.840 --> 00:00:39.860]   Uh
