
[00:00:00.500 --> 00:00:08.980]   [
[00:00:08.980 --> 00:00:25.370]  Music
[00:00:25.370 --> 00:00:29.600]  ]
[00:00:29.600 --> 00:00:29.700]   Welcome
[00:00:29.700 --> 00:00:29.740]   to
[00:00:29.740 --> 00:00:29.740]  
[00:00:29.740 --> 00:00:30.120]   Welcome
[00:00:30.120 --> 00:00:30.220]   to
[00:00:30.220 --> 00:00:30.600]   episode
[00:00:30.600 --> 00:00:30.870]   three
[00:00:30.870 --> 00:00:31.240]   hundred
[00:00:31.240 --> 00:00:31.410]   and
[00:00:31.410 --> 00:00:31.680]   sixty
[00:00:31.680 --> 00:00:31.840]   two
[00:00:31.840 --> 00:00:31.940]   of
[00:00:31.940 --> 00:00:32.150]   Text
[00:00:32.150 --> 00:00:32.310]  ing
[00:00:32.310 --> 00:00:32.410]  ,
[00:00:32.410 --> 00:00:32.790]   hosting
[00:00:32.790 --> 00:00:32.890]   by
[00:00:32.890 --> 00:00:33.210]   myself
[00:00:33.210 --> 00:00:33.530]   Justin
[00:00:33.530 --> 00:00:33.630]  ,
[00:00:33.630 --> 00:00:34.010]   Vincent
[00:00:34.010 --> 00:00:34.170]   and
[00:00:34.170 --> 00:00:34.440]   Jason
[00:00:34.440 --> 00:00:34.820]   Roberts
[00:00:34.820 --> 00:00:35.090]  .
[00:00:35.090 --> 00:00:35.280]   And
[00:00:35.280 --> 00:00:35.410]   in
[00:00:35.410 --> 00:00:35.710]   today
[00:00:35.710 --> 00:00:35.830]  's
[00:00:35.830 --> 00:00:36.080]   show
[00:00:36.080 --> 00:00:36.280]   I
[00:00:36.280 --> 00:00:36.390]   just
[00:00:36.390 --> 00:00:36.610]   saw
[00:00:36.610 --> 00:00:36.750]   Col
[00:00:36.750 --> 00:00:36.870]  by
[00:00:36.870 --> 00:00:37.090]   uh
[00:00:37.090 --> 00:00:37.280]   come
[00:00:37.280 --> 00:00:37.530]   into
[00:00:37.530 --> 00:00:37.670]   the
[00:00:37.670 --> 00:00:37.920]   room
[00:00:37.920 --> 00:00:38.100]   and
[00:00:38.100 --> 00:00:38.430]   leave
[00:00:38.430 --> 00:00:38.590]   the
[00:00:38.590 --> 00:00:38.840]   room
[00:00:38.840 --> 00:00:38.960]   so
[00:00:38.960 --> 00:00:39.020]   I
[00:00:39.020 --> 00:00:39.400]   guess
[00:00:39.400 --> 00:00:39.450]   he
[00:00:39.450 --> 00:00:39.600]  's
[00:00:39.600 --> 00:00:39.810]   back
[00:00:39.810 --> 00:00:40.100]   in
[00:00:40.100 --> 00:00:40.260]   town
[00:00:40.260 --> 00:00:40.380]  ? [SPEAKER_TURN]
[00:00:40.380 --> 00:00:40.590]   Yeah
[00:00:40.590 --> 00:00:40.800]   just
[00:00:40.800 --> 00:00:40.960]   for
[00:00:40.960 --> 00:00:41.320]   uh
[00:00:41.320 --> 00:00:41.340]   thank
[00:00:41.340 --> 00:00:41.650]   giving
[00:00:41.650 --> 00:00:41.810]   but
[00:00:41.810 --> 00:00:41.910]   he
[00:00:41.910 --> 00:00:42.010]  's
[00:00:42.010 --> 00:00:42.110]   we
[00:00:42.110 --> 00:00:42.270]  're
[00:00:42.270 --> 00:00:42.650]   kicking
[00:00:42.650 --> 00:00:42.810]   him
[00:00:42.810 --> 00:00:42.970]   out
[00:00:42.970 --> 00:00:43.400]   tomorrow
[00:00:43.400 --> 00:00:43.780]   morning
[00:00:43.780 --> 00:00:44.460]  . [SPEAKER_TURN]
[00:00:44.460 --> 00:00:44.650]   Oh
[00:00:44.650 --> 00:00:45.060]   yeah
[00:00:45.060 --> 00:00:45.360]   gotta
[00:00:45.360 --> 00:00:45.700]   kick
[00:00:45.700 --> 00:00:45.930]   him
[00:00:45.930 --> 00:00:46.170]   out
[00:00:46.170 --> 00:00:46.440]  . [SPEAKER_TURN]
[00:00:46.440 --> 00:00:46.570]   So
[00:00:46.570 --> 00:00:46.840]   what
[00:00:46.840 --> 00:00:46.970]  's
[00:00:46.970 --> 00:00:47.770]   happening
[00:00:47.770 --> 00:00:47.840]   what
[00:00:47.840 --> 00:00:47.970]  's
[00:00:47.970 --> 00:00:48.100]   uh
[00:00:48.100 --> 00:00:48.370]   what
[00:00:48.370 --> 00:00:48.590]   you
[00:00:48.590 --> 00:00:48.770]   got
[00:00:48.770 --> 00:00:48.900]   on
[00:00:48.900 --> 00:00:49.160]   the
[00:00:49.160 --> 00:00:49.460]   d
[00:00:49.460 --> 00:00:49.490]  ocket
[00:00:49.490 --> 00:00:49.710]   for
[00:00:49.710 --> 00:00:49.890]   the
[00:00:49.890 --> 00:00:50.090]   day
[00:00:50.090 --> 00:00:50.900]  ? [SPEAKER_TURN]
[00:00:50.900 --> 00:00:51.040]   In
[00:00:51.040 --> 00:00:51.440]   the
[00:00:51.440 --> 00:00:51.680]   middle
[00:00:51.680 --> 00:00:51.820]   of
[00:00:51.820 --> 00:00:52.150]   just
[00:00:52.150 --> 00:00:52.490]   work
[00:00:52.490 --> 00:00:52.540]   uh
[00:00:52.540 --> 00:00:53.050]   getting
[00:00:53.050 --> 00:00:53.410]   ready
[00:00:53.410 --> 00:00:53.620]   for
[00:00:53.620 --> 00:00:53.920]   the
[00:00:53.920 --> 00:00:54.420]   December
[00:00:54.420 --> 00:00:54.620]   six
[00:00:54.620 --> 00:00:55.130]   release
[00:00:55.130 --> 00:00:56.020]  . [SPEAKER_TURN]
[00:00:56.020 --> 00:00:56.290]   What
[00:00:56.290 --> 00:00:56.690]  's
[00:00:56.690 --> 00:00:56.780]   what
[00:00:56.780 --> 00:00:56.820]  's
[00:00:56.820 --> 00:00:57.020]   the
[00:00:57.020 --> 00:00:57.570]   December
[00:00:57.570 --> 00:00:58.050]   release
[00:00:58.050 --> 00:00:58.480]   what
[00:00:58.480 --> 00:00:58.520]   are
[00:00:58.520 --> 00:00:58.720]   you
[00:00:58.720 --> 00:00:59.250]   talking
[00:00:59.250 --> 00:00:59.420]   about
[00:00:59.420 --> 00:00:59.520]  ?
[00:01:00.080 --> 00:00:59.720]   Rob
[00:00:59.720 --> 00:01:00.130]   is
[00:01:00.130 --> 00:01:00.200]   gonna
[00:01:00.200 --> 00:01:00.310]   be
[00:01:00.310 --> 00:01:00.480]   re
[00:01:00.480 --> 00:01:00.670]   Rob
[00:01:00.670 --> 00:01:00.900]   Wall
[00:01:00.900 --> 00:01:01.100]  ing
[00:01:01.100 --> 00:01:01.280]   is
[00:01:01.280 --> 00:01:01.560]   gonna
[00:01:01.560 --> 00:01:01.690]   be
[00:01:01.690 --> 00:01:02.290]   releasing
[00:01:02.290 --> 00:01:02.550]   that
[00:01:02.550 --> 00:01:02.810]   show
[00:01:02.810 --> 00:01:03.070]   that
[00:01:03.070 --> 00:01:03.130]   I
[00:01:03.130 --> 00:01:03.660]   recorded
[00:01:03.660 --> 00:01:03.920]   with
[00:01:03.920 --> 00:01:04.120]   him
[00:01:04.120 --> 00:01:04.380]   in
[00:01:04.380 --> 00:01:04.380]   it
[00:01:04.380 --> 00:01:04.640]   I
[00:01:04.640 --> 00:01:04.710]  .
[00:01:04.710 --> 00:01:05.090]   point
[00:01:05.090 --> 00:01:05.170]   two
[00:01:05.170 --> 00:01:05.370]   try
[00:01:05.370 --> 00:01:05.630]   list
[00:01:05.630 --> 00:01:05.830]   dot
[00:01:05.830 --> 00:01:05.890]   I
[00:01:05.890 --> 00:01:05.980]  _
[00:01:05.980 --> 00:01:06.010]  O
[00:01:06.010 --> 00:01:06.070]  _
[00:01:06.070 --> 00:01:06.200]   So
[00:01:06.200 --> 00:01:06.390]  .
[00:01:06.390 --> 00:01:06.830]   there
[00:01:06.830 --> 00:01:06.860]  's
[00:01:06.860 --> 00:01:06.990]   it
[00:01:06.990 --> 00:01:07.120]  's
[00:01:07.120 --> 00:01:07.400]   like
[00:01:07.400 --> 00:01:07.590]   the
[00:01:07.590 --> 00:01:07.780]   you
[00:01:07.780 --> 00:01:08.040]   know
[00:01:08.040 --> 00:01:08.570]   the
[00:01:08.570 --> 00:01:08.660]   first
[00:01:08.660 --> 00:01:08.700]   of
[00:01:08.700 --> 00:01:08.780]   a
[00:01:08.780 --> 00:01:09.290]   thousand
[00:01:09.290 --> 00:01:09.410]   uh
[00:01:09.410 --> 00:01:10.030]   launches
[00:01:10.030 --> 00:01:10.150]  .
[00:01:10.150 --> 00:01:10.350]   But
[00:01:10.350 --> 00:01:10.480]   um
[00:01:10.480 --> 00:01:11.280]   actual
[00:01:11.280 --> 00:01:11.400]   people
[00:01:11.400 --> 00:01:11.580]   are
[00:01:11.580 --> 00:01:11.840]   gonna
[00:01:11.840 --> 00:01:11.940]   be
[00:01:11.940 --> 00:01:12.520]   hitting
[00:01:12.520 --> 00:01:12.660]   that
[00:01:12.660 --> 00:01:12.920]   home
[00:01:12.920 --> 00:01:13.190]   page
[00:01:13.190 --> 00:01:13.310]   so
[00:01:13.310 --> 00:01:13.370]   I
[00:01:13.370 --> 00:01:13.570]  've
[00:01:13.570 --> 00:01:13.900]   gotta
[00:01:13.900 --> 00:01:14.100]   get
[00:01:14.100 --> 00:01:14.230]   it
[00:01:14.230 --> 00:01:14.690]   ready
[00:01:14.690 --> 00:01:14.690]   to
[00:01:14.690 --> 00:01:14.970]   do
[00:01:14.970 --> 00:01:15.420]   something
[00:01:15.420 --> 00:01:16.480]  . [SPEAKER_TURN]
[00:01:16.480 --> 00:01:17.680]   This
[00:01:17.680 --> 00:01:18.340]   is
[00:01:18.340 --> 00:01:20.890]   launched
[00:01:20.890 --> 00:01:21.880]   like
[00:01:21.880 --> 00:01:23.680]   ninety
[00:01:23.680 --> 00:01:25.180]   seven
[00:01:25.180 --> 00:01:28.520]  . [SPEAKER_TURN]
[00:01:28.920 --> 00:01:28.970]  
[00:01:28.970 --> 00:01:29.200]   That
[00:01:29.200 --> 00:01:29.220]  's
[00:01:29.220 --> 00:01:29.620]   probably
[00:01:29.620 --> 00:01:29.960]   true
[00:01:29.960 --> 00:01:29.970]  .
[00:01:29.970 --> 00:01:30.020]   I
[00:01:30.020 --> 00:01:30.420]   mean
[00:01:30.420 --> 00:01:30.440]   well
[00:01:30.440 --> 00:01:30.520]   it
[00:01:30.520 --> 00:01:30.620]  's
[00:01:30.620 --> 00:01:30.980]   launch
[00:01:30.980 --> 00:01:31.220]   ninety
[00:01:31.220 --> 00:01:31.460]   seven
[00:01:31.460 --> 00:01:31.770]   that
[00:01:31.770 --> 00:01:32.020]   uh
[00:01:32.020 --> 00:01:32.240]   because
[00:01:32.240 --> 00:01:32.470]   already
[00:01:32.470 --> 00:01:32.720]   there
[00:01:32.720 --> 00:01:32.810]  's
[00:01:32.810 --> 00:01:33.020]   been
[00:01:33.020 --> 00:01:33.120]   so
[00:01:33.120 --> 00:01:33.320]   many
[00:01:33.320 --> 00:01:33.720]   launches
[00:01:33.720 --> 00:01:34.340]  . [SPEAKER_TURN]
[00:01:34.340 --> 00:01:34.530]   Yeah
[00:01:34.530 --> 00:01:34.600]  ,
[00:01:34.600 --> 00:01:34.690]   that
[00:01:34.690 --> 00:01:34.760]  's
[00:01:34.760 --> 00:01:34.900]   what
[00:01:34.900 --> 00:01:34.930]   I
[00:01:34.930 --> 00:01:35.020]  'm
[00:01:35.020 --> 00:01:35.220]   saying
[00:01:35.220 --> 00:01:35.360]   what
[00:01:35.360 --> 00:01:35.430]  ,
[00:01:35.430 --> 00:01:35.500]   do
[00:01:35.500 --> 00:01:35.610]   you
[00:01:35.610 --> 00:01:35.750]   know
[00:01:35.750 --> 00:01:35.930]   about
[00:01:35.930 --> 00:01:36.040]   the
[00:01:36.040 --> 00:01:36.230]   first
[00:01:36.230 --> 00:01:36.440]   launch
[00:01:36.440 --> 00:01:36.560]   You
[00:01:36.560 --> 00:01:36.710]  ?
[00:01:36.710 --> 00:01:36.770]   can
[00:01:36.770 --> 00:01:36.840]  't
[00:01:36.840 --> 00:01:36.950]   you
[00:01:36.950 --> 00:01:37.200]   history
[00:01:37.200 --> 00:01:37.310]   did
[00:01:37.310 --> 00:01:37.420]   not
[00:01:37.420 --> 00:01:37.600]   start
[00:01:37.600 --> 00:01:37.930]   yesterday
[00:01:37.930 --> 00:01:38.420]  . [SPEAKER_TURN]
[00:01:38.500 --> 00:01:38.550]  
[00:01:38.550 --> 00:01:38.800]   That
[00:01:38.800 --> 00:01:38.920]  's
[00:01:38.920 --> 00:01:39.200]   true
[00:01:39.200 --> 00:01:39.480]   yeah
[00:01:39.480 --> 00:01:39.620]  ,
[00:01:39.620 --> 00:01:39.910]   That
[00:01:39.910 --> 00:01:40.030]  's
[00:01:40.030 --> 00:01:40.530]  .
[00:01:40.530 --> 00:01:40.640]   very
[00:01:40.640 --> 00:01:40.810]   true
[00:01:40.810 --> 00:01:41.140]   Well
[00:01:41.140 --> 00:01:41.300]  .
[00:01:41.300 --> 00:01:41.370]   I
[00:01:41.370 --> 00:01:41.580]   get
[00:01:41.580 --> 00:01:42.080]   getting
[00:01:42.080 --> 00:01:42.220]   it
[00:01:42.220 --> 00:01:42.570]   ready
[00:01:42.570 --> 00:01:42.640]   I
[00:01:42.640 --> 00:01:42.780]  'm
[00:01:42.780 --> 00:01:43.060]   just
[00:01:43.060 --> 00:01:43.320]   getting
[00:01:43.320 --> 00:01:43.700]   it
[00:01:43.700 --> 00:01:44.190]   ready
[00:01:44.190 --> 00:01:44.300]   to
[00:01:44.300 --> 00:01:44.330]   do
[00:01:44.330 --> 00:01:44.460]   a
[00:01:44.460 --> 00:01:44.610]   few
[00:01:44.610 --> 00:01:45.110]   things
[00:01:45.110 --> 00:01:45.160]   I
[00:01:45.160 --> 00:01:45.250]  'm
[00:01:45.250 --> 00:01:45.370]   I
[00:01:45.370 --> 00:01:45.460]  'm
[00:01:45.460 --> 00:01:45.960]   putting
[00:01:45.960 --> 00:01:46.160]   in
[00:01:46.160 --> 00:01:46.240]   so
[00:01:46.240 --> 00:01:46.520]   that
[00:01:46.520 --> 00:01:46.800]   when
[00:01:46.800 --> 00:01:47.000]   you
[00:01:47.000 --> 00:01:47.150]   go
[00:01:47.150 --> 00:01:47.430]   into
[00:01:47.430 --> 00:01:47.780]   there
[00:01:47.780 --> 00:01:48.130]   there
[00:01:48.130 --> 00:01:48.270]  's
[00:01:48.270 --> 00:01:48.480]   the
[00:01:48.480 --> 00:01:48.760]   help
[00:01:48.760 --> 00:01:48.900]   is
[00:01:48.900 --> 00:01:49.330]   always
[00:01:49.330 --> 00:01:49.510]   on
[00:01:49.510 --> 00:01:50.030]   the
[00:01:50.030 --> 00:01:50.100]   right
[00:01:50.100 --> 00:01:50.120]  -
[00:01:50.120 --> 00:01:50.380]  hand
[00:01:50.380 --> 00:01:50.660]   side
[00:01:50.660 --> 00:01:50.800]   um
[00:01:50.800 --> 00:01:50.870]   I
[00:01:50.870 --> 00:01:51.320]  'm
[00:01:51.320 --> 00:01:51.510]   writing
[00:01:51.510 --> 00:01:51.650]   a
[00:01:51.650 --> 00:01:51.940]   blog
[00:01:51.940 --> 00:01:52.140]   post
[00:01:52.140 --> 00:01:52.350]   to
[00:01:52.350 --> 00:01:52.780]   explain
[00:01:52.780 --> 00:01:52.990]   you
[00:01:52.990 --> 00:01:53.270]   know
[00:01:53.270 --> 00:01:53.580]   what
[00:01:53.580 --> 00:01:53.690]   is
[00:01:53.690 --> 00:01:53.970]   list
[00:01:53.970 --> 00:01:54.180]   and
[00:01:54.180 --> 00:01:54.500]   what
[00:01:54.500 --> 00:01:54.740]   does
[00:01:54.740 --> 00:01:54.850]   it
[00:01:54.850 --> 00:01:54.880]   exist
[00:01:54.880 --> 00:01:55.650]   and
