
[00:00:01.000 --> 00:00:01.150]   [
[00:00:01.150 --> 00:00:06.870]  Music
[00:00:06.870 --> 00:00:08.020]  ]
[00:00:08.020 --> 00:00:09.530]   Welcome
[00:00:09.530 --> 00:00:09.960]   to
[00:00:09.960 --> 00:00:11.470]   episode
[00:00:11.470 --> 00:00:12.550]   three
[00:00:12.550 --> 00:00:14.060]   hundred
[00:00:14.060 --> 00:00:14.710]   and
[00:00:14.710 --> 00:00:15.360]   six
[00:00:15.360 --> 00:00:15.790]   of
[00:00:15.790 --> 00:00:16.650]   Tech
[00:00:16.650 --> 00:00:16.860]  s
[00:00:16.860 --> 00:00:17.720]   sand
[00:00:17.720 --> 00:00:18.150]  ,
[00:00:18.150 --> 00:00:19.450]   hosted
[00:00:19.450 --> 00:00:19.880]   by
[00:00:19.880 --> 00:00:21.180]   myself
[00:00:21.180 --> 00:00:21.610]  ,
[00:00:21.610 --> 00:00:22.910]   Justin
[00:00:22.910 --> 00:00:24.410]   Vincent
[00:00:24.410 --> 00:00:25.070]   and
[00:00:25.070 --> 00:00:26.150]   Jason
[00:00:26.150 --> 00:00:27.660]   Roberts
[00:00:27.660 --> 00:00:28.420]  .
[00:00:28.880 --> 00:00:28.950]  
[00:00:28.950 --> 00:00:29.170]   Today
[00:00:29.170 --> 00:00:29.280]   it
[00:00:29.280 --> 00:00:29.390]   is
[00:00:29.390 --> 00:00:29.740]   Sunday
[00:00:29.740 --> 00:00:29.850]  ,
[00:00:29.850 --> 00:00:30.300]   August
[00:00:30.300 --> 00:00:30.550]   twenty
[00:00:30.550 --> 00:00:31.060]   seventh
[00:00:31.060 --> 00:00:31.120]   and
[00:00:31.120 --> 00:00:31.230]   um
[00:00:31.230 --> 00:00:31.370]   we
[00:00:31.370 --> 00:00:31.630]   haven
[00:00:31.630 --> 00:00:31.740]  't
[00:00:31.740 --> 00:00:31.890]   done
[00:00:31.890 --> 00:00:32.170]   a
[00:00:32.170 --> 00:00:32.250]   show
[00:00:32.250 --> 00:00:32.420]   for
[00:00:32.420 --> 00:00:32.470]   a
[00:00:32.470 --> 00:00:32.770]   while
[00:00:32.770 --> 00:00:32.930]   but
[00:00:32.930 --> 00:00:33.040]   we
[00:00:33.040 --> 00:00:33.440]   thought
[00:00:33.440 --> 00:00:33.550]   we
[00:00:33.550 --> 00:00:33.660]  'd
[00:00:33.660 --> 00:00:33.860]   uh
[00:00:33.860 --> 00:00:33.940]   get
[00:00:33.940 --> 00:00:34.170]   back
[00:00:34.170 --> 00:00:34.340]   on
[00:00:34.340 --> 00:00:34.450]   the
[00:00:34.450 --> 00:00:34.620]   air
[00:00:34.620 --> 00:00:34.790]   and
[00:00:34.790 --> 00:00:35.020]   tell
[00:00:35.020 --> 00:00:35.190]   you
[00:00:35.190 --> 00:00:35.240]   a
[00:00:35.240 --> 00:00:35.760]   little
[00:00:35.760 --> 00:00:35.830]   bit
[00:00:35.830 --> 00:00:36.050]   about
[00:00:36.050 --> 00:00:36.280]   what
[00:00:36.280 --> 00:00:36.420]   we
[00:00:36.420 --> 00:00:36.580]  're
[00:00:36.580 --> 00:00:36.960]   getting
[00:00:36.960 --> 00:00:37.070]   up
[00:00:37.070 --> 00:00:37.180]   to
[00:00:37.180 --> 00:00:37.730]  .
[00:00:37.730 --> 00:00:37.930]   Hey
[00:00:37.930 --> 00:00:38.070]   Jason
[00:00:38.070 --> 00:00:38.080]  ,
[00:00:38.080 --> 00:00:38.230]   how
[00:00:38.230 --> 00:00:38.420]   you
[00:00:38.420 --> 00:00:38.630]   doing
[00:00:38.630 --> 00:00:38.800]  ? [SPEAKER_TURN]
[00:00:38.800 --> 00:00:39.190]   Done
[00:00:39.190 --> 00:00:40.120]   alright
[00:00:40.120 --> 00:00:40.190]  .
[00:00:40.190 --> 00:00:40.370]   So
[00:00:40.370 --> 00:00:40.660]   the
[00:00:40.660 --> 00:00:40.860]   uh
[00:00:40.860 --> 00:00:41.550]   rumours
[00:00:41.550 --> 00:00:41.770]   of
[00:00:41.770 --> 00:00:42.380]   our
[00:00:42.380 --> 00:00:42.530]   death
[00:00:42.530 --> 00:00:42.820]   has
[00:00:42.820 --> 00:00:43.480]   were
[00:00:43.480 --> 00:00:44.200]   greatly
[00:00:44.200 --> 00:00:44.990]   exaggerated
[00:00:44.990 --> 00:00:45.570]  .
[00:00:45.570 --> 00:00:45.610]   But
[00:00:45.610 --> 00:00:45.860]   not
[00:00:45.860 --> 00:00:46.060]   by
[00:00:46.060 --> 00:00:46.510]   much
[00:00:46.510 --> 00:00:46.740]  .
[00:00:46.740 --> 00:00:47.030]   The
[00:00:47.030 --> 00:00:47.400]   same
[00:00:47.400 --> 00:00:47.840]   time
[00:00:47.840 --> 00:00:49.080]  . [SPEAKER_TURN]
[00:00:49.080 --> 00:00:49.290]   Great
[00:00:49.290 --> 00:00:49.360]  ly
[00:00:49.360 --> 00:00:49.830]   exaggerated
[00:00:49.830 --> 00:00:49.950]  .
[00:00:49.950 --> 00:00:50.030]   We
[00:00:50.030 --> 00:00:50.150]   did
[00:00:50.150 --> 00:00:50.290]   not
[00:00:50.290 --> 00:00:50.390]   and
[00:00:50.390 --> 00:00:50.550]   will
[00:00:50.550 --> 00:00:50.670]   not
[00:00:50.670 --> 00:00:50.790]   die
[00:00:50.790 --> 00:00:50.910]  .
[00:00:50.910 --> 00:00:50.990]   We
[00:00:50.990 --> 00:00:51.230]   just
[00:00:51.230 --> 00:00:51.310]   we
[00:00:51.310 --> 00:00:51.400]   just
[00:00:51.400 --> 00:00:51.570]   didn
[00:00:51.570 --> 00:00:51.630]  't
[00:00:51.630 --> 00:00:51.790]   that
[00:00:51.790 --> 00:00:51.950]   like
[00:00:51.950 --> 00:00:52.160]   hiber
[00:00:52.160 --> 00:00:52.410]  nation
[00:00:52.410 --> 00:00:52.610]   state
[00:00:52.610 --> 00:00:52.760]   you
[00:00:52.760 --> 00:00:52.820]  ,
[00:00:52.820 --> 00:00:52.980]   know
[00:00:52.980 --> 00:00:53.680]  .
[00:00:53.680 --> 00:00:53.760]   June
[00:00:53.760 --> 00:00:54.280]   seven
[00:00:54.280 --> 00:00:55.520]  . [SPEAKER_TURN]
[00:00:55.520 --> 00:00:56.020]   Wow
[00:00:56.020 --> 00:00:56.550]  .
[00:00:56.550 --> 00:00:56.550]   Two
[00:00:56.550 --> 00:00:57.020]   and
[00:00:57.020 --> 00:00:57.370]   a
[00:00:57.370 --> 00:00:57.440]   half
[00:00:57.440 --> 00:00:57.940]   months
[00:00:57.940 --> 00:00:58.240]  . [SPEAKER_TURN]
[00:00:58.760 --> 00:00:58.810]  
[00:00:58.810 --> 00:00:58.900]   That
[00:00:58.900 --> 00:00:59.030]  's
[00:00:59.030 --> 00:00:59.030]   pr
[00:00:59.030 --> 00:00:59.170]   that
[00:00:59.170 --> 00:00:59.230]  's
[00:00:59.230 --> 00:00:59.370]   kind
[00:00:59.370 --> 00:00:59.440]   of
[00:00:59.440 --> 00:00:59.580]   like
[00:00:59.580 --> 00:00:59.680]   the
[00:00:59.680 --> 00:00:59.820]   same
[00:00:59.820 --> 00:00:59.910]   as
[00:00:59.910 --> 00:00:59.990]   the
[00:00:59.990 --> 00:01:00.090]   one
[00:01:00.090 --> 00:01:00.290]   before
[00:01:00.290 --> 00:01:00.720]  . [SPEAKER_TURN]
[00:01:00.720 --> 00:01:00.860]   Uh
[00:01:00.860 --> 00:01:01.140]   that
[00:01:01.140 --> 00:01:01.280]  's
[00:01:01.280 --> 00:01:01.580]   that
[00:01:01.580 --> 00:01:01.700]  's
[00:01:01.700 --> 00:01:01.840]   uh
[00:01:01.840 --> 00:01:02.150]   yeah
[00:01:02.150 --> 00:01:02.330]  .
[00:01:02.330 --> 00:01:02.470]   So
[00:01:02.470 --> 00:01:02.680]   are
[00:01:02.680 --> 00:01:02.800]   we
