
[00:00:00.000 --> 00:00:00.200]  
[00:00:00.200 --> 00:00:00.970]   This
[00:00:00.970 --> 00:00:01.260]   show
[00:00:01.260 --> 00:00:01.500]   is
[00:00:01.500 --> 00:00:03.180]   distributed
[00:00:03.180 --> 00:00:03.770]   by
[00:00:03.770 --> 00:00:04.570]   someone
[00:00:04.570 --> 00:00:04.990]  .
[00:00:04.990 --> 00:00:05.540]   Next
[00:00:05.540 --> 00:00:06.080]   time
[00:00:06.080 --> 00:00:06.500]  .
[00:00:28.000 --> 00:00:28.000]  
[00:00:28.000 --> 00:00:28.400]   Welcome
[00:00:28.400 --> 00:00:28.510]   to
[00:00:28.510 --> 00:00:28.910]   episode
[00:00:28.910 --> 00:00:29.080]   one
[00:00:29.080 --> 00:00:29.480]   hundred
[00:00:29.480 --> 00:00:29.650]   and
[00:00:29.650 --> 00:00:29.930]   fifty
[00:00:29.930 --> 00:00:30.150]   five
[00:00:30.150 --> 00:00:30.260]   of
[00:00:30.260 --> 00:00:30.480]   Text
[00:00:30.480 --> 00:00:30.650]  ing
[00:00:30.650 --> 00:00:30.760]  ,
[00:00:30.760 --> 00:00:31.100]   hosted
[00:00:31.100 --> 00:00:31.210]   by
[00:00:31.210 --> 00:00:31.560]   myself
[00:00:31.560 --> 00:00:31.890]   Justin
[00:00:31.890 --> 00:00:32.000]  ,
[00:00:32.000 --> 00:00:32.390]   Vincent
[00:00:32.390 --> 00:00:32.570]   and
[00:00:32.570 --> 00:00:32.850]   Jason
[00:00:32.850 --> 00:00:33.240]   Roberts
[00:00:33.240 --> 00:00:33.500]  .
[00:00:33.500 --> 00:00:33.620]   On
[00:00:33.620 --> 00:00:33.920]   today
[00:00:33.920 --> 00:00:34.050]  's
[00:00:34.050 --> 00:00:34.280]   show
[00:00:34.280 --> 00:00:34.400]   we
[00:00:34.400 --> 00:00:34.580]  're
[00:00:34.580 --> 00:00:35.000]   talking
[00:00:35.000 --> 00:00:35.120]   to
[00:00:35.120 --> 00:00:35.580]   Matthew
[00:00:35.580 --> 00:00:35.840]   Klein
[00:00:35.840 --> 00:00:36.080]  ,
[00:00:36.080 --> 00:00:36.470]   founder
[00:00:36.470 --> 00:00:36.500]   of
[00:00:36.500 --> 00:00:37.110]   Collective
[00:00:37.110 --> 00:00:37.290]   Two
[00:00:37.290 --> 00:00:37.470]   dot
[00:00:37.470 --> 00:00:37.800]   com
[00:00:37.800 --> 00:00:37.830]   and
[00:00:37.830 --> 00:00:38.070]   also
[00:00:38.070 --> 00:00:38.430]   author
[00:00:38.430 --> 00:00:38.550]   of
[00:00:38.550 --> 00:00:38.790]   Con
[00:00:38.790 --> 00:00:38.800]  -
[00:00:38.800 --> 00:00:38.910]  Ed
[00:00:38.910 --> 00:00:39.090]   and
[00:00:39.090 --> 00:00:39.450]   Switch
[00:00:39.450 --> 00:00:39.740]  back
[00:00:39.740 --> 00:00:39.950]  .
[00:00:39.950 --> 00:00:40.130]   Hi
[00:00:40.130 --> 00:00:40.440]   Matthew
[00:00:40.440 --> 00:00:40.480]  ,
[00:00:40.480 --> 00:00:40.790]   welcome
[00:00:40.790 --> 00:00:40.800]   to
[00:00:40.800 --> 00:00:40.920]   the
[00:00:40.920 --> 00:00:41.080]   show
[00:00:41.080 --> 00:00:41.560]  . [SPEAKER_TURN]
[00:00:41.560 --> 00:00:41.860]   Hi
[00:00:41.860 --> 00:00:41.920]   guys
[00:00:41.920 --> 00:00:41.960]  ,
[00:00:41.960 --> 00:00:42.260]   thanks
[00:00:42.260 --> 00:00:42.410]   for
[00:00:42.410 --> 00:00:42.710]   having
[00:00:42.710 --> 00:00:42.810]   me
[00:00:42.810 --> 00:00:42.910]   on
[00:00:42.910 --> 00:00:43.480]  . [SPEAKER_TURN]
[00:00:44.160 --> 00:00:44.220]  
[00:00:44.220 --> 00:00:44.290]   So
[00:00:44.290 --> 00:00:44.480]   you
[00:00:44.480 --> 00:00:44.710]  're
[00:00:44.710 --> 00:00:44.920]   like
[00:00:44.920 --> 00:00:45.250]   the
[00:00:45.250 --> 00:00:45.300]   the
[00:00:45.300 --> 00:00:45.780]   perfect
[00:00:45.780 --> 00:00:46.140]   storm
[00:00:46.140 --> 00:00:46.260]   for
[00:00:46.260 --> 00:00:46.390]   us
[00:00:46.390 --> 00:00:46.580]  .
[00:00:46.580 --> 00:00:46.770]   You
[00:00:46.770 --> 00:00:47.020]   have
[00:00:47.020 --> 00:00:47.350]   you
[00:00:47.350 --> 00:00:47.400]  're
[00:00:47.400 --> 00:00:47.460]   a
[00:00:47.460 --> 00:00:48.040]   founder
[00:00:48.040 --> 00:00:48.040]   of
[00:00:48.040 --> 00:00:48.250]   a
[00:00:48.250 --> 00:00:48.290]   web
[00:00:48.290 --> 00:00:48.740]   startup
[00:00:48.740 --> 00:00:48.890]  ,
[00:00:48.890 --> 00:00:49.050]   you
[00:00:49.050 --> 00:00:49.290]   are
[00:00:49.290 --> 00:00:49.370]   an
[00:00:49.370 --> 00:00:49.880]   algorith
[00:00:49.880 --> 00:00:50.450]  mic
