
[00:00:00.000 --> 00:00:00.020]  
[00:00:00.020 --> 00:00:03.030]   [
[00:00:03.030 --> 00:00:06.040]  M
[00:00:06.040 --> 00:00:12.040]  US
[00:00:12.040 --> 00:00:18.050]  IC
[00:00:18.050 --> 00:00:21.080]  ]
[00:00:21.080 --> 00:00:21.080]  
[00:00:21.080 --> 00:00:21.500]   Welcome
[00:00:21.500 --> 00:00:21.620]   to
[00:00:21.620 --> 00:00:22.040]   episode
[00:00:22.040 --> 00:00:22.530]   nineteen
[00:00:22.530 --> 00:00:22.660]   of
[00:00:22.660 --> 00:00:22.890]   Tech
[00:00:22.890 --> 00:00:23.130]  sing
[00:00:23.130 --> 00:00:23.250]  ,
[00:00:23.250 --> 00:00:23.430]   the
[00:00:23.430 --> 00:00:23.670]   show
[00:00:23.670 --> 00:00:23.970]   where
[00:00:23.970 --> 00:00:24.090]   we
[00:00:24.090 --> 00:00:24.330]   talk
[00:00:24.330 --> 00:00:24.640]   about
[00:00:24.640 --> 00:00:24.810]   the
[00:00:24.810 --> 00:00:24.990]   thr
[00:00:24.990 --> 00:00:25.230]  ills
[00:00:25.230 --> 00:00:25.410]   and
[00:00:25.410 --> 00:00:25.770]   spills
[00:00:25.770 --> 00:00:25.890]   of
[00:00:25.890 --> 00:00:26.500]   technology
[00:00:26.500 --> 00:00:26.680]   and
[00:00:26.680 --> 00:00:26.920]   tech
[00:00:26.920 --> 00:00:27.630]   startups
[00:00:27.630 --> 00:00:27.770]   hosted
[00:00:27.770 --> 00:00:27.890]   by
[00:00:27.890 --> 00:00:28.240]   myself
[00:00:28.240 --> 00:00:28.610]   Justin
[00:00:28.610 --> 00:00:28.730]  ,
[00:00:28.730 --> 00:00:29.040]   Vincent
[00:00:29.040 --> 00:00:29.440]   and
[00:00:29.440 --> 00:00:29.630]   Jason
[00:00:29.630 --> 00:00:30.050]   Roberts
[00:00:30.050 --> 00:00:30.420]  . [SPEAKER_TURN]
[00:00:30.960 --> 00:00:31.050]  
[00:00:31.050 --> 00:00:31.290]   Okay
[00:00:31.290 --> 00:00:31.500]  .
[00:00:31.500 --> 00:00:31.590]   So
[00:00:31.590 --> 00:00:31.730]   uh
[00:00:31.730 --> 00:00:31.800]   I
[00:00:31.800 --> 00:00:31.910]   well
[00:00:31.910 --> 00:00:32.260]   let
[00:00:32.260 --> 00:00:32.560]  's
[00:00:32.560 --> 00:00:32.640]   get
[00:00:32.640 --> 00:00:33.130]   started
[00:00:33.130 --> 00:00:33.260]   by
[00:00:33.260 --> 00:00:33.660]   first
[00:00:33.660 --> 00:00:33.690]   I
[00:00:33.690 --> 00:00:34.040]   first
[00:00:34.040 --> 00:00:34.210]   I
[00:00:34.210 --> 00:00:34.460]   wanna
[00:00:34.460 --> 00:00:34.740]   hear
